"Density","Mach","Pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
47.067,0.15593,8.9155e+05,1,0,0,0,0
47.067,0.15595,8.9155e+05,1,0.00012294,0.00012294,0,0
47.067,0.15596,8.9155e+05,1,0.00024587,0.00024587,0,0
47.067,0.15598,8.9155e+05,1,0.00036881,0.00036881,0,0
47.067,0.15599,8.9155e+05,1,0.00049175,0.00049175,0,0
47.067,0.15601,8.9155e+05,1,0.00061468,0.00061468,0,0
47.067,0.15603,8.9155e+05,1,0.00073762,0.00073762,0,0
47.067,0.15604,8.9155e+05,1,0.00086056,0.00086056,0,0
47.067,0.15606,8.9155e+05,1,0.00098349,0.00098349,0,0
47.067,0.15607,8.9155e+05,1,0.0011064,0.0011064,0,0
47.067,0.15609,8.9155e+05,1,0.0012294,0.0012294,0,0
47.067,0.15611,8.9155e+05,1,0.0013523,0.0013523,0,0
47.067,0.15612,8.9155e+05,1,0.0014752,0.0014752,0,0
47.067,0.15614,8.9155e+05,1,0.0015982,0.0015982,0,0
47.067,0.15616,8.9155e+05,1,0.0017211,0.0017211,0,0
47.067,0.15617,8.9155e+05,1,0.0018441,0.0018441,0,0
47.066,0.15619,8.9154e+05,1,0.001967,0.001967,0,0
47.066,0.15621,8.9154e+05,1,0.0020899,0.0020899,0,0
47.066,0.15624,8.9153e+05,1,0.0022129,0.0022129,0,0
47.066,0.15627,8.9153e+05,1,0.0023358,0.0023358,0,0
47.065,0.1563,8.9152e+05,1,0.0024587,0.0024587,0,0
47.065,0.15633,8.9151e+05,1,0.0025817,0.0025817,0,0
47.065,0.15636,8.915e+05,1,0.0027046,0.0027046,0,0
47.064,0.15639,8.915e+05,1,0.0028275,0.0028275,0,0
47.064,0.15641,8.9149e+05,1,0.0029505,0.0029505,0,0
47.064,0.15645,8.9149e+05,1,0.0030734,0.0030734,0,0
47.064,0.15648,8.9148e+05,1,0.0031964,0.0031964,0,0
47.063,0.15651,8.9148e+05,1,0.0033193,0.0033193,0,0
47.063,0.15655,8.9147e+05,1,0.0034422,0.0034422,0,0
47.063,0.15658,8.9147e+05,1,0.0035652,0.0035652,0,0
47.063,0.15661,8.9146e+05,1,0.0036881,0.0036881,0,0
47.063,0.15665,8.9146e+05,1,0.003811,0.003811,0,0
47.062,0.15668,8.9146e+05,1,0.003934,0.003934,0,0
47.062,0.15673,8.9145e+05,1,0.0040569,0.0040569,0,0
47.062,0.15677,8.9144e+05,1,0.0041799,0.0041799,0,0
47.061,0.15682,8.9143e+05,1,0.0043028,0.0043028,0,0
47.061,0.15687,8.9142e+05,1,0.0044257,0.0044257,0,0
47.06,0.15692,8.9141e+05,1,0.0045487,0.0045487,0,0
47.06,0.15697,8.914e+05,1,0.0046716,0.0046716,0,0
47.059,0.15701,8.9139e+05,1,0.0047945,0.0047945,0,0
47.059,0.15706,8.9139e+05,1,0.0049175,0.0049175,0,0
47.059,0.15712,8.9138e+05,1,0.0050404,0.0050404,0,0
47.058,0.15718,8.9137e+05,1,0.0051633,0.0051633,0,0
47.058,0.15724,8.9136e+05,1,0.0052863,0.0052863,0,0
47.057,0.15729,8.9135e+05,1,0.0054092,0.0054092,0,0
47.057,0.15735,8.9134e+05,1,0.0055322,0.0055322,0,0
47.057,0.15741,8.9133e+05,1,0.0056551,0.0056551,0,0
47.056,0.15747,8.9132e+05,1,0.005778,0.005778,0,0
47.056,0.15753,8.9132e+05,1,0.005901,0.005901,0,0
47.055,0.15759,8.913e+05,1,0.0060239,0.0060239,0,0
47.055,0.15766,8.9129e+05,1,0.0061468,0.0061468,0,0
47.054,0.15773,8.9128e+05,1,0.0062698,0.0062698,0,0
47.054,0.1578,8.9127e+05,1,0.0063927,0.0063927,0,0
47.053,0.15786,8.9126e+05,1,0.0065157,0.0065157,0,0
47.053,0.15793,8.9125e+05,1,0.0066386,0.0066386,0,0
47.052,0.158,8.9124e+05,1,0.0067615,0.0067615,0,0
47.052,0.15807,8.9122e+05,1,0.0068845,0.0068845,0,0
47.051,0.15814,8.9121e+05,1,0.0070074,0.0070074,0,0
47.05,0.15822,8.912e+05,1,0.0071303,0.0071303,0,0
47.05,0.1583,8.9119e+05,1,0.0072533,0.0072533,0,0
47.049,0.15838,8.9117e+05,1,0.0073762,0.0073762,0,0
47.049,0.15847,8.9116e+05,1,0.0074991,0.0074991,0,0
47.048,0.15855,8.9115e+05,1,0.0076221,0.0076221,0,0
47.048,0.15863,8.9114e+05,1,0.007745,0.007745,0,0
47.047,0.15871,8.9112e+05,1,0.007868,0.007868,0,0
47.046,0.15879,8.9111e+05,1,0.0079909,0.0079909,0,0
47.046,0.15888,8.911e+05,1,0.0081138,0.0081138,0,0
47.045,0.15897,8.9108e+05,1,0.0082368,0.0082368,0,0
47.044,0.15906,8.9107e+05,1,0.0083597,0.0083597,0,0
47.044,0.15915,8.9105e+05,1,0.0084826,0.0084826,0,0
47.043,0.15924,8.9104e+05,1,0.0086056,0.0086056,0,0
47.042,0.15933,8.9102e+05,1,0.0087285,0.0087285,0,0
47.041,0.15942,8.91e+05,1,0.0088514,0.0088514,0,0
47.041,0.15952,8.9099e+05,1,0.0089744,0.0089744,0,0
47.04,0.15962,8.9097e+05,1,0.0090973,0.0090973,0,0
47.039,0.15973,8.9096e+05,1,0.0092203,0.0092203,0,0
47.038,0.15983,8.9094e+05,1,0.0093432,0.0093432,0,0
47.038,0.15993,8.9092e+05,1,0.0094661,0.0094661,0,0
47.037,0.16004,8.9091e+05,1,0.0095891,0.0095891,0,0
47.036,0.16014,8.9089e+05,1,0.009712,0.009712,0,0
47.036,0.16024,8.9088e+05,1,0.0098349,0.0098349,0,0
47.035,0.16035,8.9086e+05,1,0.0099579,0.0099579,0,0
47.034,0.16047,8.9084e+05,1,0.010081,0.010081,0,0
47.033,0.16058,8.9082e+05,1,0.010204,0.010204,0,0
47.032,0.16069,8.908e+05,1,0.010327,0.010327,0,0
47.031,0.16081,8.9079e+05,1,0.01045,0.01045,0,0
47.03,0.16092,8.9077e+05,1,0.010573,0.010573,0,0
47.03,0.16103,8.9075e+05,1,0.010696,0.010696,0,0
47.029,0.16115,8.9073e+05,1,0.010818,0.010818,0,0
47.028,0.16126,8.9071e+05,1,0.010941,0.010941,0,0
47.027,0.16139,8.9069e+05,1,0.011064,0.011064,0,0
47.026,0.16152,8.9067e+05,1,0.011187,0.011187,0,0
47.025,0.16165,8.9065e+05,1,0.01131,0.01131,0,0
47.024,0.16177,8.9063e+05,1,0.011433,0.011433,0,0
47.023,0.1619,8.9061e+05,1,0.011556,0.011556,0,0
47.022,0.16203,8.9059e+05,1,0.011679,0.011679,0,0
47.021,0.16216,8.9057e+05,1,0.011802,0.011802,0,0
47.02,0.16229,8.9055e+05,1,0.011925,0.011925,0,0
47.019,0.16243,8.9053e+05,1,0.012048,0.012048,0,0
47.018,0.16257,8.905e+05,1,0.012171,0.012171,0,0
47.017,0.16271,8.9048e+05,1,0.012294,0.012294,0,0
47.016,0.16285,8.9046e+05,1,0.012417,0.012417,0,0
47.015,0.16299,8.9043e+05,1,0.01254,0.01254,0,0
47.014,0.16313,8.9041e+05,1,0.012662,0.012662,0,0
47.013,0.16327,8.9039e+05,1,0.012785,0.012785,0,0
47.012,0.16342,8.9036e+05,1,0.012908,0.012908,0,0
47.011,0.16357,8.9034e+05,1,0.013031,0.013031,0,0
47.009,0.16372,8.9031e+05,1,0.013154,0.013154,0,0
47.008,0.16388,8.9029e+05,1,0.013277,0.013277,0,0
47.007,0.16403,8.9026e+05,1,0.0134,0.0134,0,0
47.006,0.16418,8.9024e+05,1,0.013523,0.013523,0,0
47.005,0.16434,8.9021e+05,1,0.013646,0.013646,0,0
47.004,0.16449,8.9019e+05,1,0.013769,0.013769,0,0
47.003,0.16465,8.9016e+05,1,0.013892,0.013892,0,0
47.001,0.16481,8.9014e+05,1,0.014015,0.014015,0,0
47,0.16498,8.9011e+05,1,0.014138,0.014138,0,0
46.999,0.16515,8.9008e+05,1,0.014261,0.014261,0,0
46.997,0.16532,8.9005e+05,1,0.014384,0.014384,0,0
46.996,0.16548,8.9002e+05,1,0.014507,0.014507,0,0
46.995,0.16565,8.8999e+05,1,0.014629,0.014629,0,0
46.993,0.16582,8.8997e+05,1,0.014752,0.014752,0,0
46.992,0.16598,8.8994e+05,1,0.014875,0.014875,0,0
46.991,0.16616,8.8991e+05,1,0.014998,0.014998,0,0
46.989,0.16634,8.8988e+05,1,0.015121,0.015121,0,0
46.988,0.16652,8.8985e+05,1,0.015244,0.015244,0,0
46.987,0.1667,8.8982e+05,1,0.015367,0.015367,0,0
46.985,0.16688,8.8979e+05,1,0.01549,0.01549,0,0
46.984,0.16706,8.8976e+05,1,0.015613,0.015613,0,0
46.982,0.16723,8.8973e+05,1,0.015736,0.015736,0,0
46.981,0.16741,8.897e+05,1,0.015859,0.015859,0,0
46.979,0.1676,8.8967e+05,1,0.015982,0.015982,0,0
46.978,0.1678,8.8963e+05,1,0.016105,0.016105,0,0
46.976,0.16799,8.896e+05,1,0.016228,0.016228,0,0
46.975,0.16818,8.8957e+05,1,0.016351,0.016351,0,0
46.973,0.16837,8.8953e+05,1,0.016474,0.016474,0,0
46.972,0.16856,8.895e+05,1,0.016596,0.016596,0,0
46.97,0.16876,8.8947e+05,1,0.016719,0.016719,0,0
46.969,0.16895,8.8943e+05,1,0.016842,0.016842,0,0
46.967,0.16915,8.894e+05,1,0.016965,0.016965,0,0
46.965,0.16936,8.8936e+05,1,0.017088,0.017088,0,0
46.964,0.16957,8.8933e+05,1,0.017211,0.017211,0,0
46.962,0.16978,8.8929e+05,1,0.017334,0.017334,0,0
46.961,0.16998,8.8926e+05,1,0.017457,0.017457,0,0
46.959,0.17019,8.8922e+05,1,0.01758,0.01758,0,0
46.957,0.1704,8.8919e+05,1,0.017703,0.017703,0,0
46.956,0.17061,8.8915e+05,1,0.017826,0.017826,0,0
46.954,0.17083,8.8912e+05,1,0.017949,0.017949,0,0
46.952,0.17104,8.8908e+05,1,0.018072,0.018072,0,0
46.951,0.17126,8.8904e+05,1,0.018195,0.018195,0,0
46.949,0.17148,8.89e+05,1,0.018318,0.018318,0,0
46.947,0.1717,8.8897e+05,1,0.018441,0.018441,0,0
46.945,0.17192,8.8893e+05,1,0.018563,0.018563,0,0
46.944,0.17214,8.8889e+05,1,0.018686,0.018686,0,0
46.942,0.17236,8.8885e+05,1,0.018809,0.018809,0,0
46.94,0.17259,8.8881e+05,1,0.018932,0.018932,0,0
46.938,0.17283,8.8877e+05,1,0.019055,0.019055,0,0
46.936,0.17307,8.8873e+05,1,0.019178,0.019178,0,0
46.934,0.1733,8.8869e+05,1,0.019301,0.019301,0,0
46.932,0.17354,8.8864e+05,1,0.019424,0.019424,0,0
46.93,0.17378,8.886e+05,1,0.019547,0.019547,0,0
46.928,0.17401,8.8856e+05,1,0.01967,0.01967,0,0
46.926,0.17425,8.8852e+05,1,0.019793,0.019793,0,0
46.924,0.1745,8.8847e+05,1,0.019916,0.019916,0,0
46.922,0.17475,8.8843e+05,1,0.020039,0.020039,0,0
46.92,0.175,8.8838e+05,1,0.020162,0.020162,0,0
46.918,0.17525,8.8834e+05,1,0.020285,0.020285,0,0
46.916,0.1755,8.883e+05,1,0.020408,0.020408,0,0
46.914,0.17575,8.8825e+05,1,0.02053,0.02053,0,0
46.912,0.176,8.8821e+05,1,0.020653,0.020653,0,0
46.91,0.17626,8.8816e+05,1,0.020776,0.020776,0,0
46.908,0.17652,8.8812e+05,1,0.020899,0.020899,0,0
46.905,0.17679,8.8807e+05,1,0.021022,0.021022,0,0
46.903,0.17705,8.8802e+05,1,0.021145,0.021145,0,0
46.901,0.17732,8.8797e+05,1,0.021268,0.021268,0,0
46.899,0.17759,8.8792e+05,1,0.021391,0.021391,0,0
46.896,0.17786,8.8787e+05,1,0.021514,0.021514,0,0
46.894,0.17812,8.8783e+05,1,0.021637,0.021637,0,0
46.892,0.17839,8.8778e+05,1,0.02176,0.02176,0,0
46.89,0.17867,8.8773e+05,1,0.021883,0.021883,0,0
46.887,0.17895,8.8768e+05,1,0.022006,0.022006,0,0
46.885,0.17924,8.8762e+05,1,0.022129,0.022129,0,0
46.882,0.17952,8.8757e+05,1,0.022252,0.022252,0,0
46.88,0.17981,8.8752e+05,1,0.022374,0.022374,0,0
46.878,0.18009,8.8747e+05,1,0.022497,0.022497,0,0
46.875,0.18038,8.8742e+05,1,0.02262,0.02262,0,0
46.873,0.18066,8.8736e+05,1,0.022743,0.022743,0,0
46.87,0.18096,8.8731e+05,1,0.022866,0.022866,0,0
46.868,0.18126,8.8725e+05,1,0.022989,0.022989,0,0
46.865,0.18157,8.872e+05,1,0.023112,0.023112,0,0
46.863,0.18187,8.8714e+05,1,0.023235,0.023235,0,0
46.86,0.18217,8.8709e+05,1,0.023358,0.023358,0,0
46.857,0.18248,8.8703e+05,1,0.023481,0.023481,0,0
46.855,0.18278,8.8698e+05,1,0.023604,0.023604,0,0
46.852,0.18309,8.8692e+05,1,0.023727,0.023727,0,0
46.85,0.1834,8.8686e+05,1,0.02385,0.02385,0,0
46.847,0.18372,8.868e+05,1,0.023973,0.023973,0,0
46.844,0.18404,8.8674e+05,1,0.024096,0.024096,0,0
46.841,0.18437,8.8668e+05,1,0.024219,0.024219,0,0
46.838,0.18469,8.8662e+05,1,0.024341,0.024341,0,0
46.836,0.18501,8.8656e+05,1,0.024464,0.024464,0,0
46.833,0.18534,8.865e+05,1,0.024587,0.024587,0,0
46.83,0.18566,8.8644e+05,1,0.02471,0.02471,0,0
46.827,0.18599,8.8638e+05,1,0.024833,0.024833,0,0
46.824,0.18634,8.8631e+05,1,0.024956,0.024956,0,0
46.821,0.18668,8.8625e+05,1,0.025079,0.025079,0,0
46.818,0.18703,8.8618e+05,1,0.025202,0.025202,0,0
46.815,0.18737,8.8612e+05,1,0.025325,0.025325,0,0
46.812,0.18772,8.8605e+05,1,0.025448,0.025448,0,0
46.809,0.18806,8.8599e+05,1,0.025571,0.025571,0,0
46.806,0.18841,8.8593e+05,1,0.025694,0.025694,0,0
46.803,0.18876,8.8586e+05,1,0.025817,0.025817,0,0
46.8,0.18912,8.8579e+05,1,0.02594,0.02594,0,0
46.797,0.18948,8.8572e+05,1,0.026063,0.026063,0,0
46.794,0.18985,8.8565e+05,1,0.026186,0.026186,0,0
46.79,0.19021,8.8559e+05,1,0.026308,0.026308,0,0
46.787,0.19057,8.8552e+05,1,0.026431,0.026431,0,0
46.784,0.19093,8.8545e+05,1,0.026554,0.026554,0,0
46.781,0.1913,8.8538e+05,1,0.026677,0.026677,0,0
46.778,0.19167,8.8531e+05,1,0.0268,0.0268,0,0
46.774,0.19206,8.8523e+05,1,0.026923,0.026923,0,0
46.771,0.19244,8.8516e+05,1,0.027046,0.027046,0,0
46.767,0.19283,8.8508e+05,1,0.027169,0.027169,0,0
46.764,0.19322,8.8501e+05,1,0.027292,0.027292,0,0
46.76,0.19361,8.8493e+05,1,0.027415,0.027415,0,0
46.757,0.194,8.8486e+05,1,0.027538,0.027538,0,0
46.753,0.19439,8.8478e+05,1,0.027661,0.027661,0,0
46.75,0.19478,8.8471e+05,1,0.027784,0.027784,0,0
46.746,0.19519,8.8462e+05,1,0.027907,0.027907,0,0
46.742,0.19561,8.8454e+05,1,0.02803,0.02803,0,0
46.738,0.19602,8.8446e+05,1,0.028153,0.028153,0,0
46.735,0.19643,8.8438e+05,1,0.028275,0.028275,0,0
46.731,0.19684,8.843e+05,1,0.028398,0.028398,0,0
46.727,0.19726,8.8422e+05,1,0.028521,0.028521,0,0
46.723,0.19767,8.8414e+05,1,0.028644,0.028644,0,0
46.72,0.19809,8.8406e+05,1,0.028767,0.028767,0,0
46.716,0.19853,8.8397e+05,1,0.02889,0.02889,0,0
46.712,0.19898,8.8389e+05,1,0.029013,0.029013,0,0
46.708,0.19942,8.838e+05,1,0.029136,0.029136,0,0
46.704,0.19986,8.8371e+05,1,0.029259,0.029259,0,0
46.7,0.20031,8.8363e+05,1,0.029382,0.029382,0,0
46.696,0.20075,8.8354e+05,1,0.029505,0.029505,0,0
46.692,0.2012,8.8346e+05,1,0.029628,0.029628,0,0
46.688,0.20164,8.8337e+05,1,0.029751,0.029751,0,0
46.684,0.20209,8.833e+05,1,0.029874,0.029874,0,0
46.681,0.20254,8.8323e+05,1,0.029997,0.029997,0,0
46.678,0.20299,8.8315e+05,1,0.03012,0.03012,0,0
46.674,0.20344,8.8308e+05,1,0.030242,0.030242,0,0
46.669,0.20388,8.8297e+05,1,0.030365,0.030365,0,0
46.664,0.20432,8.8286e+05,1,0.030488,0.030488,0,0
46.659,0.20476,8.8275e+05,1,0.030611,0.030611,0,0
46.654,0.2052,8.8264e+05,1,0.030734,0.030734,0,0
46.649,0.20568,8.8254e+05,1,0.030857,0.030857,0,0
46.645,0.20616,8.8244e+05,1,0.03098,0.03098,0,0
46.64,0.20664,8.8234e+05,1,0.031103,0.031103,0,0
46.635,0.20712,8.8223e+05,1,0.031226,0.031226,0,0
46.631,0.2076,8.8213e+05,1,0.031349,0.031349,0,0
46.626,0.20809,8.8203e+05,1,0.031472,0.031472,0,0
46.621,0.20857,8.8193e+05,1,0.031595,0.031595,0,0
46.617,0.20905,8.8183e+05,1,0.031718,0.031718,0,0
46.612,0.20955,8.8173e+05,1,0.031841,0.031841,0,0
46.607,0.21005,8.8162e+05,1,0.031964,0.031964,0,0
46.602,0.21056,8.8151e+05,1,0.032087,0.032087,0,0
46.597,0.21106,8.8141e+05,1,0.032209,0.032209,0,0
46.592,0.21156,8.813e+05,1,0.032332,0.032332,0,0
46.587,0.21207,8.8119e+05,1,0.032455,0.032455,0,0
46.582,0.21257,8.8109e+05,1,0.032578,0.032578,0,0
46.577,0.21307,8.8098e+05,1,0.032701,0.032701,0,0
46.572,0.2136,8.8087e+05,1,0.032824,0.032824,0,0
46.566,0.21413,8.8075e+05,1,0.032947,0.032947,0,0
46.561,0.21467,8.8064e+05,1,0.03307,0.03307,0,0
46.556,0.2152,8.8052e+05,1,0.033193,0.033193,0,0
46.55,0.21573,8.8041e+05,1,0.033316,0.033316,0,0
46.545,0.21626,8.8029e+05,1,0.033439,0.033439,0,0
46.54,0.2168,8.8018e+05,1,0.033562,0.033562,0,0
46.535,0.21733,8.8007e+05,1,0.033685,0.033685,0,0
46.529,0.21788,8.7994e+05,1,0.033808,0.033808,0,0
46.523,0.21844,8.7982e+05,1,0.033931,0.033931,0,0
46.517,0.219,8.797e+05,1,0.034053,0.034053,0,0
46.512,0.21956,8.7958e+05,1,0.034176,0.034176,0,0
46.506,0.22013,8.7945e+05,1,0.034299,0.034299,0,0
46.5,0.22069,8.7933e+05,1,0.034422,0.034422,0,0
46.495,0.22125,8.7921e+05,1,0.034545,0.034545,0,0
46.489,0.22181,8.7908e+05,1,0.034668,0.034668,0,0
46.483,0.22239,8.7895e+05,1,0.034791,0.034791,0,0
46.477,0.22298,8.7882e+05,1,0.034914,0.034914,0,0
46.471,0.22358,8.7869e+05,1,0.035037,0.035037,0,0
46.464,0.22417,8.7855e+05,1,0.03516,0.03516,0,0
46.458,0.22476,8.7842e+05,1,0.035283,0.035283,0,0
46.452,0.22535,8.7829e+05,1,0.035406,0.035406,0,0
46.446,0.22595,8.7816e+05,1,0.035529,0.035529,0,0
46.44,0.22654,8.7802e+05,1,0.035652,0.035652,0,0
46.433,0.22715,8.7788e+05,1,0.035775,0.035775,0,0
46.427,0.22777,8.7774e+05,1,0.035898,0.035898,0,0
46.42,0.2284,8.776e+05,1,0.03602,0.03602,0,0
46.414,0.22902,8.7746e+05,1,0.036143,0.036143,0,0
46.407,0.22964,8.7731e+05,1,0.036266,0.036266,0,0
46.4,0.23027,8.7717e+05,1,0.036389,0.036389,0,0
46.394,0.23089,8.7703e+05,1,0.036512,0.036512,0,0
46.387,0.23151,8.7689e+05,1,0.036635,0.036635,0,0
46.38,0.23215,8.7674e+05,1,0.036758,0.036758,0,0
