"Density","Mach","Pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
44.94,0.34314,8.4576e+05,1,0.051388,0.051388,0,0
44.921,0.34435,8.4535e+05,1,0.051511,0.051511,0,0
44.902,0.34559,8.4494e+05,1,0.051633,0.051633,0,0
44.882,0.34685,8.4452e+05,1,0.051756,0.051756,0,0
44.862,0.34811,8.441e+05,1,0.051879,0.051879,0,0
44.843,0.34937,8.4368e+05,1,0.052002,0.052002,0,0
44.823,0.35065,8.4325e+05,1,0.052125,0.052125,0,0
44.803,0.35194,8.4281e+05,1,0.052248,0.052248,0,0
44.782,0.35323,8.4238e+05,1,0.052371,0.052371,0,0
44.762,0.35451,8.4194e+05,1,0.052494,0.052494,0,0
44.741,0.35581,8.415e+05,1,0.052617,0.052617,0,0
44.721,0.35712,8.4105e+05,1,0.05274,0.05274,0,0
44.7,0.35843,8.4061e+05,1,0.052863,0.052863,0,0
44.679,0.35974,8.4016e+05,1,0.052986,0.052986,0,0
44.657,0.36107,8.397e+05,1,0.053109,0.053109,0,0
44.636,0.36241,8.3924e+05,1,0.053232,0.053232,0,0
44.614,0.36375,8.3877e+05,1,0.053355,0.053355,0,0
44.592,0.36509,8.383e+05,1,0.053478,0.053478,0,0
44.572,0.36645,8.3787e+05,1,0.0536,0.0536,0,0
44.553,0.36783,8.3746e+05,1,0.053723,0.053723,0,0
44.53,0.36917,8.3698e+05,1,0.053846,0.053846,0,0
44.505,0.37048,8.3644e+05,1,0.053969,0.053969,0,0
44.481,0.37182,8.3592e+05,1,0.054092,0.054092,0,0
44.458,0.37322,8.3543e+05,1,0.054215,0.054215,0,0
44.435,0.37461,8.3495e+05,1,0.054338,0.054338,0,0
44.413,0.376,8.3446e+05,1,0.054461,0.054461,0,0
44.389,0.3774,8.3397e+05,1,0.054584,0.054584,0,0
44.366,0.37882,8.3346e+05,1,0.054707,0.054707,0,0
44.342,0.38023,8.3295e+05,1,0.05483,0.05483,0,0
44.319,0.38165,8.3245e+05,1,0.054953,0.054953,0,0
44.295,0.38307,8.3194e+05,1,0.055076,0.055076,0,0
44.27,0.38451,8.3142e+05,1,0.055199,0.055199,0,0
44.246,0.38594,8.3089e+05,1,0.055322,0.055322,0,0
44.222,0.38738,8.3037e+05,1,0.055445,0.055445,0,0
44.197,0.38883,8.2985e+05,1,0.055567,0.055567,0,0
44.172,0.3903,8.2931e+05,1,0.05569,0.05569,0,0
44.147,0.39176,8.2877e+05,1,0.055813,0.055813,0,0
44.122,0.39323,8.2824e+05,1,0.055936,0.055936,0,0
44.097,0.3947,8.277e+05,1,0.056059,0.056059,0,0
44.071,0.39619,8.2714e+05,1,0.056182,0.056182,0,0
44.045,0.39769,8.2659e+05,1,0.056305,0.056305,0,0
44.019,0.39918,8.2604e+05,1,0.056428,0.056428,0,0
43.993,0.40068,8.2548e+05,1,0.056551,0.056551,0,0
43.966,0.4022,8.2491e+05,1,0.056674,0.056674,0,0
43.94,0.40371,8.2434e+05,1,0.056797,0.056797,0,0
43.913,0.40523,8.2377e+05,1,0.05692,0.05692,0,0
43.886,0.40676,8.232e+05,1,0.057043,0.057043,0,0
43.859,0.4083,8.2261e+05,1,0.057166,0.057166,0,0
43.832,0.40984,8.2202e+05,1,0.057289,0.057289,0,0
43.804,0.41139,8.2144e+05,1,0.057411,0.057411,0,0
43.776,0.41294,8.2085e+05,1,0.057534,0.057534,0,0
43.748,0.41451,8.2024e+05,1,0.057657,0.057657,0,0
43.72,0.41608,8.1964e+05,1,0.05778,0.05778,0,0
43.692,0.41765,8.1904e+05,1,0.057903,0.057903,0,0
43.663,0.41923,8.1843e+05,1,0.058026,0.058026,0,0
43.634,0.42083,8.1781e+05,1,0.058149,0.058149,0,0
43.605,0.42242,8.1719e+05,1,0.058272,0.058272,0,0
43.576,0.42402,8.1657e+05,1,0.058395,0.058395,0,0
43.547,0.42562,8.1594e+05,1,0.058518,0.058518,0,0
43.517,0.42725,8.153e+05,1,0.058641,0.058641,0,0
43.487,0.42887,8.1466e+05,1,0.058764,0.058764,0,0
43.457,0.43049,8.1403e+05,1,0.058887,0.058887,0,0
43.427,0.43212,8.1338e+05,1,0.05901,0.05901,0,0
43.396,0.43377,8.1273e+05,1,0.059133,0.059133,0,0
43.366,0.43543,8.1207e+05,1,0.059256,0.059256,0,0
43.335,0.43708,8.1141e+05,1,0.059378,0.059378,0,0
43.304,0.43873,8.1075e+05,1,0.059501,0.059501,0,0
43.272,0.44041,8.1008e+05,1,0.059624,0.059624,0,0
43.24,0.44209,8.094e+05,1,0.059747,0.059747,0,0
43.209,0.44377,8.0872e+05,1,0.05987,0.05987,0,0
43.177,0.44546,8.0804e+05,1,0.059993,0.059993,0,0
43.144,0.44716,8.0735e+05,1,0.060116,0.060116,0,0
43.112,0.44887,8.0665e+05,1,0.060239,0.060239,0,0
43.079,0.45058,8.0596e+05,1,0.060362,0.060362,0,0
43.046,0.45229,8.0526e+05,1,0.060485,0.060485,0,0
43.013,0.45403,8.0455e+05,1,0.060608,0.060608,0,0
42.979,0.45576,8.0383e+05,1,0.060731,0.060731,0,0
42.946,0.4575,8.0312e+05,1,0.060854,0.060854,0,0
42.912,0.45923,8.024e+05,1,0.060977,0.060977,0,0
42.878,0.461,8.0167e+05,1,0.0611,0.0611,0,0
42.843,0.46276,8.0093e+05,1,0.061223,0.061223,0,0
42.809,0.46453,8.002e+05,1,0.061345,0.061345,0,0
42.774,0.46629,7.9946e+05,1,0.061468,0.061468,0,0
42.739,0.46809,7.987e+05,1,0.061591,0.061591,0,0
42.703,0.46988,7.9795e+05,1,0.061714,0.061714,0,0
42.668,0.47168,7.9719e+05,1,0.061837,0.061837,0,0
42.632,0.47347,7.9644e+05,1,0.06196,0.06196,0,0
42.596,0.4753,7.9566e+05,1,0.062083,0.062083,0,0
42.559,0.47712,7.9488e+05,1,0.062206,0.062206,0,0
42.523,0.47894,7.9411e+05,1,0.062329,0.062329,0,0
42.486,0.48077,7.9333e+05,1,0.062452,0.062452,0,0
42.449,0.48262,7.9253e+05,1,0.062575,0.062575,0,0
42.412,0.48447,7.9174e+05,1,0.062698,0.062698,0,0
42.374,0.48632,7.9094e+05,1,0.062821,0.062821,0,0
42.337,0.48818,7.9014e+05,1,0.062944,0.062944,0,0
42.298,0.49006,7.8932e+05,1,0.063067,0.063067,0,0
42.26,0.49194,7.885e+05,1,0.06319,0.06319,0,0
42.221,0.49382,7.8769e+05,1,0.063312,0.063312,0,0
42.183,0.4957,7.8687e+05,1,0.063435,0.063435,0,0
42.143,0.49761,7.8603e+05,1,0.063558,0.063558,0,0
42.103,0.49953,7.8518e+05,1,0.063681,0.063681,0,0
42.064,0.50144,7.8434e+05,1,0.063804,0.063804,0,0
42.024,0.50336,7.835e+05,1,0.063927,0.063927,0,0
41.984,0.5053,7.8264e+05,1,0.06405,0.06405,0,0
41.943,0.50724,7.8177e+05,1,0.064173,0.064173,0,0
41.902,0.50919,7.8091e+05,1,0.064296,0.064296,0,0
41.862,0.51113,7.8005e+05,1,0.064419,0.064419,0,0
41.82,0.5131,7.7916e+05,1,0.064542,0.064542,0,0
41.778,0.51507,7.7828e+05,1,0.064665,0.064665,0,0
41.737,0.51705,7.7739e+05,1,0.064788,0.064788,0,0
41.695,0.51902,7.765e+05,1,0.064911,0.064911,0,0
41.652,0.52102,7.756e+05,1,0.065034,0.065034,0,0
41.609,0.52303,7.7469e+05,1,0.065157,0.065157,0,0
41.567,0.52503,7.7378e+05,1,0.065279,0.065279,0,0
41.524,0.52704,7.7287e+05,1,0.065402,0.065402,0,0
41.48,0.52907,7.7194e+05,1,0.065525,0.065525,0,0
41.436,0.53111,7.7101e+05,1,0.065648,0.065648,0,0
41.392,0.53315,7.7007e+05,1,0.065771,0.065771,0,0
41.348,0.53519,7.6914e+05,1,0.065894,0.065894,0,0
41.303,0.53725,7.6819e+05,1,0.066017,0.066017,0,0
41.258,0.53932,7.6723e+05,1,0.06614,0.06614,0,0
41.213,0.54139,7.6628e+05,1,0.066263,0.066263,0,0
41.168,0.54345,7.6532e+05,1,0.066386,0.066386,0,0
41.122,0.54554,7.6434e+05,1,0.066509,0.066509,0,0
41.075,0.54764,7.6336e+05,1,0.066632,0.066632,0,0
41.029,0.54975,7.6238e+05,1,0.066755,0.066755,0,0
40.982,0.55185,7.614e+05,1,0.066878,0.066878,0,0
40.935,0.55397,7.604e+05,1,0.067001,0.067001,0,0
40.888,0.5561,7.5939e+05,1,0.067123,0.067123,0,0
40.84,0.55823,7.5839e+05,1,0.067246,0.067246,0,0
40.793,0.56036,7.5738e+05,1,0.067369,0.067369,0,0
40.745,0.56251,7.5636e+05,1,0.067492,0.067492,0,0
40.696,0.56468,7.5533e+05,1,0.067615,0.067615,0,0
40.647,0.56685,7.543e+05,1,0.067738,0.067738,0,0
40.598,0.56901,7.5326e+05,1,0.067861,0.067861,0,0
40.549,0.57119,7.5222e+05,1,0.067984,0.067984,0,0
40.499,0.57339,7.5116e+05,1,0.068107,0.068107,0,0
40.449,0.57559,7.5011e+05,1,0.06823,0.06823,0,0
40.399,0.57778,7.4905e+05,1,0.068353,0.068353,0,0
40.349,0.58,7.4799e+05,1,0.068476,0.068476,0,0
40.297,0.58222,7.469e+05,1,0.068599,0.068599,0,0
40.246,0.58445,7.4582e+05,1,0.068722,0.068722,0,0
40.195,0.58668,7.4474e+05,1,0.068845,0.068845,0,0
40.143,0.58892,7.4365e+05,1,0.068968,0.068968,0,0
40.091,0.59119,7.4254e+05,1,0.06909,0.06909,0,0
40.038,0.59345,7.4144e+05,1,0.069213,0.069213,0,0
39.986,0.59571,7.4033e+05,1,0.069336,0.069336,0,0
39.933,0.59799,7.3921e+05,1,0.069459,0.069459,0,0
39.879,0.60028,7.3808e+05,1,0.069582,0.069582,0,0
39.826,0.60258,7.3695e+05,1,0.069705,0.069705,0,0
39.772,0.60487,7.3581e+05,1,0.069828,0.069828,0,0
39.718,0.60718,7.3467e+05,1,0.069951,0.069951,0,0
39.663,0.6095,7.3351e+05,1,0.070074,0.070074,0,0
39.608,0.61183,7.3236e+05,1,0.070197,0.070197,0,0
39.553,0.61415,7.312e+05,1,0.07032,0.07032,0,0
39.498,0.61649,7.3003e+05,1,0.070443,0.070443,0,0
39.442,0.61885,7.2885e+05,1,0.070566,0.070566,0,0
39.385,0.62121,7.2767e+05,1,0.070689,0.070689,0,0
39.329,0.62357,7.2648e+05,1,0.070812,0.070812,0,0
39.273,0.62594,7.2529e+05,1,0.070935,0.070935,0,0
39.215,0.62833,7.2408e+05,1,0.071057,0.071057,0,0
39.158,0.63072,7.2287e+05,1,0.07118,0.07118,0,0
39.1,0.63311,7.2167e+05,1,0.071303,0.071303,0,0
39.042,0.63552,7.2045e+05,1,0.071426,0.071426,0,0
38.984,0.63794,7.1921e+05,1,0.071549,0.071549,0,0
38.925,0.64037,7.1797e+05,1,0.071672,0.071672,0,0
38.866,0.64279,7.1674e+05,1,0.071795,0.071795,0,0
38.807,0.64523,7.1549e+05,1,0.071918,0.071918,0,0
38.747,0.64768,7.1424e+05,1,0.072041,0.072041,0,0
38.687,0.65014,7.1298e+05,1,0.072164,0.072164,0,0
38.627,0.65259,7.1172e+05,1,0.072287,0.072287,0,0
38.567,0.65506,7.1045e+05,1,0.07241,0.07241,0,0
38.506,0.65754,7.0916e+05,1,0.072533,0.072533,0,0
38.444,0.66003,7.0788e+05,1,0.072656,0.072656,0,0
38.383,0.66252,7.0659e+05,1,0.072779,0.072779,0,0
38.321,0.66502,7.053e+05,1,0.072902,0.072902,0,0
38.259,0.66754,7.0399e+05,1,0.073024,0.073024,0,0
38.196,0.67006,7.0268e+05,1,0.073147,0.073147,0,0
38.134,0.67258,7.0136e+05,1,0.07327,0.07327,0,0
38.071,0.67511,7.0005e+05,1,0.073393,0.073393,0,0
38.007,0.67766,6.9871e+05,1,0.073516,0.073516,0,0
37.943,0.68022,6.9737e+05,1,0.073639,0.073639,0,0
37.879,0.68277,6.9603e+05,1,0.073762,0.073762,0,0
37.815,0.68533,6.9469e+05,1,0.073885,0.073885,0,0
37.75,0.68792,6.9333e+05,1,0.074008,0.074008,0,0
37.685,0.6905,6.9196e+05,1,0.074131,0.074131,0,0
37.62,0.69309,6.906e+05,1,0.074254,0.074254,0,0
37.555,0.69567,6.8924e+05,1,0.074377,0.074377,0,0
37.488,0.69829,6.8785e+05,1,0.0745,0.0745,0,0
37.422,0.70091,6.8646e+05,1,0.074623,0.074623,0,0
37.356,0.70352,6.8507e+05,1,0.074746,0.074746,0,0
37.289,0.70615,6.8368e+05,1,0.074869,0.074869,0,0
37.222,0.70879,6.8227e+05,1,0.074991,0.074991,0,0
37.154,0.71144,6.8086e+05,1,0.075114,0.075114,0,0
37.087,0.71408,6.7945e+05,1,0.075237,0.075237,0,0
37.019,0.71673,6.7804e+05,1,0.07536,0.07536,0,0
36.95,0.71941,6.766e+05,1,0.075483,0.075483,0,0
36.881,0.72209,6.7516e+05,1,0.075606,0.075606,0,0
36.812,0.72477,6.7372e+05,1,0.075729,0.075729,0,0
36.743,0.72746,6.7228e+05,1,0.075852,0.075852,0,0
36.673,0.73016,6.7082e+05,1,0.075975,0.075975,0,0
36.603,0.73287,6.6936e+05,1,0.076098,0.076098,0,0
36.533,0.73557,6.679e+05,1,0.076221,0.076221,0,0
36.463,0.73828,6.6644e+05,1,0.076344,0.076344,0,0
36.392,0.74102,6.6496e+05,1,0.076467,0.076467,0,0
36.32,0.74375,6.6347e+05,1,0.07659,0.07659,0,0
36.249,0.74649,6.6199e+05,1,0.076713,0.076713,0,0
36.178,0.74923,6.6051e+05,1,0.076836,0.076836,0,0
36.106,0.752,6.59e+05,1,0.076958,0.076958,0,0
36.033,0.75477,6.575e+05,1,0.077081,0.077081,0,0
35.961,0.75754,6.5599e+05,1,0.077204,0.077204,0,0
35.888,0.7603,6.5449e+05,1,0.077327,0.077327,0,0
35.815,0.76311,6.5295e+05,1,0.07745,0.07745,0,0
35.741,0.76591,6.5142e+05,1,0.077573,0.077573,0,0
35.667,0.76872,6.4988e+05,1,0.077696,0.077696,0,0
35.593,0.77152,6.4835e+05,1,0.077819,0.077819,0,0
35.519,0.77434,6.468e+05,1,0.077942,0.077942,0,0
35.444,0.77717,6.4525e+05,1,0.078065,0.078065,0,0
35.369,0.77999,6.437e+05,1,0.078188,0.078188,0,0
35.295,0.78281,6.4215e+05,1,0.078311,0.078311,0,0
35.219,0.78566,6.4058e+05,1,0.078434,0.078434,0,0
35.143,0.78851,6.3901e+05,1,0.078557,0.078557,0,0
35.067,0.79137,6.3744e+05,1,0.07868,0.07868,0,0
34.991,0.79422,6.3587e+05,1,0.078802,0.078802,0,0
34.915,0.79709,6.3428e+05,1,0.078925,0.078925,0,0
34.838,0.79997,6.3269e+05,1,0.079048,0.079048,0,0
34.761,0.80285,6.311e+05,1,0.079171,0.079171,0,0
34.684,0.80573,6.2951e+05,1,0.079294,0.079294,0,0
34.606,0.80865,6.2789e+05,1,0.079417,0.079417,0,0
34.528,0.81158,6.2627e+05,1,0.07954,0.07954,0,0
34.449,0.8145,6.2465e+05,1,0.079663,0.079663,0,0
34.371,0.81742,6.2303e+05,1,0.079786,0.079786,0,0
34.292,0.82035,6.214e+05,1,0.079909,0.079909,0,0
34.213,0.82327,6.1978e+05,1,0.080032,0.080032,0,0
34.135,0.8262,6.1815e+05,1,0.080155,0.080155,0,0
34.056,0.82912,6.1653e+05,1,0.080278,0.080278,0,0
33.977,0.83207,6.149e+05,1,0.080401,0.080401,0,0
33.898,0.83503,6.1327e+05,1,0.080524,0.080524,0,0
33.82,0.83798,6.1165e+05,1,0.080647,0.080647,0,0
33.741,0.84093,6.1002e+05,1,0.080769,0.080769,0,0
33.659,0.84377,6.0833e+05,1,0.080892,0.080892,0,0
33.575,0.84657,6.0662e+05,1,0.081015,0.081015,0,0
33.492,0.84937,6.0491e+05,1,0.081138,0.081138,0,0
33.409,0.85218,6.032e+05,1,0.081261,0.081261,0,0
33.327,0.85515,6.0152e+05,1,0.081384,0.081384,0,0
33.245,0.85821,5.9984e+05,1,0.081507,0.081507,0,0
33.163,0.86126,5.9817e+05,1,0.08163,0.08163,0,0
33.082,0.86431,5.9649e+05,1,0.081753,0.081753,0,0
33,0.86737,5.9481e+05,1,0.081876,0.081876,0,0
32.919,0.87042,5.9314e+05,1,0.081999,0.081999,0,0
32.837,0.87347,5.9146e+05,1,0.082122,0.082122,0,0
32.756,0.87652,5.8979e+05,1,0.082245,0.082245,0,0
32.674,0.87957,5.881e+05,1,0.082368,0.082368,0,0
32.591,0.8826,5.8641e+05,1,0.082491,0.082491,0,0
32.509,0.88564,5.8472e+05,1,0.082614,0.082614,0,0
32.426,0.88868,5.8303e+05,1,0.082736,0.082736,0,0
32.344,0.89172,5.8134e+05,1,0.082859,0.082859,0,0
32.262,0.89476,5.7965e+05,1,0.082982,0.082982,0,0
32.179,0.89779,5.7796e+05,1,0.083105,0.083105,0,0
32.097,0.90083,5.7628e+05,1,0.083228,0.083228,0,0
32.013,0.90389,5.7457e+05,1,0.083351,0.083351,0,0
31.929,0.90697,5.7284e+05,1,0.083474,0.083474,0,0
31.845,0.91005,5.7112e+05,1,0.083597,0.083597,0,0
31.76,0.91313,5.694e+05,1,0.08372,0.08372,0,0
31.676,0.9162,5.6768e+05,1,0.083843,0.083843,0,0
31.592,0.91928,5.6596e+05,1,0.083966,0.083966,0,0
31.508,0.92236,5.6423e+05,1,0.084089,0.084089,0,0
31.423,0.92544,5.6251e+05,1,0.084212,0.084212,0,0
31.339,0.92852,5.6079e+05,1,0.084335,0.084335,0,0
31.254,0.9316,5.5907e+05,1,0.084458,0.084458,0,0
31.17,0.93468,5.5734e+05,1,0.084581,0.084581,0,0
31.085,0.93776,5.5562e+05,1,0.084703,0.084703,0,0
31.001,0.94085,5.539e+05,1,0.084826,0.084826,0,0
30.916,0.94393,5.5217e+05,1,0.084949,0.084949,0,0
30.832,0.94701,5.5045e+05,1,0.085072,0.085072,0,0
30.747,0.95009,5.4873e+05,1,0.085195,0.085195,0,0
30.662,0.95319,5.47e+05,1,0.085318,0.085318,0,0
30.577,0.95629,5.4527e+05,1,0.085441,0.085441,0,0
30.492,0.95939,5.4354e+05,1,0.085564,0.085564,0,0
30.406,0.96249,5.4181e+05,1,0.085687,0.085687,0,0
30.321,0.96559,5.4008e+05,1,0.08581,0.08581,0,0
30.236,0.96869,5.3835e+05,1,0.085933,0.085933,0,0
30.151,0.9718,5.3662e+05,1,0.086056,0.086056,0,0
30.066,0.9749,5.3489e+05,1,0.086179,0.086179,0,0
29.98,0.97801,5.3316e+05,1,0.086302,0.086302,0,0
29.895,0.98112,5.3143e+05,1,0.086425,0.086425,0,0
29.809,0.98423,5.297e+05,1,0.086548,0.086548,0,0
29.724,0.98735,5.2797e+05,1,0.08667,0.08667,0,0
29.639,0.99046,5.2624e+05,1,0.086793,0.086793,0,0
29.553,0.99357,5.2451e+05,1,0.086916,0.086916,0,0
29.468,0.99669,5.2278e+05,1,0.087039,0.087039,0,0
29.382,0.9998,5.2105e+05,1,0.087162,0.087162,0,0
29.296,1.0029,5.193e+05,1,0.087285,0.087285,0,0
29.208,1.0062,5.1753e+05,1,0.087408,0.087408,0,0
29.12,1.0094,5.1575e+05,1,0.087531,0.087531,0,0
29.032,1.0126,5.1398e+05,1,0.087654,0.087654,0,0
28.944,1.0158,5.122e+05,1,0.087777,0.087777,0,0
28.856,1.019,5.1043e+05,1,0.0879,0.0879,0,0
28.768,1.0222,5.0865e+05,1,0.088023,0.088023,0,0
28.68,1.0254,5.0687e+05,1,0.088146,0.088146,0,0
28.591,1.0287,5.0508e+05,1,0.088269,0.088269,0,0
28.498,1.0321,5.0321e+05,1,0.088392,0.088392,0,0
28.405,1.0355,5.0134e+05,1,0.088514,0.088514,0,0
28.312,1.0389,4.9948e+05,1,0.088637,0.088637,0,0
28.219,1.0423,4.9761e+05,1,0.08876,0.08876,0,0
28.127,1.0457,4.9575e+05,1,0.088883,0.088883,0,0
28.034,1.0491,4.9388e+05,1,0.089006,0.089006,0,0
27.941,1.0525,4.9202e+05,1,0.089129,0.089129,0,0
27.848,1.0559,4.9015e+05,1,0.089252,0.089252,0,0
27.754,1.0594,4.8827e+05,1,0.089375,0.089375,0,0
27.66,1.063,4.8638e+05,1,0.089498,0.089498,0,0
27.566,1.0665,4.845e+05,1,0.089621,0.089621,0,0
27.472,1.0701,4.8261e+05,1,0.089744,0.089744,0,0
27.378,1.0736,4.8073e+05,1,0.089867,0.089867,0,0
27.284,1.0771,4.7885e+05,1,0.08999,0.08999,0,0
27.19,1.0807,4.7696e+05,1,0.090113,0.090113,0,0
27.096,1.0842,4.7509e+05,1,0.090236,0.090236,0,0
27.006,1.0877,4.7328e+05,1,0.090359,0.090359,0,0
26.916,1.0911,4.7148e+05,1,0.090481,0.090481,0,0
26.826,1.0946,4.6968e+05,1,0.090604,0.090604,0,0
26.735,1.0981,4.6785e+05,1,0.090727,0.090727,0,0
26.635,1.1015,4.6587e+05,1,0.09085,0.09085,0,0
26.536,1.105,4.6389e+05,1,0.090973,0.090973,0,0
26.436,1.1084,4.6191e+05,1,0.091096,0.091096,0,0
26.337,1.1119,4.5993e+05,1,0.091219,0.091219,0,0
26.243,1.1154,4.5806e+05,1,0.091342,0.091342,0,0
26.149,1.1189,4.562e+05,1,0.091465,0.091465,0,0
26.055,1.1224,4.5432e+05,1,0.091588,0.091588,0,0
25.961,1.1259,4.5246e+05,1,0.091711,0.091711,0,0
25.869,1.1293,4.5064e+05,1,0.091834,0.091834,0,0
25.778,1.1327,4.4882e+05,1,0.091957,0.091957,0,0
25.686,1.1361,4.47e+05,1,0.09208,0.09208,0,0
25.594,1.1395,4.4517e+05,1,0.092203,0.092203,0,0
25.503,1.1429,4.4337e+05,1,0.092326,0.092326,0,0
25.412,1.1462,4.4157e+05,1,0.092448,0.092448,0,0
25.321,1.1496,4.3977e+05,1,0.092571,0.092571,0,0
25.23,1.153,4.3797e+05,1,0.092694,0.092694,0,0
25.137,1.1565,4.3614e+05,1,0.092817,0.092817,0,0
25.045,1.1601,4.343e+05,1,0.09294,0.09294,0,0
24.952,1.1636,4.3247e+05,1,0.093063,0.093063,0,0
24.859,1.1672,4.3064e+05,1,0.093186,0.093186,0,0
24.783,1.1701,4.2913e+05,1,0.093309,0.093309,0,0
24.708,1.1731,4.2765e+05,1,0.093432,0.093432,0,0
24.604,1.1768,4.2559e+05,1,0.093555,0.093555,0,0
24.496,1.1805,4.2349e+05,1,0.093678,0.093678,0,0
24.412,1.1838,4.2183e+05,1,0.093801,0.093801,0,0
24.33,1.187,4.2022e+05,1,0.093924,0.093924,0,0
24.249,1.1902,4.1861e+05,1,0.094047,0.094047,0,0
24.167,1.1934,4.1699e+05,1,0.09417,0.09417,0,0
24.082,1.1967,4.1532e+05,1,0.094293,0.094293,0,0
23.996,1.1999,4.1364e+05,1,0.094415,0.094415,0,0
23.911,1.2032,4.1196e+05,1,0.094538,0.094538,0,0
23.825,1.2065,4.1028e+05,1,0.094661,0.094661,0,0
23.742,1.2097,4.0865e+05,1,0.094784,0.094784,0,0
23.659,1.2129,4.0702e+05,1,0.094907,0.094907,0,0
23.577,1.216,4.054e+05,1,0.09503,0.09503,0,0
23.494,1.2192,4.0377e+05,1,0.095153,0.095153,0,0
23.411,1.2224,4.0215e+05,1,0.095276,0.095276,0,0
23.328,1.2256,4.0052e+05,1,0.095399,0.095399,0,0
23.245,1.2288,3.989e+05,1,0.095522,0.095522,0,0
23.162,1.232,3.9728e+05,1,0.095645,0.095645,0,0
23.077,1.2353,3.9562e+05,1,0.095768,0.095768,0,0
22.992,1.2386,3.9395e+05,1,0.095891,0.095891,0,0
22.906,1.242,3.9229e+05,1,0.096014,0.096014,0,0
22.821,1.2453,3.9062e+05,1,0.096137,0.096137,0,0
22.733,1.2487,3.8891e+05,1,0.09626,0.09626,0,0
22.644,1.2522,3.8717e+05,1,0.096382,0.096382,0,0
22.555,1.2557,3.8544e+05,1,0.096505,0.096505,0,0
22.466,1.2591,3.8371e+05,1,0.096628,0.096628,0,0
22.377,1.2626,3.8197e+05,1,0.096751,0.096751,0,0
22.287,1.2662,3.8022e+05,1,0.096874,0.096874,0,0
22.198,1.2697,3.7848e+05,1,0.096997,0.096997,0,0
22.108,1.2733,3.7674e+05,1,0.09712,0.09712,0,0
22.02,1.2768,3.7502e+05,1,0.097243,0.097243,0,0
21.932,1.2803,3.7332e+05,1,0.097366,0.097366,0,0
21.844,1.2837,3.7162e+05,1,0.097489,0.097489,0,0
21.756,1.2872,3.6991e+05,1,0.097612,0.097612,0,0
21.671,1.2906,3.6826e+05,1,0.097735,0.097735,0,0
21.587,1.294,3.6663e+05,1,0.097858,0.097858,0,0
21.503,1.2974,3.6501e+05,1,0.097981,0.097981,0,0
21.419,1.3007,3.6338e+05,1,0.098104,0.098104,0,0
21.337,1.304,3.6181e+05,1,0.098227,0.098227,0,0
21.257,1.3072,3.6026e+05,1,0.098349,0.098349,0,0
21.177,1.3105,3.5871e+05,1,0.098472,0.098472,0,0
21.097,1.3137,3.5716e+05,1,0.098595,0.098595,0,0
21.017,1.3169,3.5562e+05,1,0.098718,0.098718,0,0
20.938,1.3201,3.541e+05,1,0.098841,0.098841,0,0
20.86,1.3234,3.5258e+05,1,0.098964,0.098964,0,0
20.781,1.3266,3.5106e+05,1,0.099087,0.099087,0,0
20.702,1.3298,3.4955e+05,1,0.09921,0.09921,0,0
20.624,1.333,3.4805e+05,1,0.099333,0.099333,0,0
20.547,1.3362,3.4655e+05,1,0.099456,0.099456,0,0
20.469,1.3394,3.4505e+05,1,0.099579,0.099579,0,0
20.386,1.3427,3.4347e+05,1,0.099702,0.099702,0,0
20.299,1.3461,3.4181e+05,1,0.099825,0.099825,0,0
20.213,1.3494,3.4016e+05,1,0.099948,0.099948,0,0
20.126,1.3528,3.385e+05,1,0.10007,0.10007,0,0
20.046,1.3561,3.3696e+05,1,0.10019,0.10019,0,0
19.972,1.3592,3.3556e+05,1,0.10032,0.10032,0,0
19.899,1.3624,3.3415e+05,1,0.10044,0.10044,0,0
19.825,1.3656,3.3274e+05,1,0.10056,0.10056,0,0
19.752,1.3688,3.3133e+05,1,0.10069,0.10069,0,0
19.678,1.372,3.2992e+05,1,0.10081,0.10081,0,0
19.605,1.3751,3.2851e+05,1,0.10093,0.10093,0,0
19.531,1.3783,3.2711e+05,1,0.10105,0.10105,0,0
19.454,1.3816,3.2563e+05,1,0.10118,0.10118,0,0
19.371,1.3851,3.2405e+05,1,0.1013,0.1013,0,0
19.288,1.3887,3.2247e+05,1,0.10142,0.10142,0,0
19.205,1.3922,3.2089e+05,1,0.10155,0.10155,0,0
19.125,1.3956,3.1935e+05,1,0.10167,0.10167,0,0
19.047,1.3989,3.1787e+05,1,0.10179,0.10179,0,0
18.969,1.4022,3.1639e+05,1,0.10191,0.10191,0,0
18.891,1.4055,3.149e+05,1,0.10204,0.10204,0,0
18.814,1.4088,3.1344e+05,1,0.10216,0.10216,0,0
18.738,1.4121,3.1201e+05,1,0.10228,0.10228,0,0
18.663,1.4153,3.1058e+05,1,0.10241,0.10241,0,0
18.588,1.4186,3.0915e+05,1,0.10253,0.10253,0,0
18.512,1.4218,3.0772e+05,1,0.10265,0.10265,0,0
18.437,1.4251,3.0629e+05,1,0.10278,0.10278,0,0
18.361,1.4284,3.0486e+05,1,0.1029,0.1029,0,0
18.286,1.4317,3.0343e+05,1,0.10302,0.10302,0,0
18.21,1.435,3.02e+05,1,0.10314,0.10314,0,0
18.134,1.4383,3.0056e+05,1,0.10327,0.10327,0,0
18.057,1.4417,2.9911e+05,1,0.10339,0.10339,0,0
