"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
26, -2.588605927739753e+00, 1.323886054368514e+00, 5.976693277584934e+01, 1.904989840175234e+03, -8.251313787399557e+02, 5.333233776294621e+06, 1.110149271532593e+06, 3.754280229134763e+02, 2.346007620961033e-01, 8.047653169932766e+18
27, -2.629327541977287e+00, 1.244729002435595e+00, 5.974411913163661e+01, 1.946858614766196e+03, -7.586446058492320e+02, 5.331269670557768e+06, 1.109648987947670e+06, 3.753875244123976e+02, 2.362197265586504e-01, 8.043282842219715e+18
28, -2.714483625534568e+00, 1.244753879447213e+00, 5.983755852470308e+01, 1.910376264074264e+03, -6.969163648256005e+02, 5.339303200733554e+06, 1.111697325580143e+06, 3.755531255384582e+02, 2.294974317772867e-01, 8.061176506914415e+18
29, -2.749554816081935e+00, 1.266985729610379e+00, 5.989073472347323e+01, 1.881244584769981e+03, -6.809403752937349e+02, 5.343868901035384e+06, 1.112863383288849e+06, 3.756473037005140e+02, 2.255682296087407e-01, 8.071362838173222e+18
30, -2.563823271295949e+00, 1.292889205902437e+00, 5.970780308093983e+01, 1.940431062599864e+03, -8.310953467036854e+02, 5.328155301031062e+06, 1.108853234861820e+06, 3.753231524383714e+02, 2.388089636284323e-01, 8.036331381351042e+18
31, -2.582949215688778e+00, 1.250889634689361e+00, 5.969363898281412e+01, 1.963719161301466e+03, -7.965231307743202e+02, 5.326936005742662e+06, 1.108542735766377e+06, 3.752980034731782e+02, 2.397990456368420e-01, 8.033618954154575e+18
32, -2.537693929310674e+00, 1.262511361354135e+00, 5.964620971235996e+01, 1.976616332092484e+03, -8.374017922023146e+02, 5.322869295596605e+06, 1.107503504986126e+06, 3.752138438391057e+02, 2.431341704394582e-01, 8.024540544996131e+18
33, -2.511690195353487e+00, 1.240357722819328e+00, 5.959029858966628e+01, 2.006963378193635e+03, -8.468760091886395e+02, 5.318063205988125e+06, 1.106278618426323e+06, 3.751145702925774e+02, 2.469757100495068e-01, 8.013840302495730e+18
34, -2.793024040639176e+00, 1.841811875070724e+00, 6.042937085094506e+01, 1.422829918637834e+03, -7.838444299669922e+02, 5.390107163025777e+06, 1.124688862370843e+06, 3.765985605412922e+02, 1.813304802158615e-01, 8.174666685250383e+18
35, -2.784206833424030e+00, 1.814847498247126e+00, 6.040036979164956e+01, 1.446155531000234e+03, -7.889207530621804e+02, 5.387621754875286e+06, 1.124051517895721e+06, 3.765474711648714e+02, 1.839845096331064e-01, 8.169099034609178e+18
36, -2.793477617891280e+00, 1.781253732217417e+00, 6.037644817665826e+01, 1.473152755808971e+03, -7.774711958334660e+02, 5.385564545006227e+06, 1.123525773181920e+06, 3.765053011795894e+02, 1.861189746103187e-01, 8.164506286092217e+18
37, -2.763454778512208e+00, 1.764153416532565e+00, 6.034098849205674e+01, 1.491159307625589e+03, -8.007722071746884e+02, 5.382516058584573e+06, 1.122746702737563e+06, 3.764428081831992e+02, 1.892423746757314e-01, 8.157700559788179e+18
38, -2.793962962350218e+00, 1.739320040989639e+00, 6.033970537885071e+01, 1.507666483398960e+03, -7.717210573738996e+02, 5.382410183601580e+06, 1.122718455144979e+06, 3.764405339477967e+02, 1.893729803506415e-01, 8.157453797271041e+18
39, -2.734242285450271e+00, 1.706485065219077e+00, 6.026736702105515e+01, 1.544210547413683e+03, -8.172035482036232e+02, 5.376194837126249e+06, 1.121129549219443e+06, 3.763129920509793e+02, 1.956069775492245e-01, 8.143573590506184e+18
40, -2.781377362301766e+00, 1.687691107439822e+00, 6.028517815184487e+01, 1.551916272632428e+03, -7.742137167951096e+02, 5.377730139476158e+06, 1.121520643727632e+06, 3.763443860322490e+02, 1.941101056804744e-01, 8.146990075114259e+18
41, -2.752066560015509e+00, 1.733249549309244e+00, 6.030549580657314e+01, 1.518801783054188e+03, -8.061731471943893e+02, 5.379479652931371e+06, 1.121966988884800e+06, 3.763802294411735e+02, 1.923793729828911e-01, 8.150889212860810e+18
42, -2.803463052835733e+00, 1.640435533394607e+00, 6.025918102259247e+01, 1.586122572098073e+03, -7.476942444510529e+02, 5.375504698381500e+06, 1.120949593993433e+06, 3.762985152748779e+02, 1.963539043814496e-01, 8.142001555494365e+18
43, -2.729100177967765e+00, 1.673142416408635e+00, 6.023331289372268e+01, 1.573367210084466e+03, -8.156570417500396e+02, 5.373285900679938e+06, 1.120381623937124e+06, 3.762529005294903e+02, 1.985434615267010e-01, 8.137039939019083e+18
44, -2.714572528338747e+00, 1.634668265104574e+00, 6.018557856979860e+01, 1.608830744933204e+03, -8.203256161425215e+02, 5.369182570845967e+06, 1.119333452141850e+06, 3.761686438382426e+02, 2.024948980090275e-01, 8.127883423828553e+18
45, -2.794995342454275e+00, 1.600643881345818e+00, 6.021805870101794e+01, 1.619454482985291e+03, -7.464960394821925e+02, 5.371979018345837e+06, 1.120046544732308e+06, 3.762259582292266e+02, 1.998321866807547e-01, 8.134112787341505e+18
46, -2.678618180260229e+00, 1.564204606126717e+00, 6.008830159800969e+01, 1.676927998183299e+03, -8.341452874042396e+02, 5.360837410397260e+06, 1.117198114142578e+06, 3.759968380149403e+02, 2.103907184725729e-01, 8.109229749960005e+18
47, -2.781065611062745e+00, 1.549071671152467e+00, 6.016176291460459e+01, 1.663179504390740e+03, -7.458585965368692e+02, 5.367145259494429e+06, 1.118810564478262e+06, 3.761265902234670e+02, 2.044762737284210e-01, 8.123315633647429e+18
48, -2.697298499989948e+00, 1.597767782122564e+00, 6.013697823176648e+01, 1.643921430282949e+03, -8.266569641881911e+02, 5.365023287399053e+06, 1.118266525049631e+06, 3.760828303336822e+02, 2.065118548551015e-01, 8.118563067975494e+18
49, -2.788827384577708e+00, 1.492600962181184e+00, 6.011839028079733e+01, 1.704686391420367e+03, -7.253960975615024e+02, 5.363421906554068e+06, 1.117858447530205e+06, 3.760499840986947e+02, 2.079911975166755e-01, 8.114998224862574e+18
50, -2.662777191111148e+00, 1.530833662732666e+00, 6.004176558958654e+01, 1.709308068564974e+03, -8.384301256730078e+02, 5.356839114025113e+06, 1.116176874353722e+06, 3.759145875871460e+02, 2.140498370486218e-01, 8.100308504719481e+18
51, -2.646571607407848e+00, 1.496199799187767e+00, 5.999285444438669e+01, 1.743182478735043e+03, -8.417246515059092e+02, 5.352636788101641e+06, 1.115103687298259e+06, 3.758280928410584e+02, 2.178341777689806e-01, 8.090933463700511e+18
52, -2.791602836622006e+00, 1.443105384809530e+00, 6.007774776931487e+01, 1.741090313543186e+03, -7.095080889796761e+02, 5.359933566209855e+06, 1.116966390316056e+06, 3.759781660879507e+02, 2.112375697629292e-01, 8.107205479943269e+18
53, -2.627207084348298e+00, 1.462264058405830e+00, 5.994096471772446e+01, 1.777847505856564e+03, -8.469920722614394e+02, 5.348189767285067e+06, 1.113965365461343e+06, 3.757362837316178e+02, 2.218216144480290e-01, 8.080989424719080e+18
54, -2.790688918011032e+00, 1.393924120779873e+00, 6.003462264383590e+01, 1.777375408031135e+03, -6.953919196585484e+02, 5.356225168635630e+06, 1.116020002888452e+06, 3.759019305307376e+02, 2.146071899262032e-01, 8.098938122534830e+18
55, -2.607532499260178e+00, 1.429017956697133e+00, 5.988768974875616e+01, 1.812468145470567e+03, -8.517710232760544e+02, 5.343610166513052e+06, 1.112796902693093e+06, 3.756419758236148e+02, 2.258004801183523e-01, 8.070782083579696e+18
56, -2.586855394923028e+00, 1.396341322276085e+00, 5.983328994277645e+01, 1.847367517838293e+03, -8.566547066153123e+02, 5.338944286018618e+06, 1.111604043312749e+06, 3.755456298663416e+02, 2.298316229755079e-01, 8.060361620936518e+18
57, -2.790655514061251e+00, 1.342868271508700e+00, 5.999176277143480e+01, 1.813687849127462e+03, -6.789509454922264e+02, 5.352546638290408e+06, 1.115079536687568e+06, 3.758261190684343e+02, 2.179331374961270e-01, 8.090722491191371e+18
58, -2.565124815521501e+00, 1.364500553658895e+00, 5.977666164791383e+01, 1.882458724243546e+03, -8.617690775236197e+02, 5.334074122736960e+06, 1.110362562069023e+06, 3.754452758824083e+02, 2.339170050645629e-01, 8.049516412242493e+18
59, -2.653571326673211e+00, 1.205053326851915e+00, 5.973793166557738e+01, 1.964118657895190e+03, -7.230391928806949e+02, 5.330733112226753e+06, 1.109513216312254e+06, 3.753765187960016e+02, 2.366456913807162e-01, 8.042096781835592e+18
60, -2.701103706846501e+00, 1.205729029200611e+00, 5.979097728891148e+01, 1.942648065750394e+03, -6.899426900427824e+02, 5.335294361524961e+06, 1.110675948747668e+06, 3.754705575571319e+02, 2.328597241871289e-01, 8.052254064501844e+18
61, -2.793273366628009e+00, 1.291526631008301e+00, 5.995101084419309e+01, 1.848274708488429e+03, -6.594150113291793e+02, 5.349034150546598e+06, 1.114185440392921e+06, 3.757539996158555e+02, 2.210013986448872e-01, 8.082911933474939e+18
62, -2.542386748039816e+00, 1.333356233786201e+00, 5.971878473066703e+01, 1.917876352619615e+03, -8.670486293225032e+02, 5.329108286720283e+06, 1.109093981689807e+06, 3.753426483944342e+02, 2.380632743995537e-01, 8.038434473608890e+18
63, -2.604662499595962e+00, 1.207428530451911e+00, 5.968227141835850e+01, 1.985270796628706e+03, -7.595243093032993e+02, 5.325954948799578e+06, 1.108293450832212e+06, 3.752777951964677e+02, 2.405841745831240e-01, 8.031441275555756e+18
64, -2.518991472649503e+00, 1.302941180702134e+00, 5.965892853193004e+01, 1.953562899184647e+03, -8.721896614542835e+02, 5.323963369901005e+06, 1.107782268910959e+06, 3.752364375775549e+02, 2.422539713905465e-01, 8.026975743237310e+18
65, -2.753316751278253e+00, 1.212076922549898e+00, 5.984938122038770e+01, 1.916691332112421e+03, -6.567809640740079e+02, 5.340311601471718e+06, 1.111956417273679e+06, 3.755740390245408e+02, 2.286085884673394e-01, 8.063439854428916e+18
66, -2.796019445732620e+00, 1.241631321763391e+00, 5.991289172459270e+01, 1.880667871809836e+03, -6.393504449854754e+02, 5.345756108742415e+06, 1.113349213233829e+06, 3.756865079005523e+02, 2.238618390564839e-01, 8.075606903212262e+18
67, -2.800512219478298e+00, 1.198922482177013e+00, 5.988322075591537e+01, 1.906606488134943e+03, -6.201274863938912e+02, 5.343207968906451e+06, 1.112698376448130e+06, 3.756339509476336e+02, 2.260768249287825e-01, 8.069921387782751e+18
68, -2.495424714491611e+00, 1.274109901479087e+00, 5.959947196527935e+01, 1.988559167048003e+03, -8.773247350990371e+02, 5.318863616429596e+06, 1.106479627202137e+06, 3.751308747467538e+02, 2.463854298478742e-01, 8.015596255019419e+18
69, -2.473785147857952e+00, 1.244430464471210e+00, 5.953989586588364e+01, 2.023735384809130e+03, -8.794884993685067e+02, 5.313738081295946e+06, 1.105174646254002e+06, 3.750250312213021e+02, 2.504153595933524e-01, 8.004196331906792e+18
70, -2.498825161926420e+00, 1.207166373218714e+00, 5.954211311834785e+01, 2.039340171834735e+03, -8.394705081369246e+02, 5.313928492914898e+06, 1.105223110445498e+06, 3.750289504007001e+02, 2.502664544240216e-01, 8.004619700583219e+18
71, -2.549546807696435e+00, 1.214273761710566e+00, 5.961815215231269e+01, 2.007439311225324e+03, -8.041023463947631e+02, 5.320452188704568e+06, 1.106888682838518e+06, 3.751640090493515e+02, 2.450535343706483e-01, 8.019169642669409e+18
72, -2.450997119114537e+00, 1.210979686665909e+00, 5.947446041156188e+01, 2.062855324942858e+03, -8.794932534625407e+02, 5.308118660765188e+06, 1.103741683301383e+06, 3.749087077074187e+02, 2.548052822282721e-01, 7.991678396295200e+18
73, -2.838587341594651e+00, 2.003158586287695e+00, 6.058991559831312e+01, 1.287500470766712e+03, -7.516052436842916e+02, 5.403870156821155e+06, 1.128218708585733e+06, 3.768811840435301e+02, 1.659223763943823e-01, 8.205502365653734e+18
74, -2.848032653397441e+00, 1.962782658394907e+00, 6.056177256181701e+01, 1.320360869332982e+03, -7.436939300983083e+02, 5.401462249646835e+06, 1.127599600291024e+06, 3.768316360019690e+02, 1.687444607193351e-01, 8.200094020828346e+18
75, -2.823899192709906e+00, 1.869925234517754e+00, 6.047199615769521e+01, 1.397273680881448e+03, -7.600054393782509e+02, 5.393771778098521e+06, 1.125625713071203e+06, 3.766736159960557e+02, 1.774107903991387e-01, 8.182850732663018e+18
76, -2.777049133657731e+00, 1.871246822017445e+00, 6.044525939451046e+01, 1.399219148286712e+03, -7.996662607989226e+02, 5.391465445604119e+06, 1.125038266243911e+06, 3.766265860253111e+02, 1.798435646386601e-01, 8.177718972943876e+18
77, -2.835333481287463e+00, 1.923648442565479e+00, 6.052309323431286e+01, 1.352610985672803e+03, -7.532195066635657e+02, 5.398146467284547e+06, 1.126749079564583e+06, 3.767635706752224e+02, 1.725189208316640e-01, 8.192664126237948e+18
78, -2.826700156511138e+00, 1.812631535827043e+00, 6.042416748967933e+01, 1.443875290585367e+03, -7.531053763601629e+02, 5.389657783135572e+06, 1.124574374574198e+06, 3.765893675256953e+02, 1.817970190065668e-01, 8.173666554113639e+18
79, -2.754350673105957e+00, 1.798099233366926e+00, 6.036540242590001e+01, 1.463464035096188e+03, -8.127379593055732e+02, 5.384611519429186e+06, 1.123283215640606e+06, 3.764858656981262e+02, 1.870815084873580e-01, 8.162387375984512e+18
80, -2.835053484097261e+00, 1.760379686286861e+00, 6.038439878899919e+01, 1.485223884174584e+03, -7.406298330228892e+02, 5.386247857901664e+06, 1.123700367650336e+06, 3.765192888289660e+02, 1.854124182545273e-01, 8.166031491129638e+18
81, -2.715805386659144e+00, 1.733285651978573e+00, 6.027854946958583e+01, 1.524317669430136e+03, -8.376121035507374e+02, 5.377164973896103e+06, 1.121375205585277e+06, 3.763327277804234e+02, 1.946909780649615e-01, 8.145719571017731e+18
82, -2.835261975437398e+00, 1.711261403311417e+00, 6.034205508350771e+01, 1.524454112500128e+03, -7.338729624144696e+02, 5.382610905307169e+06, 1.122769978827188e+06, 3.764446550804105e+02, 1.891639236832116e-01, 8.157903892742942e+18
83, -2.837454998816997e+00, 1.662378927982510e+00, 6.030183696047772e+01, 1.562678391055142e+03, -7.243616701109297e+02, 5.379170305439007e+06, 1.121886417518245e+06, 3.763737348156461e+02, 1.927171496034793e-01, 8.150185365509541e+18
84, -2.689406329282240e+00, 1.667174791589322e+00, 6.019507006468523e+01, 1.586259768046712e+03, -8.489150498034884e+02, 5.369994971721826e+06, 1.119541942230042e+06, 3.761854191909700e+02, 2.017006904926472e-01, 8.129704730858767e+18
85, -2.839466163660664e+00, 1.615468224468503e+00, 6.026249146583864e+01, 1.598802704899922e+03, -7.142387318047822e+02, 5.375787819966791e+06, 1.121022233553056e+06, 3.763043413087685e+02, 1.960695327922133e-01, 8.142636112953476e+18
86, -2.656665548866576e+00, 1.597438486474239e+00, 6.009952738393355e+01, 1.654233689401374e+03, -8.618038445279250e+02, 5.361798169570851e+06, 1.117444541221369e+06, 3.760166835987803e+02, 2.094849288348363e-01, 8.111382463189344e+18
87, -2.835540651254667e+00, 1.567530049659038e+00, 6.021839586216494e+01, 1.636389137403057e+03, -7.073805894340007e+02, 5.372000498900755e+06, 1.120053895618991e+06, 3.762265420377137e+02, 1.997765018258473e-01, 8.134177002488181e+18
88, -2.833945168746548e+00, 1.516388019577571e+00, 6.017380868185979e+01, 1.675306508285237e+03, -6.967962375786101e+02, 5.368180692595162e+06, 1.119074908248088e+06, 3.761478357254907e+02, 2.034965197083969e-01, 8.125624861728973e+18
89, -2.622580010961669e+00, 1.530786999851068e+00, 6.000160630918882e+01, 1.721284064756296e+03, -8.731746555093090e+02, 5.353388619965951e+06, 1.115295762554348e+06, 3.758435857708694e+02, 2.171604195085687e-01, 8.092611375668785e+18
90, -2.835622634845003e+00, 1.465203866743907e+00, 6.013150642620038e+01, 1.712646409821814e+03, -6.825501294381237e+02, 5.364547643136328e+06, 1.118146244134700e+06, 3.760731297814212e+02, 2.069348117391873e-01, 8.117512329890701e+18
91, -2.836367316722104e+00, 1.415321982075434e+00, 6.009014682159911e+01, 1.748382136498431e+03, -6.682431244642958e+02, 5.360996403689003e+06, 1.117238409364312e+06, 3.760000553850227e+02, 2.102486460713750e-01, 8.109581756960739e+18
92, -2.585642216041396e+00, 1.464731493355226e+00, 5.989750525071792e+01, 1.790318163640971e+03, -8.835202955284341e+02, 5.344451369642961e+06, 1.113012241025294e+06, 3.756593714631107e+02, 2.250627547090459e-01, 8.072663214820577e+18
93, -2.836552853956483e+00, 1.365413950692383e+00, 6.004890863232713e+01, 1.783324835692237e+03, -6.532989664906913e+02, 5.357454084182101e+06, 1.116333360070769e+06, 3.759271600890254e+02, 2.134997103843417e-01, 8.101675517123081e+18
94, -2.545454209620147e+00, 1.400634320496934e+00, 5.978723910256467e+01, 1.860532044081531e+03, -8.936019123776697e+02, 5.334982932051733e+06, 1.110594506525699e+06, 3.754640405739422e+02, 2.331552143103392e-01, 8.051542609618237e+18
95, -2.837313660090515e+00, 1.315186146953592e+00, 6.000853106063517e+01, 1.817296332111960e+03, -6.368864410179208e+02, 5.353984444660672e+06, 1.115447309721702e+06, 3.758557506032172e+02, 2.166347029047930e-01, 8.093935246379886e+18
96, -2.630105775816013e+00, 1.163958080219367e+00, 5.967609778795212e+01, 2.003473993811006e+03, -7.203738907259921e+02, 5.325419477291155e+06, 1.108157975286364e+06, 3.752667987048257e+02, 2.410022115048799e-01, 8.030257801721511e+18
97, -2.679549106981418e+00, 1.163355633955774e+00, 5.973255144650200e+01, 1.980663314527167e+03, -6.859859643958687e+02, 5.330268414802738e+06, 1.109395126779502e+06, 3.753669411590660e+02, 2.370218930917765e-01, 8.041065187009860e+18
98, -2.502274034020802e+00, 1.338671203598973e+00, 5.967054201169648e+01, 1.931988264656741e+03, -9.032386166229081e+02, 5.324960293142462e+06, 1.108036850168458e+06, 3.752570720316365e+02, 2.414407871049419e-01, 8.029199688932120e+18
99, -2.729301012769357e+00, 1.164109844823060e+00, 5.978645706354065e+01, 1.958052350026549e+03, -6.528935716564852e+02, 5.334898357864678e+06, 1.110576704722209e+06, 3.754625130962209e+02, 2.331623923665504e-01, 8.051387098389247e+18
100, -2.838478802359131e+00, 1.265181919790908e+00, 5.996923552182018e+01, 1.849984315892757e+03, -6.192880081074544e+02, 5.350603866798315e+06, 1.114585114299274e+06, 3.757862220935411e+02, 2.196323008677827e-01, 8.086403365138408e+18
101, -2.779501880266634e+00, 1.162842528933329e+00, 5.983574086806051e+01, 1.937782249742193e+03, -6.194980671182064e+02, 5.339137912387475e+06, 1.111657164263115e+06, 3.755498394622618e+02, 2.296036739620224e-01, 8.060825669665124e+18
102, -2.457694091479131e+00, 1.278816572693976e+00, 5.954873067670713e+01, 2.004264647017162e+03, -9.111463091325098e+02, 5.314496252687851e+06, 1.105368261098846e+06, 3.750407555095700e+02, 2.498143648323972e-01, 8.005887693261791e+18
103, -2.579179939250707e+00, 1.165881930188644e+00, 5.961482307135113e+01, 2.027421575723784e+03, -7.575190120639376e+02, 5.320162941861218e+06, 1.106815514023826e+06, 3.751580469687978e+02, 2.452752037108718e-01, 8.018530461796364e+18
104, -2.838846591555058e+00, 1.215837066432481e+00, 5.993076537448904e+01, 1.881504112826289e+03, -6.015155930250270e+02, 5.347297533106254e+06, 1.113741134815255e+06, 3.757181227815291e+02, 2.225418213904002e-01, 8.079030612884669e+18
105, -2.833321013439550e+00, 1.162577504520721e+00, 5.988478049190572e+01, 1.916681819508033e+03, -5.851348699002355e+02, 5.343343438233645e+06, 1.112732464640847e+06, 3.756366877811169e+02, 2.259674912642746e-01, 8.070219172035133e+18
106, -2.527485064259551e+00, 1.166539565924628e+00, 5.954593197874497e+01, 2.054082809591260e+03, -7.956976495400177e+02, 5.314240033483504e+06, 1.105306573113389e+06, 3.750356981783071e+02, 2.499595717067533e-01, 8.005348805477879e+18
107, -2.475765427312147e+00, 1.167591932179282e+00, 5.947201358171985e+01, 2.082040105799000e+03, -8.352768993560218e+02, 5.307888808014129e+06, 1.103687925437684e+06, 3.749043171791136e+02, 2.549106564871734e-01, 7.991208783682281e+18
108, -2.410033700198448e+00, 1.217985496203752e+00, 5.941582945592622e+01, 2.080993378911585e+03, -9.169463769452719e+02, 5.303080958391692e+06, 1.102458097375204e+06, 3.748044271250992e+02, 2.586727558233610e-01, 7.980465373692989e+18
109, -2.419661764558878e+00, 1.173796529688560e+00, 5.939013577631869e+01, 2.110441473449032e+03, -8.826623366108543e+02, 5.300868158627614e+06, 1.101895545664452e+06, 3.747586783445403e+02, 2.603374961528311e-01, 7.975551090263326e+18
110, -2.373800410747634e+00, 1.165130402001726e+00, 5.930497634834509e+01, 2.145879002804473e+03, -9.139338902352546e+02, 5.293561005527485e+06, 1.100031857084816e+06, 3.746070573958922e+02, 2.658613966078054e-01, 7.959270464447213e+18
111, -2.938162335764658e+00, 2.485399019730303e+00, 6.095937914263071e+01, 9.343572786135594e+02, -6.196662248097648e+02, 5.435585915807243e+06, 1.136350012595038e+06, 3.775298137372258e+02, 1.239368225180919e-01, 8.276535004593002e+18
112, -2.888976879457176e+00, 2.179727293466629e+00, 6.074681790199507e+01, 1.149553942908256e+03, -7.019442083209790e+02, 5.417335576955351e+06, 1.131670656834494e+06, 3.771569736706320e+02, 1.494743634679937e-01, 8.235657552732058e+18
