,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,G,Z,s
0,145.48,45216000.0,1.7,10508.0,1.1464e-11,0,859370.0,3.0732e-14,621.72,1,0.0,0.0,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
1,145.48,45216000.0,1.7,10508.0,1.1113e-11,0,859370.0,3.0187e-14,621.72,1,0.001,0.001,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
2,145.48,45216000.0,1.7,10508.0,1.0762e-11,0,859370.0,2.9642e-14,621.72,1,0.002,0.002,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
3,145.48,45216000.0,1.7,10508.0,1.0412e-11,0,859370.0,2.9097e-14,621.72,1,0.003,0.003,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
4,145.48,45216000.0,1.7,10508.0,1.0061e-11,0,859370.0,2.8553e-14,621.72,1,0.004,0.004,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
5,145.48,45216000.0,1.7,10508.0,9.7096e-12,0,859370.0,2.8008e-14,621.72,1,0.005,0.005,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
6,145.48,45216000.0,1.7,10508.0,9.3587e-12,0,859370.0,2.7463e-14,621.72,1,0.006,0.006,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
7,145.48,45216000.0,1.7,10508.0,9.0077e-12,0,859370.0,2.6919e-14,621.72,1,0.007,0.007,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
8,145.48,45216000.0,1.7,10508.0,8.6568e-12,0,859370.0,2.6374e-14,621.72,1,0.008,0.008,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
9,145.48,45216000.0,1.7,10508.0,8.3058e-12,0,859370.0,2.5829e-14,621.72,1,0.009,0.009,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
10,145.48,45216000.0,1.7,10508.0,7.9549e-12,0,859370.0,2.5285e-14,621.72,1,0.01,0.01,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
11,145.48,45216000.0,1.7,10508.0,7.6039e-12,0,859370.0,2.474e-14,621.72,1,0.011,0.011,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
12,145.48,45216000.0,1.7,10508.0,7.253e-12,0,859370.0,2.4195e-14,621.72,1,0.012,0.012,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
13,145.48,45216000.0,1.7,10508.0,6.902e-12,0,859370.0,2.3651e-14,621.72,1,0.013,0.013,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
14,145.48,45216000.0,1.7,10508.0,6.551e-12,0,859370.0,2.3106e-14,621.72,1,0.014,0.014,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
15,145.48,45216000.0,1.7,10508.0,6.2001e-12,0,859370.0,2.2561e-14,621.72,1,0.015,0.015,0.25,0,-0.0033358620902452785,0.4397737474748393,550.189939516128
