"Density","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
362.44,0.091925,3747.1,-0.76185,0,2.9309e+06,538.01,1,2.9255,-10.955,0,0
362.44,0.092016,3750.7,-0.89723,0,2.9309e+06,538.01,1,2.9512,-10.929,0,0
362.44,0.092106,3754.3,-1.0326,0,2.9309e+06,538.01,1,2.9768,-10.904,0,0
362.44,0.092198,3758,-1.1631,0,2.9308e+06,538.01,1,3.0025,-10.878,0,0
362.43,0.092294,3761.8,-1.2798,0,2.9308e+06,538.01,1,3.0282,-10.852,0,0
362.43,0.09239,3765.6,-1.3964,0,2.9308e+06,538.01,1,3.0538,-10.827,0,0
362.43,0.092486,3769.4,-1.513,0,2.9307e+06,538.01,1,3.0795,-10.801,0,0
362.43,0.092587,3773.3,-1.6479,0,2.9307e+06,538.01,1,3.1052,-10.775,0,0
362.42,0.092694,3777.5,-1.8129,0,2.9306e+06,538.01,1,3.1308,-10.75,0,0
362.42,0.092802,3781.7,-1.9779,0,2.9306e+06,538.01,1,3.1565,-10.724,0,0
362.41,0.09291,3785.9,-2.1428,0,2.9305e+06,538,1,3.1821,-10.698,0,0
362.41,0.093015,3790.1,-2.2184,0,2.9305e+06,538,1,3.2078,-10.673,0,0
362.4,0.093119,3794.1,-2.2031,0,2.9304e+06,538,1,3.2335,-10.647,0,0
362.4,0.093222,3798.1,-2.1877,0,2.9304e+06,538,1,3.2591,-10.621,0,0
362.39,0.093325,3802.1,-2.1724,0,2.9303e+06,538,1,3.2848,-10.596,0,0
362.39,0.093432,3806.3,-2.2073,0,2.9302e+06,538,1,3.3105,-10.57,0,0
362.39,0.093541,3810.6,-2.2735,0,2.9302e+06,538,1,3.3361,-10.544,0,0
362.39,0.093649,3814.9,-2.3397,0,2.9302e+06,538,1,3.3618,-10.519,0,0
362.38,0.093758,3819.2,-2.4059,0,2.9301e+06,538,1,3.3874,-10.493,0,0
362.38,0.093873,3823.8,-2.4008,0,2.9301e+06,538,1,3.4131,-10.467,0,0
362.38,0.09399,3828.5,-2.3699,0,2.9301e+06,538,1,3.4388,-10.442,0,0
362.38,0.094106,3833.1,-2.3391,0,2.93e+06,538,1,3.4644,-10.416,0,0
362.37,0.094223,3837.8,-2.3083,0,2.93e+06,538,1,3.4901,-10.39,0,0
362.37,0.094355,3843,-2.5355,0,2.93e+06,538,1,3.5158,-10.365,0,0
362.37,0.094489,3848.3,-2.8068,0,2.9299e+06,538,1,3.5414,-10.339,0,0
362.36,0.094623,3853.6,-3.0781,0,2.9299e+06,538,1,3.5671,-10.313,0,0
362.36,0.094757,3858.9,-3.3495,0,2.9298e+06,538,1,3.5927,-10.288,0,0
362.36,0.0949,3864.6,-2.7315,0,2.9298e+06,538,1,3.6184,-10.262,0,0
362.35,0.095044,3870.3,-2.0892,0,2.9298e+06,538,1,3.6441,-10.236,0,0
362.35,0.095187,3876.1,-1.4469,0,2.9297e+06,538,1,3.6697,-10.211,0,0
362.35,0.09533,3881.7,-0.85929,0,2.9297e+06,538,1,3.6954,-10.185,0,0
362.34,0.095459,3886.8,-0.80839,0,2.9296e+06,538,1,3.7211,-10.159,0,0
362.34,0.095589,3891.8,-0.75749,0,2.9296e+06,538,1,3.7467,-10.134,0,0
362.33,0.095718,3896.9,-0.70658,0,2.9295e+06,538,1,3.7724,-10.108,0,0
362.33,0.095849,3902,-0.74944,0,2.9294e+06,538,1,3.798,-10.082,0,0
362.32,0.095985,3907.4,-1.1412,0,2.9294e+06,538,1,3.8237,-10.057,0,0
362.32,0.096121,3912.7,-1.5329,0,2.9293e+06,538,1,3.8494,-10.031,0,0
362.31,0.096257,3918.1,-1.9246,0,2.9293e+06,538,1,3.875,-10.005,0,0
362.31,0.096395,3923.5,-2.2174,0,2.9292e+06,538,1,3.9007,-9.9798,0,0
362.3,0.096539,3929,-2.3102,0,2.9291e+06,537.99,1,3.9264,-9.9541,0,0
362.29,0.096683,3934.5,-2.403,0,2.929e+06,537.99,1,3.952,-9.9285,0,0
362.28,0.096828,3940,-2.4958,0,2.9289e+06,537.99,1,3.9777,-9.9028,0,0
362.28,0.09697,3945.4,-2.5354,0,2.9288e+06,537.99,1,4.0033,-9.8771,0,0
362.27,0.097111,3950.9,-2.5101,0,2.9287e+06,537.99,1,4.029,-9.8515,0,0
362.26,0.097252,3956.3,-2.4848,0,2.9286e+06,537.99,1,4.0547,-9.8258,0,0
362.26,0.097392,3961.7,-2.4594,0,2.9286e+06,537.99,1,4.0803,-9.8002,0,0
362.25,0.097544,3967.7,-2.7329,0,2.9285e+06,537.99,1,4.106,-9.7745,0,0
362.25,0.097705,3974,-3.2322,0,2.9284e+06,537.99,1,4.1317,-9.7488,0,0
362.24,0.097866,3980.4,-3.7315,0,2.9284e+06,537.99,1,4.1573,-9.7232,0,0
362.24,0.098026,3986.7,-4.2308,0,2.9283e+06,537.99,1,4.183,-9.6975,0,0
362.23,0.098199,3993.5,-4.483,0,2.9282e+06,537.99,1,4.2086,-9.6718,0,0
362.22,0.098378,4000.4,-4.6237,0,2.9281e+06,537.99,1,4.2343,-9.6462,0,0
362.21,0.098557,4007.3,-4.7643,0,2.928e+06,537.99,1,4.26,-9.6205,0,0
362.21,0.098736,4014.2,-4.9049,0,2.9279e+06,537.99,1,4.2856,-9.5949,0,0
362.2,0.098912,4021,-4.833,0,2.9278e+06,537.98,1,4.3113,-9.5692,0,0
362.19,0.099088,4027.8,-4.7106,0,2.9277e+06,537.98,1,4.337,-9.5435,0,0
362.18,0.099264,4034.6,-4.5882,0,2.9276e+06,537.98,1,4.3626,-9.5179,0,0
362.18,0.09944,4041.4,-4.4658,0,2.9275e+06,537.98,1,4.3883,-9.4922,0,0
362.17,0.099642,4049.4,-5.0642,0,2.9275e+06,537.98,1,4.4139,-9.4665,0,0
362.16,0.099847,4057.5,-5.7191,0,2.9274e+06,537.98,1,4.4396,-9.4409,0,0
362.16,0.10005,4065.6,-6.3741,0,2.9273e+06,537.98,1,4.4653,-9.4152,0,0
362.15,0.10026,4073.8,-6.9576,0,2.9273e+06,537.98,1,4.4909,-9.3896,0,0
362.15,0.10052,4084,-6.0785,0,2.9272e+06,537.98,1,4.5166,-9.3639,0,0
362.14,0.10078,4094.3,-5.1995,0,2.9271e+06,537.98,1,4.5423,-9.3382,0,0
362.14,0.10104,4104.6,-4.3204,0,2.927e+06,537.98,1,4.5679,-9.3126,0,0
362.13,0.10129,4114.5,-3.6093,0,2.927e+06,537.98,1,4.5936,-9.2869,0,0
362.12,0.1015,4122.7,-3.7427,0,2.9269e+06,537.98,1,4.6192,-9.2612,0,0
362.12,0.10171,4130.9,-3.876,0,2.9268e+06,537.98,1,4.6449,-9.2356,0,0
362.11,0.10192,4139.2,-4.0093,0,2.9267e+06,537.98,1,4.6706,-9.2099,0,0
362.11,0.10212,4147.2,-4.0478,0,2.9267e+06,537.98,1,4.6962,-9.1843,0,0
362.1,0.10232,4154.7,-3.8481,0,2.9266e+06,537.98,1,4.7219,-9.1586,0,0
362.09,0.10251,4162.2,-3.6485,0,2.9264e+06,537.97,1,4.7476,-9.1329,0,0
362.08,0.10271,4169.8,-3.4489,0,2.9263e+06,537.97,1,4.7732,-9.1073,0,0
362.07,0.1029,4177.5,-3.2725,0,2.9263e+06,537.97,1,4.7989,-9.0816,0,0
362.07,0.1031,4185.5,-3.1305,0,2.9262e+06,537.97,1,4.8245,-9.0559,0,0
362.07,0.1033,4193.5,-2.9885,0,2.9262e+06,537.97,1,4.8502,-9.0303,0,0
362.06,0.1035,4201.5,-2.8465,0,2.9261e+06,537.97,1,4.8759,-9.0046,0,0
362.06,0.10371,4209.7,-2.6539,0,2.9261e+06,537.97,1,4.9015,-8.979,0,0
362.05,0.10393,4218.2,-2.4153,0,2.926e+06,537.97,1,4.9272,-8.9533,0,0
362.05,0.10414,4226.6,-2.1767,0,2.9259e+06,537.97,1,4.9529,-8.9276,0,0
362.04,0.10436,4235.1,-1.938,0,2.9259e+06,537.97,1,4.9785,-8.902,0,0
362.04,0.1046,4244.7,-1.9548,0,2.9258e+06,537.97,1,5.0042,-8.8763,0,0
362.03,0.10486,4254.9,-2.1134,0,2.9257e+06,537.97,1,5.0298,-8.8506,0,0
362.03,0.10511,4265.1,-2.272,0,2.9257e+06,537.97,1,5.0555,-8.825,0,0
362.02,0.10537,4275.3,-2.4306,0,2.9256e+06,537.97,1,5.0812,-8.7993,0,0
362.02,0.10564,4285.9,-3.0418,0,2.9255e+06,537.97,1,5.1068,-8.7737,0,0
362.01,0.10591,4296.6,-3.7943,0,2.9254e+06,537.97,1,5.1325,-8.748,0,0
362,0.10619,4307.3,-4.5467,0,2.9254e+06,537.97,1,5.1582,-8.7223,0,0
361.99,0.10646,4318,-5.2992,0,2.9253e+06,537.97,1,5.1838,-8.6967,0,0
361.98,0.10674,4328.7,-4.9789,0,2.9251e+06,537.96,1,5.2095,-8.671,0,0
361.96,0.10702,4339.3,-4.5142,0,2.9249e+06,537.96,1,5.2351,-8.6453,0,0
361.95,0.1073,4350,-4.0495,0,2.9247e+06,537.96,1,5.2608,-8.6197,0,0
361.93,0.10758,4360.6,-3.5847,0,2.9245e+06,537.96,1,5.2865,-8.594,0,0
361.92,0.10784,4370.7,-2.9227,0,2.9244e+06,537.96,1,5.3121,-8.5684,0,0
361.91,0.10811,4380.8,-2.2608,0,2.9242e+06,537.96,1,5.3378,-8.5427,0,0
361.9,0.10837,4391,-1.5988,0,2.9241e+06,537.96,1,5.3635,-8.517,0,0
361.89,0.10863,4401,-1.0387,0,2.9239e+06,537.96,1,5.3891,-8.4914,0,0
361.88,0.10888,4410.9,-1.2259,0,2.9239e+06,537.95,1,5.4148,-8.4657,0,0
361.88,0.10913,4420.7,-1.4131,0,2.9238e+06,537.95,1,5.4404,-8.44,0,0
361.87,0.10938,4430.6,-1.6004,0,2.9237e+06,537.95,1,5.4661,-8.4144,0,0
361.86,0.10966,4441.6,-2.3422,0,2.9236e+06,537.95,1,5.4918,-8.3887,0,0
361.85,0.11005,4456.6,-4.8487,0,2.9235e+06,537.95,1,5.5174,-8.3631,0,0
361.84,0.11043,4471.6,-7.3551,0,2.9233e+06,537.95,1,5.5431,-8.3374,0,0
361.83,0.11082,4486.6,-9.8616,0,2.9232e+06,537.95,1,5.5688,-8.3117,0,0
361.81,0.1112,4501.2,-10.971,0,2.923e+06,537.95,1,5.5944,-8.2861,0,0
361.8,0.11156,4515.1,-9.5781,0,2.9228e+06,537.95,1,5.6201,-8.2604,0,0
361.78,0.11192,4528.9,-8.1854,0,2.9226e+06,537.95,1,5.6457,-8.2347,0,0
361.76,0.11228,4542.8,-6.7928,0,2.9224e+06,537.94,1,5.6714,-8.2091,0,0
361.75,0.11262,4555.5,-5.8017,0,2.9222e+06,537.94,1,5.6971,-8.1834,0,0
361.73,0.11292,4566.9,-5.2497,0,2.922e+06,537.94,1,5.7227,-8.1578,0,0
361.72,0.11322,4578.4,-4.6978,0,2.9218e+06,537.94,1,5.7484,-8.1321,0,0
361.7,0.11352,4589.8,-4.1459,0,2.9216e+06,537.94,1,5.7741,-8.1064,0,0
361.69,0.11385,4602.3,-4.2007,0,2.9215e+06,537.94,1,5.7997,-8.0808,0,0
361.68,0.11419,4615.4,-4.6652,0,2.9213e+06,537.94,1,5.8254,-8.0551,0,0
361.67,0.11452,4628.5,-5.1297,0,2.9212e+06,537.93,1,5.851,-8.0294,0,0
361.66,0.11486,4641.6,-5.5942,0,2.921e+06,537.93,1,5.8767,-8.0038,0,0
361.64,0.11524,4655.8,-6.3704,0,2.9208e+06,537.93,1,5.9024,-7.9781,0,0
361.62,0.11563,4670.6,-7.2702,0,2.9206e+06,537.93,1,5.928,-7.9525,0,0
361.6,0.11601,4685.3,-8.1699,0,2.9204e+06,537.93,1,5.9537,-7.9268,0,0
361.58,0.1164,4700.1,-9.0697,0,2.9202e+06,537.93,1,5.9794,-7.9011,0,0
361.57,0.1168,4715.1,-8.7675,0,2.92e+06,537.93,1,6.005,-7.8755,0,0
361.55,0.11719,4730.2,-8.2286,0,2.9198e+06,537.92,1,6.0307,-7.8498,0,0
361.54,0.11758,4745.3,-7.6897,0,2.9196e+06,537.92,1,6.0563,-7.8241,0,0
361.52,0.11798,4760.4,-7.1508,0,2.9194e+06,537.92,1,6.082,-7.7985,0,0
361.5,0.11836,4774.9,-7.9318,0,2.9192e+06,537.92,1,6.1077,-7.7728,0,0
361.49,0.11874,4789.3,-8.7754,0,2.9189e+06,537.92,1,6.1333,-7.7472,0,0
361.47,0.11912,4803.8,-9.619,0,2.9187e+06,537.92,1,6.159,-7.7215,0,0
361.45,0.11951,4818.2,-10.35,0,2.9185e+06,537.91,1,6.1847,-7.6958,0,0
361.43,0.1199,4833.2,-9.674,0,2.9183e+06,537.91,1,6.2103,-7.6702,0,0
361.41,0.1203,4848.3,-8.9977,0,2.918e+06,537.91,1,6.236,-7.6445,0,0
361.39,0.1207,4863.3,-8.3213,0,2.9178e+06,537.91,1,6.2616,-7.6188,0,0
361.38,0.1211,4878.4,-7.7907,0,2.9176e+06,537.91,1,6.2873,-7.5932,0,0
361.36,0.1215,4894,-7.8685,0,2.9174e+06,537.91,1,6.313,-7.5675,0,0
361.35,0.1219,4909.6,-7.9463,0,2.9173e+06,537.91,1,6.3386,-7.5419,0,0
361.34,0.12231,4925.2,-8.0241,0,2.9171e+06,537.9,1,6.3643,-7.5162,0,0
361.33,0.12271,4940.8,-7.9964,0,2.917e+06,537.9,1,6.39,-7.4905,0,0
361.3,0.12313,4956.2,-7.7362,0,2.9167e+06,537.9,1,6.4156,-7.4649,0,0
361.28,0.12354,4971.5,-7.4761,0,2.9164e+06,537.9,1,6.4413,-7.4392,0,0
361.26,0.12395,4986.9,-7.216,0,2.9161e+06,537.9,1,6.4669,-7.4135,0,0
361.23,0.12438,5002.6,-6.7972,0,2.9158e+06,537.89,1,6.4926,-7.3879,0,0
361.21,0.12481,5018.7,-6.1695,0,2.9155e+06,537.89,1,6.5183,-7.3622,0,0
361.18,0.12525,5034.7,-5.5417,0,2.9152e+06,537.89,1,6.5439,-7.3366,0,0
361.15,0.12568,5050.8,-4.914,0,2.9148e+06,537.89,1,6.5696,-7.3109,0,0
361.13,0.12615,5068.3,-5.9428,0,2.9146e+06,537.88,1,6.5953,-7.2852,0,0
361.11,0.12665,5087,-8.3218,0,2.9143e+06,537.88,1,6.6209,-7.2596,0,0
361.09,0.12714,5105.7,-10.701,0,2.914e+06,537.88,1,6.6466,-7.2339,0,0
361.06,0.12764,5124.4,-13.08,0,2.9137e+06,537.88,1,6.6722,-7.2082,0,0
361.04,0.12822,5146.1,-13.949,0,2.9134e+06,537.88,1,6.6979,-7.1826,0,0
361.01,0.12884,5169.4,-14.076,0,2.9131e+06,537.87,1,6.7236,-7.1569,0,0
360.98,0.12946,5192.6,-14.203,0,2.9127e+06,537.87,1,6.7492,-7.1313,0,0
360.95,0.13007,5215.8,-14.33,0,2.9124e+06,537.87,1,6.7749,-7.1056,0,0
360.94,0.13069,5239.8,-13.938,0,2.9122e+06,537.87,1,6.8006,-7.0799,0,0
360.93,0.13131,5264,-13.407,0,2.9121e+06,537.87,1,6.8262,-7.0543,0,0
360.92,0.13193,5288.2,-12.876,0,2.912e+06,537.86,1,6.8519,-7.0286,0,0
360.91,0.13255,5312.4,-12.345,0,2.9119e+06,537.86,1,6.8775,-7.0029,0,0
360.88,0.13318,5335.9,-12.262,0,2.9115e+06,537.86,1,6.9032,-6.9773,0,0
360.85,0.13381,5359.3,-12.223,0,2.9111e+06,537.86,1,6.9289,-6.9516,0,0
360.81,0.13444,5382.7,-12.184,0,2.9107e+06,537.85,1,6.9545,-6.926,0,0
360.78,0.13507,5406.1,-12.116,0,2.9103e+06,537.85,1,6.9802,-6.9003,0,0
360.75,0.13565,5427.1,-11.008,0,2.9099e+06,537.85,1,7.0059,-6.8746,0,0
360.71,0.13623,5448.1,-9.8999,0,2.9094e+06,537.84,1,7.0315,-6.849,0,0
360.68,0.13681,5469.1,-8.7921,0,2.909e+06,537.84,1,7.0572,-6.8233,0,0
360.64,0.13738,5490,-7.918,0,2.9086e+06,537.84,1,7.0828,-6.7976,0,0
360.62,0.13793,5510.5,-8.398,0,2.9083e+06,537.84,1,7.1085,-6.772,0,0
360.6,0.13848,5531,-8.878,0,2.908e+06,537.83,1,7.1342,-6.7463,0,0
