,Density,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,entropy,total enthalpt
32,362.58,0.087213,3560.3,-0.69555,0,2932600.0,538.02,1,0.8212,-13.059,0,0,871.4168042729669,833683123.9560689
33,362.58,0.08723,3561.0,-0.73813,0,2932600.0,538.02,1,0.84686,-13.034,0,0,871.4168042729669,833683123.9560689
34,362.58,0.087248,3561.7,-0.78071,0,2932600.0,538.02,1,0.87252,-13.008,0,0,871.4168042729669,833683123.9560689
35,362.58,0.087266,3562.4,-0.82329,0,2932600.0,538.02,1,0.89819,-12.982,0,0,871.4168042729669,833683123.9560689
36,362.58,0.087284,3563.2,-0.86587,0,2932600.0,538.02,1,0.92385,-12.957,0,0,871.4168042729669,833683123.9560689
37,362.58,0.087302,3563.9,-0.90845,0,2932600.0,538.02,1,0.94951,-12.931,0,0,871.4168042729669,833683123.9560689
38,362.58,0.087319,3564.6,-0.95103,0,2932600.0,538.02,1,0.97517,-12.905,0,0,871.4168042729669,833683123.9560689
39,362.58,0.087337,3565.3,-0.99317,0,2932600.0,538.02,1,1.0008,-12.88,0,0,871.4168042729669,833683123.9560689
40,362.58,0.087363,3566.3,-1.0224,0,2932600.0,538.02,1,1.0265,-12.854,0,0,871.4168042729669,833683123.9560689
41,362.58,0.087389,3567.4,-1.0517,0,2932600.0,538.02,1,1.0522,-12.828,0,0,871.4168042729669,833683123.9560689
42,362.57,0.087414,3568.4,-1.0809,0,2932600.0,538.02,1,1.0778,-12.803,0,0,871.4168042729669,833637160.6044235
43,362.57,0.08744,3569.4,-1.1102,0,2932600.0,538.02,1,1.1035,-12.777,0,0,871.4168042729669,833637160.6044235
44,362.57,0.087466,3570.5,-1.1395,0,2932600.0,538.02,1,1.1291,-12.751,0,0,871.4168042729669,833637160.6044235
45,362.57,0.087492,3571.5,-1.1687,0,2932600.0,538.02,1,1.1548,-12.726,0,0,871.4168042729669,833637160.6044235
46,362.57,0.087517,3572.5,-1.198,0,2932500.0,538.02,1,1.1805,-12.7,0,0,871.42167543384,833487583.8592869
47,362.57,0.087544,3573.6,-1.2175,0,2932500.0,538.02,1,1.2061,-12.674,0,0,871.42167543384,833487583.8592869
48,362.57,0.087576,3574.8,-1.2059,0,2932500.0,538.02,1,1.2318,-12.649,0,0,871.42167543384,833487583.8592869
49,362.57,0.087607,3576.1,-1.1943,0,2932500.0,538.02,1,1.2575,-12.623,0,0,871.42167543384,833487583.8592869
50,362.57,0.087638,3577.3,-1.1828,0,2932500.0,538.02,1,1.2831,-12.597,0,0,871.42167543384,833487583.8592869
51,362.57,0.087669,3578.6,-1.1712,0,2932500.0,538.02,1,1.3088,-12.572,0,0,871.42167543384,833487583.8592869
52,362.57,0.0877,3579.8,-1.1596,0,2932500.0,538.02,1,1.3344,-12.546,0,0,871.42167543384,833487583.8592869
53,362.57,0.087732,3581.1,-1.1481,0,2932500.0,538.02,1,1.3601,-12.52,0,0,871.42167543384,833487583.8592869
54,362.57,0.087763,3582.3,-1.1365,0,2932500.0,538.02,1,1.3858,-12.495,0,0,871.42167543384,833487583.8592869
55,362.57,0.087799,3583.8,-1.1366,0,2932500.0,538.02,1,1.4114,-12.469,0,0,871.42167543384,833487583.8592869
56,362.57,0.087841,3585.5,-1.1514,0,2932500.0,538.02,1,1.4371,-12.443,0,0,871.42167543384,833487583.8592869
57,362.57,0.087883,3587.1,-1.1661,0,2932500.0,538.02,1,1.4628,-12.418,0,0,871.42167543384,833487583.8592869
58,362.56,0.087925,3588.8,-1.1808,0,2932400.0,538.02,1,1.4884,-12.392,0,0,871.4265477305703,833292065.4074242
59,362.56,0.087967,3590.5,-1.1955,0,2932400.0,538.02,1,1.5141,-12.366,0,0,871.4265477305703,833292065.4074242
60,362.56,0.088009,3592.2,-1.2103,0,2932400.0,538.02,1,1.5397,-12.341,0,0,871.4265477305703,833292065.4074242
61,362.56,0.088051,3593.9,-1.225,0,2932400.0,538.02,1,1.5654,-12.315,0,0,871.4265477305703,833292065.4074242
62,362.56,0.088093,3595.5,-1.2397,0,2932400.0,538.02,1,1.5911,-12.289,0,0,871.4265477305703,833292065.4074242
63,362.56,0.088134,3597.2,-1.2489,0,2932400.0,538.02,1,1.6167,-12.264,0,0,871.4265477305703,833292065.4074242
64,362.56,0.088175,3598.8,-1.255,0,2932400.0,538.02,1,1.6424,-12.238,0,0,871.4265477305703,833292065.4074242
65,362.56,0.088216,3600.4,-1.2611,0,2932300.0,538.02,1,1.6681,-12.212,0,0,871.4314211636807,833142504.668451
66,362.55,0.088256,3602.0,-1.2673,0,2932300.0,538.02,1,1.6937,-12.187,0,0,871.4314211636807,833096568.6036633
67,362.55,0.088297,3603.6,-1.2734,0,2932300.0,538.02,1,1.7194,-12.161,0,0,871.4314211636807,833096568.6036633
68,362.55,0.088338,3605.2,-1.2796,0,2932300.0,538.02,1,1.745,-12.135,0,0,871.4314211636807,833096568.6036633
69,362.55,0.088379,3606.8,-1.2857,0,2932300.0,538.02,1,1.7707,-12.11,0,0,871.4314211636807,833096568.6036633
70,362.55,0.08842,3608.4,-1.2919,0,2932200.0,538.02,1,1.7964,-12.084,0,0,871.4362957336918,832947019.9990385
71,362.55,0.08846,3610.0,-1.3396,0,2932200.0,538.02,1,1.822,-12.058,0,0,871.4362957336918,832947019.9990385
72,362.55,0.0885,3611.5,-1.3943,0,2932200.0,538.02,1,1.8477,-12.033,0,0,871.4362957336918,832947019.9990385
73,362.54,0.08854,3613.1,-1.4489,0,2932200.0,538.02,1,1.8734,-12.007,0,0,871.4362957336918,832901093.4510955
74,362.54,0.088581,3614.7,-1.5035,0,2932200.0,538.02,1,1.899,-11.981,0,0,871.4362957336918,832901093.4510955
75,362.54,0.088621,3616.3,-1.5582,0,2932100.0,538.02,1,1.9247,-11.956,0,0,871.441171441129,832751556.9845634
76,362.54,0.088661,3617.9,-1.6128,0,2932100.0,538.02,1,1.9503,-11.93,0,0,871.441171441129,832751556.9845634
77,362.54,0.088702,3619.5,-1.6674,0,2932100.0,538.02,1,1.976,-11.904,0,0,871.441171441129,832751556.9845634
78,362.54,0.088743,3621.1,-1.7433,0,2932100.0,538.02,1,2.0017,-11.879,0,0,871.441171441129,832751556.9845634
79,362.54,0.088802,3623.5,-2.1233,0,2932100.0,538.02,1,2.0273,-11.853,0,0,871.441171441129,832751556.9845634
80,362.53,0.088861,3625.8,-2.5032,0,2932100.0,538.02,1,2.053,-11.827,0,0,871.441171441129,832705639.9527955
81,362.53,0.08892,3628.2,-2.8832,0,2932000.0,538.02,1,2.0787,-11.802,0,0,871.4460482865096,832556115.6282831
82,362.53,0.088979,3630.5,-3.2632,0,2932000.0,538.02,1,2.1043,-11.776,0,0,871.4460482865096,832556115.6282831
83,362.53,0.089039,3632.9,-3.6431,0,2932000.0,538.02,1,2.13,-11.751,0,0,871.4460482865096,832556115.6282831
84,362.53,0.089098,3635.3,-4.0231,0,2932000.0,538.02,1,2.1556,-11.725,0,0,871.4460482865096,832556115.6282831
85,362.53,0.089157,3637.6,-4.403,0,2932000.0,538.02,1,2.1813,-11.699,0,0,871.4460482865096,832556115.6282831
86,362.53,0.089218,3640.1,-4.586,0,2932000.0,538.02,1,2.207,-11.674,0,0,871.4460482865096,832556115.6282831
87,362.52,0.089286,3642.8,-4.3175,0,2931900.0,538.02,1,2.2326,-11.648,0,0,871.4509262703613,832360695.9331934
88,362.52,0.089354,3645.5,-4.049,0,2931900.0,538.02,1,2.2583,-11.622,0,0,871.4509262703613,832360695.9331934
89,362.52,0.089422,3648.2,-3.7805,0,2931900.0,538.02,1,2.284,-11.597,0,0,871.4509262703613,832360695.9331934
90,362.52,0.08949,3650.9,-3.5119,0,2931900.0,538.02,1,2.3096,-11.571,0,0,871.4509262703613,832360695.9331934
91,362.52,0.089558,3653.6,-3.2434,0,2931800.0,538.01,1,2.3353,-11.545,0,0,871.3910181740144,832749433.678126
92,362.52,0.089626,3656.3,-2.9749,0,2931800.0,538.01,1,2.3609,-11.52,0,0,871.3910181740144,832749433.678126
93,362.51,0.089694,3659.0,-2.7064,0,2931800.0,538.01,1,2.3866,-11.494,0,0,871.3910181740144,832703514.2287852
94,362.51,0.089761,3661.6,-2.5833,0,2931800.0,538.01,1,2.4123,-11.468,0,0,871.3910181740144,832703514.2287852
95,362.51,0.089827,3664.3,-2.5829,0,2931800.0,538.01,1,2.4379,-11.443,0,0,871.3910181740144,832703514.2287852
96,362.51,0.089893,3666.9,-2.5826,0,2931700.0,538.01,1,2.4636,-11.417,0,0,871.3958944394918,832553968.5622367
97,362.51,0.089959,3669.6,-2.5822,0,2931700.0,538.01,1,2.4893,-11.391,0,0,871.3958944394918,832553968.5622367
98,362.51,0.090025,3672.2,-2.5819,0,2931700.0,538.01,1,2.5149,-11.366,0,0,871.3958944394918,832553968.5622367
99,362.5,0.090091,3674.8,-2.5815,0,2931700.0,538.01,1,2.5406,-11.34,0,0,871.3958944394918,832508058.6301705
100,362.5,0.090158,3677.5,-2.5812,0,2931700.0,538.01,1,2.5662,-11.314,0,0,871.3958944394918,832508058.6301705
101,362.5,0.090224,3680.1,-2.5809,0,2931600.0,538.01,1,2.5919,-11.289,0,0,871.4007718434261,832358525.1017722
102,362.5,0.090293,3682.9,-2.6573,0,2931600.0,538.01,1,2.6176,-11.263,0,0,871.4007718434261,832358525.1017722
103,362.5,0.090364,3685.7,-2.7553,0,2931600.0,538.01,1,2.6432,-11.237,0,0,871.4007718434261,832358525.1017722
104,362.5,0.090434,3688.5,-2.8533,0,2931600.0,538.01,1,2.6689,-11.212,0,0,871.4007718434261,832358525.1017722
105,362.5,0.090504,3691.3,-2.9513,0,2931600.0,538.01,1,2.6946,-11.186,0,0,871.4007718434261,832358525.1017722
106,362.5,0.090575,3694.1,-3.0493,0,2931600.0,538.01,1,2.7202,-11.16,0,0,871.4007718434261,832358525.1017722
107,362.49,0.090645,3697.0,-3.1473,0,2931500.0,538.01,1,2.7459,-11.135,0,0,871.4056503863391,832163103.2998067
108,362.49,0.090715,3699.8,-3.2453,0,2931500.0,538.01,1,2.7715,-11.109,0,0,871.4056503863391,832163103.2998067
109,362.49,0.090786,3702.6,-3.3462,0,2931500.0,538.01,1,2.7972,-11.083,0,0,871.4056503863391,832163103.2998067
110,362.49,0.090885,3706.5,-3.5953,0,2931500.0,538.01,1,2.8229,-11.058,0,0,871.4056503863391,832163103.2998067
111,362.48,0.090984,3710.4,-3.8443,0,2931400.0,538.01,1,2.8485,-11.032,0,0,871.4105300687562,831967703.1595153
112,362.48,0.091083,3714.3,-4.0933,0,2931400.0,538.01,1,2.8742,-11.006,0,0,871.4105300687562,831967703.1595153
113,362.48,0.091182,3718.2,-4.3423,0,2931400.0,538.01,1,2.8999,-10.981,0,0,871.4105300687562,831967703.1595153
114,362.48,0.091281,3722.1,-4.5914,0,2931300.0,538.01,1,2.9255,-10.955,0,0,871.4154108912006,831818197.8192574
115,362.47,0.09138,3726.0,-4.8404,0,2931300.0,538.01,1,2.9512,-10.929,0,0,871.4154108912006,831772324.6840373
116,362.47,0.091479,3729.9,-5.0894,0,2931200.0,538.01,1,2.9768,-10.904,0,0,871.4202928541977,831622831.497562
117,362.47,0.09158,3733.9,-5.204,0,2931200.0,538.01,1,3.0025,-10.878,0,0,871.4202928541977,831622831.497562
118,362.46,0.091683,3738.0,-4.9317,0,2931100.0,538.01,1,3.0282,-10.852,0,0,871.4251759582688,831427486.8475951
119,362.46,0.091786,3742.0,-4.6593,0,2931100.0,538.01,1,3.0538,-10.827,0,0,871.4251759582688,831427486.8475951
120,362.46,0.091889,3746.1,-4.3869,0,2931100.0,538.01,1,3.0795,-10.801,0,0,871.4251759582688,831427486.8475951
121,362.45,0.091993,3750.2,-4.1145,0,2931000.0,538.01,1,3.1052,-10.775,0,0,871.4300602039438,831232163.8725187
122,362.45,0.092096,3754.3,-3.8421,0,2931000.0,538.01,1,3.1308,-10.75,0,0,871.4300602039438,831232163.8725187
123,362.45,0.092199,3758.4,-3.5697,0,2930900.0,538.01,1,3.1565,-10.724,0,0,871.4349455917444,831082698.9226913
124,362.44,0.092303,3762.5,-3.2973,0,2930900.0,538.01,1,3.1821,-10.698,0,0,871.4349455917444,831036862.575409
125,362.44,0.092404,3766.4,-3.1988,0,2930900.0,538.01,1,3.2078,-10.673,0,0,871.4349455917444,831036862.575409
126,362.44,0.092502,3770.3,-3.2768,0,2930800.0,538.01,1,3.2335,-10.647,0,0,871.4398321221968,830887409.795172
127,362.43,0.0926,3774.2,-3.3547,0,2930800.0,538.01,1,3.2591,-10.621,0,0,871.4398321221968,830841582.9595842
128,362.43,0.092699,3778.1,-3.4327,0,2930800.0,538.01,1,3.2848,-10.596,0,0,871.4398321221968,830841582.9595842
129,362.43,0.092797,3782.0,-3.5106,0,2930700.0,538.01,1,3.3105,-10.57,0,0,871.4447197958273,830692142.3526428
130,362.43,0.092896,3785.9,-3.5885,0,2930700.0,538.01,1,3.3361,-10.544,0,0,871.4447197958273,830692142.3526428
131,362.42,0.092994,3789.8,-3.6665,0,2930700.0,538.01,1,3.3618,-10.519,0,0,871.4447197958273,830646325.0280778
132,362.42,0.093093,3793.7,-3.7444,0,2930600.0,538.01,1,3.3874,-10.493,0,0,871.4496086131619,830496896.5982568
133,362.42,0.093204,3798.2,-3.8684,0,2930600.0,538.01,1,3.4131,-10.467,0,0,871.4496086131619,830496896.5982568
134,362.42,0.093319,3802.8,-4.0091,0,2930600.0,538.01,1,3.4388,-10.442,0,0,871.4496086131619,830496896.5982568
135,362.41,0.093435,3807.4,-4.1497,0,2930500.0,538.01,1,3.4644,-10.416,0,0,871.4544985747274,830301672.5351648
136,362.41,0.093551,3812.0,-4.2904,0,2930500.0,538.0,1,3.4901,-10.39,0,0,871.3896706581213,830839336.0557474
137,362.41,0.093666,3816.7,-4.431,0,2930500.0,538.0,1,3.5158,-10.365,0,0,871.3896706581213,830839336.0557474
138,362.41,0.093782,3821.3,-4.5717,0,2930500.0,538.0,1,3.5414,-10.339,0,0,871.3896706581213,830839336.0557474
139,362.41,0.093898,3825.9,-4.7123,0,2930400.0,538.0,1,3.5671,-10.313,0,0,871.3945577509618,830689874.0333416
140,362.4,0.094013,3830.5,-4.8529,0,2930400.0,538.0,1,3.5927,-10.288,0,0,871.3945577509618,830644054.3039743
141,362.4,0.094148,3835.8,-4.9037,0,2930400.0,538.0,1,3.6184,-10.262,0,0,871.3945577509618,830644054.3039743
142,362.39,0.094284,3841.1,-4.952,0,2930300.0,538.0,1,3.6441,-10.236,0,0,871.3994459874943,830448794.2338127
143,362.39,0.094419,3846.5,-5.0003,0,2930200.0,538.0,1,3.6697,-10.211,0,0,871.4043353682454,830299356.5542808
144,362.38,0.094555,3851.8,-5.0486,0,2930200.0,538.0,1,3.6954,-10.185,0,0,871.4043353682454,830253555.8484905
145,362.38,0.09469,3857.1,-5.0968,0,2930100.0,538.0,1,3.7211,-10.159,0,0,871.4092258937421,830104130.346085
146,362.38,0.094825,3862.4,-5.1451,0,2930100.0,538.0,1,3.7467,-10.134,0,0,871.4092258937421,830104130.346085
147,362.37,0.094961,3867.7,-5.1934,0,2930000.0,538.0,1,3.7724,-10.108,0,0,871.414117564516,829908925.8295445
148,362.37,0.095093,3872.9,-5.235,0,2929900.0,538.0,1,3.798,-10.082,0,0,871.4190103810867,829759516.4467573
149,362.36,0.095213,3877.5,-5.2514,0,2929900.0,538.0,1,3.8237,-10.057,0,0,871.4190103810867,829713743.0081061
150,362.35,0.095332,3882.1,-5.2678,0,2929800.0,538.0,1,3.8494,-10.031,0,0,871.4239043439861,829518581.8847558
151,362.35,0.095452,3886.8,-5.2843,0,2929700.0,538.0,1,3.875,-10.005,0,0,871.4287994537476,829369196.8838168
152,362.34,0.095572,3891.4,-5.3007,0,2929700.0,538.0,1,3.9007,-9.9798,0,0,871.4287994537476,829323442.4624735
153,362.34,0.095691,3896.0,-5.3171,0,2929600.0,538.0,1,3.9264,-9.9541,0,0,871.4336957108916,829174069.6584965
154,362.33,0.095811,3900.7,-5.3336,0,2929500.0,538.0,1,3.952,-9.9285,0,0,871.4385931159516,828978964.1413838
155,362.33,0.09593,3905.3,-5.35,0,2929400.0,538.0,1,3.9777,-9.9028,0,0,871.4434916694568,828829607.4982454
156,362.32,0.096065,3910.6,-5.6442,0,2929400.0,538.0,1,4.0033,-9.8771,0,0,871.4434916694568,828783880.3357669
157,362.32,0.096217,3916.7,-6.2774,0,2929400.0,538.0,1,4.029,-9.8515,0,0,871.4434916694568,828783880.3357669
158,362.32,0.09637,3922.7,-6.9106,0,2929300.0,538.0,1,4.0547,-9.8258,0,0,871.4483913719354,828634535.901401
159,362.31,0.096522,3928.8,-7.5439,0,2929300.0,538.0,1,4.0803,-9.8002,0,0,871.4483913719354,828588818.2447739
160,362.31,0.096675,3934.9,-8.1771,0,2929200.0,538.0,1,4.106,-9.7745,0,0,871.4532922239188,828439486.02308
161,362.31,0.096827,3941.0,-8.8103,0,2929200.0,537.99,1,4.1317,-9.7488,0,0,871.3884234394659,828976595.447299
162,362.3,0.09698,3947.1,-9.4436,0,2929200.0,537.99,1,4.1573,-9.7232,0,0,871.3884234394659,828930857.645168
163,362.3,0.097132,3953.1,-10.077,0,2929100.0,537.99,1,4.183,-9.6975,0,0,871.3933214112977,828781487.7587532
164,362.3,0.097301,3959.8,-9.7243,0,2929100.0,537.99,1,4.2086,-9.6718,0,0,871.3933214112977,828781487.7587532
165,362.29,0.097477,3966.7,-8.9265,0,2929000.0,537.99,1,4.2343,-9.6462,0,0,871.3982205320943,828586401.7789375
166,362.29,0.097654,3973.6,-8.1288,0,2928900.0,537.99,1,4.26,-9.6205,0,0,871.403120802383,828437048.0527228
167,362.28,0.09783,3980.5,-7.331,0,2928800.0,537.99,1,4.2856,-9.5949,0,0,871.4080222226966,828241995.9936188
168,362.27,0.098006,3987.5,-6.5332,0,2928800.0,537.99,1,4.3113,-9.5692,0,0,871.4080222226966,828196294.9582429
169,362.27,0.098183,3994.4,-5.7354,0,2928700.0,537.99,1,4.337,-9.5435,0,0,871.4129247935638,828046965.6535707
170,362.26,0.098359,4001.3,-4.9377,0,2928600.0,537.99,1,4.3626,-9.5179,0,0,871.4178285155162,827851957.0356443
171,362.26,0.098535,4008.2,-4.1399,0,2928500.0,537.99,1,4.3883,-9.4922,0,0,871.4227333890857,827702643.9244479
172,362.25,0.098691,4014.3,-4.2295,0,2928500.0,537.99,1,4.4139,-9.4665,0,0,871.4227333890857,827656970.14305
173,362.25,0.098846,4020.4,-4.3886,0,2928400.0,537.99,1,4.4396,-9.4409,0,0,871.427639414805,827507669.256571
174,362.24,0.099001,4026.5,-4.5477,0,2928400.0,537.99,1,4.4653,-9.4152,0,0,871.427639414805,827462004.9789834
175,362.24,0.099156,4032.6,-4.7068,0,2928300.0,537.99,1,4.4909,-9.3896,0,0,871.4325465932048,827312716.3211591
176,362.23,0.09931,4038.6,-4.8659,0,2928200.0,537.99,1,4.5166,-9.3639,0,0,871.4374549248172,827117785.1213895
177,362.23,0.099465,4044.7,-5.025,0,2928200.0,537.99,1,4.5423,-9.3382,0,0,871.4374549248172,827117785.1213895
178,362.22,0.09962,4050.8,-5.1841,0,2928100.0,537.99,1,4.5679,-9.3126,0,0,871.4423644101768,826922875.660394
179,362.22,0.099782,4057.2,-5.5133,0,2928100.0,537.99,1,4.5936,-9.2869,0,0,871.4423644101768,826922875.660394
180,362.21,0.099983,4065.1,-6.6982,0,2928000.0,537.99,1,4.6192,-9.2612,0,0,871.4472750498176,826727987.9413978
181,362.21,0.10018,4073.0,-7.883,0,2927900.0,537.99,1,4.6449,-9.2356,0,0,871.4521868442696,826578739.9958147
182,362.2,0.10038,4080.9,-9.0678,0,2927900.0,537.99,1,4.6706,-9.2099,0,0,871.4521868442696,826533121.9676938
183,362.2,0.10059,4088.9,-10.253,0,2927800.0,537.98,1,4.6962,-9.1843,0,0,871.3921859232745,826920360.6168642
184,362.19,0.10079,4096.8,-11.438,0,2927700.0,537.98,1,4.7219,-9.1586,0,0,871.3970959803531,826725448.9461087
185,362.19,0.10099,4104.7,-12.622,0,2927700.0,537.98,1,4.7476,-9.1329,0,0,871.3970959803531,826725448.9461087
186,362.18,0.10119,4112.6,-13.807,0,2927600.0,537.98,1,4.7732,-9.1073,0,0,871.4020071922357,826530559.0145965
187,362.18,0.10142,4121.9,-14.281,0,2927500.0,537.98,1,4.7989,-9.0816,0,0,871.4069195594535,826381301.7311375
188,362.17,0.1017,4133.2,-13.707,0,2927500.0,537.98,1,4.8245,-9.0559,0,0,871.4069195594535,826335690.825662
189,362.16,0.10199,4144.5,-13.132,0,2927400.0,537.98,1,4.8502,-9.0303,0,0,871.411833082543,826140844.3824602
190,362.16,0.10227,4155.7,-12.558,0,2927300.0,537.98,1,4.8759,-9.0046,0,0,871.416747762038,825991611.5921719
191,362.15,0.10255,4167.0,-11.984,0,2927300.0,537.98,1,4.9015,-8.979,0,0,871.416747762038,825946019.6881992
192,362.15,0.10284,4178.3,-11.41,0,2927200.0,537.98,1,4.9272,-8.9533,0,0,871.421663598473,825796799.1503736
193,362.14,0.10312,4189.5,-10.835,0,2927100.0,537.98,1,4.9529,-8.9276,0,0,871.4265805923848,825602008.4645892
194,362.14,0.10341,4200.8,-10.261,0,2927100.0,537.98,1,4.9785,-8.902,0,0,871.4265805923848,825602008.4645892
195,362.13,0.10367,4211.4,-10.002,0,2927000.0,537.98,1,5.0042,-8.8763,0,0,871.4314987443055,825407239.5381756
196,362.12,0.10394,4221.6,-9.9187,0,2926900.0,537.98,1,5.0298,-8.8506,0,0,871.4364180547748,825212492.3742547
197,362.11,0.1042,4231.8,-9.835,0,2926800.0,537.98,1,5.0555,-8.825,0,0,871.4413385243275,825017766.9760485
198,362.1,0.10446,4242.1,-9.7513,0,2926700.0,537.98,1,5.0812,-8.7993,0,0,871.4462601535002,824823063.346898
199,362.1,0.10472,4252.3,-9.6676,0,2926500.0,537.98,1,5.1068,-8.7737,0,0,871.4561068928564,824524757.0296558
200,362.09,0.10498,4262.5,-9.5839,0,2926400.0,537.97,1,5.1325,-8.748,0,0,871.3960728389682,824865937.3784603
201,362.08,0.10524,4272.7,-9.5002,0,2926300.0,537.97,1,5.1582,-8.7223,0,0,871.4009950448556,824671222.0045402
202,362.07,0.10551,4282.9,-9.4165,0,2926200.0,537.97,1,5.1838,-8.6967,0,0,871.4059184114285,824476528.4007397
203,362.06,0.10582,4295.0,-9.9648,0,2926100.0,537.97,1,5.2095,-8.671,0,0,871.4108429392256,824281856.5703864
204,362.04,0.10614,4307.3,-10.598,0,2925900.0,537.97,1,5.2351,-8.6453,0,0,871.4206954806364,823892578.2430099
205,362.03,0.10646,4319.6,-11.232,0,2925700.0,537.97,1,5.2608,-8.6197,0,0,871.4305526734024,823548860.3776542
206,362.02,0.10677,4331.9,-11.865,0,2925600.0,537.97,1,5.2865,-8.594,0,0,871.4354830153916,823354287.9699005
207,362.0,0.10709,4344.2,-12.498,0,2925400.0,537.97,1,5.3121,-8.5684,0,0,871.4453471932765,822965208.5386412
208,361.99,0.10741,4356.5,-13.132,0,2925200.0,537.97,1,5.3378,-8.5427,0,0,871.4552160333128,822621643.4331324
209,361.98,0.10773,4368.8,-13.765,0,2925100.0,537.96,1,5.3635,-8.517,0,0,871.3951516182253,822962420.2723839
