"Mach","Pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.15889,98741,1,0,0,0,0
0.15901,98731,1,0.0012294,0.0012294,0,0
0.15913,98726,1,0.0024587,0.0024587,0,0
0.15938,98722,1,0.0036881,0.0036881,0,0
0.15981,98714,1,0.0049175,0.0049175,0,0
0.16037,98704,1,0.0061468,0.0061468,0,0
0.16108,98692,1,0.0073762,0.0073762,0,0
0.16191,98678,1,0.0086056,0.0086056,0,0
0.16289,98661,1,0.0098349,0.0098349,0,0
0.16403,98642,1,0.011064,0.011064,0,0
0.16535,98621,1,0.012294,0.012294,0,0
0.16683,98596,1,0.013523,0.013523,0,0
0.16847,98568,1,0.014752,0.014752,0,0
0.17026,98538,1,0.015982,0.015982,0,0
0.17225,98503,1,0.017211,0.017211,0,0
0.17439,98466,1,0.018441,0.018441,0,0
0.17673,98425,1,0.01967,0.01967,0,0
0.17926,98380,1,0.020899,0.020899,0,0
0.18201,98329,1,0.022129,0.022129,0,0
0.18498,98274,1,0.023358,0.023358,0,0
0.18818,98214,1,0.024587,0.024587,0,0
0.19164,98149,1,0.025817,0.025817,0,0
0.19537,98078,1,0.027046,0.027046,0,0
0.1994,97998,1,0.028275,0.028275,0,0
0.20375,97913,1,0.029505,0.029505,0,0
0.20823,97821,1,0.030734,0.030734,0,0
0.21316,97716,1,0.031964,0.031964,0,0
0.21837,97604,1,0.033193,0.033193,0,0
0.22392,97482,1,0.034422,0.034422,0,0
0.22984,97349,1,0.035652,0.035652,0,0
0.23619,97202,1,0.036881,0.036881,0,0
0.24297,97041,1,0.03811,0.03811,0,0
0.25034,96867,1,0.03934,0.03934,0,0
0.25814,96676,1,0.040569,0.040569,0,0
0.26607,96468,1,0.041799,0.041799,0,0
0.27473,96235,1,0.043028,0.043028,0,0
0.28418,95993,1,0.044257,0.044257,0,0
0.2936,95719,1,0.045487,0.045487,0,0
0.30369,95415,1,0.046716,0.046716,0,0
0.31441,95101,1,0.047945,0.047945,0,0
0.3259,94752,1,0.049175,0.049175,0,0
0.33804,94374,1,0.050404,0.050404,0,0
0.35018,93963,1,0.051633,0.051633,0,0
0.36314,93519,1,0.052863,0.052863,0,0
0.37664,93040,1,0.054092,0.054092,0,0
0.39088,92523,1,0.055322,0.055322,0,0
0.40573,91967,1,0.056551,0.056551,0,0
0.42125,91368,1,0.05778,0.05778,0,0
0.4374,90725,1,0.05901,0.05901,0,0
0.45425,90032,1,0.060239,0.060239,0,0
0.47177,89292,1,0.061468,0.061468,0,0
0.49003,88497,1,0.062698,0.062698,0,0
0.50899,87648,1,0.063927,0.063927,0,0
0.52872,86739,1,0.065157,0.065157,0,0
0.54919,85772,1,0.066386,0.066386,0,0
0.57045,84739,1,0.067615,0.067615,0,0
0.59245,83644,1,0.068845,0.068845,0,0
0.61526,82480,1,0.070074,0.070074,0,0
0.63882,81252,1,0.071303,0.071303,0,0
0.66316,79953,1,0.072533,0.072533,0,0
0.68827,78587,1,0.073762,0.073762,0,0
0.71413,77154,1,0.074991,0.074991,0,0
0.7407,75654,1,0.076221,0.076221,0,0
0.76798,74092,1,0.07745,0.07745,0,0
0.79592,72467,1,0.07868,0.07868,0,0
0.82452,70784,1,0.079909,0.079909,0,0
0.85309,69050,1,0.081138,0.081138,0,0
0.88276,67279,1,0.082368,0.082368,0,0
0.91265,65485,1,0.083597,0.083597,0,0
0.94278,63662,1,0.084826,0.084826,0,0
0.97299,61828,1,0.086056,0.086056,0,0
1.0033,59984,1,0.087285,0.087285,0,0
1.035,58064,1,0.088514,0.088514,0,0
1.0685,56057,1,0.089744,0.089744,0,0
1.1023,54048,1,0.090973,0.090973,0,0
1.1355,52034,1,0.092203,0.092203,0,0
1.1676,50146,1,0.093432,0.093432,0,0
1.1994,48272,1,0.094661,0.094661,0,0
1.2302,46486,1,0.095891,0.095891,0,0
1.2634,44596,1,0.09712,0.09712,0,0
1.2952,42810,1,0.098349,0.098349,0,0
1.3257,41134,1,0.099579,0.099579,0,0
1.3567,39457,1,0.10081,0.10081,0,0
1.3885,37623,1,0.10204,0.10204,0,0
1.068,52150,1,0.10327,0.10327,0,0
0.67993,74254,1,0.1045,0.1045,0,0
0.65476,75164,1,0.10573,0.10573,0,0
0.64132,75872,1,0.10696,0.10696,0,0
0.62896,76541,1,0.10818,0.10818,0,0
0.61746,77106,1,0.10941,0.10941,0,0
0.6074,77601,1,0.11064,0.11064,0,0
0.59849,78035,1,0.11187,0.11187,0,0
0.59126,78402,1,0.1131,0.1131,0,0
0.58546,78710,1,0.11433,0.11433,0,0
0.58192,78976,1,0.11556,0.11556,0,0
0.57972,79212,1,0.11679,0.11679,0,0
0.57872,79416,1,0.11802,0.11802,0,0
0.57776,79602,1,0.11925,0.11925,0,0
0.5751,79738,1,0.12048,0.12048,0,0
0.57239,79873,1,0.12171,0.12171,0,0
0.56965,80009,1,0.12294,0.12294,0,0
