"Mach","Pressure","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.15152,98409,0.98409,1,0,0,0,0
0.15152,98409,0.98409,1,0.00012294,0.00012294,0,0
0.15152,98409,0.98409,1,0.00024587,0.00024587,0,0
0.15152,98409,0.98409,1,0.00036881,0.00036881,0,0
0.15153,98409,0.98409,1,0.00049175,0.00049175,0,0
0.15153,98408,0.98408,1,0.00061469,0.00061469,0,0
0.15154,98408,0.98408,1,0.00073762,0.00073762,0,0
0.15155,98408,0.98408,1,0.00086056,0.00086056,0,0
0.15156,98408,0.98408,1,0.0009835,0.0009835,0,0
0.15157,98408,0.98408,1,0.0011064,0.0011064,0,0
0.15158,98407,0.98407,1,0.0012294,0.0012294,0,0
0.1516,98407,0.98407,1,0.0013523,0.0013523,0,0
0.15161,98407,0.98407,1,0.0014752,0.0014752,0,0
0.15163,98407,0.98407,1,0.0015982,0.0015982,0,0
0.15164,98406,0.98406,1,0.0017211,0.0017211,0,0
0.15166,98406,0.98406,1,0.0018441,0.0018441,0,0
0.15168,98405,0.98405,1,0.001967,0.001967,0,0
0.1517,98405,0.98405,1,0.0020899,0.0020899,0,0
0.15173,98404,0.98404,1,0.0022129,0.0022129,0,0
0.15175,98404,0.98404,1,0.0023358,0.0023358,0,0
0.15178,98403,0.98403,1,0.0024587,0.0024587,0,0
0.1518,98403,0.98403,1,0.0025817,0.0025817,0,0
0.15183,98402,0.98402,1,0.0027046,0.0027046,0,0
0.15186,98402,0.98402,1,0.0028276,0.0028276,0,0
0.15189,98401,0.98401,1,0.0029505,0.0029505,0,0
0.15192,98400,0.984,1,0.0030734,0.0030734,0,0
0.15195,98400,0.984,1,0.0031964,0.0031964,0,0
0.15199,98399,0.98399,1,0.0033193,0.0033193,0,0
0.15202,98398,0.98398,1,0.0034422,0.0034422,0,0
0.15205,98398,0.98398,1,0.0035652,0.0035652,0,0
0.15209,98397,0.98397,1,0.0036881,0.0036881,0,0
0.15213,98396,0.98396,1,0.003811,0.003811,0,0
0.15217,98395,0.98395,1,0.003934,0.003934,0,0
0.15221,98394,0.98394,1,0.0040569,0.0040569,0,0
0.15226,98393,0.98393,1,0.0041799,0.0041799,0,0
0.1523,98393,0.98393,1,0.0043028,0.0043028,0,0
0.15234,98392,0.98392,1,0.0044257,0.0044257,0,0
0.15239,98391,0.98391,1,0.0045487,0.0045487,0,0
0.15244,98390,0.9839,1,0.0046716,0.0046716,0,0
0.15249,98389,0.98389,1,0.0047945,0.0047945,0,0
0.15254,98388,0.98388,1,0.0049175,0.0049175,0,0
0.15259,98386,0.98386,1,0.0050404,0.0050404,0,0
0.15264,98385,0.98385,1,0.0051634,0.0051634,0,0
0.1527,98384,0.98384,1,0.0052863,0.0052863,0,0
0.15275,98383,0.98383,1,0.0054092,0.0054092,0,0
0.15281,98382,0.98382,1,0.0055322,0.0055322,0,0
0.15287,98381,0.98381,1,0.0056551,0.0056551,0,0
0.15293,98379,0.98379,1,0.005778,0.005778,0,0
0.15299,98378,0.98378,1,0.005901,0.005901,0,0
0.15305,98377,0.98377,1,0.0060239,0.0060239,0,0
0.15311,98376,0.98376,1,0.0061469,0.0061469,0,0
0.15318,98374,0.98374,1,0.0062698,0.0062698,0,0
0.15325,98373,0.98373,1,0.0063927,0.0063927,0,0
0.15331,98371,0.98371,1,0.0065157,0.0065157,0,0
0.15338,98370,0.9837,1,0.0066386,0.0066386,0,0
0.15345,98368,0.98368,1,0.0067615,0.0067615,0,0
0.15352,98367,0.98367,1,0.0068845,0.0068845,0,0
0.15359,98366,0.98366,1,0.0070074,0.0070074,0,0
0.15367,98364,0.98364,1,0.0071303,0.0071303,0,0
0.15375,98362,0.98362,1,0.0072533,0.0072533,0,0
0.15382,98361,0.98361,1,0.0073762,0.0073762,0,0
0.1539,98359,0.98359,1,0.0074992,0.0074992,0,0
0.15398,98357,0.98357,1,0.0076221,0.0076221,0,0
0.15406,98356,0.98356,1,0.007745,0.007745,0,0
0.15414,98354,0.98354,1,0.007868,0.007868,0,0
0.15422,98352,0.98352,1,0.0079909,0.0079909,0,0
0.15431,98350,0.9835,1,0.0081138,0.0081138,0,0
0.1544,98349,0.98349,1,0.0082368,0.0082368,0,0
0.15449,98347,0.98347,1,0.0083597,0.0083597,0,0
0.15457,98345,0.98345,1,0.0084827,0.0084827,0,0
0.15467,98343,0.98343,1,0.0086056,0.0086056,0,0
0.15476,98341,0.98341,1,0.0087285,0.0087285,0,0
0.15485,98339,0.98339,1,0.0088515,0.0088515,0,0
0.15494,98337,0.98337,1,0.0089744,0.0089744,0,0
0.15504,98335,0.98335,1,0.0090973,0.0090973,0,0
0.15514,98333,0.98333,1,0.0092203,0.0092203,0,0
0.15524,98331,0.98331,1,0.0093432,0.0093432,0,0
0.15534,98329,0.98329,1,0.0094661,0.0094661,0,0
0.15544,98327,0.98327,1,0.0095891,0.0095891,0,0
0.15554,98324,0.98324,1,0.009712,0.009712,0,0
0.15565,98322,0.98322,1,0.009835,0.009835,0,0
0.15575,98320,0.9832,1,0.0099579,0.0099579,0,0
0.15586,98318,0.98318,1,0.010081,0.010081,0,0
0.15597,98315,0.98315,1,0.010204,0.010204,0,0
0.15608,98313,0.98313,1,0.010327,0.010327,0,0
0.15619,98311,0.98311,1,0.01045,0.01045,0,0
0.1563,98308,0.98308,1,0.010573,0.010573,0,0
0.15641,98306,0.98306,1,0.010696,0.010696,0,0
0.15653,98303,0.98303,1,0.010818,0.010818,0,0
0.15665,98301,0.98301,1,0.010941,0.010941,0,0
0.15677,98298,0.98298,1,0.011064,0.011064,0,0
0.15689,98296,0.98296,1,0.011187,0.011187,0,0
0.15701,98293,0.98293,1,0.01131,0.01131,0,0
0.15713,98290,0.9829,1,0.011433,0.011433,0,0
0.15726,98288,0.98288,1,0.011556,0.011556,0,0
0.15739,98285,0.98285,1,0.011679,0.011679,0,0
0.15751,98282,0.98282,1,0.011802,0.011802,0,0
0.15764,98279,0.98279,1,0.011925,0.011925,0,0
0.15777,98277,0.98277,1,0.012048,0.012048,0,0
