"Mach","Pressure","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.15092,98424,0.98424,1,0,0,0,0
0.15094,98424,0.98424,1,0.00012294,0.00012294,0,0
0.15095,98425,0.98425,1,0.00024587,0.00024587,0,0
0.15097,98425,0.98425,1,0.00036881,0.00036881,0,0
0.15099,98425,0.98425,1,0.00049175,0.00049175,0,0
0.151,98425,0.98425,1,0.00061469,0.00061469,0,0
0.15102,98425,0.98425,1,0.00073762,0.00073762,0,0
0.15103,98425,0.98425,1,0.00086056,0.00086056,0,0
0.15105,98425,0.98425,1,0.0009835,0.0009835,0,0
0.15106,98425,0.98425,1,0.0011064,0.0011064,0,0
0.15108,98425,0.98425,1,0.0012294,0.0012294,0,0
0.15109,98425,0.98425,1,0.0013523,0.0013523,0,0
0.15111,98425,0.98425,1,0.0014752,0.0014752,0,0
0.15112,98425,0.98425,1,0.0015982,0.0015982,0,0
0.15114,98425,0.98425,1,0.0017211,0.0017211,0,0
0.15115,98426,0.98426,1,0.0018441,0.0018441,0,0
0.15117,98426,0.98426,1,0.001967,0.001967,0,0
0.15121,98425,0.98425,1,0.0020899,0.0020899,0,0
0.15124,98424,0.98424,1,0.0022129,0.0022129,0,0
0.15128,98423,0.98423,1,0.0023358,0.0023358,0,0
0.15132,98422,0.98422,1,0.0024587,0.0024587,0,0
0.15135,98421,0.98421,1,0.0025817,0.0025817,0,0
0.15139,98420,0.9842,1,0.0027046,0.0027046,0,0
0.15143,98418,0.98418,1,0.0028276,0.0028276,0,0
0.15146,98417,0.98417,1,0.0029505,0.0029505,0,0
0.1515,98416,0.98416,1,0.0030734,0.0030734,0,0
0.15154,98415,0.98415,1,0.0031964,0.0031964,0,0
0.15157,98414,0.98414,1,0.0033193,0.0033193,0,0
0.15161,98413,0.98413,1,0.0034422,0.0034422,0,0
0.15165,98412,0.98412,1,0.0035652,0.0035652,0,0
0.15168,98411,0.98411,1,0.0036881,0.0036881,0,0
0.15172,98410,0.9841,1,0.003811,0.003811,0,0
0.15176,98409,0.98409,1,0.003934,0.003934,0,0
0.15181,98408,0.98408,1,0.0040569,0.0040569,0,0
0.15186,98407,0.98407,1,0.0041799,0.0041799,0,0
0.1519,98406,0.98406,1,0.0043028,0.0043028,0,0
0.15195,98406,0.98406,1,0.0044257,0.0044257,0,0
0.152,98405,0.98405,1,0.0045487,0.0045487,0,0
0.15205,98404,0.98404,1,0.0046716,0.0046716,0,0
0.1521,98403,0.98403,1,0.0047945,0.0047945,0,0
0.15215,98402,0.98402,1,0.0049175,0.0049175,0,0
0.1522,98401,0.98401,1,0.0050404,0.0050404,0,0
0.15225,98400,0.984,1,0.0051634,0.0051634,0,0
0.1523,98399,0.98399,1,0.0052863,0.0052863,0,0
0.15235,98398,0.98398,1,0.0054092,0.0054092,0,0
0.15239,98397,0.98397,1,0.0055322,0.0055322,0,0
0.15244,98396,0.98396,1,0.0056551,0.0056551,0,0
0.15249,98395,0.98395,1,0.005778,0.005778,0,0
0.15254,98394,0.98394,1,0.005901,0.005901,0,0
0.15262,98392,0.98392,1,0.0060239,0.0060239,0,0
0.15269,98391,0.98391,1,0.0061469,0.0061469,0,0
0.15276,98390,0.98389,1,0.0062698,0.0062698,0,0
0.15284,98388,0.98388,1,0.0063927,0.0063927,0,0
0.15291,98387,0.98387,1,0.0065157,0.0065157,0,0
0.15298,98385,0.98385,1,0.0066386,0.0066386,0,0
0.15305,98384,0.98384,1,0.0067615,0.0067615,0,0
0.15313,98382,0.98382,1,0.0068845,0.0068845,0,0
0.1532,98381,0.98381,1,0.0070074,0.0070074,0,0
0.15327,98379,0.98379,1,0.0071303,0.0071303,0,0
0.15335,98378,0.98378,1,0.0072533,0.0072533,0,0
0.15342,98376,0.98376,1,0.0073762,0.0073762,0,0
0.15349,98375,0.98375,1,0.0074992,0.0074992,0,0
0.15357,98374,0.98374,1,0.0076221,0.0076221,0,0
0.15364,98372,0.98372,1,0.007745,0.007745,0,0
0.15371,98371,0.98371,1,0.007868,0.007868,0,0
0.15381,98369,0.98369,1,0.0079909,0.0079909,0,0
0.15391,98367,0.98367,1,0.0081138,0.0081138,0,0
0.15401,98365,0.98365,1,0.0082368,0.0082368,0,0
0.15411,98363,0.98363,1,0.0083597,0.0083597,0,0
0.15421,98361,0.98361,1,0.0084827,0.0084827,0,0
0.1543,98359,0.98359,1,0.0086056,0.0086056,0,0
0.1544,98357,0.98357,1,0.0087285,0.0087285,0,0
0.1545,98355,0.98355,1,0.0088515,0.0088515,0,0
0.1546,98353,0.98353,1,0.0089744,0.0089744,0,0
0.1547,98351,0.98351,1,0.0090973,0.0090973,0,0
0.1548,98349,0.98349,1,0.0092203,0.0092203,0,0
0.15489,98347,0.98347,1,0.0093432,0.0093432,0,0
0.15499,98345,0.98345,1,0.0094661,0.0094661,0,0
0.15509,98343,0.98343,1,0.0095891,0.0095891,0,0
0.15519,98341,0.98341,1,0.009712,0.009712,0,0
0.15529,98339,0.98339,1,0.009835,0.009835,0,0
0.15541,98336,0.98336,1,0.0099579,0.0099579,0,0
0.15553,98334,0.98334,1,0.010081,0.010081,0,0
