"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Pressure_Coefficient","Mach"
0, 8.752535211749343e-03, 2.087378954630404e-01, 2.094983096383144e+02, 9.728979518853463e+03, 1.312700060864996e-03, 6.307845761648148e+07, 8.202717385981436e+05, 6.526403308541124e+02, -5.583801931501699e-06, 1.699998819033425e+00
1, 9.878920421579699e-01, 6.490762988935643e-02, 1.385122773554338e+02, 7.386916261928705e+03, -1.584258144797940e+03, 4.150276459442676e+07, 7.386321715396758e+05, 6.475303844709505e+02, -3.613964997123953e-01, 1.279800204168041e+00
2, 8.735877593795363e-03, 9.912413198062923e-01, 2.094999945970221e+02, 9.729011961903305e+03, -7.787635305576410e-06, 6.307896941573631e+07, 8.202729959681453e+05, 6.526404355580095e+02, -1.784766515460990e-08, 1.699999995894453e+00
3, 4.201342122620277e-01, 5.840250989759460e-01, 2.078883406915599e+02, 9.689734999480126e+03, -2.683304107523811e+01, 6.258906885665619e+07, 8.190640790078945e+05, 6.525399782645217e+02, -5.351486789334687e-03, 1.697173944997103e+00
4, 4.366405372502142e-01, 5.722713747350280e-01, 2.072237483270615e+02, 9.673158522391743e+03, -3.844671899231734e+01, 6.238704111103979e+07, 8.185617690486537e+05, 6.524983711219760e+02, -7.575044100840129e-03, 1.695792488876715e+00
5, 4.429473089205138e-01, 5.873817088043708e-01, 2.074105334840119e+02, 9.677419407166260e+03, -3.553611600419747e+01, 6.244380225083370e+07, 8.187031719037434e+05, 6.525100752664176e+02, -6.949101201404595e-03, 1.696119997402127e+00
6, 4.555283178780878e-01, 5.726874718962656e-01, 2.065564688643263e+02, 9.656044181079571e+03, -5.060485086792731e+01, 6.218417939825656e+07, 8.180550879429544e+05, 6.524564876537100e+02, -9.817951008125041e-03, 1.694236596339232e+00
7, 4.633365386905710e-01, 5.892550865490442e-01, 2.068288149917442e+02, 9.662137632254900e+03, -4.643960456429796e+01, 6.226693369902606e+07, 8.182621659468689e+05, 6.524735942989677e+02, -8.901286305016087e-03, 1.694726379171807e+00
8, 4.798881326288815e-01, 5.924128831146420e-01, 2.063845608515969e+02, 9.650191024479531e+03, -5.481608045074355e+01, 6.213184902406660e+07, 8.179241332406611e+05, 6.524456763182721e+02, -1.039764344782959e-02, 1.693569655207211e+00
9, 4.794609296087470e-01, 5.746988090736580e-01, 2.056572577369797e+02, 9.632346465525508e+03, -6.756538720644687e+01, 6.191078521769284e+07, 8.173684529211220e+05, 6.523998738627818e+02, -1.285745340110696e-02, 1.691893468724380e+00
10, 4.964285292168913e-01, 5.886211009992659e-01, 2.055203713917078e+02, 9.627673042815099e+03, -7.072110503684323e+01, 6.186911540228518e+07, 8.172634864226253e+05, 6.523912333775218e+02, -1.332210479991304e-02, 1.691337024557238e+00
