,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,G,Z
0,202.89,316270000.0,1.7,16309,-2.4707e-11,0,1499900.0,5.3988e-14,569.36,1,0.0,0.0,0.4,0,1.375592832261582,0.35921647817410174
1,202.89,316270000.0,1.7,16309,-2.8473e-11,0,1499900.0,5.4066e-14,569.36,1,0.001,0.001,0.4,0,1.375592832261582,0.35921647817410174
2,202.89,316270000.0,1.7,16309,-3.2238e-11,0,1499900.0,5.4144e-14,569.36,1,0.002,0.002,0.4,0,1.375592832261582,0.35921647817410174
3,202.89,316270000.0,1.7,16309,-3.6003e-11,0,1499900.0,5.4222e-14,569.36,1,0.003,0.003,0.4,0,1.375592832261582,0.35921647817410174
4,202.89,316270000.0,1.7,16309,-3.9769e-11,0,1499900.0,5.43e-14,569.36,1,0.004,0.004,0.4,0,1.375592832261582,0.35921647817410174
5,202.89,316270000.0,1.7,16309,-4.3534e-11,0,1499900.0,5.4378e-14,569.36,1,0.005,0.005,0.4,0,1.375592832261582,0.35921647817410174
6,202.89,316270000.0,1.7,16309,-4.73e-11,0,1499900.0,5.4456e-14,569.36,1,0.006,0.006,0.4,0,1.375592832261582,0.35921647817410174
7,202.89,316270000.0,1.7,16309,-5.1065e-11,0,1499900.0,5.4535e-14,569.36,1,0.007,0.007,0.4,0,1.375592832261582,0.35921647817410174
8,202.89,316270000.0,1.7,16309,-5.483e-11,0,1499900.0,5.4613e-14,569.36,1,0.008,0.008,0.4,0,1.375592832261582,0.35921647817410174
9,202.89,316270000.0,1.7,16309,-5.8596e-11,0,1499900.0,5.4691e-14,569.36,1,0.009,0.009,0.4,0,1.375592832261582,0.35921647817410174
10,202.89,316270000.0,1.7,16309,-6.2361e-11,0,1499900.0,5.4769e-14,569.36,1,0.01,0.01,0.4,0,1.375592832261582,0.35921647817410174
11,202.89,316270000.0,1.7,16309,-6.6126e-11,0,1499900.0,5.4847e-14,569.36,1,0.011,0.011,0.4,0,1.375592832261582,0.35921647817410174
12,202.89,316270000.0,1.7,16309,-6.9892e-11,0,1499900.0,5.4925e-14,569.36,1,0.012,0.012,0.4,0,1.375592832261582,0.35921647817410174
13,202.89,316270000.0,1.7,16309,-7.3657e-11,0,1499900.0,5.5003e-14,569.36,1,0.013,0.013,0.4,0,1.375592832261582,0.35921647817410174
14,202.89,316270000.0,1.7,16309,-7.7422e-11,0,1499900.0,5.5081e-14,569.36,1,0.014,0.014,0.4,0,1.375592832261582,0.35921647817410174
15,202.89,316270000.0,1.7,16309,-8.1188e-11,0,1499900.0,5.5159e-14,569.36,1,0.015,0.015,0.4,0,1.375592832261582,0.35921647817410174
16,202.89,316270000.0,1.7,16309,-8.4953e-11,0,1499900.0,5.5237e-14,569.36,1,0.016,0.016,0.4,0,1.375592832261582,0.35921647817410174
17,202.89,316270000.0,1.7,16309,-8.8718e-11,0,1499900.0,5.5315e-14,569.36,1,0.017,0.017,0.4,0,1.375592832261582,0.35921647817410174
18,202.89,316270000.0,1.7,16309,-9.6584e-11,0,1499900.0,5.5278e-14,569.36,1,0.018,0.018,0.4,0,1.375592832261582,0.35921647817410174
19,202.89,316270000.0,1.7,16309,-1.0635e-10,0,1499900.0,5.5188e-14,569.36,1,0.019,0.019,0.4,0,1.375592832261582,0.35921647817410174
20,202.89,316270000.0,1.7,16309,-1.1611e-10,0,1499900.0,5.5098e-14,569.36,1,0.02,0.02,0.4,0,1.375592832261582,0.35921647817410174
21,202.89,316270000.0,1.7,16309,-1.2588e-10,0,1499900.0,5.5008e-14,569.36,1,0.021,0.021,0.4,0,1.375592832261582,0.35921647817410174
22,202.89,316270000.0,1.7,16309,-1.3564e-10,0,1499900.0,5.4918e-14,569.36,1,0.022,0.022,0.4,0,1.375592832261582,0.35921647817410174
23,202.89,316270000.0,1.7,16309,-1.4541e-10,0,1499900.0,5.4828e-14,569.36,1,0.023,0.023,0.4,0,1.375592832261582,0.35921647817410174
24,202.89,316270000.0,1.7,16309,-1.5517e-10,0,1499900.0,5.4738e-14,569.36,1,0.024,0.024,0.4,0,1.375592832261582,0.35921647817410174
25,202.89,316270000.0,1.7,16309,-1.6493e-10,0,1499900.0,5.4648e-14,569.36,1,0.025,0.025,0.4,0,1.375592832261582,0.35921647817410174
26,202.89,316270000.0,1.7,16309,-1.747e-10,0,1499900.0,5.4558e-14,569.36,1,0.026,0.026,0.4,0,1.375592832261582,0.35921647817410174
27,202.89,316270000.0,1.7,16309,-1.8446e-10,0,1499900.0,5.4468e-14,569.36,1,0.027,0.027,0.4,0,1.375592832261582,0.35921647817410174
28,202.89,316270000.0,1.7,16309,-1.9423e-10,0,1499900.0,5.4378e-14,569.36,1,0.028,0.028,0.4,0,1.375592832261582,0.35921647817410174
29,202.89,316270000.0,1.7,16309,-2.0399e-10,0,1499900.0,5.4288e-14,569.36,1,0.029,0.029,0.4,0,1.375592832261582,0.35921647817410174
30,202.89,316270000.0,1.7,16309,-2.1376e-10,0,1499900.0,5.4198e-14,569.36,1,0.03,0.03,0.4,0,1.375592832261582,0.35921647817410174
31,202.89,316270000.0,1.7,16309,-2.2352e-10,0,1499900.0,5.4108e-14,569.36,1,0.031,0.031,0.4,0,1.375592832261582,0.35921647817410174
