,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,G,Z
0,202.89,316270000.0,1.7,16309,1.0133e-10,0,1499900.0,5.1857e-14,569.36,1,0.0,0.0,0.4,0,1.375592832261582,0.35921647817410174
1,202.89,316270000.0,1.7,16309,9.6226e-11,0,1499900.0,5.1855e-14,569.36,1,0.001,0.001,0.4,0,1.375592832261582,0.35921647817410174
2,202.89,316270000.0,1.7,16309,9.1126e-11,0,1499900.0,5.1854e-14,569.36,1,0.002,0.002,0.4,0,1.375592832261582,0.35921647817410174
3,202.89,316270000.0,1.7,16309,8.6026e-11,0,1499900.0,5.1852e-14,569.36,1,0.003,0.003,0.4,0,1.375592832261582,0.35921647817410174
4,202.89,316270000.0,1.7,16309,8.0926e-11,0,1499900.0,5.185e-14,569.36,1,0.004,0.004,0.4,0,1.375592832261582,0.35921647817410174
5,202.89,316270000.0,1.7,16309,7.5826e-11,0,1499900.0,5.1848e-14,569.36,1,0.005,0.005,0.4,0,1.375592832261582,0.35921647817410174
6,202.89,316270000.0,1.7,16309,7.0726e-11,0,1499900.0,5.1846e-14,569.36,1,0.006,0.006,0.4,0,1.375592832261582,0.35921647817410174
7,202.89,316270000.0,1.7,16309,6.5626e-11,0,1499900.0,5.1844e-14,569.36,1,0.007,0.007,0.4,0,1.375592832261582,0.35921647817410174
8,202.89,316270000.0,1.7,16309,6.0526e-11,0,1499900.0,5.1842e-14,569.36,1,0.008,0.008,0.4,0,1.375592832261582,0.35921647817410174
9,202.89,316270000.0,1.7,16309,5.5426e-11,0,1499900.0,5.184e-14,569.36,1,0.009,0.009,0.4,0,1.375592832261582,0.35921647817410174
10,202.89,316270000.0,1.7,16309,5.0326e-11,0,1499900.0,5.1838e-14,569.36,1,0.01,0.01,0.4,0,1.375592832261582,0.35921647817410174
11,202.89,316270000.0,1.7,16309,4.5226e-11,0,1499900.0,5.1836e-14,569.36,1,0.011,0.011,0.4,0,1.375592832261582,0.35921647817410174
12,202.89,316270000.0,1.7,16309,4.0126e-11,0,1499900.0,5.1835e-14,569.36,1,0.012,0.012,0.4,0,1.375592832261582,0.35921647817410174
13,202.89,316270000.0,1.7,16309,3.5026e-11,0,1499900.0,5.1833e-14,569.36,1,0.013,0.013,0.4,0,1.375592832261582,0.35921647817410174
14,202.89,316270000.0,1.7,16309,2.9926e-11,0,1499900.0,5.1831e-14,569.36,1,0.014,0.014,0.4,0,1.375592832261582,0.35921647817410174
15,202.89,316270000.0,1.7,16309,2.4826e-11,0,1499900.0,5.1829e-14,569.36,1,0.015,0.015,0.4,0,1.375592832261582,0.35921647817410174
16,202.89,316270000.0,1.7,16309,1.9726e-11,0,1499900.0,5.1827e-14,569.36,1,0.016,0.016,0.4,0,1.375592832261582,0.35921647817410174
17,202.89,316270000.0,1.7,16309,1.4626e-11,0,1499900.0,5.1825e-14,569.36,1,0.017,0.017,0.4,0,1.375592832261582,0.35921647817410174
18,202.89,316270000.0,1.7,16309,8.4516e-12,0,1499900.0,4.9477e-14,569.36,1,0.018,0.018,0.4,0,1.375592832261582,0.35921647817410174
19,202.89,316270000.0,1.7,16309,1.7729e-12,0,1499900.0,4.6028e-14,569.36,1,0.019,0.019,0.4,0,1.375592832261582,0.35921647817410174
20,202.89,316270000.0,1.7,16309,-4.9058e-12,0,1499900.0,4.2579e-14,569.36,1,0.02,0.02,0.4,0,1.375592832261582,0.35921647817410174
21,202.89,316270000.0,1.7,16309,-1.1585e-11,0,1499900.0,3.9129e-14,569.36,1,0.021,0.021,0.4,0,1.375592832261582,0.35921647817410174
22,202.89,316270000.0,1.7,16309,-1.8263e-11,0,1499900.0,3.568e-14,569.36,1,0.022,0.022,0.4,0,1.375592832261582,0.35921647817410174
23,202.89,316270000.0,1.7,16309,-2.4942e-11,0,1499900.0,3.2231e-14,569.36,1,0.023,0.023,0.4,0,1.375592832261582,0.35921647817410174
24,202.89,316270000.0,1.7,16309,-3.1621e-11,0,1499900.0,2.8781e-14,569.36,1,0.024,0.024,0.4,0,1.375592832261582,0.35921647817410174
25,202.89,316270000.0,1.7,16309,-3.8299e-11,0,1499900.0,2.5332e-14,569.36,1,0.025,0.025,0.4,0,1.375592832261582,0.35921647817410174
26,202.89,316270000.0,1.7,16309,-4.4978e-11,0,1499900.0,2.1883e-14,569.36,1,0.026,0.026,0.4,0,1.375592832261582,0.35921647817410174
27,202.89,316270000.0,1.7,16309,-5.1657e-11,0,1499900.0,1.8433e-14,569.36,1,0.027,0.027,0.4,0,1.375592832261582,0.35921647817410174
28,202.89,316270000.0,1.7,16309,-5.8336e-11,0,1499900.0,1.4984e-14,569.36,1,0.028,0.028,0.4,0,1.375592832261582,0.35921647817410174
29,202.89,316270000.0,1.7,16309,-6.5014e-11,0,1499900.0,1.1535e-14,569.36,1,0.029,0.029,0.4,0,1.375592832261582,0.35921647817410174
30,202.89,316270000.0,1.7,16309,-7.1693e-11,0,1499900.0,8.0855e-15,569.36,1,0.03,0.03,0.4,0,1.375592832261582,0.35921647817410174
31,202.89,316270000.0,1.7,16309,-7.8372e-11,0,1499900.0,4.6362e-15,569.36,1,0.031,0.031,0.4,0,1.375592832261582,0.35921647817410174
32,202.89,316270000.0,1.7,16309,-8.5051e-11,0,1499900.0,1.1869e-15,569.36,1,0.032,0.032,0.4,0,1.375592832261582,0.35921647817410174
33,202.89,316270000.0,1.7,16309,-9.1729e-11,0,1499900.0,-2.2624e-15,569.36,1,0.033,0.033,0.4,0,1.375592832261582,0.35921647817410174
34,202.89,316270000.0,1.7,16309,-9.8408e-11,0,1499900.0,-5.7117e-15,569.36,1,0.034,0.034,0.4,0,1.375592832261582,0.35921647817410174
35,202.89,316270000.0,1.7,16309,-9.7707e-11,0,1499900.0,-6.4676e-15,569.36,1,0.035,0.035,0.4,0,1.375592832261582,0.35921647817410174
36,202.89,316270000.0,1.7,16309,-8.779e-11,0,1499900.0,-3.5212e-15,569.36,1,0.036,0.036,0.4,0,1.375592832261582,0.35921647817410174
37,202.89,316270000.0,1.7,16309,-7.7873e-11,0,1499900.0,-5.7481e-16,569.36,1,0.037,0.037,0.4,0,1.375592832261582,0.35921647817410174
38,202.89,316270000.0,1.7,16309,-6.7956e-11,0,1499900.0,2.3716e-15,569.36,1,0.038,0.038,0.4,0,1.375592832261582,0.35921647817410174
39,202.89,316270000.0,1.7,16309,-5.8039e-11,0,1499900.0,5.318e-15,569.36,1,0.039,0.039,0.4,0,1.375592832261582,0.35921647817410174
40,202.89,316270000.0,1.7,16309,-4.8122e-11,0,1499900.0,8.2644e-15,569.36,1,0.04,0.04,0.4,0,1.375592832261582,0.35921647817410174
41,202.89,316270000.0,1.7,16309,-3.8205e-11,0,1499900.0,1.1211e-14,569.36,1,0.041,0.041,0.4,0,1.375592832261582,0.35921647817410174
42,202.89,316270000.0,1.7,16309,-2.8288e-11,0,1499900.0,1.4157e-14,569.36,1,0.042,0.042,0.4,0,1.375592832261582,0.35921647817410174
43,202.89,316270000.0,1.7,16309,-1.8371e-11,0,1499900.0,1.7104e-14,569.36,1,0.043,0.043,0.4,0,1.375592832261582,0.35921647817410174
44,202.89,316270000.0,1.7,16309,-8.4544e-12,0,1499900.0,2.005e-14,569.36,1,0.044,0.044,0.4,0,1.375592832261582,0.35921647817410174
45,202.89,316270000.0,1.7,16309,1.4626e-12,0,1499900.0,2.2997e-14,569.36,1,0.045,0.045,0.4,0,1.375592832261582,0.35921647817410174
46,202.89,316270000.0,1.7,16309,1.1379e-11,0,1499900.0,2.5943e-14,569.36,1,0.046,0.046,0.4,0,1.375592832261582,0.35921647817410174
47,202.89,316270000.0,1.7,16309,2.1296e-11,0,1499900.0,2.8889e-14,569.36,1,0.047,0.047,0.4,0,1.375592832261582,0.35921647817410174
48,202.89,316270000.0,1.7,16309,3.1213e-11,0,1499900.0,3.1836e-14,569.36,1,0.048,0.048,0.4,0,1.375592832261582,0.35921647817410174
49,202.89,316270000.0,1.7,16309,4.113e-11,0,1499900.0,3.4782e-14,569.36,1,0.049,0.049,0.4,0,1.375592832261582,0.35921647817410174
50,202.89,316270000.0,1.7,16309,5.1047e-11,0,1499900.0,3.7729e-14,569.36,1,0.05,0.05,0.4,0,1.375592832261582,0.35921647817410174
51,202.89,316270000.0,1.7,16309,6.0964e-11,0,1499900.0,4.0675e-14,569.36,1,0.051,0.051,0.4,0,1.375592832261582,0.35921647817410174
52,202.89,316270000.0,1.7,16309,7.11e-11,0,1499900.0,4.3664e-14,569.36,1,0.052,0.052,0.4,0,1.375592832261582,0.35921647817410174
53,202.89,316270000.0,1.7,16309,8.4422e-11,0,1499900.0,4.7274e-14,569.36,1,0.053,0.053,0.4,0,1.375592832261582,0.35921647817410174
54,202.89,316270000.0,1.7,16309,9.7743e-11,0,1499900.0,5.0885e-14,569.36,1,0.054,0.054,0.4,0,1.375592832261582,0.35921647817410174
55,202.89,316270000.0,1.7,16309,1.1107e-10,0,1499900.0,5.4495e-14,569.36,1,0.055,0.055,0.4,0,1.375592832261582,0.35921647817410174
56,202.89,316270000.0,1.7,16309,1.2439e-10,0,1499900.0,5.8105e-14,569.36,1,0.056,0.056,0.4,0,1.375592832261582,0.35921647817410174
57,202.89,316270000.0,1.7,16309,1.3771e-10,0,1499900.0,6.1716e-14,569.36,1,0.057,0.057,0.4,0,1.375592832261582,0.35921647817410174
58,202.89,316270000.0,1.7,16309,1.5103e-10,0,1499900.0,6.5326e-14,569.36,1,0.058,0.058,0.4,0,1.375592832261582,0.35921647817410174
59,202.89,316270000.0,1.7,16309,1.6435e-10,0,1499900.0,6.8936e-14,569.36,1,0.059,0.059,0.4,0,1.375592832261582,0.35921647817410174
60,202.89,316270000.0,1.7,16309,1.7767e-10,0,1499900.0,7.2547e-14,569.36,1,0.06,0.06,0.4,0,1.375592832261582,0.35921647817410174
61,202.89,316270000.0,1.7,16309,1.91e-10,0,1499900.0,7.6157e-14,569.36,1,0.061,0.061,0.4,0,1.375592832261582,0.35921647817410174
62,202.89,316270000.0,1.7,16309,2.0432e-10,0,1499900.0,7.9768e-14,569.36,1,0.062,0.062,0.4,0,1.375592832261582,0.35921647817410174
63,202.89,316270000.0,1.7,16309,2.1764e-10,0,1499900.0,8.3378e-14,569.36,1,0.063,0.063,0.4,0,1.375592832261582,0.35921647817410174
64,202.89,316270000.0,1.7,16309,2.3096e-10,0,1499900.0,8.6988e-14,569.36,1,0.064,0.064,0.4,0,1.375592832261582,0.35921647817410174
65,202.89,316270000.0,1.7,16309,2.4428e-10,0,1499900.0,9.0599e-14,569.36,1,0.065,0.065,0.4,0,1.375592832261582,0.35921647817410174
66,202.89,316270000.0,1.7,16309,2.576e-10,0,1499900.0,9.4209e-14,569.36,1,0.066,0.066,0.4,0,1.375592832261582,0.35921647817410174
67,202.89,316270000.0,1.7,16309,2.7093e-10,0,1499900.0,9.7819e-14,569.36,1,0.067,0.067,0.4,0,1.375592832261582,0.35921647817410174
68,202.89,316270000.0,1.7,16309,2.8425e-10,0,1499900.0,1.0143e-13,569.36,1,0.068,0.068,0.4,0,1.375592832261582,0.35921647817410174
69,202.89,316270000.0,1.7,16309,2.9648e-10,0,1499900.0,1.0491e-13,569.36,1,0.069,0.069,0.4,0,1.375592832261582,0.35921647817410174
70,202.89,316270000.0,1.7,16309,2.8993e-10,0,1499900.0,1.0321e-13,569.36,1,0.07,0.07,0.4,0,1.375592832261582,0.35921647817410174
71,202.89,316270000.0,1.7,16309,2.822e-10,0,1499900.0,1.0046e-13,569.36,1,0.071,0.071,0.4,0,1.375592832261582,0.35921647817410174
72,202.89,316270000.0,1.7,16309,2.7448e-10,0,1499900.0,9.7707e-14,569.36,1,0.072,0.072,0.4,0,1.375592832261582,0.35921647817410174
73,202.89,316270000.0,1.7,16309,2.6675e-10,0,1499900.0,9.4957e-14,569.36,1,0.073,0.073,0.4,0,1.375592832261582,0.35921647817410174
74,202.89,316270000.0,1.7,16309,2.5902e-10,0,1499900.0,9.2207e-14,569.36,1,0.074,0.074,0.4,0,1.375592832261582,0.35921647817410174
75,202.89,316270000.0,1.7,16309,2.5129e-10,0,1499900.0,8.9457e-14,569.36,1,0.075,0.075,0.4,0,1.375592832261582,0.35921647817410174
76,202.89,316270000.0,1.7,16309,2.4356e-10,0,1499900.0,8.6707e-14,569.36,1,0.076,0.076,0.4,0,1.375592832261582,0.35921647817410174
77,202.89,316270000.0,1.7,16309,2.3584e-10,0,1499900.0,8.3957e-14,569.36,1,0.077,0.077,0.4,0,1.375592832261582,0.35921647817410174
78,202.89,316270000.0,1.7,16309,2.2811e-10,0,1499900.0,8.1207e-14,569.36,1,0.078,0.078,0.4,0,1.375592832261582,0.35921647817410174
79,202.89,316270000.0,1.7,16309,2.2038e-10,0,1499900.0,7.8457e-14,569.36,1,0.079,0.079,0.4,0,1.375592832261582,0.35921647817410174
80,202.89,316270000.0,1.7,16309,2.1265e-10,0,1499900.0,7.5707e-14,569.36,1,0.08,0.08,0.4,0,1.375592832261582,0.35921647817410174
81,202.89,316270000.0,1.7,16309,2.0492e-10,0,1499900.0,7.2957e-14,569.36,1,0.081,0.081,0.4,0,1.375592832261582,0.35921647817410174
82,202.89,316270000.0,1.7,16309,1.972e-10,0,1499900.0,7.0207e-14,569.36,1,0.082,0.082,0.4,0,1.375592832261582,0.35921647817410174
83,202.89,316270000.0,1.7,16309,1.8947e-10,0,1499900.0,6.7457e-14,569.36,1,0.083,0.083,0.4,0,1.375592832261582,0.35921647817410174
84,202.89,316270000.0,1.7,16309,1.8174e-10,0,1499900.0,6.4707e-14,569.36,1,0.084,0.084,0.4,0,1.375592832261582,0.35921647817410174
85,202.89,316270000.0,1.7,16309,1.7401e-10,0,1499900.0,6.1957e-14,569.36,1,0.085,0.085,0.4,0,1.375592832261582,0.35921647817410174
86,202.89,316270000.0,1.7,16309,1.6629e-10,0,1499900.0,5.9207e-14,569.36,1,0.086,0.086,0.4,0,1.375592832261582,0.35921647817410174
87,202.89,316270000.0,1.7,16309,1.652e-10,0,1499900.0,5.7849e-14,569.36,1,0.087,0.087,0.4,0,1.375592832261582,0.35921647817410174
88,202.89,316270000.0,1.7,16309,1.7041e-10,0,1499900.0,5.781e-14,569.36,1,0.088,0.088,0.4,0,1.375592832261582,0.35921647817410174
89,202.89,316270000.0,1.7,16309,1.7562e-10,0,1499900.0,5.7771e-14,569.36,1,0.089,0.089,0.4,0,1.375592832261582,0.35921647817410174
90,202.89,316270000.0,1.7,16309,1.8084e-10,0,1499900.0,5.7732e-14,569.36,1,0.09,0.09,0.4,0,1.375592832261582,0.35921647817410174
91,202.89,316270000.0,1.7,16309,1.8605e-10,0,1499900.0,5.7693e-14,569.36,1,0.091,0.091,0.4,0,1.375592832261582,0.35921647817410174
92,202.89,316270000.0,1.7,16309,1.9126e-10,0,1499900.0,5.7655e-14,569.36,1,0.092,0.092,0.4,0,1.375592832261582,0.35921647817410174
93,202.89,316270000.0,1.7,16309,1.9647e-10,0,1499900.0,5.7616e-14,569.36,1,0.093,0.093,0.4,0,1.375592832261582,0.35921647817410174
94,202.89,316270000.0,1.7,16309,2.0168e-10,0,1499900.0,5.7577e-14,569.36,1,0.094,0.094,0.4,0,1.375592832261582,0.35921647817410174
95,202.89,316270000.0,1.7,16309,2.0689e-10,0,1499900.0,5.7538e-14,569.36,1,0.095,0.095,0.4,0,1.375592832261582,0.35921647817410174
96,202.89,316270000.0,1.7,16309,2.121e-10,0,1499900.0,5.7499e-14,569.36,1,0.096,0.096,0.4,0,1.375592832261582,0.35921647817410174
97,202.89,316270000.0,1.7,16309,2.1731e-10,0,1499900.0,5.746e-14,569.36,1,0.097,0.097,0.4,0,1.375592832261582,0.35921647817410174
98,202.89,316270000.0,1.7,16309,2.2252e-10,0,1499900.0,5.7421e-14,569.36,1,0.098,0.098,0.4,0,1.375592832261582,0.35921647817410174
99,202.89,316270000.0,1.7,16309,2.2773e-10,0,1499900.0,5.7382e-14,569.36,1,0.099,0.099,0.4,0,1.375592832261582,0.35921647817410174
100,202.89,316270000.0,1.7,16309,2.3294e-10,0,1499900.0,5.7343e-14,569.36,1,0.1,0.1,0.4,0,1.375592832261582,0.35921647817410174
101,202.89,316270000.0,1.7,16309,2.3815e-10,0,1499900.0,5.7304e-14,569.36,1,0.101,0.101,0.4,0,1.375592832261582,0.35921647817410174
102,202.89,316270000.0,1.7,16309,2.4336e-10,0,1499900.0,5.7266e-14,569.36,1,0.102,0.102,0.4,0,1.375592832261582,0.35921647817410174
103,202.89,316270000.0,1.7,16309,2.4857e-10,0,1499900.0,5.7227e-14,569.36,1,0.103,0.103,0.4,0,1.375592832261582,0.35921647817410174
104,202.89,316270000.0,1.7,16309,2.4814e-10,0,1499900.0,5.6107e-14,569.36,1,0.104,0.104,0.4,0,1.375592832261582,0.35921647817410174
105,202.89,316270000.0,1.7,16309,2.3649e-10,0,1499900.0,5.448e-14,569.36,1,0.105,0.105,0.4,0,1.375592832261582,0.35921647817410174
106,202.89,316270000.0,1.7,16309,2.2281e-10,0,1499900.0,5.2982e-14,569.36,1,0.106,0.106,0.4,0,1.375592832261582,0.35921647817410174
107,202.89,316270000.0,1.7,16309,2.0913e-10,0,1499900.0,5.1484e-14,569.36,1,0.107,0.107,0.4,0,1.375592832261582,0.35921647817410174
108,202.89,316270000.0,1.7,16309,1.9545e-10,0,1499900.0,4.9985e-14,569.36,1,0.108,0.108,0.4,0,1.375592832261582,0.35921647817410174
109,202.89,316270000.0,1.7,16309,1.8178e-10,0,1499900.0,4.8487e-14,569.36,1,0.109,0.109,0.4,0,1.375592832261582,0.35921647817410174
110,202.89,316270000.0,1.7,16309,1.681e-10,0,1499900.0,4.6988e-14,569.36,1,0.11,0.11,0.4,0,1.375592832261582,0.35921647817410174
111,202.89,316270000.0,1.7,16309,1.5442e-10,0,1499900.0,4.549e-14,569.36,1,0.111,0.111,0.4,0,1.375592832261582,0.35921647817410174
112,202.89,316270000.0,1.7,16309,1.4075e-10,0,1499900.0,4.3992e-14,569.36,1,0.112,0.112,0.4,0,1.375592832261582,0.35921647817410174
113,202.89,316270000.0,1.7,16309,1.2707e-10,0,1499900.0,4.2493e-14,569.36,1,0.113,0.113,0.4,0,1.375592832261582,0.35921647817410174
114,202.89,316270000.0,1.7,16309,1.1339e-10,0,1499900.0,4.0995e-14,569.36,1,0.114,0.114,0.4,0,1.375592832261582,0.35921647817410174
115,202.89,316270000.0,1.7,16309,9.9715e-11,0,1499900.0,3.9496e-14,569.36,1,0.115,0.115,0.4,0,1.375592832261582,0.35921647817410174
116,202.89,316270000.0,1.7,16309,8.6038e-11,0,1499900.0,3.7998e-14,569.36,1,0.116,0.116,0.4,0,1.375592832261582,0.35921647817410174
117,202.89,316270000.0,1.7,16309,7.2361e-11,0,1499900.0,3.6499e-14,569.36,1,0.117,0.117,0.4,0,1.375592832261582,0.35921647817410174
118,202.89,316270000.0,1.7,16309,5.8684e-11,0,1499900.0,3.5001e-14,569.36,1,0.118,0.118,0.4,0,1.375592832261582,0.35921647817410174
119,202.89,316270000.0,1.7,16309,4.5007e-11,0,1499900.0,3.3503e-14,569.36,1,0.119,0.119,0.4,0,1.375592832261582,0.35921647817410174
120,202.89,316270000.0,1.7,16309,3.133e-11,0,1499900.0,3.2004e-14,569.36,1,0.12,0.12,0.4,0,1.375592832261582,0.35921647817410174
121,202.89,316270000.0,1.7,16309,1.7653e-11,0,1499900.0,3.0506e-14,569.36,1,0.121,0.121,0.4,0,1.375592832261582,0.35921647817410174
122,202.89,316270000.0,1.7,16309,1.6237e-11,0,1499900.0,3.1731e-14,569.36,1,0.122,0.122,0.4,0,1.375592832261582,0.35921647817410174
123,202.89,316270000.0,1.7,16309,1.533e-11,0,1499900.0,3.3069e-14,569.36,1,0.123,0.123,0.4,0,1.375592832261582,0.35921647817410174
124,202.89,316270000.0,1.7,16309,1.4424e-11,0,1499900.0,3.4407e-14,569.36,1,0.124,0.124,0.4,0,1.375592832261582,0.35921647817410174
125,202.89,316270000.0,1.7,16309,1.3517e-11,0,1499900.0,3.5745e-14,569.36,1,0.125,0.125,0.4,0,1.375592832261582,0.35921647817410174
126,202.89,316270000.0,1.7,16309,1.2611e-11,0,1499900.0,3.7083e-14,569.36,1,0.126,0.126,0.4,0,1.375592832261582,0.35921647817410174
127,202.89,316270000.0,1.7,16309,1.1704e-11,0,1499900.0,3.8421e-14,569.36,1,0.127,0.127,0.4,0,1.375592832261582,0.35921647817410174
128,202.89,316270000.0,1.7,16309,1.0798e-11,0,1499900.0,3.9759e-14,569.36,1,0.128,0.128,0.4,0,1.375592832261582,0.35921647817410174
129,202.89,316270000.0,1.7,16309,9.8911e-12,0,1499900.0,4.1098e-14,569.36,1,0.129,0.129,0.4,0,1.375592832261582,0.35921647817410174
130,202.89,316270000.0,1.7,16309,8.9845e-12,0,1499900.0,4.2436e-14,569.36,1,0.13,0.13,0.4,0,1.375592832261582,0.35921647817410174
131,202.89,316270000.0,1.7,16309,8.078e-12,0,1499900.0,4.3774e-14,569.36,1,0.131,0.131,0.4,0,1.375592832261582,0.35921647817410174
132,202.89,316270000.0,1.7,16309,7.1715e-12,0,1499900.0,4.5112e-14,569.36,1,0.132,0.132,0.4,0,1.375592832261582,0.35921647817410174
133,202.89,316270000.0,1.7,16309,6.2649e-12,0,1499900.0,4.645e-14,569.36,1,0.133,0.133,0.4,0,1.375592832261582,0.35921647817410174
134,202.89,316270000.0,1.7,16309,5.3584e-12,0,1499900.0,4.7788e-14,569.36,1,0.134,0.134,0.4,0,1.375592832261582,0.35921647817410174
135,202.89,316270000.0,1.7,16309,4.4518e-12,0,1499900.0,4.9126e-14,569.36,1,0.135,0.135,0.4,0,1.375592832261582,0.35921647817410174
136,202.89,316270000.0,1.7,16309,3.5453e-12,0,1499900.0,5.0464e-14,569.36,1,0.136,0.136,0.4,0,1.375592832261582,0.35921647817410174
137,202.89,316270000.0,1.7,16309,2.6387e-12,0,1499900.0,5.1802e-14,569.36,1,0.137,0.137,0.4,0,1.375592832261582,0.35921647817410174
