"Mach","Pressure","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.15158,98409,0.98409,1,0,0,0,0
0.15158,98409,0.98409,1,0.00012294,0.00012294,0,0
0.15158,98409,0.98409,1,0.00024587,0.00024587,0,0
0.15159,98409,0.98409,1,0.00036881,0.00036881,0,0
0.15159,98408,0.98408,1,0.00049175,0.00049175,0,0
0.15159,98408,0.98408,1,0.00061469,0.00061469,0,0
0.1516,98408,0.98408,1,0.00073762,0.00073762,0,0
0.15161,98408,0.98408,1,0.00086056,0.00086056,0,0
0.15162,98407,0.98407,1,0.0009835,0.0009835,0,0
0.15163,98407,0.98407,1,0.0011064,0.0011064,0,0
0.15164,98407,0.98407,1,0.0012294,0.0012294,0,0
0.15164,98407,0.98407,1,0.0013523,0.0013523,0,0
0.15166,98407,0.98407,1,0.0014752,0.0014752,0,0
0.15168,98406,0.98406,1,0.0015982,0.0015982,0,0
0.1517,98406,0.98406,1,0.0017211,0.0017211,0,0
0.15171,98405,0.98405,1,0.0018441,0.0018441,0,0
0.15173,98405,0.98405,1,0.001967,0.001967,0,0
0.15175,98405,0.98405,1,0.0020899,0.0020899,0,0
0.15178,98404,0.98404,1,0.0022129,0.0022129,0,0
0.1518,98404,0.98403,1,0.0023358,0.0023358,0,0
0.15183,98403,0.98403,1,0.0024587,0.0024587,0,0
0.15185,98402,0.98402,1,0.0025817,0.0025817,0,0
0.15188,98402,0.98402,1,0.0027046,0.0027046,0,0
0.15191,98401,0.98401,1,0.0028276,0.0028276,0,0
0.15194,98401,0.98401,1,0.0029505,0.0029505,0,0
0.15197,98400,0.984,1,0.0030734,0.0030734,0,0
0.152,98399,0.98399,1,0.0031964,0.0031964,0,0
0.15204,98399,0.98399,1,0.0033193,0.0033193,0,0
0.15207,98398,0.98398,1,0.0034422,0.0034422,0,0
0.15211,98397,0.98397,1,0.0035652,0.0035652,0,0
0.15215,98396,0.98396,1,0.0036881,0.0036881,0,0
0.15218,98395,0.98395,1,0.003811,0.003811,0,0
0.15222,98395,0.98395,1,0.003934,0.003934,0,0
0.15226,98394,0.98394,1,0.0040569,0.0040569,0,0
0.1523,98393,0.98393,1,0.0041799,0.0041799,0,0
0.15235,98392,0.98392,1,0.0043028,0.0043028,0,0
0.15239,98391,0.98391,1,0.0044257,0.0044257,0,0
