,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,G,s
168,202.89,75001000.0,1.7,17306,-9.0269e-11,0,1499900.0,-5.4502e-14,569.84,1,0.168,0.168,0.25,0,0.7577617356292932,738.0612411760285
169,202.89,75001000.0,1.7,17306,-1.0005e-10,0,1499900.0,-5.7823e-14,569.84,1,0.169,0.169,0.25,0,0.7577617356292932,738.0612411760285
170,202.89,75001000.0,1.7,17306,-1.198e-10,0,1499900.0,-6.081e-14,569.84,1,0.17,0.17,0.25,0,0.7577617356292932,738.0612411760285
171,202.89,75001000.0,1.7,17306,-1.6923e-10,0,1499900.0,-6.2799e-14,569.84,1,0.171,0.171,0.25,0,0.7577617356292932,738.0612411760285
172,202.89,75001000.0,1.7,17306,-1.8677e-10,0,1499900.0,-5.1478e-14,569.84,1,0.172,0.172,0.25,0,0.7577617356292932,738.0612411760285
173,202.89,75001000.0,1.7,17306,-1.8985e-10,0,1499900.0,-3.4125e-14,569.84,1,0.173,0.173,0.25,0,0.7577617356292932,738.0612411760285
174,202.89,75001000.0,1.7,17306,-1.9293e-10,0,1499900.0,-1.6772e-14,569.84,1,0.174,0.174,0.25,0,0.7577617356292932,738.0612411760285
175,202.89,75001000.0,1.7,17306,-1.9601e-10,0,1499900.0,5.807e-16,569.84,1,0.175,0.175,0.25,0,0.7577617356292932,738.0612411760285
176,202.89,75001000.0,1.7,17306,-1.9909e-10,0,1499900.0,1.7934e-14,569.84,1,0.176,0.176,0.25,0,0.7577617356292932,738.0612411760285
177,202.89,75001000.0,1.7,17306,-2.0217e-10,0,1499900.0,3.5287e-14,569.84,1,0.177,0.177,0.25,0,0.7577617356292932,738.0612411760285
178,202.89,75001000.0,1.7,17306,-2.0525e-10,0,1499900.0,5.264e-14,569.84,1,0.178,0.178,0.25,0,0.7577617356292932,738.0612411760285
179,202.89,75001000.0,1.7,17306,-2.0833e-10,0,1499900.0,6.9992e-14,569.84,1,0.179,0.179,0.25,0,0.7577617356292932,738.0612411760285
180,202.89,75001000.0,1.7,17306,-2.1141e-10,0,1499900.0,8.7345e-14,569.84,1,0.18,0.18,0.25,0,0.7577617356292932,738.0612411760285
181,202.89,75001000.0,1.7,17306,-2.1449e-10,0,1499900.0,1.047e-13,569.84,1,0.181,0.181,0.25,0,0.7577617356292932,738.0612411760285
182,202.89,75001000.0,1.7,17306,-2.1757e-10,0,1499900.0,1.2205e-13,569.84,1,0.182,0.182,0.25,0,0.7577617356292932,738.0612411760285
183,202.89,75001000.0,1.7,17306,-2.2065e-10,0,1499900.0,1.394e-13,569.84,1,0.183,0.183,0.25,0,0.7577617356292932,738.0612411760285
184,202.89,75001000.0,1.7,17306,-2.2373e-10,0,1499900.0,1.5676e-13,569.84,1,0.184,0.184,0.25,0,0.7577617356292932,738.0612411760285
185,202.89,75001000.0,1.7,17306,-2.2681e-10,0,1499900.0,1.7411e-13,569.84,1,0.185,0.185,0.25,0,0.7577617356292932,738.0612411760285
186,202.89,75001000.0,1.7,17306,-2.299e-10,0,1499900.0,1.9146e-13,569.84,1,0.186,0.186,0.25,0,0.7577617356292932,738.0612411760285
187,202.89,75001000.0,1.7,17306,-2.3298e-10,0,1499900.0,2.0882e-13,569.84,1,0.187,0.187,0.25,0,0.7577617356292932,738.0612411760285
188,202.89,75001000.0,1.7,17306,-2.3606e-10,0,1499900.0,2.2617e-13,569.84,1,0.188,0.188,0.25,0,0.7577617356292932,738.0612411760285
189,202.89,75001000.0,1.7,17306,-2.3914e-10,0,1499900.0,2.4352e-13,569.84,1,0.189,0.189,0.25,0,0.7577617356292932,738.0612411760285
190,202.89,75001000.0,1.7,17306,-2.4222e-10,0,1499900.0,2.6087e-13,569.84,1,0.19,0.19,0.25,0,0.7577617356292932,738.0612411760285
191,202.89,75001000.0,1.7,17306,-9.5448e-11,0,1499900.0,2.8277e-13,569.84,1,0.191,0.191,0.25,0,0.7577617356292932,738.0612411760285
192,202.89,75001000.0,1.7,17306,1.9944e-11,0,1499900.0,2.5935e-13,569.84,1,0.192,0.192,0.25,0,0.7577617356292932,738.0612411760285
193,202.89,75001000.0,1.7,17306,-1.464e-10,0,1499900.0,1.6322e-13,569.84,1,0.193,0.193,0.25,0,0.7577617356292932,738.0612411760285
194,202.89,75001000.0,1.7,17306,-3.1275e-10,0,1499900.0,6.7083e-14,569.84,1,0.194,0.194,0.25,0,0.7577617356292932,738.0612411760285
195,202.89,75001000.0,1.7,17306,-4.7909e-10,0,1499900.0,-2.9049e-14,569.84,1,0.195,0.195,0.25,0,0.7577617356292932,738.0612411760285
196,202.89,75001000.0,1.7,17306,-6.4544e-10,0,1499900.0,-1.2518e-13,569.84,1,0.196,0.196,0.25,0,0.7577617356292932,738.0612411760285
197,202.89,75001000.0,1.7,17306,-8.1178e-10,0,1499900.0,-2.2131e-13,569.84,1,0.197,0.197,0.25,0,0.7577617356292932,738.0612411760285
198,202.89,75001000.0,1.7,17306,-9.7813e-10,0,1499900.0,-3.1745e-13,569.84,1,0.198,0.198,0.25,0,0.7577617356292932,738.0612411760285
199,202.89,75001000.0,1.7,17306,-1.1445e-09,0,1499900.0,-4.1358e-13,569.84,1,0.199,0.199,0.25,0,0.7577617356292932,738.0612411760285
200,202.89,75001000.0,1.7,17306,-1.3108e-09,0,1499900.0,-5.0971e-13,569.84,1,0.2,0.2,0.25,0,0.7577617356292932,738.0612411760285
201,202.89,75001000.0,1.7,17306,-1.4772e-09,0,1499900.0,-6.0585e-13,569.84,1,0.201,0.201,0.25,0,0.7577617356292932,738.0612411760285
202,202.89,75001000.0,1.7,17306,-1.6435e-09,0,1499900.0,-7.0198e-13,569.84,1,0.202,0.202,0.25,0,0.7577617356292932,738.0612411760285
203,202.89,75001000.0,1.7,17306,-1.8099e-09,0,1499900.0,-7.9811e-13,569.84,1,0.203,0.203,0.25,0,0.7577617356292932,738.0612411760285
204,202.89,75001000.0,1.7,17306,-1.9762e-09,0,1499900.0,-8.9424e-13,569.84,1,0.204,0.204,0.25,0,0.7577617356292932,738.0612411760285
205,202.89,75001000.0,1.7,17306,-2.1425e-09,0,1499900.0,-9.9038e-13,569.84,1,0.205,0.205,0.25,0,0.7577617356292932,738.0612411760285
206,202.89,75001000.0,1.7,17306,-2.3089e-09,0,1499900.0,-1.0865e-12,569.84,1,0.206,0.206,0.25,0,0.7577617356292932,738.0612411760285
207,202.89,75001000.0,1.7,17306,-2.4752e-09,0,1499900.0,-1.1826e-12,569.84,1,0.207,0.207,0.25,0,0.7577617356292932,738.0612411760285
208,202.89,75001000.0,1.7,17306,-2.6416e-09,0,1499900.0,-1.2788e-12,569.84,1,0.208,0.208,0.25,0,0.7577617356292932,738.0612411760285
209,202.89,75001000.0,1.7,17306,-2.8079e-09,0,1499900.0,-1.3749e-12,569.84,1,0.209,0.209,0.25,0,0.7577617356292932,738.0612411760285
210,202.89,75001000.0,1.7,17306,-2.9743e-09,0,1499900.0,-1.471e-12,569.84,1,0.21,0.21,0.25,0,0.7577617356292932,738.0612411760285
211,202.89,75001000.0,1.7,17306,-3.1406e-09,0,1499900.0,-1.5672e-12,569.84,1,0.211,0.211,0.25,0,0.7577617356292932,738.0612411760285
212,202.89,75001000.0,1.7,17306,-3.8248e-09,0,1499900.0,-1.6399e-12,569.84,1,0.212,0.212,0.25,0,0.7577617356292932,738.0612411760285
213,202.89,75001000.0,1.7,17306,-8.2721e-10,0,1499900.0,-9.1554e-13,569.84,1,0.213,0.213,0.25,0,0.7577617356292932,738.0612411760285
214,202.89,75001000.0,1.7,17306,2.1704e-09,0,1499900.0,-1.912e-13,569.84,1,0.214,0.214,0.25,0,0.7577617356292932,738.0612411760285
215,202.89,75001000.0,1.7,17306,5.168e-09,0,1499900.0,5.3313e-13,569.84,1,0.215,0.215,0.25,0,0.7577617356292932,738.0612411760285
216,202.89,75001000.0,1.7,17306,8.1657e-09,0,1499900.0,1.2575e-12,569.84,1,0.216,0.216,0.25,0,0.7577617356292932,738.0612411760285
217,202.89,75001000.0,1.7,17306,1.1015e-08,0,1499900.0,1.9506e-12,569.84,1,0.217,0.217,0.25,0,0.7577617356292932,738.0612411760285
218,202.89,75001000.0,1.7,17306,1.3824e-08,0,1499900.0,2.6351e-12,569.84,1,0.218,0.218,0.25,0,0.7577617356292932,738.0612411760285
219,202.89,75001000.0,1.7,17306,1.6632e-08,0,1499900.0,3.3197e-12,569.84,1,0.219,0.219,0.25,0,0.7577617356292932,738.0612411760285
220,202.89,75001000.0,1.7,17306,1.9441e-08,0,1499900.0,4.0042e-12,569.84,1,0.22,0.22,0.25,0,0.7577617356292932,738.0612411760285
221,202.89,75001000.0,1.7,17306,2.225e-08,0,1499900.0,4.6888e-12,569.84,1,0.221,0.221,0.25,0,0.7577617356292932,738.0612411760285
222,202.89,75001000.0,1.7,17306,2.5058e-08,0,1499900.0,5.3733e-12,569.84,1,0.222,0.222,0.25,0,0.7577617356292932,738.0612411760285
223,202.89,75001000.0,1.7,17306,2.7867e-08,0,1499900.0,6.0578e-12,569.84,1,0.223,0.223,0.25,0,0.7577617356292932,738.0612411760285
224,202.89,75001000.0,1.7,17306,3.0675e-08,0,1499900.0,6.7424e-12,569.84,1,0.224,0.224,0.25,0,0.7577617356292932,738.0612411760285
225,202.89,75001000.0,1.7,17306,3.3484e-08,0,1499900.0,7.4269e-12,569.84,1,0.225,0.225,0.25,0,0.7577617356292932,738.0612411760285
226,202.89,75001000.0,1.7,17306,3.6293e-08,0,1499900.0,8.1114e-12,569.84,1,0.226,0.226,0.25,0,0.7577617356292932,738.0612411760285
227,202.89,75001000.0,1.7,17306,3.9101e-08,0,1499900.0,8.796e-12,569.84,1,0.227,0.227,0.25,0,0.7577617356292932,738.0612411760285
228,202.89,75001000.0,1.7,17306,4.191e-08,0,1499900.0,9.4805e-12,569.84,1,0.228,0.228,0.25,0,0.7577617356292932,738.0612411760285
229,202.89,75001000.0,1.7,17306,4.4719e-08,0,1499900.0,1.0165e-11,569.84,1,0.229,0.229,0.25,0,0.7577617356292932,738.0612411760285
230,202.89,75001000.0,1.7,17306,4.7527e-08,0,1499900.0,1.085e-11,569.84,1,0.23,0.23,0.25,0,0.7577617356292932,738.0612411760285
231,202.89,75001000.0,1.7,17306,5.0336e-08,0,1499900.0,1.1534e-11,569.84,1,0.231,0.231,0.25,0,0.7577617356292932,738.0612411760285
232,202.89,75001000.0,1.7,17306,5.3144e-08,0,1499900.0,1.2219e-11,569.84,1,0.232,0.232,0.25,0,0.7577617356292932,738.0612411760285
233,202.89,75001000.0,1.7,17306,6.3141e-08,0,1499900.0,1.2609e-11,569.84,1,0.233,0.233,0.25,0,0.7577617356292932,738.0612411760285
234,202.89,75001000.0,1.7,17306,8.182e-08,0,1499900.0,1.0739e-11,569.84,1,0.234,0.234,0.25,0,0.7577617356292932,738.0612411760285
235,202.89,75001000.0,1.7,17306,1.0374e-07,0,1499900.0,7.0787e-12,569.84,1,0.235,0.235,0.25,0,0.7577617356292932,738.0612411760285
236,202.89,75001000.0,1.7,17306,1.2566e-07,0,1499900.0,3.4181e-12,569.84,1,0.236,0.236,0.25,0,0.7577617356292932,738.0612411760285
237,202.89,75001000.0,1.7,17306,1.4759e-07,0,1499900.0,-2.4239e-13,569.84,1,0.237,0.237,0.25,0,0.7577617356292932,738.0612411760285
238,202.89,75001000.0,1.7,17306,1.6951e-07,0,1499900.0,-3.9029e-12,569.84,1,0.238,0.238,0.25,0,0.7577617356292932,738.0612411760285
239,202.89,75001000.0,1.7,17306,1.9143e-07,0,1499900.0,-7.5634e-12,569.84,1,0.239,0.239,0.25,0,0.7577617356292932,738.0612411760285
240,202.89,75001000.0,1.7,17306,2.1335e-07,0,1499900.0,-1.1224e-11,569.84,1,0.24,0.24,0.25,0,0.7577617356292932,738.0612411760285
241,202.89,75001000.0,1.7,17306,2.3527e-07,0,1499900.0,-1.4884e-11,569.84,1,0.241,0.241,0.25,0,0.7577617356292932,738.0612411760285
242,202.89,75001000.0,1.7,17306,2.5719e-07,0,1499900.0,-1.8545e-11,569.84,1,0.242,0.242,0.25,0,0.7577617356292932,738.0612411760285
243,202.89,75001000.0,1.7,17306,2.7912e-07,0,1499900.0,-2.2206e-11,569.84,1,0.243,0.243,0.25,0,0.7577617356292932,738.0612411760285
244,202.89,75001000.0,1.7,17306,3.0104e-07,0,1499900.0,-2.5866e-11,569.84,1,0.244,0.244,0.25,0,0.7577617356292932,738.0612411760285
245,202.89,75001000.0,1.7,17306,3.2296e-07,0,1499900.0,-2.9527e-11,569.84,1,0.245,0.245,0.25,0,0.7577617356292932,738.0612411760285
246,202.89,75001000.0,1.7,17306,3.4488e-07,0,1499900.0,-3.3187e-11,569.84,1,0.246,0.246,0.25,0,0.7577617356292932,738.0612411760285
247,202.89,75001000.0,1.7,17306,3.668e-07,0,1499900.0,-3.6848e-11,569.84,1,0.247,0.247,0.25,0,0.7577617356292932,738.0612411760285
248,202.89,75001000.0,1.7,17306,3.8873e-07,0,1499900.0,-4.0508e-11,569.84,1,0.248,0.248,0.25,0,0.7577617356292932,738.0612411760285
249,202.89,75001000.0,1.7,17306,4.1065e-07,0,1499900.0,-4.4169e-11,569.84,1,0.249,0.249,0.25,0,0.7577617356292932,738.0612411760285
250,202.89,75001000.0,1.7,17306,4.3257e-07,0,1499900.0,-4.7829e-11,569.84,1,0.25,0.25,0.25,0,0.7577617356292932,738.0612411760285
251,202.89,75001000.0,1.7,17306,4.5449e-07,0,1499900.0,-5.149e-11,569.84,1,0.251,0.251,0.25,0,0.7577617356292932,738.0612411760285
252,202.89,75001000.0,1.7,17306,4.7641e-07,0,1499900.0,-5.515e-11,569.84,1,0.252,0.252,0.25,0,0.7577617356292932,738.0612411760285
253,202.89,75001000.0,1.7,17306,4.984e-07,0,1499900.0,-5.8804e-11,569.84,1,0.253,0.253,0.25,0,0.7577617356292932,738.0612411760285
254,202.89,75001000.0,1.7,17306,5.6898e-07,0,1499900.0,-5.7915e-11,569.84,1,0.254,0.254,0.25,0,0.7577617356292932,738.0612411760285
255,202.89,75001000.0,1.7,17306,6.3956e-07,0,1499900.0,-5.7026e-11,569.84,1,0.255,0.255,0.25,0,0.7577617356292932,738.0612411760285
256,202.89,75001000.0,1.7,17306,7.1014e-07,0,1499900.0,-5.6137e-11,569.84,1,0.256,0.256,0.25,0,0.7577617356292932,738.0612411760285
257,202.89,75001000.0,1.7,17306,8.2177e-07,0,1499900.0,-2.5369e-11,569.84,1,0.257,0.257,0.25,0,0.7577617356292932,738.0612411760285
258,202.89,75001000.0,1.7,17306,9.3891e-07,0,1499900.0,9.4034e-12,569.84,1,0.258,0.258,0.25,0,0.7577617356292932,738.0612411760285
259,202.89,75001000.0,1.7,17306,1.056e-06,0,1499900.0,4.4177e-11,569.84,1,0.259,0.259,0.25,0,0.7577617356292932,738.0612411760285
260,202.89,75001000.0,1.7,17306,1.1732e-06,0,1499900.0,7.8949e-11,569.84,1,0.26,0.26,0.25,0,0.7577617356292932,738.0612411760285
261,202.89,75001000.0,1.7,17306,1.2903e-06,0,1499900.0,1.1372e-10,569.84,1,0.261,0.261,0.25,0,0.7577617356292932,738.0612411760285
262,202.89,75001000.0,1.7,17306,1.4075e-06,0,1499900.0,1.485e-10,569.84,1,0.262,0.262,0.25,0,0.7577617356292932,738.0612411760285
263,202.89,75001000.0,1.7,17306,1.5246e-06,0,1499900.0,1.8327e-10,569.84,1,0.263,0.263,0.25,0,0.7577617356292932,738.0612411760285
264,202.89,75001000.0,1.7,17306,1.6417e-06,0,1499900.0,2.1804e-10,569.84,1,0.264,0.264,0.25,0,0.7577617356292932,738.0612411760285
265,202.89,75001000.0,1.7,17306,1.7589e-06,0,1499900.0,2.5281e-10,569.84,1,0.265,0.265,0.25,0,0.7577617356292932,738.0612411760285
266,202.89,75001000.0,1.7,17306,1.876e-06,0,1499900.0,2.8759e-10,569.84,1,0.266,0.266,0.25,0,0.7577617356292932,738.0612411760285
267,202.89,75001000.0,1.7,17306,1.9931e-06,0,1499900.0,3.2236e-10,569.84,1,0.267,0.267,0.25,0,0.7577617356292932,738.0612411760285
268,202.89,75001000.0,1.7,17306,2.1103e-06,0,1499900.0,3.5713e-10,569.84,1,0.268,0.268,0.25,0,0.7577617356292932,738.0612411760285
269,202.89,75001000.0,1.7,17306,2.2274e-06,0,1499900.0,3.9191e-10,569.84,1,0.269,0.269,0.25,0,0.7577617356292932,738.0612411760285
270,202.89,75001000.0,1.7,17306,2.3445e-06,0,1499900.0,4.2668e-10,569.84,1,0.27,0.27,0.25,0,0.7577617356292932,738.0612411760285
271,202.89,75001000.0,1.7,17306,2.4617e-06,0,1499900.0,4.6145e-10,569.84,1,0.271,0.271,0.25,0,0.7577617356292932,738.0612411760285
272,202.89,75001000.0,1.7,17306,2.5788e-06,0,1499900.0,4.9623e-10,569.84,1,0.272,0.272,0.25,0,0.7577617356292932,738.0612411760285
273,202.89,75001000.0,1.7,17306,2.6959e-06,0,1499900.0,5.31e-10,569.84,1,0.273,0.273,0.25,0,0.7577617356292932,738.0612411760285
274,202.89,75001000.0,1.7,17306,2.9839e-06,0,1499900.0,5.6638e-10,569.84,1,0.274,0.274,0.25,0,0.7577617356292932,738.0612411760285
275,202.89,75001000.0,1.7,17306,3.5687e-06,0,1499900.0,6.0282e-10,569.84,1,0.275,0.275,0.25,0,0.7577617356292932,738.0612411760285
276,202.89,75001000.0,1.7,17306,4.1534e-06,0,1499900.0,6.3926e-10,569.84,1,0.276,0.276,0.25,0,0.7577617356292932,738.0612411760285
277,202.89,75001000.0,1.7,17306,4.7382e-06,0,1499900.0,6.757e-10,569.84,1,0.277,0.277,0.25,0,0.7577617356292932,738.0612411760285
278,202.89,75001000.0,1.7,17306,5.3229e-06,0,1499900.0,7.1214e-10,569.84,1,0.278,0.278,0.25,0,0.7577617356292932,738.0612411760285
279,202.89,75001000.0,1.7,17306,5.9077e-06,0,1499900.0,7.4858e-10,569.84,1,0.279,0.279,0.25,0,0.7577617356292932,738.0612411760285
280,202.89,75001000.0,1.7,17306,6.509e-06,0,1499900.0,6.8992e-10,569.84,1,0.28,0.28,0.25,0,0.7577617356292932,738.0612411760285
281,202.89,75001000.0,1.7,17306,7.1493e-06,0,1499900.0,4.0634e-10,569.84,1,0.281,0.281,0.25,0,0.7577617356292932,738.0612411760285
282,202.89,75001000.0,1.7,17306,7.7896e-06,0,1499900.0,1.2276e-10,569.84,1,0.282,0.282,0.25,0,0.7577617356292932,738.0612411760285
283,202.89,75001000.0,1.7,17306,8.4299e-06,0,1499900.0,-1.6082e-10,569.84,1,0.283,0.283,0.25,0,0.7577617356292932,738.0612411760285
284,202.89,75001000.0,1.7,17306,9.0702e-06,0,1499900.0,-4.4441e-10,569.84,1,0.284,0.284,0.25,0,0.7577617356292932,738.0612411760285
285,202.89,75001000.0,1.7,17306,9.7105e-06,0,1499900.0,-7.2798e-10,569.84,1,0.285,0.285,0.25,0,0.7577617356292932,738.0612411760285
286,202.89,75001000.0,1.7,17306,1.0351e-05,0,1499900.0,-1.0116e-09,569.84,1,0.286,0.286,0.25,0,0.7577617356292932,738.0612411760285
287,202.89,75001000.0,1.7,17306,1.0991e-05,0,1499900.0,-1.2951e-09,569.84,1,0.287,0.287,0.25,0,0.7577617356292932,738.0612411760285
288,202.89,75001000.0,1.7,17306,1.1631e-05,0,1499900.0,-1.5787e-09,569.84,1,0.288,0.288,0.25,0,0.7577617356292932,738.0612411760285
289,202.89,75001000.0,1.7,17306,1.2272e-05,0,1499900.0,-1.8623e-09,569.84,1,0.289,0.289,0.25,0,0.7577617356292932,738.0612411760285
290,202.89,75001000.0,1.7,17306,1.2912e-05,0,1499900.0,-2.1459e-09,569.84,1,0.29,0.29,0.25,0,0.7577617356292932,738.0612411760285
291,202.89,75001000.0,1.7,17306,1.3552e-05,0,1499900.0,-2.4295e-09,569.84,1,0.291,0.291,0.25,0,0.7577617356292932,738.0612411760285
292,202.89,75001000.0,1.7,17306,1.4193e-05,0,1499900.0,-2.7131e-09,569.84,1,0.292,0.292,0.25,0,0.7577617356292932,738.0612411760285
293,202.89,75001000.0,1.7,17306,1.4833e-05,0,1499900.0,-2.9966e-09,569.84,1,0.293,0.293,0.25,0,0.7577617356292932,738.0612411760285
294,202.89,75001000.0,1.7,17306,1.5473e-05,0,1499900.0,-3.2802e-09,569.84,1,0.294,0.294,0.25,0,0.7577617356292932,738.0612411760285
295,202.89,75001000.0,1.7,17306,1.3064e-05,0,1499900.0,-3.3622e-09,569.84,1,0.295,0.295,0.25,0,0.7577617356292932,738.0612411760285
296,202.89,75001000.0,1.7,17306,1.023e-05,0,1499900.0,-3.4161e-09,569.84,1,0.296,0.296,0.25,0,0.7577617356292932,738.0612411760285
297,202.89,75001000.0,1.7,17306,7.3967e-06,0,1499900.0,-3.47e-09,569.84,1,0.297,0.297,0.25,0,0.7577617356292932,738.0612411760285
298,202.89,75001000.0,1.7,17306,4.563e-06,0,1499900.0,-3.5239e-09,569.84,1,0.298,0.298,0.25,0,0.7577617356292932,738.0612411760285
299,202.89,75001000.0,1.7,17306,1.7293e-06,0,1499900.0,-3.5778e-09,569.84,1,0.299,0.299,0.25,0,0.7577617356292932,738.0612411760285
300,202.89,75001000.0,1.7,17306,-1.1044e-06,0,1499900.0,-3.6317e-09,569.84,1,0.3,0.3,0.25,0,0.7577617356292932,738.0612411760285
301,202.89,75001000.0,1.7,17306,-3.9381e-06,0,1499900.0,-3.6856e-09,569.84,1,0.301,0.301,0.25,0,0.7577617356292932,738.0612411760285
302,202.89,75001000.0,1.7,17306,-6.7717e-06,0,1499900.0,-3.7395e-09,569.84,1,0.302,0.302,0.25,0,0.7577617356292932,738.0612411760285
303,202.89,75001000.0,1.7,17306,-9.6055e-06,0,1499900.0,-3.7934e-09,569.84,1,0.303,0.303,0.25,0,0.7577617356292932,738.0612411760285
304,202.89,75001000.0,1.7,17306,-1.2425e-05,0,1499900.0,-3.8202e-09,569.84,1,0.304,0.304,0.25,0,0.7577617356292932,738.0612411760285
305,202.89,75001000.0,1.7,17306,-1.434e-05,0,1499900.0,-2.0952e-09,569.84,1,0.305,0.305,0.25,0,0.7577617356292932,738.0612411760285
306,202.89,75001000.0,1.7,17306,-1.6255e-05,0,1499900.0,-3.7021e-10,569.84,1,0.306,0.306,0.25,0,0.7577617356292932,738.0612411760285
307,202.89,75001000.0,1.7,17306,-1.817e-05,0,1499900.0,1.3548e-09,569.84,1,0.307,0.307,0.25,0,0.7577617356292932,738.0612411760285
308,202.89,75001000.0,1.7,17306,-2.0085e-05,0,1499900.0,3.0797e-09,569.84,1,0.308,0.308,0.25,0,0.7577617356292932,738.0612411760285
309,202.89,75001000.0,1.7,17306,-2.1999e-05,0,1499900.0,4.8047e-09,569.84,1,0.309,0.309,0.25,0,0.7577617356292932,738.0612411760285
310,202.89,75001000.0,1.7,17306,-2.3914e-05,0,1499900.0,6.5297e-09,569.84,1,0.31,0.31,0.25,0,0.7577617356292932,738.0612411760285
311,202.89,75001000.0,1.7,17306,-2.5829e-05,0,1499900.0,8.2546e-09,569.84,1,0.311,0.311,0.25,0,0.7577617356292932,738.0612411760285
312,202.89,75001000.0,1.7,17306,-2.7744e-05,0,1499900.0,9.9796e-09,569.84,1,0.312,0.312,0.25,0,0.7577617356292932,738.0612411760285
313,202.89,75001000.0,1.7,17306,6.6237e-06,0,1499900.0,1.4333e-08,569.84,1,0.313,0.313,0.25,0,0.7577617356292932,738.0612411760285
314,202.89,75001000.0,1.7,17306,5.3483e-05,0,1499900.0,1.9591e-08,569.84,1,0.314,0.314,0.25,0,0.7577617356292932,738.0612411760285
315,202.89,75001000.0,1.7,17306,0.00010034,0,1499900.0,2.485e-08,569.84,1,0.315,0.315,0.25,0,0.7577617356292932,738.0612411760285
316,202.89,75001000.0,1.7,17306,0.0001472,0,1499900.0,3.0108e-08,569.84,1,0.316,0.316,0.25,0,0.7577617356292932,738.0612411760285
317,202.89,75001000.0,1.7,17306,0.00019406,0,1499900.0,3.5366e-08,569.84,1,0.317,0.317,0.25,0,0.7577617356292932,738.0612411760285
318,202.89,75001000.0,1.7,17306,0.00024092,0,1499900.0,4.0624e-08,569.84,1,0.318,0.318,0.25,0,0.7577617356292932,738.0612411760285
319,202.89,75001000.0,1.7,17306,0.00028778,0,1499900.0,4.5883e-08,569.84,1,0.319,0.319,0.25,0,0.7577617356292932,738.0612411760285
320,202.89,75001000.0,1.7,17306,0.00033464,0,1499900.0,5.1141e-08,569.84,1,0.32,0.32,0.25,0,0.7577617356292932,738.0612411760285
321,202.89,75001000.0,1.7,17306,0.0003815,0,1499900.0,5.6399e-08,569.84,1,0.321,0.321,0.25,0,0.7577617356292932,738.0612411760285
322,202.89,75001000.0,1.7,17306,0.00041595,0,1499900.0,6.0253e-08,569.84,1,0.322,0.322,0.25,0,0.7577617356292932,738.0612411760285
323,202.89,75001000.0,1.7,17306,0.00043637,0,1499900.0,6.1365e-08,569.84,1,0.323,0.323,0.25,0,0.7577617356292932,738.0612411760285
324,202.89,75001000.0,1.7,17306,0.00045032,0,1499900.0,5.8915e-08,569.84,1,0.324,0.324,0.25,0,0.7577617356292932,738.0612411760285
325,202.89,75001000.0,1.7,17306,0.00046427,0,1499900.0,5.6465e-08,569.84,1,0.325,0.325,0.25,0,0.7577617356292932,738.0612411760285
326,202.89,75001000.0,1.7,17306,0.00047822,0,1499900.0,5.4015e-08,569.84,1,0.326,0.326,0.25,0,0.7577617356292932,738.0612411760285
327,202.89,75001000.0,1.7,17306,0.00049217,0,1499900.0,5.1566e-08,569.84,1,0.327,0.327,0.25,0,0.7577617356292932,738.0612411760285
328,202.89,75001000.0,1.7,17306,0.00050612,0,1499900.0,4.9116e-08,569.84,1,0.328,0.328,0.25,0,0.7577617356292932,738.0612411760285
329,202.89,75001000.0,1.7,17306,0.00052007,0,1499900.0,4.6666e-08,569.84,1,0.329,0.329,0.25,0,0.7577617356292932,738.0612411760285
330,202.89,75001000.0,1.7,17306,0.00053402,0,1499900.0,4.4216e-08,569.84,1,0.33,0.33,0.25,0,0.7577617356292932,738.0612411760285
331,202.89,75001000.0,1.7,17306,0.00054797,0,1499900.0,4.1767e-08,569.84,1,0.331,0.331,0.25,0,0.7577617356292932,738.0612411760285
332,202.89,75001000.0,1.7,17306,0.00056191,0,1499900.0,3.9317e-08,569.84,1,0.332,0.332,0.25,0,0.7577617356292932,738.0612411760285
333,202.89,75001000.0,1.7,17306,0.00059783,0,1499900.0,3.9984e-08,569.84,1,0.333,0.333,0.25,0,0.7577617356292932,738.0612411760285
334,202.89,75001000.0,1.7,17306,0.00064001,0,1499900.0,4.1539e-08,569.84,1,0.334,0.334,0.25,0,0.7577617356292932,738.0612411760285
335,202.89,75001000.0,1.7,17306,0.00068218,0,1499900.0,4.3094e-08,569.84,1,0.335,0.335,0.25,0,0.7577617356292932,738.0612411760285
336,202.89,75001000.0,1.7,17306,0.00072436,0,1499900.0,4.4649e-08,569.84,1,0.336,0.336,0.25,0,0.7577617356292932,738.0612411760285
337,202.89,75001000.0,1.7,17306,0.00076653,0,1499900.0,4.6204e-08,569.84,1,0.337,0.337,0.25,0,0.7577617356292932,738.0612411760285
338,202.89,75001000.0,1.7,17306,-0.0033666,0,1499900.0,-3.0688e-07,569.84,1,0.338,0.338,0.25,0,0.7577617356292932,738.0612411760285
339,202.89,75001000.0,1.7,17306,-0.0076727,0,1499900.0,-6.7464e-07,569.84,1,0.339,0.339,0.25,0,0.7577617356292932,738.0612411760285
340,202.89,75001000.0,1.7,17306,-0.011979,0,1499900.0,-1.0424e-06,569.84,1,0.34,0.34,0.25,0,0.7577617356292932,738.0612411760285
