Mach,Pressure,Temperature,p,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,entropy,total enthalpt
0,0.17805,895280.0,541.88,0.99036,1,0.0,0.0,0,0,705.1114026236298,350018.2538594213
1,0.17805,895280.0,541.88,0.99036,1,0.00012294,0.00012294,0,0,705.1114026236298,350018.2538594213
2,0.17806,895280.0,541.88,0.99036,1,0.00024587,0.00024587,0,0,705.1114026236298,350018.26745966775
3,0.17806,895280.0,541.88,0.99035,1,0.00036881,0.00036881,0,0,705.1114026236298,350018.26745966775
4,0.17807,895280.0,541.88,0.99035,1,0.00049175,0.00049175,0,0,705.1114026236298,350018.281060678
5,0.17807,895280.0,541.88,0.99035,1,0.00061469,0.00061469,0,0,705.1114026236298,350018.281060678
6,0.17808,895280.0,541.88,0.99035,1,0.00073762,0.00073762,0,0,705.1114026236298,350018.29466245207
7,0.17808,895270.0,541.88,0.99035,1,0.00086056,0.00086056,0,0,705.1126459770248,350018.83168101317
8,0.17808,895270.0,541.88,0.99035,1,0.0009835,0.0009835,0,0,705.1126459770248,350018.83168101317
9,0.1781,895270.0,541.88,0.99034,1,0.0011064,0.0011064,0,0,705.1126459770248,350018.8588875317
10,0.17812,895270.0,541.88,0.99034,1,0.0012294,0.0012294,0,0,705.1126459770248,350018.8860971055
11,0.17814,895270.0,541.88,0.99034,1,0.0013523,0.0013523,0,0,705.1126459770248,350018.9133097347
12,0.17815,895260.0,541.88,0.99034,1,0.0014752,0.0014752,0,0,705.1138893081484,350019.4639230989
13,0.17817,895260.0,541.88,0.99034,1,0.0015982,0.0015982,0,0,705.1138893081484,350019.4911409903
14,0.17819,895260.0,541.88,0.99033,1,0.0017211,0.0017211,0,0,705.1138893081484,350019.5183619371
15,0.17821,895260.0,541.88,0.99033,1,0.0018441,0.0018441,0,0,705.1138893081484,350019.5455859393
16,0.17822,895260.0,541.88,0.99033,1,0.001967,0.001967,0,0,705.1138893081484,350019.5591990862
17,0.17825,895260.0,541.88,0.99033,1,0.0020899,0.0020899,0,0,705.1138893081484,350019.60004311014
18,0.17828,895250.0,541.88,0.99032,1,0.0022129,0.0022129,0,0,705.1151326170025,350020.17788929574
19,0.17832,895250.0,541.88,0.99032,1,0.0023358,0.0023358,0,0,705.1151326170025,350020.2323692139
20,0.17835,895250.0,541.88,0.99032,1,0.0024587,0.0024587,0,0,705.1151326170025,350020.2732371733
21,0.17838,895240.0,541.88,0.99031,1,0.0025817,0.0025817,0,0,705.1163759035893,350020.85109566164
22,0.17841,895240.0,541.88,0.99031,1,0.0027046,0.0027046,0,0,705.1163759035893,350020.89197839075
23,0.17844,895240.0,541.88,0.99031,1,0.0028276,0.0028276,0,0,705.1163759035893,350020.932867995
24,0.17847,895230.0,541.88,0.9903,1,0.0029505,0.0029505,0,0,705.1176191679103,350021.51073615864
25,0.17851,895230.0,541.88,0.9903,1,0.0030734,0.0030734,0,0,705.1176191679103,350021.5652768529
26,0.17855,895230.0,541.88,0.99029,1,0.0031964,0.0031964,0,0,705.1176191679103,350021.61982976994
27,0.1786,895220.0,541.88,0.99029,1,0.0033193,0.0033193,0,0,705.118862409969,350022.2249991825
28,0.17864,895220.0,541.88,0.99028,1,0.0034422,0.0034422,0,0,705.118862409969,350022.2795809622
29,0.17868,895210.0,541.88,0.99028,1,0.0035652,0.0035652,0,0,705.1201056297664,350022.8711237384
30,0.17872,895210.0,541.88,0.99027,1,0.0036881,0.0036881,0,0,705.1201056297664,350022.9257313262
31,0.17877,895200.0,541.88,0.99027,1,0.003811,0.003811,0,0,705.1213488273048,350023.5309448119
32,0.17881,895200.0,541.88,0.99026,1,0.003934,0.003934,0,0,705.1213488273048,350023.585581265
33,0.17886,895190.0,541.88,0.99026,1,0.0040569,0.0040569,0,0,705.1225920025868,350024.1908188736
