Mach,Pressure,Temperature,p,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,entropy,total enthalpt
79,0.18267,894810.0,541.86,0.98984,1,0.009712,0.009712,0,0,705.0835277205848,350003.03866499785
80,0.1828,894800.0,541.86,0.98982,1,0.009835,0.009835,0,0,705.0847705758897,350003.7570244002
81,0.18292,894790.0,541.86,0.98981,1,0.0099579,0.0099579,0,0,705.0860134089799,350004.46152362815
82,0.18305,894770.0,541.86,0.98979,1,0.010081,0.010081,0,0,705.0884990085274,350005.7168558657
83,0.18318,894760.0,541.86,0.98978,1,0.010204,0.010204,0,0,705.0897417749887,350006.4355642505
84,0.1833,894750.0,541.86,0.98977,1,0.010327,0.010327,0,0,705.0909845192442,350007.14038205065
85,0.18343,894740.0,541.86,0.98975,1,0.01045,0.01045,0,0,705.0922272412963,350007.85932669893
86,0.18356,894720.0,541.86,0.98974,1,0.010573,0.010573,0,0,705.0947126187987,350009.11507408414
87,0.1837,894710.0,541.86,0.98972,1,0.010696,0.010696,0,0,705.0959552742543,350009.84829994576
88,0.18383,894690.0,541.86,0.98971,1,0.010818,0.010818,0,0,705.0984405185808,350011.1042582469
89,0.18397,894680.0,541.86,0.98969,1,0.010941,0.010941,0,0,705.0996831074581,350011.83775229705
90,0.1841,894670.0,541.86,0.98968,1,0.011064,0.011064,0,0,705.1009256741457,350012.5573132146
91,0.18424,894650.0,541.86,0.98966,1,0.011187,0.011187,0,0,705.1034107409666,350013.8276839041
92,0.18439,894640.0,541.86,0.98964,1,0.01131,0.01131,0,0,705.1046532411016,350014.5756912116
93,0.18453,894620.0,541.86,0.98963,1,0.011433,0.011433,0,0,705.1071381748363,350015.84631754307
94,0.18468,894610.0,541.86,0.98961,1,0.011556,0.011556,0,0,705.1083806084392,350016.59463854745
95,0.18482,894590.0,541.86,0.9896,1,0.011679,0.011679,0,0,705.1108654091266,350017.865520617
96,0.18497,894580.0,541.86,0.98958,1,0.011802,0.011802,0,0,705.1121077762153,350018.61415539234
97,0.18512,894560.0,541.86,0.98956,1,0.011925,0.011925,0,0,705.1145924438948,350019.89945222717
98,0.18527,894550.0,541.86,0.98954,1,0.012048,0.012048,0,0,705.1158347444884,350020.6484126733
99,0.18543,894530.0,541.86,0.98953,1,0.012171,0.012171,0,0,705.1183192791975,350021.94818456
100,0.18558,894520.0,541.86,0.98951,1,0.012294,0.012294,0,0,705.119561513317,350022.69748258154
101,0.18574,894500.0,541.86,0.98949,1,0.012417,0.012417,0,0,705.1220459150941,350023.9975828773
102,0.18589,894480.0,541.86,0.98947,1,0.01254,0.01254,0,0,705.1245302282712,350025.28362032684
103,0.18606,894470.0,541.85,0.98945,1,0.012663,0.012663,0,0,705.0826337707927,350002.6591517045
104,0.18622,894450.0,541.85,0.98944,1,0.012785,0.012785,0,0,705.0851184965645,350003.9600012479
105,0.18638,894430.0,541.85,0.98942,1,0.012908,0.012908,0,0,705.0876031336936,350005.26100938814
106,0.18655,894420.0,541.85,0.9894,1,0.013031,0.013031,0,0,705.0888454190225,350006.039977902
107,0.18671,894400.0,541.85,0.98938,1,0.013154,0.013154,0,0,705.0913299232177,350007.3413405632
108,0.18688,894380.0,541.85,0.98936,1,0.013277,0.013277,0,0,705.0938143388141,350008.65715887025
109,0.18705,894360.0,541.85,0.98934,1,0.0134,0.0134,0,0,705.0962986658259,350009.9731625866
110,0.18722,894340.0,541.85,0.98932,1,0.013523,0.013523,0,0,705.0987829042722,350011.28935175313
111,0.1874,894330.0,541.85,0.9893,1,0.013646,0.013646,0,0,705.1000249902881,350012.0837008684
112,0.18757,894310.0,541.85,0.98928,1,0.013769,0.013769,0,0,705.102509095917,350013.4002986429
113,0.18774,894290.0,541.85,0.98926,1,0.013892,0.013892,0,0,705.1049931130227,350014.71708198177
114,0.18792,894270.0,541.85,0.98924,1,0.014015,0.014015,0,0,705.1074770416208,350016.04843137285
115,0.18811,894250.0,541.85,0.98922,1,0.014138,0.014138,0,0,705.1099608817301,350017.3943903302
116,0.18829,894230.0,541.85,0.9892,1,0.014261,0.014261,0,0,705.1124446333666,350018.72618198383
117,0.18847,894210.0,541.85,0.98918,1,0.014384,0.014384,0,0,705.1149282965479,350020.05818759114
118,0.18866,894200.0,541.85,0.98915,1,0.014507,0.014507,0,0,705.1161700949731,350020.8686321082
119,0.18884,894180.0,541.85,0.98913,1,0.01463,0.01463,0,0,705.1186536255026,350022.20110368956
120,0.18904,894160.0,541.85,0.98911,1,0.014752,0.014752,0,0,705.1211370676201,350023.5627288156
121,0.18923,894140.0,541.85,0.98909,1,0.014875,0.014875,0,0,705.1236204213419,350024.9101429773
122,0.18943,894110.0,541.84,0.98906,1,0.014998,0.014998,0,0,705.084214101538,350003.40913822874
123,0.18962,894090.0,541.84,0.98904,1,0.015121,0.015121,0,0,705.0866977786521,350004.75727112463
124,0.18982,894070.0,541.84,0.98902,1,0.015244,0.015244,0,0,705.0891813673442,350006.12017798965
125,0.19002,894050.0,541.84,0.989,1,0.015367,0.015367,0,0,705.0916648676316,350007.4833601534
126,0.19023,894030.0,541.84,0.98897,1,0.01549,0.01549,0,0,705.094148279531,350008.86138052284
127,0.19043,894010.0,541.84,0.98895,1,0.015613,0.015613,0,0,705.0966316030597,350010.2251294798
128,0.19064,893990.0,541.84,0.98892,1,0.015736,0.015736,0,0,705.099114838234,350011.60374959005
129,0.19085,893970.0,541.84,0.9889,1,0.015859,0.015859,0,0,705.1015979850725,350012.98267805774
130,0.19105,893940.0,541.84,0.98888,1,0.015982,0.015982,0,0,705.1053225397344,350014.8833616374
131,0.19127,893920.0,541.84,0.98885,1,0.016105,0.016105,0,0,705.1078054658053,350016.2775144289
132,0.19148,893900.0,541.84,0.98882,1,0.016228,0.016228,0,0,705.1102883035982,350017.65734609513
133,0.1917,893870.0,541.84,0.9888,1,0.016351,0.016351,0,0,705.1140123948053,350019.58816236403
134,0.19192,893850.0,541.84,0.98877,1,0.016474,0.016474,0,0,705.11649501198,350020.98330471927
135,0.19214,893830.0,541.84,0.98875,1,0.016596,0.016596,0,0,705.1189775409366,350022.3787902017
136,0.19236,893800.0,541.84,0.98872,1,0.016719,0.016719,0,0,705.1227011690006,350024.31053364224
137,0.19258,893780.0,541.83,0.98869,1,0.016842,0.016842,0,0,705.0820588588347,350002.31043765857
138,0.19281,893760.0,541.83,0.98867,1,0.016965,0.016965,0,0,705.0845416224477,350003.7219261466
139,0.19304,893730.0,541.83,0.98864,1,0.017088,0.017088,0,0,705.088265602447,350005.66977707826
140,0.19327,893710.0,541.83,0.98861,1,0.017211,0.017211,0,0,705.0907481455248,350007.08200265584
141,0.1935,893680.0,541.83,0.98859,1,0.017334,0.017334,0,0,705.0944717948012,350009.03053312254
142,0.19373,893660.0,541.83,0.98856,1,0.017457,0.017457,0,0,705.0969541174495,350010.4434961186
143,0.19397,893630.0,541.83,0.98853,1,0.01758,0.01758,0,0,705.1006774361616,350012.40756733576
144,0.19421,893600.0,541.83,0.9885,1,0.017703,0.017703,0,0,705.1044005566117,350014.37199876684
145,0.19445,893580.0,541.83,0.98847,1,0.017826,0.017826,0,0,705.106882526794,350015.8009940193
146,0.19469,893550.0,541.83,0.98844,1,0.017949,0.017949,0,0,705.1106053169348,350017.7661820947
147,0.19493,893530.0,541.83,0.98841,1,0.018072,0.018072,0,0,705.1130870669643,350019.1959909792
148,0.19518,893500.0,541.83,0.98839,1,0.018195,0.018195,0,0,705.1168095269543,350021.1768944752
149,0.19543,893470.0,541.83,0.98835,1,0.018318,0.018318,0,0,705.1205317889304,350023.1581985544
150,0.19568,893450.0,541.83,0.98832,1,0.018441,0.018441,0,0,705.1230131869352,350024.60425492947
151,0.19593,893420.0,541.82,0.98829,1,0.018563,0.018563,0,0,705.0836178678028,350003.1935501736
152,0.19618,893390.0,541.82,0.98826,1,0.018686,0.018686,0,0,705.0873404151941,350005.1764565406
153,0.19643,893360.0,541.82,0.98823,1,0.018809,0.018809,0,0,705.091062764589,350007.15976381005
154,0.1967,893330.0,541.82,0.9882,1,0.018932,0.018932,0,0,705.094784916045,350009.1736274468
155,0.19696,893310.0,541.82,0.98817,1,0.019055,0.019055,0,0,705.097266240411,350010.637241225
156,0.19723,893280.0,541.82,0.98814,1,0.019178,0.019178,0,0,705.1009880620951,350012.6520885158
157,0.19749,893250.0,541.82,0.98811,1,0.019301,0.019301,0,0,705.1047096859928,350014.6522790893
158,0.19776,893220.0,541.82,0.98807,1,0.019424,0.019424,0,0,705.1084311121612,350016.66807602695
159,0.19802,893190.0,541.82,0.98804,1,0.019547,0.019547,0,0,705.1121523406566,350018.66917364893
160,0.1983,893160.0,541.82,0.98801,1,0.01967,0.01967,0,0,705.1158733715372,350020.70112793567
161,0.19857,893130.0,541.82,0.98797,1,0.019793,0.019793,0,0,705.1195942048591,350022.7183832079
162,0.19885,893100.0,541.82,0.98794,1,0.019916,0.019916,0,0,705.1233148406798,350024.75137645315
163,0.19913,893070.0,541.81,0.98791,1,0.020039,0.020039,0,0,705.0839251095921,350003.39533101
164,0.1994,893040.0,541.81,0.98787,1,0.020162,0.020162,0,0,705.0876461621014,350005.4144456026
165,0.19969,893000.0,541.81,0.98784,1,0.020285,0.020285,0,0,705.0926072582012,350008.00011790474
166,0.19997,892970.0,541.81,0.9878,1,0.020408,0.020408,0,0,705.0963278499154,350010.03555451875
167,0.20026,892940.0,541.81,0.98777,1,0.02053,0.02053,0,0,705.1000482442407,350012.0868851871
168,0.20055,892910.0,541.81,0.98773,1,0.020653,0.020653,0,0,705.1037684412346,350014.1387934981
169,0.20084,892880.0,541.81,0.98769,1,0.020776,0.020776,0,0,705.1074884409542,350016.1912796207
170,0.20113,892840.0,541.81,0.98766,1,0.020899,0.020899,0,0,705.1124481338065,350018.77960017987
171,0.20143,892810.0,541.81,0.98762,1,0.021022,0.021022,0,0,705.1161676734403,350020.8486662902
172,0.20173,892780.0,541.81,0.98758,1,0.021145,0.021145,0,0,705.1198870159885,350022.91835832206
173,0.20204,892740.0,541.8,0.98755,1,0.021268,0.021268,0,0,705.0817421911715,350002.15280907985
174,0.20234,892710.0,541.8,0.98751,1,0.021391,0.021391,0,0,705.0854618840766,350004.2240889075
175,0.20264,892670.0,541.8,0.98747,1,0.021514,0.021514,0,0,705.0904211680473,350006.8312041307
176,0.20295,892640.0,541.8,0.98743,1,0.021637,0.021637,0,0,705.0941404011731,350008.91928094084
177,0.20326,892600.0,541.8,0.98739,1,0.02176,0.02176,0,0,705.0990990723112,350011.5431626698
178,0.20358,892570.0,541.8,0.98735,1,0.021883,0.021883,0,0,705.1028178459673,350013.64818702824
179,0.20389,892530.0,541.8,0.98731,1,0.022006,0.022006,0,0,705.1077759046856,350016.2733338452
180,0.20421,892500.0,541.8,0.98727,1,0.022129,0.022129,0,0,705.1114942191809,350018.3797543309
181,0.20453,892460.0,541.8,0.98723,1,0.022252,0.022252,0,0,705.1164516658923,350021.02187278715
182,0.20485,892420.0,541.8,0.98719,1,0.022375,0.022375,0,0,705.121408763069,350023.664639859
183,0.20518,892380.0,541.79,0.98715,1,0.022497,0.022497,0,0,705.0832691934786,350002.94069716276
184,0.20551,892350.0,541.79,0.98711,1,0.02262,0.02262,0,0,705.0869873333936,350005.0660750418
185,0.20584,892310.0,541.79,0.98707,1,0.022743,0.022743,0,0,705.091944547475,350007.72717942577
186,0.20617,892270.0,541.79,0.98703,1,0.022866,0.022866,0,0,705.0969014121896,350010.38898630976
187,0.2065,892230.0,541.79,0.98698,1,0.022989,0.022989,0,0,705.1018579276696,350013.0514960026
188,0.20684,892190.0,541.79,0.98694,1,0.023112,0.023112,0,0,705.1068140940507,350015.7305990403
189,0.20718,892150.0,541.79,0.9869,1,0.023235,0.023235,0,0,705.1117699114675,350018.4104601277
190,0.20753,892110.0,541.79,0.98685,1,0.023358,0.023358,0,0,705.116725380053,350021.10702597944
191,0.20787,892080.0,541.79,0.98681,1,0.023481,0.023481,0,0,705.1204417526532,350023.2537612002
192,0.20821,892040.0,541.78,0.98676,1,0.023604,0.023604,0,0,705.0823070652424,350002.55597482226
193,0.20856,891990.0,541.78,0.98672,1,0.023727,0.023727,0,0,705.0885014927294,350005.79017055774
194,0.20892,891950.0,541.78,0.98667,1,0.02385,0.02385,0,0,705.0934566424958,350008.50646647846
195,0.20928,891910.0,541.78,0.98663,1,0.023973,0.023973,0,0,705.0984114437646,350011.2236360161
196,0.20963,891870.0,541.78,0.98658,1,0.024096,0.024096,0,0,705.1033658966701,350013.92556480074
197,0.20999,891830.0,541.78,0.98653,1,0.024219,0.024219,0,0,705.1083200013456,350016.6444533689
198,0.21035,891790.0,541.78,0.98649,1,0.024342,0.024342,0,0,705.1132737579265,350019.36421661376
199,0.21072,891740.0,541.78,0.98644,1,0.024464,0.024464,0,0,705.1194654643461,350022.635499953
200,0.21109,891700.0,541.77,0.98639,1,0.024587,0.024587,0,0,705.0813356510282,350001.9963847935
201,0.21147,891650.0,541.77,0.98634,1,0.02471,0.02471,0,0,705.0875277212747,350005.28625800915
202,0.21184,891610.0,541.77,0.98629,1,0.024833,0.024833,0,0,705.0924809861505,350008.02630574896
203,0.21222,891570.0,541.77,0.98625,1,0.024956,0.024956,0,0,705.0974339033298,350010.78361078707
204,0.21259,891520.0,541.77,0.9862,1,0.025079,0.025079,0,0,705.1036245610596,350014.0598991626
205,0.21298,891480.0,541.77,0.98615,1,0.025202,0.025202,0,0,705.1085766964114,350016.8355075628
206,0.21337,891430.0,541.77,0.98609,1,0.025325,0.025325,0,0,705.1147663772787,350020.1464138937
207,0.21376,891380.0,541.77,0.98604,1,0.025448,0.025448,0,0,705.1209555158096,350023.45827961894
208,0.21415,891340.0,541.76,0.98599,1,0.025571,0.025571,0,0,705.0828309308333,350002.86349908187
209,0.21453,891290.0,541.76,0.98594,1,0.025694,0.025694,0,0,705.0890204328078,350006.1614316471
210,0.21493,891240.0,541.76,0.98589,1,0.025817,0.025817,0,0,705.0952093926512,350009.4933410235
211,0.21533,891190.0,541.76,0.98583,1,0.02594,0.02594,0,0,705.1013978106246,350012.82627633127
212,0.21574,891140.0,541.76,0.98578,1,0.026063,0.026063,0,0,705.1075856869868,350016.1768447795
213,0.21614,891100.0,541.76,0.98573,1,0.026186,0.026186,0,0,705.1125355982921,350018.97787096084
214,0.21655,891050.0,541.76,0.98567,1,0.026309,0.026309,0,0,705.1187225004112,350022.33065024734
215,0.21695,891000.0,541.75,0.98562,1,0.026431,0.026431,0,0,705.0818400882983,350002.2974727502
216,0.21737,890950.0,541.75,0.98556,1,0.026554,0.026554,0,0,705.0880272453052,350005.6697316068
217,0.21779,890900.0,541.75,0.9855,1,0.026677,0.026677,0,0,705.0942138614267,350009.0431538307
218,0.21821,890840.0,541.75,0.98545,1,0.0268,0.0268,0,0,705.1016370871695,350012.9515986742
219,0.21863,890790.0,541.75,0.98539,1,0.026923,0.026923,0,0,705.1078225142579,350016.3272933326
220,0.21905,890740.0,541.75,0.98533,1,0.027046,0.027046,0,0,705.1140074012907,350019.70415327
221,0.21947,890690.0,541.75,0.98528,1,0.027169,0.027169,0,0,705.120191748528,350023.0821791042
222,0.21991,890640.0,541.74,0.98522,1,0.027292,0.027292,0,0,705.0833140359217,350003.12827141216
223,0.22035,890580.0,541.74,0.98516,1,0.027415,0.027415,0,0,705.0907354935874,350007.0769449642
224,0.22079,890530.0,541.74,0.9851,1,0.027538,0.027538,0,0,705.096919448188,350010.49316064175
225,0.22122,890470.0,541.74,0.98504,1,0.027661,0.027661,0,0,705.1043394819492,350014.4272210674
226,0.22166,890420.0,541.74,0.98498,1,0.027784,0.027784,0,0,705.1105222505892,350017.8459641895
227,0.2221,890360.0,541.74,0.98492,1,0.027907,0.027907,0,0,705.1179408619488,350021.799478816
228,0.22256,890310.0,541.73,0.98485,1,0.02803,0.02803,0,0,705.0810673650732,350001.8911269474
229,0.22302,890250.0,541.73,0.98479,1,0.028153,0.028153,0,0,705.0884861528044,350005.8822605513
230,0.22347,890190.0,541.73,0.98473,1,0.028276,0.028276,0,0,705.0959041653846,350009.8574987132
231,0.22393,890140.0,541.73,0.98466,1,0.028398,0.028398,0,0,705.1020852507262,350013.3179218595
232,0.22438,890080.0,541.73,0.9846,1,0.028521,0.028521,0,0,705.1095018433532,350017.29579146474
233,0.22485,890020.0,541.73,0.98454,1,0.028644,0.028644,0,0,705.1169176620921,350021.30961405
234,0.22532,889960.0,541.72,0.98447,1,0.028767,0.028767,0,0,705.0812845859862,350001.9641177686
235,0.22579,889900.0,541.72,0.9844,1,0.02889,0.02889,0,0,705.0887004523402,350005.98147646186
236,0.22627,889840.0,541.72,0.98434,1,0.029013,0.029013,0,0,705.0961155453974,350010.01771194994
237,0.22674,889780.0,541.72,0.98427,1,0.029136,0.029136,0,0,705.1035298656016,350014.03794692043
238,0.22721,889720.0,541.72,0.9842,1,0.029259,0.029259,0,0,705.110943413398,350018.05960204784
239,0.2277,889660.0,541.72,0.98414,1,0.029382,0.029382,0,0,705.1183561892315,350022.1178308398
240,0.22819,889590.0,541.71,0.98407,1,0.029505,0.029505,0,0,705.0839628073493,350003.3532628535
241,0.22868,889530.0,541.71,0.984,1,0.029628,0.029628,0,0,705.091375502721,350007.41527753376
242,0.22917,889470.0,541.71,0.98393,1,0.029751,0.029751,0,0,705.0987874267914,350011.4788742519
243,0.22966,889410.0,541.71,0.98386,1,0.029874,0.029874,0,0,705.1061985800048,350015.5440540238
244,0.23016,889340.0,541.71,0.98378,1,0.029997,0.029997,0,0,705.1148439517359,350020.1613425488
245,0.23067,889270.0,541.71,0.98371,1,0.03012,0.03012,0,0,705.1234882755529,350024.7979710038
246,0.23118,889210.0,541.7,0.98364,1,0.030243,0.030243,0,0,705.0878639420804,350005.5499114407
247,0.23169,889140.0,541.7,0.98356,1,0.030365,0.030365,0,0,705.0965081731049,350010.1906563075
248,0.2322,889080.0,541.7,0.98349,1,0.030488,0.030488,0,0,705.103916680699,350014.3004210062
249,0.23272,889010.0,541.7,0.98342,1,0.030611,0.030611,0,0,705.1125589680145,350018.9624479161
250,0.23324,888940.0,541.7,0.98334,1,0.030734,0.030734,0,0,705.1212002097197,350023.62617103494
251,0.23377,888870.0,541.69,0.98327,1,0.030857,0.030857,0,0,705.086814138072,350004.95906437514
252,0.2343,888800.0,541.69,0.98319,1,0.03098,0.03098,0,0,705.0954551385582,350009.64515615447
253,0.23483,888730.0,541.69,0.98311,1,0.031103,0.031103,0,0,705.1040950945331,350014.3330348254
254,0.23536,888660.0,541.69,0.98304,1,0.031226,0.031226,0,0,705.1127340066964,350019.0227018191
255,0.23589,888590.0,541.69,0.98296,1,0.031349,0.031349,0,0,705.1213718757487,350023.71415856545
256,0.23644,888520.0,541.68,0.98288,1,0.031472,0.031472,0,0,705.0869893369234,350005.0965909112
257,0.23698,888450.0,541.68,0.9828,1,0.031595,0.031595,0,0,705.0956269660434,350009.8108599432
258,0.23753,888370.0,541.68,0.98271,1,0.031718,0.031718,0,0,705.1054972662836,350015.0774829646
259,0.23808,888300.0,541.68,0.98263,1,0.031841,0.031841,0,0,705.114132663369,350019.8139095165
