"Mach","Pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.15945,98757,1,0,0,0,0
0.15961,98757,1,0.0012294,0.0012294,0,0
0.15983,98754,1,0.0024587,0.0024587,0,0
0.16015,98748,1,0.0036881,0.0036881,0,0
0.1606,98740,1,0.0049175,0.0049175,0,0
0.16121,98731,1,0.0061468,0.0061468,0,0
0.16195,98719,1,0.0073762,0.0073762,0,0
0.16283,98705,1,0.0086056,0.0086056,0,0
0.16385,98690,1,0.0098349,0.0098349,0,0
0.16502,98671,1,0.011064,0.011064,0,0
0.16636,98650,1,0.012294,0.012294,0,0
0.16787,98626,1,0.013523,0.013523,0,0
0.16953,98599,1,0.014752,0.014752,0,0
0.17136,98569,1,0.015982,0.015982,0,0
0.17336,98535,1,0.017211,0.017211,0,0
0.17554,98499,1,0.018441,0.018441,0,0
0.1779,98458,1,0.01967,0.01967,0,0
0.18045,98414,1,0.020899,0.020899,0,0
0.18323,98364,1,0.022129,0.022129,0,0
0.18622,98311,1,0.023358,0.023358,0,0
0.18945,98252,1,0.024587,0.024587,0,0
0.19293,98188,1,0.025817,0.025817,0,0
0.19669,98118,1,0.027046,0.027046,0,0
0.20076,98040,1,0.028275,0.028275,0,0
0.20517,97957,1,0.029505,0.029505,0,0
0.2097,97866,1,0.030734,0.030734,0,0
0.21465,97764,1,0.031964,0.031964,0,0
0.21989,97654,1,0.033193,0.033193,0,0
0.22548,97535,1,0.034422,0.034422,0,0
0.23145,97404,1,0.035652,0.035652,0,0
0.23783,97261,1,0.036881,0.036881,0,0
0.24466,97103,1,0.03811,0.03811,0,0
0.25209,96932,1,0.03934,0.03934,0,0
0.25993,96745,1,0.040569,0.040569,0,0
0.26791,96541,1,0.041799,0.041799,0,0
0.27662,96312,1,0.043028,0.043028,0,0
0.28614,96075,1,0.044257,0.044257,0,0
0.29562,95807,1,0.045487,0.045487,0,0
0.30575,95507,1,0.046716,0.046716,0,0
0.31653,95200,1,0.047945,0.047945,0,0
0.32808,94859,1,0.049175,0.049175,0,0
0.34029,94488,1,0.050404,0.050404,0,0
0.35248,94085,1,0.051633,0.051633,0,0
0.3655,93649,1,0.052863,0.052863,0,0
0.37907,93177,1,0.054092,0.054092,0,0
0.39336,92671,1,0.055322,0.055322,0,0
0.40826,92125,1,0.056551,0.056551,0,0
0.42382,91536,1,0.05778,0.05778,0,0
0.44002,90904,1,0.05901,0.05901,0,0
0.45691,90224,1,0.060239,0.060239,0,0
0.47446,89496,1,0.061468,0.061468,0,0
0.49275,88714,1,0.062698,0.062698,0,0
0.51174,87878,1,0.063927,0.063927,0,0
0.53148,86984,1,0.065157,0.065157,0,0
0.55195,86031,1,0.066386,0.066386,0,0
0.5732,85013,1,0.067615,0.067615,0,0
0.59518,83933,1,0.068845,0.068845,0,0
0.61795,82786,1,0.070074,0.070074,0,0
0.64146,81573,1,0.071303,0.071303,0,0
0.66574,80291,1,0.072533,0.072533,0,0
0.69077,78941,1,0.073762,0.073762,0,0
0.71652,77524,1,0.074991,0.074991,0,0
0.74297,76041,1,0.076221,0.076221,0,0
0.77009,74494,1,0.07745,0.07745,0,0
0.79786,72884,1,0.07868,0.07868,0,0
0.82627,71216,1,0.079909,0.079909,0,0
0.85462,69494,1,0.081138,0.081138,0,0
0.88404,67737,1,0.082368,0.082368,0,0
0.91368,65953,1,0.083597,0.083597,0,0
0.94352,64140,1,0.084826,0.084826,0,0
0.97342,62314,1,0.086056,0.086056,0,0
1.0035,60477,1,0.087285,0.087285,0,0
1.0348,58561,1,0.088514,0.088514,0,0
1.068,56557,1,0.089744,0.089744,0,0
1.1013,54550,1,0.090973,0.090973,0,0
1.134,52537,1,0.092203,0.092203,0,0
1.1657,50650,1,0.093432,0.093432,0,0
1.197,48777,1,0.094661,0.094661,0,0
1.2275,46984,1,0.095891,0.095891,0,0
1.2602,45084,1,0.09712,0.09712,0,0
1.2914,43298,1,0.098349,0.098349,0,0
1.3216,41611,1,0.099579,0.099579,0,0
1.3517,39928,1,0.10081,0.10081,0,0
1.3829,38252,1,0.10204,0.10204,0,0
1.2333,44000,1,0.10327,0.10327,0,0
0.64982,74446,1,0.1045,0.1045,0,0
0.65642,75238,1,0.10573,0.10573,0,0
0.64851,75874,1,0.10696,0.10696,0,0
0.63784,76564,1,0.10818,0.10818,0,0
0.6266,77128,1,0.10941,0.10941,0,0
0.61662,77622,1,0.11064,0.11064,0,0
0.60779,78052,1,0.11187,0.11187,0,0
0.6006,78418,1,0.1131,0.1131,0,0
0.59475,78726,1,0.11433,0.11433,0,0
0.59043,78996,1,0.11556,0.11556,0,0
0.58755,79230,1,0.11679,0.11679,0,0
0.58524,79427,1,0.11802,0.11802,0,0
0.58305,79606,1,0.11925,0.11925,0,0
0.58037,79738,1,0.12048,0.12048,0,0
0.57754,79871,1,0.12171,0.12171,0,0
0.57462,80005,1,0.12294,0.12294,0,0
