"<greek>m</greek>","<greek>m</greek><sub>t</sub>","C<sub>f</sub>_x","C<sub>f</sub>_y","C<sub>p</sub>","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Conservative_5","Conservative_6","Mach","Pressure","Temperature","h","p","y<sup>+</sup>","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.716e-05,6.8737e-11,0,0,-5.7443e+16,70.651,1461.7,-0.051266,2.384e+07,1.0746e-10,110.55,0.23519,8.8831e+05,541.68,0,0.98265,0,1,0.031226,0.031226,0,0
1.716e-05,6.7843e-11,0,0,-5.7692e+16,70.642,1464.9,-0.050531,2.3837e+07,1.0758e-10,112.03,0.23572,8.8824e+05,541.68,0,0.98257,0,1,0.031349,0.031349,0,0
1.716e-05,6.7018e-11,0,0,-5.7953e+16,70.633,1468.2,-0.032804,2.3834e+07,1.0771e-10,113.61,0.23627,8.8817e+05,541.67,0,0.98249,0,1,0.031472,0.031472,0,0
1.716e-05,6.6196e-11,0,0,-5.8214e+16,70.624,1471.6,-0.01422,2.3831e+07,1.0783e-10,115.19,0.23682,8.881e+05,541.67,0,0.98241,0,1,0.031595,0.031595,0,0
1.716e-05,6.5375e-11,0,0,-5.8475e+16,70.615,1474.9,0.0043648,2.3828e+07,1.0796e-10,116.77,0.23737,8.8803e+05,541.67,0,0.98233,0,1,0.031718,0.031718,0,0
1.716e-05,6.4553e-11,0,0,-5.8736e+16,70.606,1478.2,0.022949,2.3825e+07,1.0808e-10,118.35,0.23792,8.8796e+05,541.67,0,0.98226,0,1,0.031841,0.031841,0,0
1.716e-05,6.3732e-11,0,0,-5.8997e+16,70.596,1481.6,0.041533,2.3821e+07,1.082e-10,119.93,0.23848,8.8789e+05,541.67,0,0.98218,0,1,0.031964,0.031964,0,0
1.716e-05,6.2933e-11,0,0,-5.9262e+16,70.587,1484.9,0.052183,2.3818e+07,1.0833e-10,121.54,0.23903,8.8782e+05,541.66,0,0.9821,0,1,0.032087,0.032087,0,0
1.716e-05,6.2193e-11,0,0,-5.9538e+16,70.577,1488.4,0.042856,2.3815e+07,1.0846e-10,123.2,0.2396,8.8774e+05,541.66,0,0.98201,0,1,0.032209,0.032209,0,0
1.716e-05,6.1452e-11,0,0,-5.9814e+16,70.568,1491.8,0.033528,2.3812e+07,1.086e-10,124.86,0.24017,8.8767e+05,541.66,0,0.98193,0,1,0.032332,0.032332,0,0
1.716e-05,6.0711e-11,0,0,-6.009e+16,70.558,1495.2,0.0242,2.3808e+07,1.0873e-10,126.53,0.24075,8.8759e+05,541.66,0,0.98185,0,1,0.032455,0.032455,0,0
1.716e-05,5.9971e-11,0,0,-6.0365e+16,70.548,1498.7,0.014872,2.3805e+07,1.0886e-10,128.19,0.24132,8.8751e+05,541.65,0,0.98176,0,1,0.032578,0.032578,0,0
1.716e-05,5.923e-11,0,0,-6.0641e+16,70.538,1502.1,0.0055441,2.3802e+07,1.09e-10,129.85,0.24189,8.8744e+05,541.65,0,0.98168,0,1,0.032701,0.032701,0,0
1.716e-05,5.8533e-11,0,0,-6.0925e+16,70.528,1505.7,-0.001506,2.3798e+07,1.0913e-10,131.56,0.24247,8.8736e+05,541.65,0,0.98159,0,1,0.032824,0.032824,0,0
1.716e-05,5.7862e-11,0,0,-6.1214e+16,70.518,1509.2,-0.0071389,2.3795e+07,1.0928e-10,133.31,0.24306,8.8728e+05,541.65,0,0.98151,0,1,0.032947,0.032947,0,0
1.716e-05,5.7191e-11,0,0,-6.1503e+16,70.508,1512.8,-0.012772,2.3791e+07,1.0942e-10,135.06,0.24365,8.872e+05,541.65,0,0.98142,0,1,0.03307,0.03307,0,0
1.716e-05,5.652e-11,0,0,-6.1792e+16,70.498,1516.4,-0.018405,2.3788e+07,1.0956e-10,136.81,0.24425,8.8713e+05,541.64,0,0.98133,0,1,0.033193,0.033193,0,0
1.716e-05,5.5849e-11,0,0,-6.208e+16,70.488,1519.9,-0.024038,2.3784e+07,1.097e-10,138.56,0.24484,8.8705e+05,541.64,0,0.98125,0,1,0.033316,0.033316,0,0
1.716e-05,5.5178e-11,0,0,-6.2369e+16,70.478,1523.5,-0.029671,2.3781e+07,1.0984e-10,140.31,0.24543,8.8697e+05,541.64,0,0.98116,0,1,0.033439,0.033439,0,0
1.716e-05,5.4553e-11,0,0,-6.2672e+16,70.467,1527.2,-0.036686,2.3777e+07,1.1e-10,142.18,0.24604,8.8688e+05,541.64,0,0.98107,0,1,0.033562,0.033562,0,0
1.716e-05,5.393e-11,0,0,-6.2976e+16,70.456,1530.8,-0.043776,2.3774e+07,1.1015e-10,144.06,0.24665,8.868e+05,541.63,0,0.98098,0,1,0.033685,0.033685,0,0
1.716e-05,5.3307e-11,0,0,-6.328e+16,70.445,1534.5,-0.050866,2.377e+07,1.103e-10,145.94,0.24726,8.8672e+05,541.63,0,0.98088,0,1,0.033808,0.033808,0,0
1.716e-05,5.2685e-11,0,0,-6.3584e+16,70.435,1538.2,-0.057956,2.3766e+07,1.1046e-10,147.82,0.24788,8.8664e+05,541.63,0,0.98079,0,1,0.033931,0.033931,0,0
1.716e-05,5.2062e-11,0,0,-6.3888e+16,70.424,1541.9,-0.065046,2.3763e+07,1.1061e-10,149.7,0.24849,8.8655e+05,541.63,0,0.9807,0,1,0.034054,0.034054,0,0
1.716e-05,5.1457e-11,0,0,-6.4196e+16,70.413,1545.6,-0.075374,2.3759e+07,1.1077e-10,151.61,0.24911,8.8647e+05,541.62,0,0.98061,0,1,0.034176,0.034176,0,0
1.716e-05,5.0895e-11,0,0,-6.4515e+16,70.402,1549.4,-0.093982,2.3755e+07,1.1093e-10,153.57,0.24974,8.8638e+05,541.62,0,0.98051,0,1,0.034299,0.034299,0,0
1.716e-05,5.0334e-11,0,0,-6.4833e+16,70.391,1553.2,-0.11259,2.3751e+07,1.1109e-10,155.53,0.25038,8.8629e+05,541.62,0,0.98041,0,1,0.034422,0.034422,0,0
1.716e-05,4.9773e-11,0,0,-6.5152e+16,70.38,1557.1,-0.1312,2.3747e+07,1.1126e-10,157.5,0.25101,8.8621e+05,541.62,0,0.98032,0,1,0.034545,0.034545,0,0
1.716e-05,4.9212e-11,0,0,-6.5471e+16,70.368,1560.9,-0.14981,2.3744e+07,1.1142e-10,159.46,0.25165,8.8612e+05,541.61,0,0.98022,0,1,0.034668,0.034668,0,0
1.716e-05,4.865e-11,0,0,-6.5789e+16,70.357,1564.7,-0.16842,2.374e+07,1.1158e-10,161.42,0.25228,8.8603e+05,541.61,0,0.98013,0,1,0.034791,0.034791,0,0
1.716e-05,4.8109e-11,0,0,-6.6121e+16,70.346,1568.6,-0.15197,2.3736e+07,1.1176e-10,163.49,0.25293,8.8594e+05,541.61,0,0.98003,0,1,0.034914,0.034914,0,0
1.716e-05,4.7579e-11,0,0,-6.646e+16,70.334,1572.5,-0.11342,2.3732e+07,1.1193e-10,165.62,0.25359,8.8585e+05,541.61,0,0.97992,0,1,0.035037,0.035037,0,0
1.716e-05,4.705e-11,0,0,-6.6799e+16,70.322,1576.5,-0.07486,2.3728e+07,1.121e-10,167.75,0.25424,8.8576e+05,541.6,0,0.97982,0,1,0.03516,0.03516,0,0
1.716e-05,4.6521e-11,0,0,-6.7138e+16,70.31,1580.4,-0.036306,2.3723e+07,1.1228e-10,169.88,0.2549,8.8566e+05,541.6,0,0.97972,0,1,0.035283,0.035283,0,0
1.716e-05,4.5991e-11,0,0,-6.7477e+16,70.298,1584.3,0.002248,2.3719e+07,1.1245e-10,172.01,0.25556,8.8557e+05,541.6,0,0.97962,0,1,0.035406,0.035406,0,0
1.716e-05,4.5462e-11,0,0,-6.7816e+16,70.286,1588.3,0.040803,2.3715e+07,1.1263e-10,174.14,0.25621,8.8548e+05,541.6,0,0.97951,0,1,0.035529,0.035529,0,0
1.716e-05,4.4964e-11,0,0,-6.8168e+16,70.274,1592.4,0.062243,2.3711e+07,1.1281e-10,176.43,0.25689,8.8538e+05,541.59,0,0.97941,0,1,0.035652,0.035652,0,0
1.716e-05,4.4468e-11,0,0,-6.8519e+16,70.261,1596.5,0.0827,2.3707e+07,1.13e-10,178.73,0.25758,8.8529e+05,541.59,0,0.9793,0,1,0.035775,0.035775,0,0
1.716e-05,4.3972e-11,0,0,-6.8871e+16,70.249,1600.6,0.10316,2.3703e+07,1.1319e-10,181.03,0.25826,8.8519e+05,541.59,0,0.97919,0,1,0.035898,0.035898,0,0
1.716e-05,4.3476e-11,0,0,-6.9223e+16,70.237,1604.7,0.12361,2.3698e+07,1.1337e-10,183.33,0.25894,8.851e+05,541.59,0,0.97909,0,1,0.036021,0.036021,0,0
1.716e-05,4.298e-11,0,0,-6.9574e+16,70.224,1608.8,0.14407,2.3694e+07,1.1356e-10,185.63,0.25963,8.85e+05,541.58,0,0.97898,0,1,0.036143,0.036143,0,0
1.716e-05,4.2498e-11,0,0,-6.9932e+16,70.212,1612.9,0.15354,2.369e+07,1.1375e-10,187.96,0.26032,8.849e+05,541.58,0,0.97887,0,1,0.036266,0.036266,0,0
1.716e-05,4.205e-11,0,0,-7.0306e+16,70.199,1617.1,0.13447,2.3685e+07,1.1395e-10,190.37,0.26103,8.848e+05,541.58,0,0.97876,0,1,0.036389,0.036389,0,0
1.716e-05,4.1602e-11,0,0,-7.0679e+16,70.186,1621.4,0.11539,2.3681e+07,1.1415e-10,192.78,0.26173,8.847e+05,541.57,0,0.97865,0,1,0.036512,0.036512,0,0
1.716e-05,4.1154e-11,0,0,-7.1052e+16,70.173,1625.6,0.096319,2.3677e+07,1.1435e-10,195.18,0.26244,8.846e+05,541.57,0,0.97854,0,1,0.036635,0.036635,0,0
1.716e-05,4.0706e-11,0,0,-7.1426e+16,70.159,1629.8,0.077245,2.3672e+07,1.1455e-10,197.59,0.26315,8.8449e+05,541.57,0,0.97842,0,1,0.036758,0.036758,0,0
1.716e-05,4.0258e-11,0,0,-7.1799e+16,70.146,1634.1,0.058171,2.3668e+07,1.1475e-10,200,0.26386,8.8439e+05,541.57,0,0.97831,0,1,0.036881,0.036881,0,0
1.716e-05,3.9836e-11,0,0,-7.2182e+16,70.133,1638.4,0.040744,2.3663e+07,1.1496e-10,202.47,0.26458,8.8429e+05,541.56,0,0.97819,0,1,0.037004,0.037004,0,0
1.716e-05,3.943e-11,0,0,-7.2572e+16,70.119,1642.8,0.024371,2.3658e+07,1.1517e-10,204.98,0.26531,8.8418e+05,541.56,0,0.97808,0,1,0.037127,0.037127,0,0
1.716e-05,3.9024e-11,0,0,-7.2961e+16,70.106,1647.1,0.0079982,2.3654e+07,1.1539e-10,207.5,0.26604,8.8407e+05,541.56,0,0.97796,0,1,0.03725,0.03725,0,0
1.716e-05,3.8618e-11,0,0,-7.3351e+16,70.092,1651.5,-0.008375,2.3649e+07,1.156e-10,210.02,0.26678,8.8397e+05,541.55,0,0.97784,0,1,0.037373,0.037373,0,0
1.716e-05,3.8212e-11,0,0,-7.374e+16,70.078,1655.9,-0.024748,2.3644e+07,1.1582e-10,212.53,0.26751,8.8386e+05,541.55,0,0.97772,0,1,0.037496,0.037496,0,0
1.716e-05,3.7806e-11,0,0,-7.413e+16,70.065,1660.2,-0.041121,2.364e+07,1.1603e-10,215.05,0.26824,8.8376e+05,541.55,0,0.97761,0,1,0.037619,0.037619,0,0
1.716e-05,3.7432e-11,0,0,-7.4541e+16,70.05,1664.7,-0.041995,2.3635e+07,1.1626e-10,217.69,0.26899,8.8364e+05,541.54,0,0.97748,0,1,0.037742,0.037742,0,0
1.716e-05,3.706e-11,0,0,-7.4953e+16,70.036,1669.2,-0.04192,2.363e+07,1.1649e-10,220.34,0.26975,8.8353e+05,541.54,0,0.97736,0,1,0.037865,0.037865,0,0
1.716e-05,3.6687e-11,0,0,-7.5366e+16,70.022,1673.8,-0.041846,2.3625e+07,1.1672e-10,222.99,0.27051,8.8342e+05,541.54,0,0.97723,0,1,0.037988,0.037988,0,0
1.716e-05,3.6315e-11,0,0,-7.5778e+16,70.007,1678.3,-0.041771,2.362e+07,1.1695e-10,225.64,0.27126,8.8331e+05,541.53,0,0.97711,0,1,0.03811,0.03811,0,0
1.716e-05,3.5943e-11,0,0,-7.6191e+16,69.993,1682.8,-0.041697,2.3615e+07,1.1718e-10,228.29,0.27202,8.8319e+05,541.53,0,0.97698,0,1,0.038233,0.038233,0,0
1.716e-05,3.5579e-11,0,0,-7.661e+16,69.978,1687.3,-0.042049,2.361e+07,1.1742e-10,230.97,0.27279,8.8308e+05,541.53,0,0.97686,0,1,0.038356,0.038356,0,0
1.716e-05,3.5237e-11,0,0,-7.7044e+16,69.963,1692,-0.043526,2.3605e+07,1.1766e-10,233.76,0.27357,8.8296e+05,541.52,0,0.97673,0,1,0.038479,0.038479,0,0
1.716e-05,3.4895e-11,0,0,-7.7479e+16,69.948,1696.6,-0.045003,2.36e+07,1.179e-10,236.55,0.27435,8.8284e+05,541.52,0,0.97659,0,1,0.038602,0.038602,0,0
1.716e-05,3.4552e-11,0,0,-7.7914e+16,69.932,1701.3,-0.04648,2.3594e+07,1.1815e-10,239.34,0.27513,8.8272e+05,541.52,0,0.97646,0,1,0.038725,0.038725,0,0
1.716e-05,3.421e-11,0,0,-7.8348e+16,69.917,1705.9,-0.047957,2.3589e+07,1.1839e-10,242.13,0.27591,8.826e+05,541.51,0,0.97633,0,1,0.038848,0.038848,0,0
1.716e-05,3.3868e-11,0,0,-7.8783e+16,69.902,1710.6,-0.049434,2.3584e+07,1.1864e-10,244.92,0.27669,8.8248e+05,541.51,0,0.9762,0,1,0.038971,0.038971,0,0
1.716e-05,3.3544e-11,0,0,-7.9231e+16,69.886,1715.3,-0.059252,2.3579e+07,1.1889e-10,247.78,0.27749,8.8236e+05,541.51,0,0.97606,0,1,0.039094,0.039094,0,0
1.716e-05,3.3233e-11,0,0,-7.9687e+16,69.871,1720.1,-0.07447,2.3573e+07,1.1915e-10,250.69,0.27829,8.8224e+05,541.5,0,0.97593,0,1,0.039217,0.039217,0,0
1.716e-05,3.2922e-11,0,0,-8.0144e+16,69.855,1724.9,-0.08969,2.3568e+07,1.1941e-10,253.59,0.2791,8.8211e+05,541.5,0,0.97579,0,1,0.03934,0.03934,0,0
1.716e-05,3.261e-11,0,0,-8.06e+16,69.839,1729.7,-0.10491,2.3562e+07,1.1967e-10,256.5,0.27991,8.8199e+05,541.5,0,0.97565,0,1,0.039463,0.039463,0,0
1.716e-05,3.2299e-11,0,0,-8.1057e+16,69.823,1734.5,-0.12013,2.3557e+07,1.1993e-10,259.4,0.28072,8.8186e+05,541.49,0,0.97551,0,1,0.039586,0.039586,0,0
1.716e-05,3.1988e-11,0,0,-8.1513e+16,69.807,1739.3,-0.13535,2.3551e+07,1.202e-10,262.31,0.28152,8.8174e+05,541.49,0,0.97538,0,1,0.039709,0.039709,0,0
1.716e-05,3.1695e-11,0,0,-8.1994e+16,69.79,1744.2,-0.12475,2.3546e+07,1.2047e-10,265.39,0.28236,8.8161e+05,541.49,0,0.97523,0,1,0.039832,0.039832,0,0
1.716e-05,3.1404e-11,0,0,-8.2476e+16,69.773,1749.1,-0.11249,2.354e+07,1.2075e-10,268.48,0.28319,8.8148e+05,541.48,0,0.97508,0,1,0.039955,0.039955,0,0
1.716e-05,3.1113e-11,0,0,-8.2958e+16,69.757,1754.1,-0.10022,2.3534e+07,1.2103e-10,271.58,0.28403,8.8134e+05,541.48,0,0.97494,0,1,0.040077,0.040077,0,0
1.716e-05,3.0822e-11,0,0,-8.344e+16,69.74,1759,-0.087955,2.3528e+07,1.2131e-10,274.67,0.28486,8.8121e+05,541.47,0,0.97479,0,1,0.0402,0.0402,0,0
1.716e-05,3.0531e-11,0,0,-8.3922e+16,69.723,1764,-0.07569,2.3523e+07,1.2158e-10,277.76,0.28569,8.8108e+05,541.47,0,0.97465,0,1,0.040323,0.040323,0,0
1.716e-05,3.0246e-11,0,0,-8.4411e+16,69.706,1768.9,-0.068295,2.3517e+07,1.2186e-10,280.89,0.28654,8.8095e+05,541.47,0,0.9745,0,1,0.040446,0.040446,0,0
1.716e-05,2.9979e-11,0,0,-8.4919e+16,69.688,1774.1,-0.073969,2.3511e+07,1.2216e-10,284.12,0.2874,8.8081e+05,541.46,0,0.97435,0,1,0.040569,0.040569,0,0
1.716e-05,2.9712e-11,0,0,-8.5427e+16,69.671,1779.2,-0.079644,2.3505e+07,1.2245e-10,287.36,0.28826,8.8067e+05,541.46,0,0.97419,0,1,0.040692,0.040692,0,0
1.716e-05,2.9444e-11,0,0,-8.5935e+16,69.653,1784.3,-0.085318,2.3499e+07,1.2274e-10,290.59,0.28913,8.8053e+05,541.46,0,0.97404,0,1,0.040815,0.040815,0,0
1.716e-05,2.9177e-11,0,0,-8.6443e+16,69.635,1789.4,-0.090993,2.3493e+07,1.2304e-10,293.82,0.28999,8.8039e+05,541.45,0,0.97389,0,1,0.040938,0.040938,0,0
1.716e-05,2.891e-11,0,0,-8.6951e+16,69.618,1794.5,-0.096668,2.3487e+07,1.2333e-10,297.05,0.29086,8.8025e+05,541.45,0,0.97373,0,1,0.041061,0.041061,0,0
1.716e-05,2.8655e-11,0,0,-8.7474e+16,69.599,1799.7,-0.098966,2.348e+07,1.2363e-10,300.38,0.29174,8.8011e+05,541.44,0,0.97357,0,1,0.041184,0.041184,0,0
1.716e-05,2.8409e-11,0,0,-8.8008e+16,69.581,1804.9,-0.099048,2.3474e+07,1.2395e-10,303.77,0.29263,8.7997e+05,541.44,0,0.97341,0,1,0.041307,0.041307,0,0
1.716e-05,2.8163e-11,0,0,-8.8542e+16,69.562,1810.2,-0.099129,2.3468e+07,1.2426e-10,307.16,0.29352,8.7982e+05,541.43,0,0.97325,0,1,0.04143,0.04143,0,0
1.716e-05,2.7916e-11,0,0,-8.9076e+16,69.544,1815.5,-0.099211,2.3461e+07,1.2457e-10,310.55,0.29442,8.7967e+05,541.43,0,0.97309,0,1,0.041553,0.041553,0,0
1.716e-05,2.767e-11,0,0,-8.9609e+16,69.525,1820.7,-0.099292,2.3455e+07,1.2489e-10,313.94,0.29531,8.7953e+05,541.43,0,0.97293,0,1,0.041676,0.041676,0,0
1.716e-05,2.7423e-11,0,0,-9.0143e+16,69.507,1826,-0.099374,2.3449e+07,1.252e-10,317.33,0.2962,8.7938e+05,541.42,0,0.97277,0,1,0.041799,0.041799,0,0
1.716e-05,2.7193e-11,0,0,-9.0705e+16,69.487,1831.4,-0.098053,2.3442e+07,1.2553e-10,320.9,0.29712,8.7923e+05,541.42,0,0.9726,0,1,0.041922,0.041922,0,0
1.716e-05,2.6963e-11,0,0,-9.1268e+16,69.468,1836.8,-0.096637,2.3435e+07,1.2586e-10,324.49,0.29804,8.7908e+05,541.41,0,0.97243,0,1,0.042044,0.042044,0,0
1.716e-05,2.6733e-11,0,0,-9.1831e+16,69.448,1842.2,-0.09522,2.3429e+07,1.2619e-10,328.07,0.29896,8.7892e+05,541.41,0,0.97226,0,1,0.042167,0.042167,0,0
1.716e-05,2.6504e-11,0,0,-9.2394e+16,69.428,1847.7,-0.093803,2.3422e+07,1.2653e-10,331.65,0.29989,8.7877e+05,541.4,0,0.97209,0,1,0.04229,0.04229,0,0
1.716e-05,2.6274e-11,0,0,-9.2957e+16,69.409,1853.1,-0.092387,2.3415e+07,1.2686e-10,335.24,0.30081,8.7861e+05,541.4,0,0.97192,0,1,0.042413,0.042413,0,0
1.716e-05,2.605e-11,0,0,-9.3528e+16,69.389,1858.5,-0.094911,2.3409e+07,1.272e-10,338.85,0.30174,8.7846e+05,541.4,0,0.97175,0,1,0.042536,0.042536,0,0
1.716e-05,2.5842e-11,0,0,-9.4119e+16,69.369,1864.1,-0.10819,2.3402e+07,1.2755e-10,342.54,0.30269,8.783e+05,541.39,0,0.97157,0,1,0.042659,0.042659,0,0
1.716e-05,2.5634e-11,0,0,-9.4711e+16,69.348,1869.7,-0.12147,2.3395e+07,1.279e-10,346.23,0.30364,8.7814e+05,541.39,0,0.97139,0,1,0.042782,0.042782,0,0
1.716e-05,2.5426e-11,0,0,-9.5302e+16,69.328,1875.3,-0.13474,2.3388e+07,1.2825e-10,349.92,0.30459,8.7797e+05,541.38,0,0.97121,0,1,0.042905,0.042905,0,0
1.716e-05,2.5219e-11,0,0,-9.5894e+16,69.307,1880.8,-0.14802,2.3381e+07,1.286e-10,353.61,0.30554,8.7781e+05,541.38,0,0.97103,0,1,0.043028,0.043028,0,0
1.716e-05,2.5011e-11,0,0,-9.6485e+16,69.287,1886.4,-0.1613,2.3374e+07,1.2895e-10,357.3,0.30649,8.7765e+05,541.37,0,0.97085,0,1,0.043151,0.043151,0,0
1.716e-05,2.4811e-11,0,0,-9.7097e+16,69.266,1892.1,-0.16324,2.3366e+07,1.2932e-10,361.1,0.30746,8.7748e+05,541.37,0,0.97067,0,1,0.043274,0.043274,0,0
1.716e-05,2.4618e-11,0,0,-9.7722e+16,69.244,1897.8,-0.15763,2.3359e+07,1.2969e-10,364.98,0.30844,8.7731e+05,541.36,0,0.97048,0,1,0.043397,0.043397,0,0
1.716e-05,2.4425e-11,0,0,-9.8347e+16,69.222,1903.5,-0.15203,2.3352e+07,1.3006e-10,368.85,0.30941,8.7714e+05,541.36,0,0.97029,0,1,0.04352,0.04352,0,0
1.716e-05,2.4231e-11,0,0,-9.8972e+16,69.201,1909.2,-0.14643,2.3344e+07,1.3044e-10,372.73,0.31039,8.7697e+05,541.35,0,0.9701,0,1,0.043643,0.043643,0,0
1.716e-05,2.4038e-11,0,0,-9.9597e+16,69.179,1914.9,-0.14083,2.3337e+07,1.3081e-10,376.61,0.31137,8.768e+05,541.35,0,0.96991,0,1,0.043766,0.043766,0,0
1.716e-05,2.3844e-11,0,0,-1.0022e+17,69.158,1920.6,-0.13522,2.3329e+07,1.3118e-10,380.48,0.31235,8.7663e+05,541.34,0,0.96972,0,1,0.043889,0.043889,0,0
1.716e-05,2.3662e-11,0,0,-1.0088e+17,69.135,1926.5,-0.11667,2.3322e+07,1.3157e-10,384.56,0.31335,8.7645e+05,541.34,0,0.96953,0,1,0.044011,0.044011,0,0
1.716e-05,2.348e-11,0,0,-1.0153e+17,69.112,1932.4,-0.097176,2.3314e+07,1.3196e-10,388.66,0.31437,8.7627e+05,541.33,0,0.96933,0,1,0.044134,0.044134,0,0
1.716e-05,2.3298e-11,0,0,-1.0219e+17,69.09,1938.3,-0.077687,2.3306e+07,1.3236e-10,392.75,0.31538,8.7609e+05,541.33,0,0.96913,0,1,0.044257,0.044257,0,0
1.716e-05,2.3116e-11,0,0,-1.0285e+17,69.067,1944.2,-0.058197,2.3298e+07,1.3275e-10,396.85,0.31639,8.7591e+05,541.32,0,0.96893,0,1,0.04438,0.04438,0,0
1.716e-05,2.2934e-11,0,0,-1.035e+17,69.044,1950.1,-0.038707,2.3291e+07,1.3314e-10,400.94,0.3174,8.7573e+05,541.32,0,0.96873,0,1,0.044503,0.044503,0,0
1.716e-05,2.2755e-11,0,0,-1.0417e+17,69.021,1956,-0.024653,2.3283e+07,1.3354e-10,405.08,0.31842,8.7555e+05,541.31,0,0.96853,0,1,0.044626,0.044626,0,0
1.716e-05,2.2587e-11,0,0,-1.0486e+17,68.998,1962.1,-0.025675,2.3275e+07,1.3395e-10,409.35,0.31946,8.7536e+05,541.31,0,0.96832,0,1,0.044749,0.044749,0,0
1.716e-05,2.2419e-11,0,0,-1.0555e+17,68.974,1968.1,-0.026696,2.3267e+07,1.3437e-10,413.62,0.3205,8.7517e+05,541.3,0,0.96811,0,1,0.044872,0.044872,0,0
1.716e-05,2.2252e-11,0,0,-1.0625e+17,68.95,1974.2,-0.027718,2.3258e+07,1.3478e-10,417.88,0.32155,8.7499e+05,541.3,0,0.9679,0,1,0.044995,0.044995,0,0
1.716e-05,2.2084e-11,0,0,-1.0694e+17,68.926,1980.3,-0.028739,2.325e+07,1.3519e-10,422.15,0.32259,8.748e+05,541.29,0,0.96769,0,1,0.045118,0.045118,0,0
1.716e-05,2.1916e-11,0,0,-1.0763e+17,68.902,1986.3,-0.029761,2.3242e+07,1.3561e-10,426.41,0.32363,8.7461e+05,541.29,0,0.96749,0,1,0.045241,0.045241,0,0
1.716e-05,2.1756e-11,0,0,-1.0834e+17,68.878,1992.5,-0.029591,2.3234e+07,1.3604e-10,430.77,0.32469,8.7441e+05,541.28,0,0.96727,0,1,0.045364,0.045364,0,0
1.716e-05,2.1602e-11,0,0,-1.0907e+17,68.853,1998.7,-0.028619,2.3225e+07,1.3647e-10,435.19,0.32576,8.7421e+05,541.28,0,0.96705,0,1,0.045487,0.045487,0,0
1.716e-05,2.1448e-11,0,0,-1.098e+17,68.828,2004.9,-0.027647,2.3217e+07,1.3691e-10,439.6,0.32683,8.7402e+05,541.27,0,0.96683,0,1,0.04561,0.04561,0,0
1.716e-05,2.1293e-11,0,0,-1.1052e+17,68.803,2011.1,-0.026675,2.3208e+07,1.3735e-10,444.02,0.32791,8.7382e+05,541.26,0,0.96661,0,1,0.045733,0.045733,0,0
1.716e-05,2.1139e-11,0,0,-1.1125e+17,68.778,2017.3,-0.025703,2.32e+07,1.3778e-10,448.44,0.32898,8.7362e+05,541.26,0,0.96639,0,1,0.045855,0.045855,0,0
1.716e-05,2.0985e-11,0,0,-1.1197e+17,68.753,2023.5,-0.024731,2.3191e+07,1.3822e-10,452.86,0.33005,8.7342e+05,541.25,0,0.96617,0,1,0.045978,0.045978,0,0
1.716e-05,2.0842e-11,0,0,-1.1274e+17,68.727,2029.8,-0.018756,2.3182e+07,1.3868e-10,457.44,0.33115,8.7321e+05,541.25,0,0.96594,0,1,0.046101,0.046101,0,0
1.716e-05,2.0699e-11,0,0,-1.135e+17,68.7,2036.2,-0.012402,2.3173e+07,1.3914e-10,462.03,0.33225,8.73e+05,541.24,0,0.96571,0,1,0.046224,0.046224,0,0
1.716e-05,2.0556e-11,0,0,-1.1427e+17,68.674,2042.5,-0.006048,2.3164e+07,1.396e-10,466.62,0.33335,8.7279e+05,541.23,0,0.96548,0,1,0.046347,0.046347,0,0
1.716e-05,2.0414e-11,0,0,-1.1504e+17,68.648,2048.9,0.00030611,2.3155e+07,1.4006e-10,471.21,0.33445,8.7258e+05,541.23,0,0.96525,0,1,0.04647,0.04647,0,0
1.716e-05,2.0271e-11,0,0,-1.158e+17,68.621,2055.2,0.0066601,2.3146e+07,1.4052e-10,475.81,0.33555,8.7238e+05,541.22,0,0.96502,0,1,0.046593,0.046593,0,0
1.716e-05,2.013e-11,0,0,-1.1658e+17,68.595,2061.6,0.015047,2.3137e+07,1.4099e-10,480.46,0.33667,8.7216e+05,541.22,0,0.96478,0,1,0.046716,0.046716,0,0
1.716e-05,1.9996e-11,0,0,-1.1738e+17,68.567,2068.1,0.029166,2.3128e+07,1.4147e-10,485.29,0.3378,8.7194e+05,541.21,0,0.96454,0,1,0.046839,0.046839,0,0
1.716e-05,1.9861e-11,0,0,-1.1819e+17,68.54,2074.7,0.043284,2.3118e+07,1.4195e-10,490.12,0.33894,8.7172e+05,541.2,0,0.9643,0,1,0.046962,0.046962,0,0
1.716e-05,1.9726e-11,0,0,-1.19e+17,68.512,2081.2,0.057402,2.3109e+07,1.4244e-10,494.96,0.34008,8.715e+05,541.2,0,0.96405,0,1,0.047085,0.047085,0,0
1.716e-05,1.9591e-11,0,0,-1.198e+17,68.484,2087.7,0.07152,2.3099e+07,1.4292e-10,499.79,0.34121,8.7128e+05,541.19,0,0.96381,0,1,0.047208,0.047208,0,0
1.716e-05,1.9457e-11,0,0,-1.2061e+17,68.457,2094.3,0.085638,2.309e+07,1.434e-10,504.62,0.34235,8.7106e+05,541.19,0,0.96357,0,1,0.047331,0.047331,0,0
