"<greek>m</greek>","<greek>m</greek><sub>t</sub>","C<sub>f</sub>_x","C<sub>f</sub>_y","C<sub>p</sub>","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Conservative_5","Conservative_6","Mach","Pressure","Temperature","h","p","y<sup>+</sup>","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.716e-05,7.3882e-10,0,0,-3.6876e+16,71.381,1177.6,0.07142,2.409e+07,1.0038e-10,9.7437,0.18853,8.9393e+05,541.84,0,0.98886,0,1,0.014875,0.014875,0,0
1.716e-05,7.2053e-10,0,0,-3.6963e+16,71.378,1178.9,0.064689,2.4089e+07,1.0039e-10,9.9965,0.18873,8.9391e+05,541.84,0,0.98883,0,1,0.014998,0.014998,0,0
1.716e-05,7.0223e-10,0,0,-3.705e+16,71.375,1180.1,0.057958,2.4088e+07,1.004e-10,10.249,0.18894,8.9388e+05,541.84,0,0.98881,0,1,0.015121,0.015121,0,0
1.716e-05,6.8394e-10,0,0,-3.7136e+16,71.372,1181.3,0.051226,2.4087e+07,1.0042e-10,10.502,0.18914,8.9386e+05,541.84,0,0.98878,0,1,0.015244,0.015244,0,0
1.716e-05,6.6659e-10,0,0,-3.7224e+16,71.368,1182.6,0.046366,2.4086e+07,1.0043e-10,10.763,0.18934,8.9383e+05,541.84,0,0.98875,0,1,0.015367,0.015367,0,0
1.716e-05,6.5135e-10,0,0,-3.7315e+16,71.365,1183.9,0.045672,2.4085e+07,1.0044e-10,11.043,0.18956,8.9381e+05,541.84,0,0.98873,0,1,0.01549,0.01549,0,0
1.716e-05,6.3611e-10,0,0,-3.7406e+16,71.362,1185.2,0.044979,2.4084e+07,1.0046e-10,11.322,0.18977,8.9378e+05,541.83,0,0.9887,0,1,0.015613,0.015613,0,0
1.716e-05,6.2087e-10,0,0,-3.7497e+16,71.359,1186.5,0.044285,2.4082e+07,1.0047e-10,11.601,0.18998,8.9376e+05,541.83,0,0.98867,0,1,0.015736,0.015736,0,0
1.716e-05,6.0563e-10,0,0,-3.7588e+16,71.355,1187.8,0.043591,2.4081e+07,1.0049e-10,11.881,0.19019,8.9373e+05,541.83,0,0.98864,0,1,0.015859,0.015859,0,0
1.716e-05,5.9039e-10,0,0,-3.7679e+16,71.352,1189.1,0.042897,2.408e+07,1.005e-10,12.16,0.19041,8.9371e+05,541.83,0,0.98862,0,1,0.015982,0.015982,0,0
1.716e-05,5.7664e-10,0,0,-3.7774e+16,71.349,1190.4,0.04768,2.4079e+07,1.0052e-10,12.46,0.19063,8.9368e+05,541.83,0,0.98859,0,1,0.016105,0.016105,0,0
1.716e-05,5.6374e-10,0,0,-3.7869e+16,71.345,1191.8,0.055516,2.4078e+07,1.0054e-10,12.771,0.19085,8.9366e+05,541.83,0,0.98856,0,1,0.016228,0.016228,0,0
1.716e-05,5.5083e-10,0,0,-3.7965e+16,71.342,1193.2,0.063351,2.4077e+07,1.0055e-10,13.082,0.19107,8.9363e+05,541.83,0,0.98853,0,1,0.016351,0.016351,0,0
1.716e-05,5.3792e-10,0,0,-3.8061e+16,71.339,1194.6,0.071187,2.4076e+07,1.0057e-10,13.393,0.1913,8.9361e+05,541.83,0,0.9885,0,1,0.016474,0.016474,0,0
1.716e-05,5.2501e-10,0,0,-3.8157e+16,71.335,1195.9,0.079022,2.4074e+07,1.0058e-10,13.704,0.19152,8.9358e+05,541.83,0,0.98847,0,1,0.016596,0.016596,0,0
1.716e-05,5.121e-10,0,0,-3.8253e+16,71.332,1197.3,0.086858,2.4073e+07,1.006e-10,14.014,0.19174,8.9355e+05,541.83,0,0.98844,0,1,0.016719,0.016719,0,0
1.716e-05,5.011e-10,0,0,-3.8353e+16,71.328,1198.7,0.093352,2.4072e+07,1.0062e-10,14.357,0.19198,8.9353e+05,541.83,0,0.98841,0,1,0.016842,0.016842,0,0
1.716e-05,4.9015e-10,0,0,-3.8453e+16,71.325,1200.2,0.09981,2.4071e+07,1.0064e-10,14.701,0.19222,8.935e+05,541.83,0,0.98838,0,1,0.016965,0.016965,0,0
1.716e-05,4.792e-10,0,0,-3.8553e+16,71.321,1201.6,0.10627,2.407e+07,1.0066e-10,15.044,0.19245,8.9347e+05,541.83,0,0.98835,0,1,0.017088,0.017088,0,0
1.716e-05,4.6826e-10,0,0,-3.8653e+16,71.318,1203.1,0.11273,2.4068e+07,1.0068e-10,15.388,0.19269,8.9344e+05,541.83,0,0.98832,0,1,0.017211,0.017211,0,0
1.716e-05,4.5731e-10,0,0,-3.8753e+16,71.314,1204.5,0.11919,2.4067e+07,1.0069e-10,15.731,0.19292,8.9342e+05,541.82,0,0.98829,0,1,0.017334,0.017334,0,0
1.716e-05,4.4694e-10,0,0,-3.8855e+16,71.31,1206,0.12183,2.4066e+07,1.0071e-10,16.082,0.19316,8.9339e+05,541.82,0,0.98826,0,1,0.017457,0.017457,0,0
1.716e-05,4.379e-10,0,0,-3.8961e+16,71.307,1207.4,0.11584,2.4065e+07,1.0073e-10,16.447,0.19341,8.9336e+05,541.82,0,0.98823,0,1,0.01758,0.01758,0,0
1.716e-05,4.2885e-10,0,0,-3.9066e+16,71.303,1208.9,0.10986,2.4063e+07,1.0075e-10,16.812,0.19365,8.9333e+05,541.82,0,0.9882,0,1,0.017703,0.017703,0,0
1.716e-05,4.198e-10,0,0,-3.9172e+16,71.299,1210.4,0.10387,2.4062e+07,1.0077e-10,17.178,0.1939,8.933e+05,541.82,0,0.98817,0,1,0.017826,0.017826,0,0
1.716e-05,4.1075e-10,0,0,-3.9278e+16,71.295,1211.9,0.097884,2.4061e+07,1.0079e-10,17.543,0.19414,8.9327e+05,541.82,0,0.98813,0,1,0.017949,0.017949,0,0
1.716e-05,4.017e-10,0,0,-3.9383e+16,71.291,1213.4,0.091898,2.4059e+07,1.0081e-10,17.908,0.19439,8.9324e+05,541.82,0,0.9881,0,1,0.018072,0.018072,0,0
1.716e-05,3.9343e-10,0,0,-3.9491e+16,71.288,1215,0.091572,2.4058e+07,1.0084e-10,18.297,0.19464,8.9322e+05,541.82,0,0.98807,0,1,0.018195,0.018195,0,0
1.716e-05,3.856e-10,0,0,-3.9601e+16,71.284,1216.6,0.094446,2.4057e+07,1.0086e-10,18.7,0.1949,8.9319e+05,541.82,0,0.98804,0,1,0.018318,0.018318,0,0
1.716e-05,3.7777e-10,0,0,-3.971e+16,71.28,1218.1,0.097319,2.4055e+07,1.0088e-10,19.103,0.19515,8.9316e+05,541.82,0,0.988,0,1,0.018441,0.018441,0,0
1.716e-05,3.6994e-10,0,0,-3.9819e+16,71.276,1219.7,0.10019,2.4054e+07,1.0091e-10,19.505,0.19541,8.9313e+05,541.82,0,0.98797,0,1,0.018563,0.018563,0,0
1.716e-05,3.6211e-10,0,0,-3.9928e+16,71.272,1221.3,0.10307,2.4053e+07,1.0093e-10,19.908,0.19567,8.931e+05,541.82,0,0.98794,0,1,0.018686,0.018686,0,0
1.716e-05,3.5428e-10,0,0,-4.0037e+16,71.268,1222.9,0.10594,2.4051e+07,1.0096e-10,20.311,0.19593,8.9307e+05,541.81,0,0.9879,0,1,0.018809,0.018809,0,0
1.716e-05,3.4751e-10,0,0,-4.0151e+16,71.264,1224.5,0.095267,2.405e+07,1.0098e-10,20.748,0.1962,8.9304e+05,541.81,0,0.98787,0,1,0.018932,0.018932,0,0
1.716e-05,3.4076e-10,0,0,-4.0264e+16,71.26,1226.2,0.084192,2.4049e+07,1.0101e-10,21.187,0.19647,8.93e+05,541.81,0,0.98784,0,1,0.019055,0.019055,0,0
1.716e-05,3.3402e-10,0,0,-4.0377e+16,71.256,1227.8,0.073118,2.4047e+07,1.0103e-10,21.625,0.19674,8.9297e+05,541.81,0,0.9878,0,1,0.019178,0.019178,0,0
1.716e-05,3.2728e-10,0,0,-4.049e+16,71.252,1229.5,0.062044,2.4046e+07,1.0106e-10,22.063,0.19701,8.9294e+05,541.81,0,0.98777,0,1,0.019301,0.019301,0,0
1.716e-05,3.2053e-10,0,0,-4.0604e+16,71.248,1231.1,0.05097,2.4045e+07,1.0109e-10,22.502,0.19728,8.9291e+05,541.81,0,0.98773,0,1,0.019424,0.019424,0,0
1.716e-05,3.1405e-10,0,0,-4.0719e+16,71.244,1232.8,0.042564,2.4043e+07,1.0111e-10,22.953,0.19755,8.9288e+05,541.81,0,0.9877,0,1,0.019547,0.019547,0,0
1.716e-05,3.0816e-10,0,0,-4.084e+16,71.24,1234.6,0.040281,2.4042e+07,1.0114e-10,23.435,0.19784,8.9285e+05,541.81,0,0.98766,0,1,0.01967,0.01967,0,0
1.716e-05,3.0228e-10,0,0,-4.0961e+16,71.235,1236.3,0.037999,2.404e+07,1.0117e-10,23.916,0.19813,8.9281e+05,541.81,0,0.98763,0,1,0.019793,0.019793,0,0
1.716e-05,2.9639e-10,0,0,-4.1082e+16,71.231,1238.1,0.035717,2.4039e+07,1.012e-10,24.397,0.19842,8.9278e+05,541.81,0,0.98759,0,1,0.019916,0.019916,0,0
1.716e-05,2.9051e-10,0,0,-4.1203e+16,71.227,1239.8,0.033435,2.4037e+07,1.0123e-10,24.878,0.1987,8.9275e+05,541.81,0,0.98755,0,1,0.020039,0.020039,0,0
1.716e-05,2.8462e-10,0,0,-4.1323e+16,71.222,1241.6,0.031152,2.4036e+07,1.0126e-10,25.359,0.19899,8.9271e+05,541.8,0,0.98752,0,1,0.020162,0.020162,0,0
1.716e-05,2.7926e-10,0,0,-4.1447e+16,71.218,1243.4,0.030369,2.4034e+07,1.0129e-10,25.863,0.19928,8.9268e+05,541.8,0,0.98748,0,1,0.020285,0.020285,0,0
1.716e-05,2.7419e-10,0,0,-4.1572e+16,71.214,1245.2,0.030446,2.4033e+07,1.0133e-10,26.38,0.19958,8.9265e+05,541.8,0,0.98744,0,1,0.020408,0.020408,0,0
1.716e-05,2.6913e-10,0,0,-4.1698e+16,71.209,1247,0.030522,2.4031e+07,1.0136e-10,26.897,0.19987,8.9261e+05,541.8,0,0.9874,0,1,0.02053,0.02053,0,0
1.716e-05,2.6406e-10,0,0,-4.1823e+16,71.205,1248.8,0.030598,2.403e+07,1.0139e-10,27.414,0.20017,8.9258e+05,541.8,0,0.98737,0,1,0.020653,0.020653,0,0
1.716e-05,2.59e-10,0,0,-4.1948e+16,71.2,1250.6,0.030674,2.4028e+07,1.0142e-10,27.931,0.20047,8.9254e+05,541.8,0,0.98733,0,1,0.020776,0.020776,0,0
1.716e-05,2.5394e-10,0,0,-4.2074e+16,71.196,1252.4,0.03075,2.4027e+07,1.0146e-10,28.448,0.20076,8.9251e+05,541.8,0,0.98729,0,1,0.020899,0.020899,0,0
1.716e-05,2.4954e-10,0,0,-4.2203e+16,71.191,1254.3,0.031379,2.4025e+07,1.0149e-10,28.999,0.20107,8.9247e+05,541.8,0,0.98725,0,1,0.021022,0.021022,0,0
1.716e-05,2.4517e-10,0,0,-4.2332e+16,71.187,1256.2,0.032026,2.4023e+07,1.0153e-10,29.552,0.20138,8.9244e+05,541.8,0,0.98721,0,1,0.021145,0.021145,0,0
1.716e-05,2.408e-10,0,0,-4.2462e+16,71.182,1258.1,0.032673,2.4022e+07,1.0156e-10,30.104,0.20168,8.924e+05,541.8,0,0.98717,0,1,0.021268,0.021268,0,0
1.716e-05,2.3643e-10,0,0,-4.2591e+16,71.177,1259.9,0.03332,2.402e+07,1.016e-10,30.656,0.20199,8.9237e+05,541.79,0,0.98713,0,1,0.021391,0.021391,0,0
1.716e-05,2.3206e-10,0,0,-4.2721e+16,71.173,1261.8,0.033967,2.4019e+07,1.0164e-10,31.209,0.20229,8.9233e+05,541.79,0,0.98709,0,1,0.021514,0.021514,0,0
1.716e-05,2.2785e-10,0,0,-4.2853e+16,71.168,1263.7,0.03564,2.4017e+07,1.0167e-10,31.775,0.20261,8.923e+05,541.79,0,0.98705,0,1,0.021637,0.021637,0,0
1.716e-05,2.24e-10,0,0,-4.2992e+16,71.163,1265.6,0.039703,2.4015e+07,1.0171e-10,32.372,0.20293,8.9226e+05,541.79,0,0.98701,0,1,0.02176,0.02176,0,0
1.716e-05,2.2016e-10,0,0,-4.3131e+16,71.158,1267.6,0.043766,2.4014e+07,1.0175e-10,32.969,0.20325,8.9222e+05,541.79,0,0.98697,0,1,0.021883,0.021883,0,0
1.716e-05,2.1631e-10,0,0,-4.3269e+16,71.153,1269.5,0.04783,2.4012e+07,1.0179e-10,33.567,0.20357,8.9218e+05,541.79,0,0.98693,0,1,0.022006,0.022006,0,0
1.716e-05,2.1247e-10,0,0,-4.3408e+16,71.148,1271.5,0.051893,2.401e+07,1.0183e-10,34.164,0.20389,8.9215e+05,541.79,0,0.98689,0,1,0.022129,0.022129,0,0
1.716e-05,2.0862e-10,0,0,-4.3547e+16,71.143,1273.5,0.055956,2.4009e+07,1.0187e-10,34.762,0.20421,8.9211e+05,541.79,0,0.98684,0,1,0.022252,0.022252,0,0
1.716e-05,2.0503e-10,0,0,-4.3689e+16,71.138,1275.5,0.058774,2.4007e+07,1.0191e-10,35.397,0.20453,8.9207e+05,541.79,0,0.9868,0,1,0.022375,0.022375,0,0
1.716e-05,2.0158e-10,0,0,-4.3832e+16,71.133,1277.5,0.06087,2.4005e+07,1.0196e-10,36.053,0.20487,8.9203e+05,541.78,0,0.98676,0,1,0.022497,0.022497,0,0
1.716e-05,1.9813e-10,0,0,-4.3975e+16,71.128,1279.5,0.062965,2.4003e+07,1.02e-10,36.71,0.2052,8.9199e+05,541.78,0,0.98672,0,1,0.02262,0.02262,0,0
1.716e-05,1.9468e-10,0,0,-4.4118e+16,71.123,1281.5,0.06506,2.4002e+07,1.0204e-10,37.367,0.20553,8.9195e+05,541.78,0,0.98667,0,1,0.022743,0.022743,0,0
1.716e-05,1.9123e-10,0,0,-4.4262e+16,71.118,1283.6,0.067156,2.4e+07,1.0209e-10,38.024,0.20586,8.9191e+05,541.78,0,0.98663,0,1,0.022866,0.022866,0,0
1.716e-05,1.8778e-10,0,0,-4.4405e+16,71.113,1285.6,0.069251,2.3998e+07,1.0213e-10,38.681,0.2062,8.9187e+05,541.78,0,0.98659,0,1,0.022989,0.022989,0,0
1.716e-05,1.8473e-10,0,0,-4.4553e+16,71.108,1287.7,0.061747,2.3996e+07,1.0218e-10,39.386,0.20654,8.9183e+05,541.78,0,0.98654,0,1,0.023112,0.023112,0,0
1.716e-05,1.8169e-10,0,0,-4.4701e+16,71.102,1289.8,0.053893,2.3995e+07,1.0223e-10,40.092,0.20689,8.9179e+05,541.78,0,0.9865,0,1,0.023235,0.023235,0,0
1.716e-05,1.7865e-10,0,0,-4.4849e+16,71.097,1291.9,0.046039,2.3993e+07,1.0228e-10,40.799,0.20724,8.9175e+05,541.78,0,0.98645,0,1,0.023358,0.023358,0,0
1.716e-05,1.7562e-10,0,0,-4.4997e+16,71.092,1294.1,0.038184,2.3991e+07,1.0233e-10,41.505,0.20758,8.9171e+05,541.78,0,0.98641,0,1,0.023481,0.023481,0,0
1.716e-05,1.7258e-10,0,0,-4.5145e+16,71.087,1296.2,0.03033,2.3989e+07,1.0237e-10,42.212,0.20793,8.9167e+05,541.77,0,0.98636,0,1,0.023604,0.023604,0,0
1.716e-05,1.6964e-10,0,0,-4.5296e+16,71.081,1298.3,0.025064,2.3987e+07,1.0242e-10,42.937,0.20828,8.9163e+05,541.77,0,0.98632,0,1,0.023727,0.023727,0,0
1.716e-05,1.6693e-10,0,0,-4.5454e+16,71.076,1300.5,0.02592,2.3985e+07,1.0248e-10,43.703,0.20864,8.9159e+05,541.77,0,0.98627,0,1,0.02385,0.02385,0,0
1.716e-05,1.6422e-10,0,0,-4.5613e+16,71.07,1302.7,0.026776,2.3984e+07,1.0253e-10,44.47,0.209,8.9154e+05,541.77,0,0.98622,0,1,0.023973,0.023973,0,0
1.716e-05,1.6151e-10,0,0,-4.5771e+16,71.064,1304.9,0.027632,2.3982e+07,1.0258e-10,45.236,0.20937,8.915e+05,541.77,0,0.98617,0,1,0.024096,0.024096,0,0
1.716e-05,1.588e-10,0,0,-4.5929e+16,71.059,1307.1,0.028488,2.398e+07,1.0264e-10,46.003,0.20973,8.9146e+05,541.77,0,0.98613,0,1,0.024219,0.024219,0,0
1.716e-05,1.561e-10,0,0,-4.6087e+16,71.053,1309.3,0.029345,2.3978e+07,1.0269e-10,46.769,0.21009,8.9141e+05,541.77,0,0.98608,0,1,0.024342,0.024342,0,0
1.716e-05,1.5359e-10,0,0,-4.6249e+16,71.047,1311.6,0.023553,2.3976e+07,1.0275e-10,47.567,0.21046,8.9137e+05,541.77,0,0.98603,0,1,0.024464,0.024464,0,0
1.716e-05,1.5121e-10,0,0,-4.6413e+16,71.042,1313.9,0.013846,2.3974e+07,1.028e-10,48.384,0.21084,8.9132e+05,541.76,0,0.98598,0,1,0.024587,0.024587,0,0
1.716e-05,1.4883e-10,0,0,-4.6576e+16,71.036,1316.2,0.0041383,2.3972e+07,1.0286e-10,49.201,0.21121,8.9128e+05,541.76,0,0.98593,0,1,0.02471,0.02471,0,0
1.716e-05,1.4644e-10,0,0,-4.674e+16,71.03,1318.5,-0.0055692,2.397e+07,1.0292e-10,50.018,0.21159,8.9124e+05,541.76,0,0.98588,0,1,0.024833,0.024833,0,0
1.716e-05,1.4406e-10,0,0,-4.6904e+16,71.024,1320.7,-0.015277,2.3968e+07,1.0298e-10,50.834,0.21196,8.9119e+05,541.76,0,0.98583,0,1,0.024956,0.024956,0,0
1.716e-05,1.4168e-10,0,0,-4.7068e+16,71.018,1323,-0.024984,2.3966e+07,1.0304e-10,51.651,0.21234,8.9115e+05,541.76,0,0.98578,0,1,0.025079,0.025079,0,0
1.716e-05,1.3953e-10,0,0,-4.7241e+16,71.012,1325.4,-0.02584,2.3964e+07,1.031e-10,52.533,0.21273,8.911e+05,541.76,0,0.98573,0,1,0.025202,0.025202,0,0
1.716e-05,1.3739e-10,0,0,-4.7414e+16,71.006,1327.8,-0.026343,2.3962e+07,1.0316e-10,53.418,0.21312,8.9105e+05,541.76,0,0.98568,0,1,0.025325,0.025325,0,0
1.716e-05,1.3525e-10,0,0,-4.7587e+16,71,1330.2,-0.026846,2.396e+07,1.0323e-10,54.303,0.21351,8.91e+05,541.75,0,0.98562,0,1,0.025448,0.025448,0,0
1.716e-05,1.331e-10,0,0,-4.776e+16,70.994,1332.5,-0.027348,2.3957e+07,1.0329e-10,55.187,0.2139,8.9096e+05,541.75,0,0.98557,0,1,0.025571,0.025571,0,0
1.716e-05,1.3096e-10,0,0,-4.7933e+16,70.988,1334.9,-0.027851,2.3955e+07,1.0335e-10,56.072,0.21429,8.9091e+05,541.75,0,0.98552,0,1,0.025694,0.025694,0,0
1.716e-05,1.2888e-10,0,0,-4.8108e+16,70.981,1337.3,-0.022315,2.3953e+07,1.0342e-10,56.982,0.21469,8.9086e+05,541.75,0,0.98547,0,1,0.025817,0.025817,0,0
1.716e-05,1.2692e-10,0,0,-4.8286e+16,70.975,1339.8,-0.0022641,2.3951e+07,1.0349e-10,57.954,0.21509,8.9081e+05,541.75,0,0.98541,0,1,0.02594,0.02594,0,0
1.716e-05,1.2497e-10,0,0,-4.8465e+16,70.969,1342.3,0.017787,2.3949e+07,1.0356e-10,58.925,0.2155,8.9076e+05,541.75,0,0.98536,0,1,0.026063,0.026063,0,0
1.716e-05,1.2302e-10,0,0,-4.8644e+16,70.962,1344.7,0.037838,2.3947e+07,1.0363e-10,59.896,0.2159,8.9072e+05,541.75,0,0.9853,0,1,0.026186,0.026186,0,0
1.716e-05,1.2106e-10,0,0,-4.8823e+16,70.956,1347.2,0.057888,2.3945e+07,1.037e-10,60.867,0.21631,8.9067e+05,541.75,0,0.98525,0,1,0.026309,0.026309,0,0
1.716e-05,1.1911e-10,0,0,-4.9001e+16,70.95,1349.7,0.077939,2.3942e+07,1.0377e-10,61.839,0.21672,8.9062e+05,541.74,0,0.9852,0,1,0.026431,0.026431,0,0
1.716e-05,1.1729e-10,0,0,-4.9186e+16,70.943,1352.2,0.077049,2.394e+07,1.0384e-10,62.853,0.21713,8.9057e+05,541.74,0,0.98514,0,1,0.026554,0.026554,0,0
1.716e-05,1.1555e-10,0,0,-4.9373e+16,70.937,1354.8,0.063653,2.3938e+07,1.0391e-10,63.892,0.21756,8.9052e+05,541.74,0,0.98508,0,1,0.026677,0.026677,0,0
1.716e-05,1.1381e-10,0,0,-4.9561e+16,70.93,1357.4,0.050257,2.3936e+07,1.0399e-10,64.932,0.21798,8.9047e+05,541.74,0,0.98503,0,1,0.0268,0.0268,0,0
1.716e-05,1.1208e-10,0,0,-4.9749e+16,70.923,1360,0.036861,2.3933e+07,1.0406e-10,65.971,0.21841,8.9041e+05,541.74,0,0.98497,0,1,0.026923,0.026923,0,0
1.716e-05,1.1034e-10,0,0,-4.9937e+16,70.917,1362.5,0.023465,2.3931e+07,1.0414e-10,67.011,0.21883,8.9036e+05,541.74,0,0.98491,0,1,0.027046,0.027046,0,0
1.716e-05,1.086e-10,0,0,-5.0124e+16,70.91,1365.1,0.010069,2.3929e+07,1.0422e-10,68.051,0.21925,8.9031e+05,541.74,0,0.98486,0,1,0.027169,0.027169,0,0
1.716e-05,1.0703e-10,0,0,-5.0322e+16,70.903,1367.8,0.011914,2.3926e+07,1.043e-10,69.165,0.2197,8.9026e+05,541.73,0,0.9848,0,1,0.027292,0.027292,0,0
1.716e-05,1.0547e-10,0,0,-5.0521e+16,70.896,1370.5,0.01442,2.3924e+07,1.0438e-10,70.283,0.22014,8.902e+05,541.73,0,0.98474,0,1,0.027415,0.027415,0,0
1.716e-05,1.039e-10,0,0,-5.0719e+16,70.889,1373.1,0.016926,2.3922e+07,1.0446e-10,71.401,0.22058,8.9015e+05,541.73,0,0.98468,0,1,0.027538,0.027538,0,0
1.716e-05,1.0234e-10,0,0,-5.0917e+16,70.882,1375.8,0.019432,2.3919e+07,1.0454e-10,72.519,0.22102,8.9009e+05,541.73,0,0.98462,0,1,0.027661,0.027661,0,0
1.716e-05,1.0078e-10,0,0,-5.1116e+16,70.875,1378.5,0.021938,2.3917e+07,1.0462e-10,73.637,0.22146,8.9004e+05,541.73,0,0.98456,0,1,0.027784,0.027784,0,0
1.716e-05,9.9274e-11,0,0,-5.1316e+16,70.868,1381.2,0.021093,2.3914e+07,1.0471e-10,74.77,0.22191,8.8999e+05,541.73,0,0.9845,0,1,0.027907,0.027907,0,0
1.716e-05,9.7901e-11,0,0,-5.1522e+16,70.86,1384,0.012068,2.3912e+07,1.048e-10,75.942,0.22236,8.8993e+05,541.72,0,0.98444,0,1,0.02803,0.02803,0,0
1.716e-05,9.6529e-11,0,0,-5.1727e+16,70.853,1386.8,0.0030435,2.3909e+07,1.0488e-10,77.113,0.22282,8.8987e+05,541.72,0,0.98437,0,1,0.028153,0.028153,0,0
1.716e-05,9.5156e-11,0,0,-5.1933e+16,70.846,1389.5,-0.0059812,2.3907e+07,1.0497e-10,78.285,0.22327,8.8982e+05,541.72,0,0.98431,0,1,0.028276,0.028276,0,0
1.716e-05,9.3783e-11,0,0,-5.2139e+16,70.839,1392.3,-0.015006,2.3904e+07,1.0506e-10,79.456,0.22373,8.8976e+05,541.72,0,0.98425,0,1,0.028398,0.028398,0,0
1.716e-05,9.2411e-11,0,0,-5.2344e+16,70.831,1395.1,-0.024031,2.3902e+07,1.0515e-10,80.628,0.22419,8.8971e+05,541.72,0,0.98419,0,1,0.028521,0.028521,0,0
1.716e-05,9.112e-11,0,0,-5.2556e+16,70.824,1397.9,-0.023513,2.3899e+07,1.0524e-10,81.852,0.22465,8.8965e+05,541.72,0,0.98412,0,1,0.028644,0.028644,0,0
1.716e-05,8.9878e-11,0,0,-5.2773e+16,70.816,1400.8,-0.01722,2.3897e+07,1.0534e-10,83.108,0.22513,8.8959e+05,541.71,0,0.98406,0,1,0.028767,0.028767,0,0
1.716e-05,8.8637e-11,0,0,-5.2989e+16,70.809,1403.7,-0.010926,2.3894e+07,1.0543e-10,84.364,0.2256,8.8953e+05,541.71,0,0.98399,0,1,0.02889,0.02889,0,0
1.716e-05,8.7395e-11,0,0,-5.3206e+16,70.801,1406.5,-0.0046329,2.3891e+07,1.0553e-10,85.62,0.22608,8.8947e+05,541.71,0,0.98393,0,1,0.029013,0.029013,0,0
1.716e-05,8.6154e-11,0,0,-5.3422e+16,70.793,1409.4,0.0016605,2.3889e+07,1.0562e-10,86.876,0.22655,8.8941e+05,541.71,0,0.98386,0,1,0.029136,0.029136,0,0
1.716e-05,8.4912e-11,0,0,-5.3639e+16,70.786,1412.3,0.0079539,2.3886e+07,1.0572e-10,88.132,0.22703,8.8935e+05,541.71,0,0.9838,0,1,0.029259,0.029259,0,0
1.716e-05,8.3786e-11,0,0,-5.3865e+16,70.778,1415.3,0.012676,2.3883e+07,1.0582e-10,89.47,0.22752,8.8929e+05,541.71,0,0.98373,0,1,0.029382,0.029382,0,0
1.716e-05,8.2664e-11,0,0,-5.4092e+16,70.77,1418.3,0.017323,2.3881e+07,1.0592e-10,90.811,0.22802,8.8923e+05,541.7,0,0.98366,0,1,0.029505,0.029505,0,0
1.716e-05,8.1543e-11,0,0,-5.4318e+16,70.762,1421.3,0.021971,2.3878e+07,1.0602e-10,92.153,0.22851,8.8917e+05,541.7,0,0.98359,0,1,0.029628,0.029628,0,0
1.716e-05,8.0421e-11,0,0,-5.4545e+16,70.754,1424.3,0.026619,2.3875e+07,1.0613e-10,93.494,0.229,8.891e+05,541.7,0,0.98352,0,1,0.029751,0.029751,0,0
1.716e-05,7.93e-11,0,0,-5.4772e+16,70.746,1427.3,0.031267,2.3872e+07,1.0623e-10,94.836,0.2295,8.8904e+05,541.7,0,0.98345,0,1,0.029874,0.029874,0,0
1.716e-05,7.8215e-11,0,0,-5.5002e+16,70.737,1430.3,0.030053,2.387e+07,1.0633e-10,96.194,0.23,8.8898e+05,541.7,0,0.98338,0,1,0.029997,0.029997,0,0
1.716e-05,7.7221e-11,0,0,-5.5241e+16,70.729,1433.4,0.014307,2.3867e+07,1.0644e-10,97.595,0.23051,8.8891e+05,541.69,0,0.98331,0,1,0.03012,0.03012,0,0
1.716e-05,7.6227e-11,0,0,-5.5481e+16,70.72,1436.5,-0.0014387,2.3864e+07,1.0655e-10,98.996,0.23102,8.8885e+05,541.69,0,0.98324,0,1,0.030243,0.030243,0,0
1.716e-05,7.5234e-11,0,0,-5.572e+16,70.712,1439.6,-0.017184,2.3861e+07,1.0666e-10,100.4,0.23153,8.8878e+05,541.69,0,0.98317,0,1,0.030365,0.030365,0,0
1.716e-05,7.424e-11,0,0,-5.5959e+16,70.704,1442.7,-0.03293,2.3858e+07,1.0677e-10,101.8,0.23205,8.8872e+05,541.69,0,0.98309,0,1,0.030488,0.030488,0,0
1.716e-05,7.3246e-11,0,0,-5.6199e+16,70.695,1445.8,-0.048675,2.3855e+07,1.0688e-10,103.2,0.23256,8.8865e+05,541.69,0,0.98302,0,1,0.030611,0.030611,0,0
1.716e-05,7.2314e-11,0,0,-5.6444e+16,70.686,1448.9,-0.054207,2.3852e+07,1.07e-10,104.65,0.23308,8.8859e+05,541.69,0,0.98295,0,1,0.030734,0.030734,0,0
1.716e-05,7.142e-11,0,0,-5.6694e+16,70.678,1452.1,-0.053472,2.3849e+07,1.0711e-10,106.12,0.23361,8.8852e+05,541.68,0,0.98287,0,1,0.030857,0.030857,0,0
1.716e-05,7.0525e-11,0,0,-5.6944e+16,70.669,1455.3,-0.052737,2.3846e+07,1.0723e-10,107.6,0.23414,8.8845e+05,541.68,0,0.9828,0,1,0.03098,0.03098,0,0
1.716e-05,6.9631e-11,0,0,-5.7193e+16,70.66,1458.5,-0.052001,2.3843e+07,1.0735e-10,109.07,0.23466,8.8838e+05,541.68,0,0.98272,0,1,0.031103,0.031103,0,0
