,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,G
0,202.89,321770000.0,1.7,12915.0,-6.6987e-09,0,1499900.0,-1.2064e-11,571.71,1,0.0,0.0,0.4,0,0.7577617356292932
1,202.89,321770000.0,1.7,12915.0,-6.9601e-09,0,1499900.0,-1.2251e-11,571.71,1,0.001,0.001,0.4,0,0.7577617356292932
2,202.89,321770000.0,1.7,12915.0,-7.2215e-09,0,1499900.0,-1.2438e-11,571.71,1,0.002,0.002,0.4,0,0.7577617356292932
3,202.89,321770000.0,1.7,12915.0,-7.4829e-09,0,1499900.0,-1.2625e-11,571.71,1,0.003,0.003,0.4,0,0.7577617356292932
4,202.89,321770000.0,1.7,12915.0,-7.7442e-09,0,1499900.0,-1.2812e-11,571.71,1,0.004,0.004,0.4,0,0.7577617356292932
5,202.89,321770000.0,1.7,12915.0,-8.0056e-09,0,1499900.0,-1.2999e-11,571.71,1,0.005,0.005,0.4,0,0.7577617356292932
6,202.89,321770000.0,1.7,12915.0,-8.267e-09,0,1499900.0,-1.3186e-11,571.71,1,0.006,0.006,0.4,0,0.7577617356292932
7,202.89,321770000.0,1.7,12915.0,-8.5284e-09,0,1499900.0,-1.3373e-11,571.71,1,0.007,0.007,0.4,0,0.7577617356292932
8,202.89,321770000.0,1.7,12915.0,-8.7897e-09,0,1499900.0,-1.356e-11,571.71,1,0.008,0.008,0.4,0,0.7577617356292932
9,202.89,321770000.0,1.7,12915.0,-9.0511e-09,0,1499900.0,-1.3747e-11,571.71,1,0.009,0.009,0.4,0,0.7577617356292932
10,202.89,321770000.0,1.7,12915.0,-9.3125e-09,0,1499900.0,-1.3934e-11,571.71,1,0.01,0.01,0.4,0,0.7577617356292932
11,202.89,321770000.0,1.7,12915.0,-9.5739e-09,0,1499900.0,-1.4121e-11,571.71,1,0.011,0.011,0.4,0,0.7577617356292932
12,202.89,321770000.0,1.7,12915.0,-9.8353e-09,0,1499900.0,-1.4308e-11,571.71,1,0.012,0.012,0.4,0,0.7577617356292932
13,202.89,321770000.0,1.7,12915.0,-1.0097e-08,0,1499900.0,-1.4495e-11,571.71,1,0.013,0.013,0.4,0,0.7577617356292932
14,202.89,321770000.0,1.7,12915.0,-1.0358e-08,0,1499900.0,-1.4682e-11,571.71,1,0.014,0.014,0.4,0,0.7577617356292932
15,202.89,321770000.0,1.7,12915.0,-1.0619e-08,0,1499900.0,-1.4869e-11,571.71,1,0.015,0.015,0.4,0,0.7577617356292932
16,202.89,321770000.0,1.7,12915.0,-1.0881e-08,0,1499900.0,-1.5055e-11,571.71,1,0.016,0.016,0.4,0,0.7577617356292932
