,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,G
0,202.89,321770000.0,1.7,12915.0,-0.0019185,0,1499900.0,-2.0082e-06,571.71,1,0.0,0.0,0.4,0,0.7577617356292932
1,202.89,321770000.0,1.7,12915.0,-0.0020985,0,1499900.0,-2.0835e-06,571.71,1,0.001,0.001,0.4,0,0.7577617356292932
2,202.89,321770000.0,1.7,12915.0,-0.0022784,0,1499900.0,-2.1588e-06,571.71,1,0.002,0.002,0.4,0,0.7577617356292932
3,202.89,321770000.0,1.7,12915.0,-0.0024583,0,1499900.0,-2.2341e-06,571.71,1,0.003,0.003,0.4,0,0.7577617356292932
4,202.89,321770000.0,1.7,12915.0,-0.0026383,0,1499900.0,-2.3094e-06,571.71,1,0.004,0.004,0.4,0,0.7577617356292932
5,202.89,321770000.0,1.7,12915.0,-0.0028182,0,1499900.0,-2.3847e-06,571.71,1,0.005,0.005,0.4,0,0.7577617356292932
6,202.89,321770000.0,1.7,12915.0,-0.0029981,0,1499900.0,-2.4599e-06,571.71,1,0.006,0.006,0.4,0,0.7577617356292932
7,202.89,321770000.0,1.7,12915.0,-0.0031781,0,1499900.0,-2.5352e-06,571.71,1,0.007,0.007,0.4,0,0.7577617356292932
8,202.89,321770000.0,1.7,12915.0,-0.003358,0,1499900.0,-2.6105e-06,571.71,1,0.008,0.008,0.4,0,0.7577617356292932
9,202.89,321770000.0,1.7,12915.0,-0.0035379,0,1499900.0,-2.6858e-06,571.71,1,0.009,0.009,0.4,0,0.7577617356292932
10,202.89,321770000.0,1.7,12915.0,-0.0037179,0,1499900.0,-2.7611e-06,571.71,1,0.01,0.01,0.4,0,0.7577617356292932
11,202.89,321770000.0,1.7,12915.0,-0.0038978,0,1499900.0,-2.8364e-06,571.71,1,0.011,0.011,0.4,0,0.7577617356292932
12,202.89,321770000.0,1.7,12915.0,-0.0040777,0,1499900.0,-2.9116e-06,571.71,1,0.012,0.012,0.4,0,0.7577617356292932
13,202.89,321770000.0,1.7,12915.0,-0.0042577,0,1499900.0,-2.9869e-06,571.71,1,0.013,0.013,0.4,0,0.7577617356292932
14,202.89,321770000.0,1.7,12915.0,-0.0044376,0,1499900.0,-3.0622e-06,571.71,1,0.014,0.014,0.4,0,0.7577617356292932
15,202.89,321770000.0,1.7,12915.0,-0.0046175,0,1499900.0,-3.1375e-06,571.71,1,0.015,0.015,0.4,0,0.7577617356292932
16,202.89,321770000.0,1.7,12915.0,-0.0047975,0,1499900.0,-3.2128e-06,571.71,1,0.016,0.016,0.4,0,0.7577617356292932
17,202.89,321770000.0,1.7,12915.0,-0.0049774,0,1499900.0,-3.288e-06,571.71,1,0.017,0.017,0.4,0,0.7577617356292932
18,202.89,321770000.0,1.7,12915.0,-0.0052403,0,1499900.0,-3.3957e-06,571.71,1,0.018,0.018,0.4,0,0.7577617356292932
