"Mach","Pressure","Temperature","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.31876,8.7551e+05,541.31,0.96849,1,0.044626,0.044626,0,0
0.3198,8.7532e+05,541.31,0.96828,1,0.044749,0.044749,0,0
0.32084,8.7513e+05,541.3,0.96806,1,0.044872,0.044872,0,0
0.32188,8.7494e+05,541.3,0.96785,1,0.044995,0.044995,0,0
0.32294,8.7474e+05,541.29,0.96763,1,0.045118,0.045118,0,0
0.324,8.7454e+05,541.28,0.96741,1,0.045241,0.045241,0,0
0.32505,8.7435e+05,541.28,0.9672,1,0.045364,0.045364,0,0
0.32612,8.7415e+05,541.27,0.96698,1,0.045487,0.045487,0,0
0.3272,8.7394e+05,541.27,0.96675,1,0.04561,0.04561,0,0
0.32828,8.7374e+05,541.26,0.96652,1,0.045733,0.045733,0,0
0.32936,8.7353e+05,541.26,0.9663,1,0.045855,0.045855,0,0
0.33044,8.7333e+05,541.25,0.96607,1,0.045978,0.045978,0,0
0.33154,8.7311e+05,541.24,0.96584,1,0.046101,0.046101,0,0
0.33265,8.729e+05,541.24,0.9656,1,0.046224,0.046224,0,0
0.33375,8.7269e+05,541.23,0.96537,1,0.046347,0.046347,0,0
0.33485,8.7248e+05,541.23,0.96513,1,0.04647,0.04647,0,0
0.33598,8.7226e+05,541.22,0.96489,1,0.046593,0.046593,0,0
0.33711,8.7204e+05,541.21,0.96465,1,0.046716,0.046716,0,0
0.33823,8.7182e+05,541.21,0.9644,1,0.046839,0.046839,0,0
0.33936,8.716e+05,541.2,0.96416,1,0.046962,0.046962,0,0
0.34051,8.7137e+05,541.19,0.96391,1,0.047085,0.047085,0,0
0.34166,8.7115e+05,541.19,0.96366,1,0.047208,0.047208,0,0
0.34281,8.7092e+05,541.18,0.96341,1,0.047331,0.047331,0,0
0.34396,8.7069e+05,541.18,0.96315,1,0.047454,0.047454,0,0
0.34513,8.7046e+05,541.17,0.96289,1,0.047577,0.047577,0,0
0.3463,8.7022e+05,541.16,0.96263,1,0.0477,0.0477,0,0
0.34747,8.6999e+05,541.16,0.96237,1,0.047822,0.047822,0,0
0.34864,8.6975e+05,541.15,0.96211,1,0.047945,0.047945,0,0
0.34983,8.6951e+05,541.14,0.96184,1,0.048068,0.048068,0,0
0.35102,8.6926e+05,541.13,0.96157,1,0.048191,0.048191,0,0
0.35222,8.6902e+05,541.13,0.9613,1,0.048314,0.048314,0,0
0.35341,8.6878e+05,541.12,0.96103,1,0.048437,0.048437,0,0
0.35462,8.6852e+05,541.11,0.96076,1,0.04856,0.04856,0,0
0.35584,8.6827e+05,541.11,0.96048,1,0.048683,0.048683,0,0
0.35706,8.6802e+05,541.1,0.9602,1,0.048806,0.048806,0,0
0.35827,8.6777e+05,541.09,0.95992,1,0.048929,0.048929,0,0
0.35951,8.6751e+05,541.08,0.95963,1,0.049052,0.049052,0,0
0.36075,8.6725e+05,541.08,0.95934,1,0.049175,0.049175,0,0
0.36199,8.6699e+05,541.07,0.95906,1,0.049298,0.049298,0,0
0.36323,8.6673e+05,541.06,0.95877,1,0.049421,0.049421,0,0
0.36449,8.6646e+05,541.06,0.95847,1,0.049544,0.049544,0,0
0.36575,8.6619e+05,541.05,0.95817,1,0.049667,0.049667,0,0
0.36701,8.6592e+05,541.04,0.95787,1,0.049789,0.049789,0,0
0.36827,8.6565e+05,541.03,0.95758,1,0.049912,0.049912,0,0
0.36955,8.6537e+05,541.02,0.95727,1,0.050035,0.050035,0,0
0.37084,8.6509e+05,541.02,0.95696,1,0.050158,0.050158,0,0
0.37213,8.6481e+05,541.01,0.95665,1,0.050281,0.050281,0,0
0.37341,8.6453e+05,541,0.95634,1,0.050404,0.050404,0,0
0.37471,8.6425e+05,540.99,0.95602,1,0.050527,0.050527,0,0
0.37602,8.6396e+05,540.98,0.95571,1,0.05065,0.05065,0,0
0.37733,8.6367e+05,540.98,0.95539,1,0.050773,0.050773,0,0
0.37864,8.6338e+05,540.97,0.95507,1,0.050896,0.050896,0,0
0.37996,8.6309e+05,540.96,0.95474,1,0.051019,0.051019,0,0
0.38129,8.6279e+05,540.95,0.95441,1,0.051142,0.051142,0,0
0.38262,8.6249e+05,540.94,0.95408,1,0.051265,0.051265,0,0
0.38396,8.6219e+05,540.93,0.95375,1,0.051388,0.051388,0,0
0.3853,8.6189e+05,540.93,0.95341,1,0.051511,0.051511,0,0
0.38665,8.6158e+05,540.92,0.95307,1,0.051634,0.051634,0,0
0.38801,8.6127e+05,540.91,0.95273,1,0.051756,0.051756,0,0
0.38936,8.6096e+05,540.9,0.95239,1,0.051879,0.051879,0,0
0.39072,8.6065e+05,540.89,0.95204,1,0.052002,0.052002,0,0
0.3921,8.6033e+05,540.88,0.95169,1,0.052125,0.052125,0,0
0.39348,8.6001e+05,540.87,0.95134,1,0.052248,0.052248,0,0
0.39485,8.5969e+05,540.86,0.95098,1,0.052371,0.052371,0,0
0.39624,8.5937e+05,540.85,0.95063,1,0.052494,0.052494,0,0
0.39764,8.5904e+05,540.85,0.95026,1,0.052617,0.052617,0,0
0.39904,8.5871e+05,540.84,0.9499,1,0.05274,0.05274,0,0
0.40044,8.5838e+05,540.83,0.94953,1,0.052863,0.052863,0,0
0.40185,8.5804e+05,540.82,0.94916,1,0.052986,0.052986,0,0
0.40327,8.577e+05,540.81,0.94879,1,0.053109,0.053109,0,0
0.40469,8.5736e+05,540.8,0.94841,1,0.053232,0.053232,0,0
0.40612,8.5702e+05,540.79,0.94803,1,0.053355,0.053355,0,0
0.40755,8.5668e+05,540.78,0.94765,1,0.053478,0.053478,0,0
0.40899,8.5633e+05,540.77,0.94726,1,0.053601,0.053601,0,0
0.41044,8.5597e+05,540.76,0.94687,1,0.053723,0.053723,0,0
0.41189,8.5562e+05,540.75,0.94649,1,0.053846,0.053846,0,0
0.41334,8.5527e+05,540.74,0.94609,1,0.053969,0.053969,0,0
0.41481,8.5491e+05,540.73,0.94569,1,0.054092,0.054092,0,0
0.41627,8.5454e+05,540.72,0.94529,1,0.054215,0.054215,0,0
0.41774,8.5418e+05,540.71,0.94489,1,0.054338,0.054338,0,0
0.41922,8.5382e+05,540.7,0.94449,1,0.054461,0.054461,0,0
0.42071,8.5344e+05,540.69,0.94407,1,0.054584,0.054584,0,0
0.4222,8.5306e+05,540.68,0.94366,1,0.054707,0.054707,0,0
0.42369,8.5269e+05,540.67,0.94324,1,0.05483,0.05483,0,0
0.42519,8.5231e+05,540.66,0.94282,1,0.054953,0.054953,0,0
0.42671,8.5192e+05,540.65,0.94239,1,0.055076,0.055076,0,0
0.42822,8.5154e+05,540.63,0.94197,1,0.055199,0.055199,0,0
0.42974,8.5115e+05,540.62,0.94154,1,0.055322,0.055322,0,0
0.43125,8.5076e+05,540.61,0.94111,1,0.055445,0.055445,0,0
0.43279,8.5036e+05,540.6,0.94066,1,0.055568,0.055568,0,0
0.43433,8.4996e+05,540.59,0.94022,1,0.05569,0.05569,0,0
0.43587,8.4956e+05,540.58,0.93978,1,0.055813,0.055813,0,0
0.43741,8.4916e+05,540.57,0.93934,1,0.055936,0.055936,0,0
0.43897,8.4875e+05,540.56,0.93888,1,0.056059,0.056059,0,0
0.44053,8.4834e+05,540.54,0.93843,1,0.056182,0.056182,0,0
0.4421,8.4793e+05,540.53,0.93797,1,0.056305,0.056305,0,0
0.44366,8.4751e+05,540.52,0.93752,1,0.056428,0.056428,0,0
0.44524,8.4709e+05,540.51,0.93704,1,0.056551,0.056551,0,0
0.44683,8.4666e+05,540.5,0.93657,1,0.056674,0.056674,0,0
0.44841,8.4624e+05,540.49,0.9361,1,0.056797,0.056797,0,0
0.45,8.4581e+05,540.47,0.93563,1,0.05692,0.05692,0,0
0.4516,8.4537e+05,540.46,0.93515,1,0.057043,0.057043,0,0
0.45321,8.4493e+05,540.45,0.93466,1,0.057166,0.057166,0,0
0.45482,8.4449e+05,540.44,0.93417,1,0.057289,0.057289,0,0
0.45643,8.4406e+05,540.43,0.93369,1,0.057412,0.057412,0,0
0.45806,8.436e+05,540.41,0.93319,1,0.057535,0.057535,0,0
0.45969,8.4315e+05,540.4,0.93269,1,0.057657,0.057657,0,0
0.46132,8.427e+05,540.39,0.93219,1,0.05778,0.05778,0,0
0.46295,8.4224e+05,540.37,0.93169,1,0.057903,0.057903,0,0
0.4646,8.4178e+05,540.36,0.93117,1,0.058026,0.058026,0,0
0.46625,8.4131e+05,540.35,0.93066,1,0.058149,0.058149,0,0
0.46791,8.4084e+05,540.34,0.93014,1,0.058272,0.058272,0,0
0.46956,8.4038e+05,540.32,0.92962,1,0.058395,0.058395,0,0
0.47123,8.399e+05,540.31,0.92909,1,0.058518,0.058518,0,0
0.47291,8.3942e+05,540.3,0.92856,1,0.058641,0.058641,0,0
0.47459,8.3893e+05,540.28,0.92803,1,0.058764,0.058764,0,0
0.47627,8.3845e+05,540.27,0.92749,1,0.058887,0.058887,0,0
0.47796,8.3796e+05,540.25,0.92695,1,0.05901,0.05901,0,0
0.47967,8.3746e+05,540.24,0.9264,1,0.059133,0.059133,0,0
0.48137,8.3697e+05,540.23,0.92585,1,0.059256,0.059256,0,0
0.48307,8.3647e+05,540.21,0.9253,1,0.059379,0.059379,0,0
0.48479,8.3596e+05,540.2,0.92474,1,0.059502,0.059502,0,0
0.48651,8.3545e+05,540.18,0.92417,1,0.059624,0.059624,0,0
0.48824,8.3494e+05,540.17,0.9236,1,0.059747,0.059747,0,0
0.48996,8.3442e+05,540.16,0.92303,1,0.05987,0.05987,0,0
0.4917,8.339e+05,540.14,0.92246,1,0.059993,0.059993,0,0
0.49345,8.3337e+05,540.13,0.92187,1,0.060116,0.060116,0,0
0.4952,8.3284e+05,540.11,0.92129,1,0.060239,0.060239,0,0
0.49695,8.3232e+05,540.1,0.9207,1,0.060362,0.060362,0,0
0.49871,8.3178e+05,540.08,0.92011,1,0.060485,0.060485,0,0
0.50048,8.3123e+05,540.07,0.91951,1,0.060608,0.060608,0,0
0.50226,8.3069e+05,540.05,0.9189,1,0.060731,0.060731,0,0
0.50403,8.3014e+05,540.04,0.9183,1,0.060854,0.060854,0,0
0.50582,8.2959e+05,540.02,0.91769,1,0.060977,0.060977,0,0
0.50761,8.2903e+05,540.01,0.91707,1,0.0611,0.0611,0,0
0.50941,8.2847e+05,539.99,0.91645,1,0.061223,0.061223,0,0
0.51121,8.279e+05,539.97,0.91582,1,0.061346,0.061346,0,0
0.51302,8.2734e+05,539.96,0.9152,1,0.061469,0.061469,0,0
0.51484,8.2676e+05,539.94,0.91455,1,0.061591,0.061591,0,0
0.51666,8.2618e+05,539.93,0.91391,1,0.061714,0.061714,0,0
0.51848,8.256e+05,539.91,0.91327,1,0.061837,0.061837,0,0
0.52031,8.2501e+05,539.89,0.91263,1,0.06196,0.06196,0,0
0.52216,8.2442e+05,539.88,0.91197,1,0.062083,0.062083,0,0
0.524,8.2382e+05,539.86,0.91131,1,0.062206,0.062206,0,0
0.52585,8.2322e+05,539.85,0.91065,1,0.062329,0.062329,0,0
0.5277,8.2262e+05,539.83,0.90998,1,0.062452,0.062452,0,0
0.52957,8.2201e+05,539.81,0.9093,1,0.062575,0.062575,0,0
0.53144,8.2139e+05,539.79,0.90862,1,0.062698,0.062698,0,0
0.53331,8.2078e+05,539.78,0.90794,1,0.062821,0.062821,0,0
0.53519,8.2016e+05,539.76,0.90726,1,0.062944,0.062944,0,0
0.53708,8.1952e+05,539.74,0.90655,1,0.063067,0.063067,0,0
0.53898,8.1889e+05,539.73,0.90585,1,0.06319,0.06319,0,0
0.54087,8.1826e+05,539.71,0.90515,1,0.063313,0.063313,0,0
0.54277,8.1762e+05,539.69,0.90445,1,0.063435,0.063435,0,0
0.54469,8.1697e+05,539.67,0.90373,1,0.063558,0.063558,0,0
0.54661,8.1632e+05,539.65,0.903,1,0.063681,0.063681,0,0
0.54853,8.1566e+05,539.64,0.90228,1,0.063804,0.063804,0,0
0.55045,8.1501e+05,539.62,0.90156,1,0.063927,0.063927,0,0
0.55239,8.1434e+05,539.6,0.90081,1,0.06405,0.06405,0,0
0.55434,8.1366e+05,539.58,0.90007,1,0.064173,0.064173,0,0
0.55628,8.1299e+05,539.56,0.89933,1,0.064296,0.064296,0,0
0.55822,8.1232e+05,539.54,0.89858,1,0.064419,0.064419,0,0
0.56019,8.1163e+05,539.52,0.89782,1,0.064542,0.064542,0,0
0.56215,8.1093e+05,539.51,0.89705,1,0.064665,0.064665,0,0
0.56412,8.1024e+05,539.49,0.89629,1,0.064788,0.064788,0,0
0.56608,8.0955e+05,539.47,0.89552,1,0.064911,0.064911,0,0
0.56807,8.0884e+05,539.45,0.89473,1,0.065034,0.065034,0,0
0.57006,8.0813e+05,539.43,0.89395,1,0.065157,0.065157,0,0
0.57206,8.0741e+05,539.41,0.89316,1,0.06528,0.06528,0,0
0.57405,8.067e+05,539.39,0.89237,1,0.065402,0.065402,0,0
0.57606,8.0597e+05,539.37,0.89156,1,0.065525,0.065525,0,0
0.57808,8.0524e+05,539.35,0.89075,1,0.065648,0.065648,0,0
0.58009,8.045e+05,539.33,0.88994,1,0.065771,0.065771,0,0
0.58211,8.0377e+05,539.31,0.88913,1,0.065894,0.065894,0,0
0.58414,8.0302e+05,539.29,0.8883,1,0.066017,0.066017,0,0
0.58618,8.0227e+05,539.27,0.88746,1,0.06614,0.06614,0,0
0.58823,8.0151e+05,539.25,0.88663,1,0.066263,0.066263,0,0
0.59027,8.0076e+05,539.22,0.88579,1,0.066386,0.066386,0,0
0.59232,7.9999e+05,539.2,0.88494,1,0.066509,0.066509,0,0
0.59438,7.9921e+05,539.18,0.88408,1,0.066632,0.066632,0,0
0.59645,7.9843e+05,539.16,0.88322,1,0.066755,0.066755,0,0
0.59851,7.9766e+05,539.14,0.88236,1,0.066878,0.066878,0,0
0.60059,7.9686e+05,539.12,0.88149,1,0.067001,0.067001,0,0
0.60267,7.9607e+05,539.1,0.8806,1,0.067124,0.067124,0,0
0.60476,7.9527e+05,539.07,0.87972,1,0.067247,0.067247,0,0
0.60685,7.9447e+05,539.05,0.87884,1,0.067369,0.067369,0,0
0.60894,7.9366e+05,539.03,0.87794,1,0.067492,0.067492,0,0
0.61105,7.9284e+05,539.01,0.87703,1,0.067615,0.067615,0,0
0.61316,7.9202e+05,538.98,0.87613,1,0.067738,0.067738,0,0
0.61527,7.912e+05,538.96,0.87522,1,0.067861,0.067861,0,0
0.61739,7.9036e+05,538.94,0.8743,1,0.067984,0.067984,0,0
0.61953,7.8952e+05,538.92,0.87336,1,0.068107,0.068107,0,0
0.62166,7.8867e+05,538.89,0.87243,1,0.06823,0.06823,0,0
0.62379,7.8783e+05,538.87,0.87149,1,0.068353,0.068353,0,0
0.62594,7.8697e+05,538.85,0.87055,1,0.068476,0.068476,0,0
0.62809,7.8611e+05,538.82,0.86959,1,0.068599,0.068599,0,0
0.63025,7.8524e+05,538.8,0.86863,1,0.068722,0.068722,0,0
0.6324,7.8437e+05,538.78,0.86767,1,0.068845,0.068845,0,0
0.63457,7.8349e+05,538.75,0.8667,1,0.068968,0.068968,0,0
0.63675,7.826e+05,538.73,0.86571,1,0.069091,0.069091,0,0
0.63893,7.8171e+05,538.7,0.86473,1,0.069214,0.069214,0,0
0.64111,7.8082e+05,538.68,0.86374,1,0.069336,0.069336,0,0
0.64329,7.7992e+05,538.65,0.86275,1,0.069459,0.069459,0,0
0.64549,7.7901e+05,538.63,0.86173,1,0.069582,0.069582,0,0
0.6477,7.7809e+05,538.6,0.86072,1,0.069705,0.069705,0,0
0.6499,7.7718e+05,538.58,0.85971,1,0.069828,0.069828,0,0
0.65211,7.7626e+05,538.55,0.85869,1,0.069951,0.069951,0,0
0.65433,7.7532e+05,538.53,0.85765,1,0.070074,0.070074,0,0
0.65655,7.7438e+05,538.5,0.85661,1,0.070197,0.070197,0,0
0.65878,7.7344e+05,538.48,0.85557,1,0.07032,0.07032,0,0
0.66101,7.7249e+05,538.45,0.85453,1,0.070443,0.070443,0,0
0.66325,7.7153e+05,538.42,0.85346,1,0.070566,0.070566,0,0
0.6655,7.7056e+05,538.4,0.85239,1,0.070689,0.070689,0,0
0.66774,7.696e+05,538.37,0.85133,1,0.070812,0.070812,0,0
0.66999,7.6863e+05,538.34,0.85026,1,0.070935,0.070935,0,0
0.67226,7.6764e+05,538.32,0.84916,1,0.071058,0.071058,0,0
0.67453,7.6666e+05,538.29,0.84807,1,0.071181,0.071181,0,0
0.6768,7.6567e+05,538.26,0.84698,1,0.071303,0.071303,0,0
0.67907,7.6468e+05,538.24,0.84588,1,0.071426,0.071426,0,0
0.68136,7.6366e+05,538.21,0.84476,1,0.071549,0.071549,0,0
0.68365,7.6265e+05,538.18,0.84364,1,0.071672,0.071672,0,0
0.68594,7.6163e+05,538.15,0.84251,1,0.071795,0.071795,0,0
0.68823,7.6062e+05,538.13,0.84139,1,0.071918,0.071918,0,0
0.69054,7.5958e+05,538.1,0.84024,1,0.072041,0.072041,0,0
0.69285,7.5854e+05,538.07,0.83909,1,0.072164,0.072164,0,0
0.69516,7.575e+05,538.04,0.83794,1,0.072287,0.072287,0,0
0.69747,7.5646e+05,538.01,0.83679,1,0.07241,0.07241,0,0
0.6998,7.554e+05,537.98,0.83562,1,0.072533,0.072533,0,0
0.70213,7.5433e+05,537.95,0.83444,1,0.072656,0.072656,0,0
0.70446,7.5327e+05,537.93,0.83326,1,0.072779,0.072779,0,0
0.7068,7.522e+05,537.9,0.83208,1,0.072902,0.072902,0,0
0.70915,7.5112e+05,537.87,0.83088,1,0.073025,0.073025,0,0
0.7115,7.5002e+05,537.84,0.82967,1,0.073148,0.073148,0,0
0.71385,7.4893e+05,537.81,0.82847,1,0.07327,0.07327,0,0
0.7162,7.4784e+05,537.78,0.82726,1,0.073393,0.073393,0,0
0.71857,7.4673e+05,537.75,0.82603,1,0.073516,0.073516,0,0
0.72094,7.4562e+05,537.72,0.8248,1,0.073639,0.073639,0,0
0.72332,7.445e+05,537.69,0.82356,1,0.073762,0.073762,0,0
0.72569,7.4338e+05,537.66,0.82233,1,0.073885,0.073885,0,0
0.72807,7.4225e+05,537.63,0.82107,1,0.074008,0.074008,0,0
0.73046,7.411e+05,537.59,0.8198,1,0.074131,0.074131,0,0
0.73286,7.3996e+05,537.56,0.81854,1,0.074254,0.074254,0,0
0.73525,7.3882e+05,537.53,0.81728,1,0.074377,0.074377,0,0
0.73765,7.3766e+05,537.5,0.81599,1,0.0745,0.0745,0,0
0.74007,7.3649e+05,537.47,0.8147,1,0.074623,0.074623,0,0
0.74248,7.3532e+05,537.44,0.81341,1,0.074746,0.074746,0,0
0.74489,7.3415e+05,537.41,0.81211,1,0.074869,0.074869,0,0
0.74732,7.3296e+05,537.37,0.8108,1,0.074992,0.074992,0,0
0.74975,7.3177e+05,537.34,0.80948,1,0.075115,0.075115,0,0
0.75218,7.3057e+05,537.31,0.80815,1,0.075237,0.075237,0,0
0.75461,7.2937e+05,537.28,0.80683,1,0.07536,0.07536,0,0
0.75705,7.2816e+05,537.24,0.80549,1,0.075483,0.075483,0,0
0.7595,7.2694e+05,537.21,0.80414,1,0.075606,0.075606,0,0
0.76195,7.2572e+05,537.18,0.80279,1,0.075729,0.075729,0,0
0.7644,7.245e+05,537.14,0.80144,1,0.075852,0.075852,0,0
0.76686,7.2327e+05,537.11,0.80008,1,0.075975,0.075975,0,0
0.76933,7.2202e+05,537.08,0.7987,1,0.076098,0.076098,0,0
0.7718,7.2077e+05,537.04,0.79731,1,0.076221,0.076221,0,0
0.77427,7.1952e+05,537.01,0.79593,1,0.076344,0.076344,0,0
0.77675,7.1826e+05,536.97,0.79454,1,0.076467,0.076467,0,0
0.77923,7.1699e+05,536.94,0.79313,1,0.07659,0.07659,0,0
0.78171,7.1572e+05,536.9,0.79173,1,0.076713,0.076713,0,0
0.78419,7.1445e+05,536.87,0.79032,1,0.076836,0.076836,0,0
0.78667,7.1317e+05,536.84,0.7889,1,0.076959,0.076959,0,0
0.78918,7.1187e+05,536.8,0.78747,1,0.077082,0.077082,0,0
0.79168,7.1057e+05,536.76,0.78603,1,0.077204,0.077204,0,0
0.79418,7.0927e+05,536.73,0.78459,1,0.077327,0.077327,0,0
0.79668,7.0796e+05,536.69,0.78315,1,0.07745,0.07745,0,0
0.7992,7.0664e+05,536.66,0.78168,1,0.077573,0.077573,0,0
0.80172,7.0532e+05,536.62,0.78022,1,0.077696,0.077696,0,0
0.80424,7.04e+05,536.59,0.77876,1,0.077819,0.077819,0,0
0.80676,7.0267e+05,536.55,0.77729,1,0.077942,0.077942,0,0
0.80929,7.0132e+05,536.51,0.77579,1,0.078065,0.078065,0,0
0.81182,6.9997e+05,536.48,0.7743,1,0.078188,0.078188,0,0
0.81436,6.9862e+05,536.44,0.77281,1,0.078311,0.078311,0,0
0.81689,6.9727e+05,536.4,0.77131,1,0.078434,0.078434,0,0
0.81944,6.9589e+05,536.37,0.76979,1,0.078557,0.078557,0,0
0.82199,6.9451e+05,536.33,0.76827,1,0.07868,0.07868,0,0
0.82454,6.9314e+05,536.29,0.76675,1,0.078803,0.078803,0,0
0.82709,6.9176e+05,536.25,0.76522,1,0.078926,0.078926,0,0
0.82965,6.9036e+05,536.21,0.76367,1,0.079048,0.079048,0,0
0.83221,6.8896e+05,536.18,0.76213,1,0.079171,0.079171,0,0
0.83478,6.8757e+05,536.14,0.76058,1,0.079294,0.079294,0,0
0.83734,6.8617e+05,536.1,0.75903,1,0.079417,0.079417,0,0
0.83992,6.8474e+05,536.06,0.75746,1,0.07954,0.07954,0,0
0.84249,6.8332e+05,536.02,0.75588,1,0.079663,0.079663,0,0
0.84507,6.819e+05,535.98,0.75431,1,0.079786,0.079786,0,0
0.84765,6.8047e+05,535.95,0.75274,1,0.079909,0.079909,0,0
0.85024,6.7903e+05,535.91,0.75114,1,0.080032,0.080032,0,0
0.85283,6.7758e+05,535.87,0.74954,1,0.080155,0.080155,0,0
0.85542,6.7613e+05,535.83,0.74794,1,0.080278,0.080278,0,0
0.85801,6.7469e+05,535.79,0.74633,1,0.080401,0.080401,0,0
0.86062,6.7322e+05,535.75,0.74471,1,0.080524,0.080524,0,0
0.86322,6.7175e+05,535.71,0.74308,1,0.080647,0.080647,0,0
0.86583,6.7028e+05,535.67,0.74146,1,0.08077,0.08077,0,0
0.86843,6.6881e+05,535.63,0.73983,1,0.080893,0.080893,0,0
0.87105,6.6732e+05,535.59,0.73818,1,0.081015,0.081015,0,0
0.87366,6.6582e+05,535.55,0.73653,1,0.081138,0.081138,0,0
0.87628,6.6433e+05,535.51,0.73488,1,0.081261,0.081261,0,0
0.8789,6.6284e+05,535.46,0.73323,1,0.081384,0.081384,0,0
0.88153,6.6133e+05,535.42,0.73156,1,0.081507,0.081507,0,0
0.88416,6.5982e+05,535.38,0.72988,1,0.08163,0.08163,0,0
0.88679,6.583e+05,535.34,0.72821,1,0.081753,0.081753,0,0
0.88942,6.5679e+05,535.3,0.72653,1,0.081876,0.081876,0,0
0.89205,6.5526e+05,535.26,0.72484,1,0.081999,0.081999,0,0
0.8947,6.5372e+05,535.21,0.72314,1,0.082122,0.082122,0,0
0.89734,6.5219e+05,535.17,0.72144,1,0.082245,0.082245,0,0
0.89998,6.5065e+05,535.13,0.71975,1,0.082368,0.082368,0,0
0.90263,6.491e+05,535.09,0.71803,1,0.082491,0.082491,0,0
0.90528,6.4754e+05,535.04,0.71631,1,0.082614,0.082614,0,0
0.90793,6.4598e+05,535,0.71458,1,0.082737,0.082737,0,0
0.91059,6.4443e+05,534.96,0.71286,1,0.08286,0.08286,0,0
0.91325,6.4286e+05,534.92,0.71112,1,0.082982,0.082982,0,0
0.91592,6.4128e+05,534.87,0.70938,1,0.083105,0.083105,0,0
0.91858,6.397e+05,534.83,0.70763,1,0.083228,0.083228,0,0
0.92125,6.3812e+05,534.79,0.70589,1,0.083351,0.083351,0,0
0.92392,6.3653e+05,534.74,0.70413,1,0.083474,0.083474,0,0
0.92659,6.3494e+05,534.7,0.70237,1,0.083597,0.083597,0,0
0.92926,6.3334e+05,534.65,0.7006,1,0.08372,0.08372,0,0
0.93193,6.3175e+05,534.61,0.69884,1,0.083843,0.083843,0,0
0.93461,6.3014e+05,534.57,0.69706,1,0.083966,0.083966,0,0
0.9373,6.2852e+05,534.52,0.69527,1,0.084089,0.084089,0,0
0.93999,6.269e+05,534.48,0.69348,1,0.084212,0.084212,0,0
0.94268,6.2529e+05,534.43,0.69169,1,0.084335,0.084335,0,0
0.94537,6.2366e+05,534.39,0.68989,1,0.084458,0.084458,0,0
0.94806,6.2203e+05,534.34,0.68809,1,0.084581,0.084581,0,0
0.95075,6.2041e+05,534.3,0.68629,1,0.084704,0.084704,0,0
0.95344,6.1878e+05,534.25,0.68449,1,0.084827,0.084827,0,0
0.95614,6.1714e+05,534.21,0.68268,1,0.084949,0.084949,0,0
0.95885,6.1549e+05,534.16,0.68085,1,0.085072,0.085072,0,0
0.96156,6.1383e+05,534.11,0.67902,1,0.085195,0.085195,0,0
0.96426,6.1218e+05,534.07,0.67719,1,0.085318,0.085318,0,0
0.96697,6.1053e+05,534.02,0.67536,1,0.085441,0.085441,0,0
0.96967,6.0887e+05,533.98,0.67353,1,0.085564,0.085564,0,0
0.97237,6.0721e+05,533.93,0.6717,1,0.085687,0.085687,0,0
0.97507,6.0556e+05,533.88,0.66986,1,0.08581,0.08581,0,0
0.97777,6.039e+05,533.84,0.66803,1,0.085933,0.085933,0,0
0.98048,6.0222e+05,533.79,0.66617,1,0.086056,0.086056,0,0
0.9832,6.0054e+05,533.74,0.66432,1,0.086179,0.086179,0,0
0.98591,5.9886e+05,533.7,0.66246,1,0.086302,0.086302,0,0
0.98862,5.9719e+05,533.65,0.6606,1,0.086425,0.086425,0,0
0.99134,5.955e+05,533.6,0.65873,1,0.086548,0.086548,0,0
0.99406,5.9381e+05,533.56,0.65687,1,0.086671,0.086671,0,0
0.99678,5.9212e+05,533.51,0.655,1,0.086794,0.086794,0,0
0.9995,5.9043e+05,533.46,0.65313,1,0.086916,0.086916,0,0
1.0022,5.8873e+05,533.41,0.65125,1,0.087039,0.087039,0,0
1.0049,5.8703e+05,533.37,0.64937,1,0.087162,0.087162,0,0
1.0077,5.8534e+05,533.32,0.6475,1,0.087285,0.087285,0,0
1.0104,5.8364e+05,533.27,0.64562,1,0.087408,0.087408,0,0
1.0131,5.8193e+05,533.22,0.64373,1,0.087531,0.087531,0,0
1.0158,5.8022e+05,533.17,0.64183,1,0.087654,0.087654,0,0
1.0185,5.7851e+05,533.13,0.63994,1,0.087777,0.087777,0,0
1.0213,5.7679e+05,533.08,0.63805,1,0.0879,0.0879,0,0
1.024,5.7506e+05,533.03,0.63613,1,0.088023,0.088023,0,0
1.0268,5.7333e+05,532.98,0.63422,1,0.088146,0.088146,0,0
1.0295,5.716e+05,532.93,0.63231,1,0.088269,0.088269,0,0
1.0323,5.6987e+05,532.88,0.63039,1,0.088392,0.088392,0,0
1.035,5.6813e+05,532.83,0.62847,1,0.088515,0.088515,0,0
1.0378,5.664e+05,532.78,0.62654,1,0.088638,0.088638,0,0
1.0405,5.6466e+05,532.73,0.62462,1,0.088761,0.088761,0,0
1.0433,5.6292e+05,532.68,0.6227,1,0.088883,0.088883,0,0
1.046,5.6117e+05,532.63,0.62077,1,0.089006,0.089006,0,0
1.0488,5.5943e+05,532.58,0.61883,1,0.089129,0.089129,0,0
1.0515,5.5768e+05,532.53,0.6169,1,0.089252,0.089252,0,0
1.0543,5.5594e+05,532.48,0.61497,1,0.089375,0.089375,0,0
1.057,5.5419e+05,532.43,0.61304,1,0.089498,0.089498,0,0
1.0598,5.5245e+05,532.38,0.61111,1,0.089621,0.089621,0,0
1.0625,5.507e+05,532.33,0.60918,1,0.089744,0.089744,0,0
