"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Pressure_Coefficient","Mach"
0, 8.752535211749343e-03, 2.087378954630404e-01, 2.094983096382683e+02, 9.728979518852584e+03, 1.312700130937124e-03, 6.307845761646750e+07, 8.202717385981100e+05, 6.526403308541096e+02, -5.583802079917168e-06, 1.699998819033424e+00
1, 9.878920421579699e-01, 6.490762988935643e-02, 1.385122773740226e+02, 7.386916260113937e+03, -1.584258144373947e+03, 4.150276460018772e+07, 7.386321715779287e+05, 6.475303844733422e+02, -3.613964995430626e-01, 1.279800203838848e+00
2, 8.735877593795363e-03, 9.912413198062923e-01, 2.094999945970231e+02, 9.729011961903307e+03, -7.787582994159779e-06, 6.307896941573663e+07, 8.202729959681432e+05, 6.526404355580096e+02, -1.784767443057673e-08, 1.699999995894456e+00
3, 4.201342122620277e-01, 5.840250989759460e-01, 2.078883406491323e+02, 9.689734998442558e+03, -2.683304178369414e+01, 6.258906884375957e+07, 8.190640789758968e+05, 6.525399782618688e+02, -5.351486930977670e-03, 1.697173944915301e+00
4, 4.366405372502142e-01, 5.722713747350280e-01, 2.072237482672921e+02, 9.673158520918780e+03, -3.844672000505783e+01, 6.238704109287173e+07, 8.185617690033744e+05, 6.524983711182294e+02, -7.575044301276252e-03, 1.695792488751708e+00
5, 4.429473089205138e-01, 5.873817088043708e-01, 2.074105334291914e+02, 9.677419405806992e+03, -3.553611693951066e+01, 6.244380223416942e+07, 8.187031718622714e+05, 6.525100752629838e+02, -6.949101384987316e-03, 1.696119997288011e+00
6, 4.555283178780878e-01, 5.726874718962656e-01, 2.065564687873312e+02, 9.656044179161019e+03, -5.060485219620507e+01, 6.218417937485202e+07, 8.180550878843535e+05, 6.524564876488711e+02, -9.817951267531577e-03, 1.694236596164555e+00
7, 4.633365386905710e-01, 5.892550865490442e-01, 2.068288149219215e+02, 9.662137630498177e+03, -4.643960578226995e+01, 6.226693367780071e+07, 8.182621658938273e+05, 6.524735942945841e+02, -8.901286539813482e-03, 1.694726379014103e+00
8, 4.798881326288815e-01, 5.924128831146420e-01, 2.063845607704447e+02, 9.650191022415060e+03, -5.481608188356778e+01, 6.213184899939652e+07, 8.179241331788198e+05, 6.524456763131684e+02, -1.039764372158037e-02, 1.693569655013026e+00
9, 4.794609296087470e-01, 5.746988090736580e-01, 2.056572576369786e+02, 9.632346462994197e+03, -6.756538897142217e+01, 6.191078518729421e+07, 8.173684528445142e+05, 6.523998738564751e+02, -1.285745374022394e-02, 1.691893468473333e+00
10, 4.964285292168913e-01, 5.886211009992659e-01, 2.055203712884627e+02, 9.627673040169151e+03, -7.072110687856436e+01, 6.186911537089896e+07, 8.172634863434489e+05, 6.523912333710066e+02, -1.332210515040030e-02, 1.691337024289668e+00
11, 5.038898736143020e-01, 5.705422285474813e-01, 2.043739842321278e+02, 9.598419940947095e+03, -9.164115713043608e+01, 6.152063056209615e+07, 8.163805663853021e+05, 6.523187336453526e+02, -1.723049496488534e-02, 1.688265501166997e+00
12, 5.171050024063343e-01, 5.862740087739353e-01, 2.044564228644498e+02, 9.599466459491605e+03, -9.067175719834594e+01, 6.154563833204253e+07, 8.164442668476602e+05, 6.523239525899361e+02, -1.694851443430490e-02, 1.688309862900854e+00
13, 5.262288095874577e-01, 5.682707500666125e-01, 2.029502247179935e+02, 9.560145513507368e+03, -1.188174074100881e+02, 6.108775384820711e+07, 8.152729640120824e+05, 6.522282314917441e+02, -2.213347829202371e-02, 1.683773358833698e+00
14, 5.381370151317606e-01, 5.848553275297264e-01, 2.032109594335131e+02, 9.565882862396691e+03, -1.145312649772763e+02, 6.116696270169076e+07, 8.154766761536753e+05, 6.522448357902203e+02, -2.123171312980028e-02, 1.684401495315613e+00
