"Mach","Pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.95365,2.2448e+06,1,0,0,0,0
0.95692,2.2422e+06,1,0.011782,0.011782,0,0
0.96019,2.2397e+06,1,0.023564,0.023564,0,0
0.96345,2.2372e+06,1,0.035346,0.035346,0,0
0.96672,2.2346e+06,1,0.047128,0.047128,0,0
0.96998,2.2321e+06,1,0.05891,0.05891,0,0
0.97326,2.2295e+06,1,0.070692,0.070692,0,0
0.97679,2.2267e+06,1,0.082474,0.082474,0,0
0.98032,2.2238e+06,1,0.094256,0.094256,0,0
0.98385,2.221e+06,1,0.10604,0.10604,0,0
0.98739,2.2181e+06,1,0.11782,0.11782,0,0
0.99092,2.2152e+06,1,0.1296,0.1296,0,0
0.99445,2.2124e+06,1,0.14138,0.14138,0,0
0.99798,2.2095e+06,1,0.15317,0.15317,0,0
1.0015,2.2066e+06,1,0.16495,0.16495,0,0
1.005,2.2038e+06,1,0.17673,0.17673,0,0
1.0086,2.2009e+06,1,0.18851,0.18851,0,0
1.0121,2.198e+06,1,0.20029,0.20029,0,0
1.0156,2.1952e+06,1,0.21208,0.21208,0,0
1.0192,2.1923e+06,1,0.22386,0.22386,0,0
1.0227,2.1895e+06,1,0.23564,0.23564,0,0
1.0262,2.1866e+06,1,0.24742,0.24742,0,0
1.0298,2.1837e+06,1,0.2592,0.2592,0,0
1.0333,2.1809e+06,1,0.27099,0.27099,0,0
1.0368,2.178e+06,1,0.28277,0.28277,0,0
1.0404,2.1751e+06,1,0.29455,0.29455,0,0
1.0439,2.1723e+06,1,0.30633,0.30633,0,0
1.0474,2.1694e+06,1,0.31811,0.31811,0,0
1.051,2.1666e+06,1,0.3299,0.3299,0,0
1.0545,2.1637e+06,1,0.34168,0.34168,0,0
1.058,2.1608e+06,1,0.35346,0.35346,0,0
1.0615,2.158e+06,1,0.36524,0.36524,0,0
1.0647,2.1553e+06,1,0.37702,0.37702,0,0
1.0679,2.1527e+06,1,0.38881,0.38881,0,0
1.071,2.15e+06,1,0.40059,0.40059,0,0
1.0742,2.1473e+06,1,0.41237,0.41237,0,0
1.0774,2.1447e+06,1,0.42415,0.42415,0,0
1.0806,2.142e+06,1,0.43593,0.43593,0,0
1.0837,2.1394e+06,1,0.44772,0.44772,0,0
1.0869,2.1367e+06,1,0.4595,0.4595,0,0
1.0901,2.134e+06,1,0.47128,0.47128,0,0
1.0933,2.1314e+06,1,0.48306,0.48306,0,0
1.0965,2.1287e+06,1,0.49484,0.49484,0,0
1.0996,2.126e+06,1,0.50663,0.50663,0,0
1.1028,2.1234e+06,1,0.51841,0.51841,0,0
1.106,2.1207e+06,1,0.53019,0.53019,0,0
1.1092,2.1181e+06,1,0.54197,0.54197,0,0
1.1123,2.1154e+06,1,0.55375,0.55375,0,0
1.1155,2.1127e+06,1,0.56554,0.56554,0,0
1.1187,2.1101e+06,1,0.57732,0.57732,0,0
1.1219,2.1074e+06,1,0.5891,0.5891,0,0
1.1251,2.1047e+06,1,0.60088,0.60088,0,0
1.1282,2.1021e+06,1,0.61266,0.61266,0,0
1.1314,2.0994e+06,1,0.62445,0.62445,0,0
1.1346,2.0968e+06,1,0.63623,0.63623,0,0
1.1378,2.0941e+06,1,0.64801,0.64801,0,0
1.141,2.0914e+06,1,0.65979,0.65979,0,0
1.1445,2.0886e+06,1,0.67157,0.67157,0,0
1.1479,2.0857e+06,1,0.68336,0.68336,0,0
1.1514,2.0829e+06,1,0.69514,0.69514,0,0
1.1548,2.0801e+06,1,0.70692,0.70692,0,0
1.1582,2.0773e+06,1,0.7187,0.7187,0,0
1.1617,2.0745e+06,1,0.73048,0.73048,0,0
1.1651,2.0716e+06,1,0.74227,0.74227,0,0
1.1686,2.0688e+06,1,0.75405,0.75405,0,0
1.172,2.066e+06,1,0.76583,0.76583,0,0
1.1755,2.0632e+06,1,0.77761,0.77761,0,0
1.1789,2.0604e+06,1,0.78939,0.78939,0,0
1.1823,2.0575e+06,1,0.80118,0.80118,0,0
1.1858,2.0547e+06,1,0.81296,0.81296,0,0
1.1892,2.0519e+06,1,0.82474,0.82474,0,0
1.1927,2.0491e+06,1,0.83652,0.83652,0,0
1.1961,2.0463e+06,1,0.8483,0.8483,0,0
1.1995,2.0434e+06,1,0.86009,0.86009,0,0
1.203,2.0406e+06,1,0.87187,0.87187,0,0
1.2064,2.0378e+06,1,0.88365,0.88365,0,0
1.2099,2.035e+06,1,0.89543,0.89543,0,0
1.2133,2.0321e+06,1,0.90721,0.90721,0,0
1.2168,2.0293e+06,1,0.919,0.919,0,0
1.2202,2.0265e+06,1,0.93078,0.93078,0,0
1.2236,2.0237e+06,1,0.94256,0.94256,0,0
1.2268,2.021e+06,1,0.95434,0.95434,0,0
1.2297,2.0183e+06,1,0.96612,0.96612,0,0
1.2325,2.0157e+06,1,0.97791,0.97791,0,0
1.2354,2.0131e+06,1,0.98969,0.98969,0,0
1.2382,2.0105e+06,1,1.0015,1.0015,0,0
1.2411,2.0079e+06,1,1.0133,1.0133,0,0
1.2439,2.0052e+06,1,1.025,1.025,0,0
1.2468,2.0026e+06,1,1.0368,1.0368,0,0
1.2496,2e+06,1,1.0486,1.0486,0,0
1.2525,1.9974e+06,1,1.0604,1.0604,0,0
1.2554,1.9947e+06,1,1.0722,1.0722,0,0
1.2582,1.9921e+06,1,1.0839,1.0839,0,0
1.2611,1.9895e+06,1,1.0957,1.0957,0,0
1.2639,1.9869e+06,1,1.1075,1.1075,0,0
1.2668,1.9843e+06,1,1.1193,1.1193,0,0
1.2696,1.9816e+06,1,1.1311,1.1311,0,0
1.2725,1.979e+06,1,1.1429,1.1429,0,0
1.2754,1.9764e+06,1,1.1546,1.1546,0,0
1.2782,1.9738e+06,1,1.1664,1.1664,0,0
1.2811,1.9712e+06,1,1.1782,1.1782,0,0
1.2839,1.9685e+06,1,1.19,1.19,0,0
1.2868,1.9659e+06,1,1.2018,1.2018,0,0
1.2896,1.9633e+06,1,1.2135,1.2135,0,0
1.2925,1.9607e+06,1,1.2253,1.2253,0,0
1.2954,1.958e+06,1,1.2371,1.2371,0,0
1.2977,1.9556e+06,1,1.2489,1.2489,0,0
1.2996,1.9532e+06,1,1.2607,1.2607,0,0
1.3016,1.9508e+06,1,1.2725,1.2725,0,0
1.3036,1.9484e+06,1,1.2842,1.2842,0,0
1.3056,1.946e+06,1,1.296,1.296,0,0
1.3076,1.9436e+06,1,1.3078,1.3078,0,0
1.3095,1.9413e+06,1,1.3196,1.3196,0,0
1.3115,1.9389e+06,1,1.3314,1.3314,0,0
1.3135,1.9365e+06,1,1.3431,1.3431,0,0
1.3155,1.9341e+06,1,1.3549,1.3549,0,0
1.3175,1.9317e+06,1,1.3667,1.3667,0,0
1.3194,1.9293e+06,1,1.3785,1.3785,0,0
1.3214,1.927e+06,1,1.3903,1.3903,0,0
1.3234,1.9246e+06,1,1.4021,1.4021,0,0
1.3254,1.9222e+06,1,1.4138,1.4138,0,0
1.3274,1.9198e+06,1,1.4256,1.4256,0,0
1.3294,1.9174e+06,1,1.4374,1.4374,0,0
1.3313,1.915e+06,1,1.4492,1.4492,0,0
1.3333,1.9126e+06,1,1.461,1.461,0,0
1.3353,1.9103e+06,1,1.4727,1.4727,0,0
1.3373,1.9079e+06,1,1.4845,1.4845,0,0
1.3393,1.9055e+06,1,1.4963,1.4963,0,0
1.3412,1.9031e+06,1,1.5081,1.5081,0,0
1.3432,1.9007e+06,1,1.5199,1.5199,0,0
1.3452,1.8983e+06,1,1.5317,1.5317,0,0
1.3465,1.8959e+06,1,1.5434,1.5434,0,0
1.3476,1.8935e+06,1,1.5552,1.5552,0,0
1.3487,1.8911e+06,1,1.567,1.567,0,0
1.3499,1.8887e+06,1,1.5788,1.5788,0,0
1.351,1.8862e+06,1,1.5906,1.5906,0,0
1.3521,1.8838e+06,1,1.6024,1.6024,0,0
1.3532,1.8814e+06,1,1.6141,1.6141,0,0
1.3543,1.879e+06,1,1.6259,1.6259,0,0
1.3554,1.8765e+06,1,1.6377,1.6377,0,0
1.3565,1.8741e+06,1,1.6495,1.6495,0,0
1.3577,1.8717e+06,1,1.6613,1.6613,0,0
1.3588,1.8693e+06,1,1.673,1.673,0,0
1.3599,1.8669e+06,1,1.6848,1.6848,0,0
1.361,1.8644e+06,1,1.6966,1.6966,0,0
1.3621,1.862e+06,1,1.7084,1.7084,0,0
1.3632,1.8596e+06,1,1.7202,1.7202,0,0
1.3643,1.8572e+06,1,1.732,1.732,0,0
1.3655,1.8548e+06,1,1.7437,1.7437,0,0
1.3666,1.8523e+06,1,1.7555,1.7555,0,0
1.3677,1.8499e+06,1,1.7673,1.7673,0,0
1.3688,1.8475e+06,1,1.7791,1.7791,0,0
1.3699,1.8451e+06,1,1.7909,1.7909,0,0
1.371,1.8426e+06,1,1.8026,1.8026,0,0
1.3721,1.8402e+06,1,1.8144,1.8144,0,0
1.3733,1.8378e+06,1,1.8262,1.8262,0,0
1.3736,1.8352e+06,1,1.838,1.838,0,0
1.3739,1.8327e+06,1,1.8498,1.8498,0,0
1.3742,1.8301e+06,1,1.8616,1.8616,0,0
1.3745,1.8275e+06,1,1.8733,1.8733,0,0
1.3748,1.8249e+06,1,1.8851,1.8851,0,0
1.3751,1.8223e+06,1,1.8969,1.8969,0,0
1.3754,1.8198e+06,1,1.9087,1.9087,0,0
1.3757,1.8172e+06,1,1.9205,1.9205,0,0
1.376,1.8146e+06,1,1.9322,1.9322,0,0
1.3763,1.812e+06,1,1.944,1.944,0,0
1.3765,1.8094e+06,1,1.9558,1.9558,0,0
1.3768,1.8069e+06,1,1.9676,1.9676,0,0
1.3771,1.8043e+06,1,1.9794,1.9794,0,0
1.3774,1.8017e+06,1,1.9912,1.9912,0,0
1.3777,1.7991e+06,1,2.0029,2.0029,0,0
1.378,1.7965e+06,1,2.0147,2.0147,0,0
1.3783,1.794e+06,1,2.0265,2.0265,0,0
1.3786,1.7914e+06,1,2.0383,2.0383,0,0
1.3789,1.7888e+06,1,2.0501,2.0501,0,0
1.3792,1.7862e+06,1,2.0618,2.0618,0,0
1.3795,1.7836e+06,1,2.0736,2.0736,0,0
1.3798,1.7811e+06,1,2.0854,2.0854,0,0
1.3801,1.7785e+06,1,2.0972,2.0972,0,0
