"Mach","Pressure","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.17627,8.9531e+05,0.99039,1,0,0,0,0
0.17628,8.9531e+05,0.99039,1,0.00012294,0.00012294,0,0
0.17628,8.9531e+05,0.99039,1,0.00024587,0.00024587,0,0
0.17629,8.9531e+05,0.99039,1,0.00036881,0.00036881,0,0
0.1763,8.9531e+05,0.99039,1,0.00049175,0.00049175,0,0
0.1763,8.9531e+05,0.99039,1,0.00061469,0.00061469,0,0
0.17631,8.9531e+05,0.99039,1,0.00073762,0.00073762,0,0
0.17633,8.9531e+05,0.99039,1,0.00086056,0.00086056,0,0
0.17634,8.9531e+05,0.99038,1,0.0009835,0.0009835,0,0
0.17636,8.953e+05,0.99038,1,0.0011064,0.0011064,0,0
0.17637,8.953e+05,0.99038,1,0.0012294,0.0012294,0,0
0.17639,8.953e+05,0.99038,1,0.0013523,0.0013523,0,0
0.17641,8.953e+05,0.99038,1,0.0014752,0.0014752,0,0
0.17643,8.953e+05,0.99037,1,0.0015982,0.0015982,0,0
0.17645,8.953e+05,0.99037,1,0.0017211,0.0017211,0,0
0.17647,8.9529e+05,0.99037,1,0.0018441,0.0018441,0,0
0.17649,8.9529e+05,0.99037,1,0.001967,0.001967,0,0
0.17651,8.9529e+05,0.99037,1,0.0020899,0.0020899,0,0
0.17654,8.9529e+05,0.99036,1,0.0022129,0.0022129,0,0
0.17657,8.9529e+05,0.99036,1,0.0023358,0.0023358,0,0
0.1766,8.9528e+05,0.99036,1,0.0024587,0.0024587,0,0
0.17663,8.9528e+05,0.99035,1,0.0025817,0.0025817,0,0
0.17666,8.9528e+05,0.99035,1,0.0027046,0.0027046,0,0
0.17669,8.9527e+05,0.99035,1,0.0028276,0.0028276,0,0
0.17673,8.9527e+05,0.99034,1,0.0029505,0.0029505,0,0
0.17677,8.9527e+05,0.99034,1,0.0030734,0.0030734,0,0
0.17681,8.9526e+05,0.99033,1,0.0031964,0.0031964,0,0
0.17685,8.9526e+05,0.99033,1,0.0033193,0.0033193,0,0
0.17688,8.9525e+05,0.99033,1,0.0034422,0.0034422,0,0
0.17693,8.9525e+05,0.99032,1,0.0035652,0.0035652,0,0
0.17697,8.9525e+05,0.99032,1,0.0036881,0.0036881,0,0
0.17702,8.9524e+05,0.99031,1,0.003811,0.003811,0,0
0.17707,8.9524e+05,0.99031,1,0.003934,0.003934,0,0
0.17711,8.9523e+05,0.9903,1,0.0040569,0.0040569,0,0
0.17716,8.9523e+05,0.9903,1,0.0041799,0.0041799,0,0
0.17721,8.9522e+05,0.99029,1,0.0043028,0.0043028,0,0
0.17727,8.9522e+05,0.99028,1,0.0044257,0.0044257,0,0
0.17732,8.9521e+05,0.99028,1,0.0045487,0.0045487,0,0
0.17737,8.9521e+05,0.99027,1,0.0046716,0.0046716,0,0
0.17743,8.952e+05,0.99027,1,0.0047945,0.0047945,0,0
0.17749,8.9519e+05,0.99026,1,0.0049175,0.0049175,0,0
0.17755,8.9519e+05,0.99025,1,0.0050404,0.0050404,0,0
