nodeID,x[-],y[-],u[m/s],v[m/s],c[m/s],M[-],d[kg/m3],T[K],P[Pa],s[J/kgK],h[J/kg],G[-],theta[deg]
24180,0.0397814,0,184.953,0,122.917,1.5047,17.4409,524.24,288047,706.119,333361,0.902568,0
24279,0.0401061,0,184.948,0,122.916,1.50466,17.4419,524.24,288062,706.119,333362,0.902562,0
24378,0.0404056,0,185.046,0,122.931,1.50529,17.421,524.227,287746,706.119,333344,0.902693,0
24477,0.0406412,0,184.779,0,122.892,1.5036,17.4779,524.263,288606,706.119,333393,0.902336,0
24576,0.0408849,0,184.818,0,122.897,1.50384,17.4696,524.258,288481,706.119,333386,0.902388,0
24675,0.0411894,0,184.952,0,122.917,1.50469,17.441,524.24,288048,706.119,333362,0.902568,0
24774,0.0414985,0,184.846,0,122.901,1.50402,17.4636,524.254,288390,706.119,333381,0.902426,0
24873,0.0418074,0,184.888,0,122.907,1.50429,17.4547,524.248,288255,706.119,333373,0.902482,0
24972,0.0420831,0,184.824,0,122.898,1.50388,17.4683,524.257,288461,706.119,333385,0.902396,0
25071,0.0423459,0,184.799,0,122.894,1.50372,17.4736,524.26,288541,706.119,333390,0.902363,0
25170,0.0425988,0,184.831,0,122.899,1.50392,17.4668,524.256,288439,706.119,333384,0.902406,0
25269,0.0428311,0,184.829,0,122.899,1.50391,17.4672,524.256,288444,706.119,333384,0.902404,0
25368,0.0430522,0,184.867,0,122.904,1.50415,17.4592,524.251,288324,706.119,333377,0.902454,0
25467,0.0432449,0,184.797,0,122.894,1.50371,17.474,524.26,288548,706.119,333390,0.90236,0
25566,0.0434446,0,184.782,0,122.892,1.50362,17.4772,524.262,288596,706.119,333393,0.902341,0
25665,0.0437,0,184.845,0,122.901,1.50401,17.4638,524.254,288393,706.119,333381,0.902425,0
25764,0.0439297,0,184.829,0,122.899,1.50391,17.4672,524.256,288444,706.119,333384,0.902404,0
25863,0.0441429,0,184.805,0,122.895,1.50376,17.4724,524.259,288522,706.119,333389,0.902371,0
25962,0.044346,0,184.823,0,122.898,1.50388,17.4685,524.257,288464,706.119,333385,0.902395,0
26061,0.0445379,0,184.876,0,122.906,1.50421,17.4573,524.25,288295,706.119,333376,0.902466,0
26160,0.0447089,0,184.887,0,122.907,1.50428,17.455,524.249,288260,706.119,333374,0.90248,0
26259,0.0448696,0,184.943,0,122.916,1.50464,17.4429,524.241,288077,706.119,333363,0.902556,0
26358,0.0450078,0,184.947,0,122.916,1.50466,17.442,524.241,288064,706.119,333362,0.902561,0
26457,0.0451227,0,184.901,0,122.909,1.50437,17.4518,524.247,288211,706.119,333371,0.9025,0
26556,0.0452235,0,184.906,0,122.91,1.5044,17.4507,524.246,288196,706.119,333370,0.902506,0
26655,0.0453007,0,184.91,0,122.911,1.50443,17.4499,524.245,288183,706.119,333369,0.902512,0
26754,0.0453471,0,184.913,0,122.911,1.50444,17.4493,524.245,288174,706.119,333369,0.902515,0
26853,0.0453863,0,184.915,0,122.911,1.50446,17.4488,524.245,288167,706.119,333368,0.902519,0
26952,0.0454599,0,184.92,0,122.912,1.50449,17.4478,524.244,288152,706.119,333367,0.902525,0
27051,0.0455587,0,184.958,0,122.918,1.50473,17.4397,524.239,288029,706.119,333360,0.902576,0
27150,0.0456726,0,184.99,0,122.922,1.50493,17.4329,524.235,287926,706.119,333355,0.902618,0
27249,0.0457923,0,184.969,0,122.919,1.5048,17.4373,524.238,287992,706.119,333358,0.902591,0
27348,0.0459296,0,184.927,0,122.913,1.50453,17.4463,524.243,288129,706.119,333366,0.902534,0
27447,0.0461346,0,184.966,0,122.919,1.50478,17.438,524.238,288003,706.119,333359,0.902587,0
27546,0.0463448,0,185.021,0,122.927,1.50513,17.4263,524.231,287826,706.119,333349,0.90266,0
27645,0.0465519,0,185.047,0,122.931,1.50529,17.4207,524.227,287742,706.119,333344,0.902695,0
27744,0.0467557,0,185.066,0,122.934,1.50541,17.4167,524.225,287681,706.119,333340,0.90272,0
27843,0.0469658,0,185.053,0,122.932,1.50533,17.4195,524.227,287724,706.119,333343,0.902702,0
27942,0.0472035,0,185.123,0,122.942,1.50577,17.4046,524.217,287498,706.119,333330,0.902796,0
28041,0.0474063,0,185.025,0,122.928,1.50515,17.4254,524.23,287813,706.119,333348,0.902665,0
28140,0.0476015,0,184.994,0,122.923,1.50496,17.4321,524.234,287913,706.119,333354,0.902624,0
28239,0.0477755,0,184.837,0,122.9,1.50396,17.4655,524.255,288418,706.119,333383,0.902414,0
28338,0.0479885,0,184.816,0,122.897,1.50383,17.4701,524.258,288488,706.119,333387,0.902385,0
28437,0.0481903,0,184.779,0,122.892,1.50359,17.4779,524.263,288607,706.119,333394,0.902336,0
28536,0.0483955,0,184.619,0,122.868,1.50258,17.5122,524.284,289125,706.119,333423,0.902121,0
28635,0.0486358,0,184.642,0,122.871,1.50273,17.5073,524.281,289050,706.119,333419,0.902152,0
28734,0.0488218,0,184.285,0,122.819,1.50046,17.5838,524.328,290205,706.119,333485,0.901672,0
28833,0.0490363,0,184.384,0,122.833,1.50109,17.5626,524.315,289884,706.119,333466,0.901806,0
28933,0.049185,0,184.622,0,122.868,1.5026,17.5116,524.283,289115,706.119,333423,0.902125,0
