"Mach","Pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.91678,7.1471e+05,1,0,0,0,0
0.91939,7.1276e+05,1,0.0061618,0.0061618,0,0
0.922,7.1081e+05,1,0.012324,0.012324,0,0
0.92461,7.0886e+05,1,0.018485,0.018485,0,0
0.92722,7.0692e+05,1,0.024647,0.024647,0,0
0.92983,7.0497e+05,1,0.030809,0.030809,0,0
0.93244,7.0302e+05,1,0.036971,0.036971,0,0
0.93505,7.0108e+05,1,0.043133,0.043133,0,0
0.93766,6.9913e+05,1,0.049294,0.049294,0,0
0.94027,6.9718e+05,1,0.055456,0.055456,0,0
0.94288,6.9524e+05,1,0.061618,0.061618,0,0
0.94549,6.9329e+05,1,0.06778,0.06778,0,0
0.9481,6.9134e+05,1,0.073942,0.073942,0,0
0.95071,6.8939e+05,1,0.080103,0.080103,0,0
0.95333,6.8744e+05,1,0.086265,0.086265,0,0
0.95597,6.8546e+05,1,0.092427,0.092427,0,0
0.9586,6.8348e+05,1,0.098589,0.098589,0,0
0.96124,6.815e+05,1,0.10475,0.10475,0,0
0.96388,6.7952e+05,1,0.11091,0.11091,0,0
0.96652,6.7754e+05,1,0.11707,0.11707,0,0
0.96916,6.7556e+05,1,0.12324,0.12324,0,0
0.9718,6.7358e+05,1,0.1294,0.1294,0,0
0.97443,6.716e+05,1,0.13556,0.13556,0,0
0.97707,6.6962e+05,1,0.14172,0.14172,0,0
0.97971,6.6764e+05,1,0.14788,0.14788,0,0
0.98235,6.6566e+05,1,0.15405,0.15405,0,0
0.98499,6.6368e+05,1,0.16021,0.16021,0,0
0.98763,6.617e+05,1,0.16637,0.16637,0,0
0.99026,6.5972e+05,1,0.17253,0.17253,0,0
0.9929,6.5774e+05,1,0.17869,0.17869,0,0
0.99554,6.5576e+05,1,0.18485,0.18485,0,0
0.99815,6.538e+05,1,0.19102,0.19102,0,0
1.0008,6.5183e+05,1,0.19718,0.19718,0,0
1.0034,6.4987e+05,1,0.20334,0.20334,0,0
