"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Pressure_Coefficient","Mach"
0, 9.943326682188776e-01, 5.659002237117328e-02, 1.380047634211856e+02, 7.397339154355847e+03, -1.585589163352012e+03, 4.134990593749508e+07, 7.377038381561165e+05, 6.474869764983135e+02, -3.655059194930572e-01, 1.281559165884714e+00
1, 9.956316199431459e-01, 9.956211010324939e-01, 2.033470482731473e+02, 9.549372115914983e+03, -9.060859216907723e+00, 6.120730432491710e+07, 8.155817700329318e+05, 6.522533776444905e+02, -2.076649785919632e-02, 1.681181962350089e+00
2, 4.376141119747864e-03, 9.956288622244573e-01, 2.094999999999152e+02, 9.729012067838066e+03, -1.774065120294833e-10, 6.307897105693133e+07, 8.202729999999359e+05, 6.526404358937460e+02, -2.839476512994652e-13, 1.699999999999989e+00
3, 4.823081262834233e-01, 5.899634648770186e-01, 2.080903087299845e+02, 9.692489634962605e+03, -2.547955415950453e+01, 6.265035782958382e+07, 8.192162475586142e+05, 6.525525978603572e+02, -4.677887774803035e-03, 1.697177987342106e+00
4, 4.902820183918589e-01, 5.904738466272196e-01, 2.078697838399790e+02, 9.686618879217567e+03, -2.962189788541838e+01, 6.258330217775176e+07, 8.190500396605986e+05, 6.525388131273944e+02, -5.413634259744597e-03, 1.696673363899571e+00
5, 5.070236014896241e-01, 5.900719173833638e-01, 2.073585950931208e+02, 9.672929370828622e+03, -3.939690689742240e+01, 6.242786173205476e+07, 8.186638004032390e+05, 6.525068139445664e+02, -7.123385597325967e-03, 1.695452828768798e+00
6, 5.300836662122340e-01, 5.913064491087867e-01, 2.065722130162345e+02, 9.651468149392900e+03, -5.482676331534341e+01, 6.218872758856969e+07, 8.180669389826810e+05, 6.524574628137711e+02, -9.765490439608880e-03, 1.693405724848678e+00
7, 5.471790833724105e-01, 5.937035086833138e-01, 2.058962784105753e+02, 9.632771465444159e+03, -6.820873138718228e+01, 6.198317289095274e+07, 8.175512172483008e+05, 6.524149210335373e+02, -1.204841717057902e-02, 1.691507292056399e+00
8, 5.565283646375971e-01, 5.941567812924952e-01, 2.054526767725388e+02, 9.620653029184679e+03, -7.682549603902986e+01, 6.184828084582809e+07, 8.172113651171111e+05, 6.523869397507028e+02, -1.355282829609118e-02, 1.690240567436788e+00
9, 5.608281873765596e-01, 5.877657775985971e-01, 2.047796756132129e+02, 9.602389799678365e+03, -9.024194242387492e+01, 6.164364198904942e+07, 8.166936137381797e+05, 6.523443960234642e+02, -1.584473958111724e-02, 1.688269928545203e+00
10, 5.681547434341416e-01, 5.929696971543680e-01, 2.046600440999337e+02, 9.598640394485614e+03, -9.279695812183610e+01, 6.160724271103075e+07, 8.166013021736173e+05, 6.523368217647374e+02, -1.625337184202124e-02, 1.687822639667520e+00
11, 5.811016536011959e-01, 5.959215815685223e-01, 2.041242612290485e+02, 9.583458792026704e+03, -1.036769039445131e+02, 6.144430051316075e+07, 8.161868081536627e+05, 6.523028536234107e+02, -1.808819751427791e-02, 1.686069246762012e+00
12, 5.926494642559412e-01, 5.983896521336685e-01, 2.035309515300995e+02, 9.566767768559403e+03, -1.156509017707328e+02, 6.126387183070765e+07, 8.157257718049982e+05, 6.522651539034532e+02, -2.012905042806876e-02, 1.684087275630984e+00
13, 5.897512820294933e-01, 5.880546942384026e-01, 2.029236206284508e+02, 9.550282381333309e+03, -1.277193397536900e+02, 6.107921280168866e+07, 8.152516120781755e+05, 6.522264760117851e+02, -2.222799612484794e-02, 1.682097436155142e+00
14, 5.786896530299142e-01, 5.847704283668276e-01, 2.034844055062934e+02, 9.566209754860862e+03, -1.165251444207388e+02, 6.124975460159859e+07, 8.156895553904214e+05, 6.522621974973725e+02, -2.028936831933722e-02, 1.684060923153695e+00
15, 4.194426388397200e-01, 5.987587601905621e-01, 2.091195040049280e+02, 9.719362898839394e+03, -6.603642307669548e+00, 6.296328987066930e+07, 8.199887200728623e+05, 6.526167744726047e+02, -1.258411661708854e-03, 1.699313859052179e+00
16, 4.340120173862828e-01, 5.987324696372951e-01, 2.089936173536292e+02, 9.716106278521989e+03, -8.871920970460508e+00, 6.292501424472205e+07, 8.198945139212653e+05, 6.526089384633879e+02, -1.675430622449894e-03, 1.699069240350225e+00
17, 4.266129240582922e-01, 5.878126512087546e-01, 2.089714211794789e+02, 9.715588976954559e+03, -9.261093574855625e+00, 6.291826819272929e+07, 8.198778955842151e+05, 6.526075564225971e+02, -1.748994413438377e-03, 1.699035730287735e+00
18, 4.470581943288775e-01, 5.982994592300881e-01, 2.088419863869956e+02, 9.712165861902524e+03, -1.161713902200028e+01, 6.287891048549946e+07, 8.197809401977503e+05, 6.525994948679406e+02, -2.178183312637748e-03, 1.698767279177075e+00
19, 4.598263664340213e-01, 5.976395856587651e-01, 2.086593488152671e+02, 9.707393831513848e+03, -1.494861700372948e+01, 6.282337819208425e+07, 8.196439928140130e+05, 6.525881127718762e+02, -2.784403338338315e-03, 1.698392966108917e+00
20, 4.643337201146476e-01, 5.861487862845755e-01, 2.084118345046035e+02, 9.700995893271898e+03, -1.952611591649788e+01, 6.274812343280791e+07, 8.194581366460901e+05, 6.525726746539212e+02, -3.607126108354782e-03, 1.697887230453367e+00
21, 4.751494815975657e-01, 5.836241832875453e-01, 2.081127854791035e+02, 9.693247454472232e+03, -2.500599759532093e+01, 6.265719989823842e+07, 8.192331752217109e+05, 6.525540022957199e+02, -4.602954701403022e-03, 1.697256771387332e+00
22, 4.735141556268279e-01, 5.963444282092794e-01, 2.084257445780823e+02, 9.701269289204061e+03, -1.922596461673968e+01, 6.275234862011625e+07, 8.194685890781197e+05, 6.525735425934748e+02, -3.560856705897258e-03, 1.697900883381511e+00
23, 4.860676827735935e-01, 5.989058268065375e-01, 2.082111656128645e+02, 9.695638698127690e+03, -2.311157815459243e+01, 6.268710406782773e+07, 8.193072301469691e+05, 6.525601472749390e+02, -4.275138444764143e-03, 1.697438474348429e+00
24, 4.980946757133201e-01, 5.852699583118453e-01, 2.074751054266760e+02, 9.676266285029542e+03, -3.710624557130770e+01, 6.246329971955633e+07, 8.187519530714810e+05, 6.525141129814277e+02, -6.733163372199395e-03, 1.695773455256528e+00
25, 4.985059370894229e-01, 5.977210142567552e-01, 2.078582068534856e+02, 9.686246590809873e+03, -2.976384690509265e+01, 6.257977896795361e+07, 8.190413077680870e+05, 6.525380891857463e+02, -5.452287412206051e-03, 1.696635338673289e+00
26, 5.116224287742779e-01, 5.994583731727756e-01, 2.075096465456671e+02, 9.676877073289692e+03, -3.643435838112236e+01, 6.247378813706716e+07, 8.187780726173114e+05, 6.525162761459444e+02, -6.617540924274624e-03, 1.695801683067135e+00
27, 5.187850958961148e-01, 5.880092674134146e-01, 2.068560389862306e+02, 9.659440110940541e+03, -4.915416433945344e+01, 6.227504751083896e+07, 8.182827496966874e+05, 6.524752930803073e+02, -8.810168964885512e-03, 1.694197902535939e+00
28, 5.240477195686144e-01, 6.000949296434723e-01, 2.071323357888073e+02, 9.666621902434328e+03, -4.380557525469423e+01, 6.235905080984093e+07, 8.184924084881543e+05, 6.524926301266972e+02, -7.882079982950783e-03, 1.694852843432261e+00
29, 5.374535175857906e-01, 5.998420238522084e-01, 2.066480450609129e+02, 9.653354400768501e+03, -5.330334855023408e+01, 6.221177877240873e+07, 8.181246388593845e+05, 6.524622283156089e+02, -9.510072484307346e-03, 1.693576158329491e+00
30, 5.400160621049920e-01, 5.876556674239921e-01, 2.059018892113510e+02, 9.633436724621182e+03, -6.791158643446471e+01, 6.198490323807365e+07, 8.175555144554572e+05, 6.524152752687589e+02, -1.202939487923092e-02, 1.691612703520492e+00
31, 5.496649757318426e-01, 6.028411160541089e-01, 2.062576710181738e+02, 9.642687690894150e+03, -6.085157546193106e+01, 6.209306936412371e+07, 8.178272600468000e+05, 6.524376797236533e+02, -1.082646850800614e-02, 1.692518932553632e+00
32, 5.526533586607868e-01, 5.843093020291534e-01, 2.050211856276846e+02, 9.609562533266730e+03, -8.521565553770519e+01, 6.171710719415373e+07, 8.168797358910025e+05, 6.523596783449932e+02, -1.502083938537412e-02, 1.689095155777748e+00
33, 5.611334093737893e-01, 6.038114870559448e-01, 2.057114078577600e+02, 9.627705762475258e+03, -7.163632632464544e+01, 6.192695552240031e+07, 8.174097151010463e+05, 6.524032652794220e+02, -1.267479960304575e-02, 1.690981038733335e+00
34, 5.730069114116925e-01, 6.049882212412386e-01, 2.051462734332272e+02, 9.611825317160705e+03, -8.318715726948274e+01, 6.175508814791110e+07, 8.169759613363860e+05, 6.523675834967065e+02, -1.459488168993266e-02, 1.689264202235153e+00
35, 5.848062075566618e-01, 6.068805173469427e-01, 2.046176627293695e+02, 9.596955557379577e+03, -9.393210975200289e+01, 6.159432976227750e+07, 8.165685523999631e+05, 6.523341346763502e+02, -1.639834407942004e-02, 1.687601412478681e+00
36, 5.662676131007975e-01, 5.800029221055170e-01, 2.038362178672451e+02, 9.577043996293993e+03, -1.088615337708810e+02, 6.135678642806688e+07, 8.159633089553402e+05, 6.522845683266460e+02, -1.907755332417814e-02, 1.685410525384519e+00
37, 6.008302854623792e-01, 5.904992774742210e-01, 2.022293807267065e+02, 9.530532023910413e+03, -1.418345406584247e+02, 6.086808846705709e+07, 8.147066668422524e+05, 6.521821438418730e+02, -2.464028547212333e-02, 1.679583795530597e+00
38, 5.877818909535616e-01, 5.789883985634949e-01, 2.022579532161450e+02, 9.532503051349262e+03, -1.409351391528255e+02, 6.087683472478081e+07, 8.147292131330406e+05, 6.521839771165172e+02, -2.454048062293174e-02, 1.679891800360047e+00
39, 5.961671326565920e-01, 6.087862949914684e-01, 2.040550435407003e+02, 9.581089915268774e+03, -1.053820664493173e+02, 6.142322972125137e+07, 8.161331030542448e+05, 6.522984566736542e+02, -1.832593193359218e-02, 1.685767940999643e+00
40, 6.038067638151254e-01, 6.006517371246201e-01, 2.028889454662192e+02, 9.548564898373368e+03, -1.287400447428558e+02, 6.106863114955177e+07, 8.152244212391459e+05, 6.522242595116087e+02, -2.234836082759373e-02, 1.681846220290850e+00
41, 6.071787329316257e-01, 6.105841401030963e-01, 2.034523724834206e+02, 9.564001313124407e+03, -1.176741949099245e+02, 6.123994798361750e+07, 8.156645104362913e+05, 6.522601500533976e+02, -2.040023391108542e-02, 1.683723320103142e+00
42, 5.979258307468660e-01, 5.802543805334477e-01, 2.014718355226047e+02, 9.510141653676277e+03, -1.568685498411118e+02, 6.063777542814158e+07, 8.141084863657561e+05, 6.521336371481761e+02, -2.728822933157461e-02, 1.676947686629205e+00
43, 4.034139578526944e-01, 6.124115275369993e-01, 2.093007060373697e+02, 9.723994616635346e+03, -3.380970564973175e+00, 6.301838174514065e+07, 8.201241874234048e+05, 6.526280469837608e+02, -6.587432453705973e-04, 1.699650625838424e+00
44, 4.071104336849048e-01, 6.024586977411279e-01, 2.092355959656981e+02, 9.722333521428118e+03, -4.536053655108025e+00, 6.299858606872661e+07, 8.200755288986728e+05, 6.526239974131511e+02, -8.741381752230768e-04, 1.699530932952822e+00
45, 4.159207704081797e-01, 6.112694001932928e-01, 2.092239109276142e+02, 9.722029812625786e+03, -4.735156826684884e+00, 6.299503316971982e+07, 8.200667943225175e+05, 6.526232705574727e+02, -9.128032072730189e-04, 1.699508382012028e+00
46, 4.083925435498227e-01, 5.938378741205143e-01, 2.091754143518662e+02, 9.720807039498537e+03, -5.616393727189903e+00, 6.298028925866365e+07, 8.200305354260384e+05, 6.526202534542379e+02, -1.073309151640366e-03, 1.699421097994763e+00
47, 4.288097747073117e-01, 6.101429649701318e-01, 2.091262693325059e+02, 9.719511642065600e+03, -6.481893119412235e+00, 6.296534564417013e+07, 8.199937807495376e+05, 6.526171954898914e+02, -1.236009747481406e-03, 1.699322321660513e+00
