"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Pressure_Coefficient","Mach"
10, 4.964285292168913e-01, 5.886211009992659e-01, 2.074346034721831e+02, 1.460406463330429e+04, -5.620095001202567e+01, 1.161538833778496e+08, 8.167903980955197e+05, 6.520951292888028e+02, -6.766618320025918e-03, 1.721052296486788e+00
11, 5.038898736143020e-01, 5.705422285474813e-01, 2.068417251324651e+02, 1.458045123122823e+04, -7.273999647213873e+01, 1.158208593542121e+08, 8.158010494176126e+05, 6.519978220243624e+02, -8.688900875550729e-03, 1.726982322204614e+00
12, 5.171050024063343e-01, 5.862740087739353e-01, 2.069045320852767e+02, 1.458217792223784e+04, -7.138447280913448e+01, 1.158560821997185e+08, 8.159055722906208e+05, 6.520081288411740e+02, -8.485815249700449e-03, 1.726264430390068e+00
13, 5.262288095874577e-01, 5.682707500666125e-01, 2.061318868189414e+02, 1.455058210927820e+04, -9.335379174002064e+01, 1.154220340949805e+08, 8.146222069720319e+05, 6.518811463905153e+02, -1.097936562216131e-02, 1.733849950647385e+00
14, 5.381370151317606e-01, 5.848553275297264e-01, 2.062898344619402e+02, 1.455627349201779e+04, -8.930025354603502e+01, 1.155107075362298e+08, 8.148838768099379e+05, 6.519071136569505e+02, -1.047094692615839e-02, 1.732213284574727e+00
15, 5.480485573721716e-01, 5.669527081185723e-01, 2.053292885628696e+02, 1.451610721286109e+04, -1.170168698547297e+02, 1.149710546999988e+08, 8.132966846293109e+05, 6.517490066692050e+02, -1.355482615823949e-02, 1.741469860869914e+00
16, 5.587952813092070e-01, 5.841227756882763e-01, 2.056108507820603e+02, 1.452698844620230e+04, -1.094827649337259e+02, 1.151291748453730e+08, 8.137606822562530e+05, 6.517953758691671e+02, -1.265328905206724e-02, 1.738660438124632e+00
17, 5.695170469496513e-01, 5.667387468567689e-01, 2.044569400123781e+02, 1.447774814687788e+04, -1.431349951586693e+02, 1.144808349951708e+08, 8.118645525560281e+05, 6.516051175305671e+02, -1.633742703814622e-02, 1.749566866137525e+00
18, 5.781292363163349e-01, 5.840986450170707e-01, 2.049373434137726e+02, 1.449737719124431e+04, -1.297006730188314e+02, 1.147506881515341e+08, 8.126519152483921e+05, 6.516843694241957e+02, -1.480759877617883e-02, 1.744940254175271e+00
19, 5.891311728748084e-01, 5.693131434838925e-01, 2.037354957865736e+02, 1.444546877233749e+04, -1.648319811982953e+02, 1.140753859463242e+08, 8.106865562321460e+05, 6.514858930239117e+02, -1.862624778904788e-02, 1.756130942121730e+00
20, 5.934493653706294e-01, 5.844550888139793e-01, 2.043252292143525e+02, 1.447034362640721e+04, -1.479574525265359e+02, 1.144066994025493e+08, 8.116486711199642e+05, 6.515833271360574e+02, -1.675687988411874e-02, 1.750589550525993e+00
21, 4.108548629789620e-01, 6.028967609691873e-01, 2.088741734622956e+02, 1.466172449587981e+04, -1.578763501481701e+01, 1.169625594637526e+08, 8.192117289428734e+05, 6.523309120734792e+02, -2.062026144425976e-03, 1.706562955336320e+00
22, 3.976067420348687e-01, 6.032943364059690e-01, 2.089981133907247e+02, 1.466649964404500e+04, -1.245929193171078e+01, 1.170321714410551e+08, 8.194214771699733e+05, 6.523511784383581e+02, -1.654489987548213e-03, 1.705285460091836e+00
23, 3.989421428869198e-01, 5.909057088847028e-01, 2.088918495512304e+02, 1.466260964839616e+04, -1.518155961901114e+01, 1.169725017822017e+08, 8.192416347425943e+05, 6.523338031872830e+02, -2.003919838331630e-03, 1.706404557889822e+00
24, 4.207921204186286e-01, 5.606427412924692e-01, 2.083554832314992e+02, 1.464236287341249e+04, -2.923130422689581e+01, 1.166712805633770e+08, 8.183361965551223e+05, 6.522460433169288e+02, -3.763166170540204e-03, 1.711968679525396e+00
25, 4.309154840515382e-01, 6.028491078644547e-01, 2.086911912069877e+02, 1.465456297578183e+04, -2.080861409694575e+01, 1.168597786353801e+08, 8.189024380214782e+05, 6.523009815716676e+02, -2.662971550284143e-03, 1.708433837213615e+00
26, 4.005492767173519e-01, 5.721103870363778e-01, 2.087237648083852e+02, 1.465646349673637e+04, -1.940119610796801e+01, 1.168781192541642e+08, 8.189574768652092e+05, 6.523063117754607e+02, -2.556032296669299e-03, 1.708173777523327e+00
27, 4.442575680521473e-01, 5.573177466966768e-01, 2.079025409414253e+02, 1.462456576341398e+04, -4.169101723506775e+01, 1.164168660673594e+08, 8.175745539844674e+05, 6.521718565219365e+02, -5.243020806028315e-03, 1.716567601451737e+00
28, 4.514783858755563e-01, 6.041100737079523e-01, 2.084752982726031e+02, 1.464594439526295e+04, -2.684627886630444e+01, 1.167385010219613e+08, 8.185380925388495e+05, 6.522656529115126e+02, -3.370886748516544e-03, 1.710618048347849e+00
29, 3.993974023016145e-01, 5.533335821987638e-01, 2.085586894147982e+02, 1.465045677887918e+04, -2.345068973628969e+01, 1.167854292689474e+08, 8.186787773325727e+05, 6.522793034101918e+02, -3.097539312126425e-03, 1.709912641390084e+00
