"Mach","Pressure","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.15162,98410,0.9841,1,0,0,0,0
0.15162,98410,0.9841,1,0.00012294,0.00012294,0,0
0.15162,98409,0.98409,1,0.00024587,0.00024587,0,0
0.15163,98409,0.98409,1,0.00036881,0.00036881,0,0
0.15163,98409,0.98409,1,0.00049175,0.00049175,0,0
0.15163,98408,0.98408,1,0.00061469,0.00061469,0,0
0.15164,98408,0.98408,1,0.00073762,0.00073762,0,0
0.15164,98408,0.98408,1,0.00086056,0.00086056,0,0
0.15165,98407,0.98407,1,0.0009835,0.0009835,0,0
0.15166,98407,0.98407,1,0.0011064,0.0011064,0,0
0.15168,98407,0.98407,1,0.0012294,0.0012294,0,0
0.15169,98406,0.98406,1,0.0013523,0.0013523,0,0
0.15171,98406,0.98406,1,0.0014752,0.0014752,0,0
0.15172,98406,0.98406,1,0.0015982,0.0015982,0,0
0.15174,98405,0.98405,1,0.0017211,0.0017211,0,0
0.15175,98405,0.98405,1,0.0018441,0.0018441,0,0
0.15177,98405,0.98405,1,0.001967,0.001967,0,0
0.15179,98404,0.98404,1,0.0020899,0.0020899,0,0
0.15182,98404,0.98404,1,0.0022129,0.0022129,0,0
0.15185,98403,0.98403,1,0.0023358,0.0023358,0,0
0.15187,98403,0.98403,1,0.0024587,0.0024587,0,0
0.1519,98402,0.98402,1,0.0025817,0.0025817,0,0
0.15193,98401,0.98401,1,0.0027046,0.0027046,0,0
0.15195,98401,0.98401,1,0.0028276,0.0028276,0,0
0.15198,98400,0.984,1,0.0029505,0.0029505,0,0
0.15201,98400,0.984,1,0.0030734,0.0030734,0,0
0.15205,98399,0.98399,1,0.0031964,0.0031964,0,0
0.15209,98398,0.98398,1,0.0033193,0.0033193,0,0
0.15212,98397,0.98397,1,0.0034422,0.0034422,0,0
0.15216,98396,0.98396,1,0.0035652,0.0035652,0,0
0.1522,98396,0.98396,1,0.0036881,0.0036881,0,0
0.15223,98395,0.98395,1,0.003811,0.003811,0,0
0.15227,98394,0.98394,1,0.003934,0.003934,0,0
0.15232,98393,0.98393,1,0.0040569,0.0040569,0,0
0.15236,98392,0.98392,1,0.0041799,0.0041799,0,0
0.15241,98391,0.98391,1,0.0043028,0.0043028,0,0
0.15245,98390,0.9839,1,0.0044257,0.0044257,0,0
0.1525,98389,0.98389,1,0.0045487,0.0045487,0,0
0.15255,98388,0.98388,1,0.0046716,0.0046716,0,0
0.15259,98387,0.98387,1,0.0047945,0.0047945,0,0
0.15264,98386,0.98386,1,0.0049175,0.0049175,0,0
0.15269,98385,0.98385,1,0.0050404,0.0050404,0,0
0.15275,98384,0.98384,1,0.0051634,0.0051634,0,0
0.1528,98383,0.98383,1,0.0052863,0.0052863,0,0
0.15286,98382,0.98382,1,0.0054092,0.0054092,0,0
0.15292,98381,0.98381,1,0.0055322,0.0055322,0,0
0.15297,98380,0.9838,1,0.0056551,0.0056551,0,0
0.15303,98378,0.98378,1,0.005778,0.005778,0,0
0.15309,98377,0.98377,1,0.005901,0.005901,0,0
0.15315,98376,0.98376,1,0.0060239,0.0060239,0,0
0.15321,98375,0.98375,1,0.0061469,0.0061469,0,0
0.15328,98373,0.98373,1,0.0062698,0.0062698,0,0
0.15335,98372,0.98372,1,0.0063927,0.0063927,0,0
0.15341,98371,0.98371,1,0.0065157,0.0065157,0,0
0.15348,98369,0.98369,1,0.0066386,0.0066386,0,0
0.15355,98368,0.98368,1,0.0067615,0.0067615,0,0
0.15361,98367,0.98367,1,0.0068845,0.0068845,0,0
0.15369,98365,0.98365,1,0.0070074,0.0070074,0,0
0.15377,98363,0.98363,1,0.0071303,0.0071303,0,0
0.15384,98362,0.98362,1,0.0072533,0.0072533,0,0
0.15392,98360,0.9836,1,0.0073762,0.0073762,0,0
0.154,98358,0.98358,1,0.0074992,0.0074992,0,0
0.15408,98357,0.98357,1,0.0076221,0.0076221,0,0
0.15416,98355,0.98355,1,0.007745,0.007745,0,0
0.15424,98353,0.98353,1,0.007868,0.007868,0,0
0.15432,98351,0.98351,1,0.0079909,0.0079909,0,0
0.15441,98349,0.98349,1,0.0081138,0.0081138,0,0
0.1545,98348,0.98348,1,0.0082368,0.0082368,0,0
0.15459,98346,0.98346,1,0.0083597,0.0083597,0,0
0.15468,98344,0.98344,1,0.0084827,0.0084827,0,0
0.15477,98342,0.98342,1,0.0086056,0.0086056,0,0
0.15486,98340,0.9834,1,0.0087285,0.0087285,0,0
0.15495,98338,0.98338,1,0.0088515,0.0088515,0,0
0.15504,98336,0.98336,1,0.0089744,0.0089744,0,0
0.15514,98334,0.98334,1,0.0090973,0.0090973,0,0
0.15524,98332,0.98332,1,0.0092203,0.0092203,0,0
0.15535,98330,0.9833,1,0.0093432,0.0093432,0,0
0.15545,98328,0.98328,1,0.0094661,0.0094661,0,0
0.15555,98326,0.98326,1,0.0095891,0.0095891,0,0
0.15565,98324,0.98324,1,0.009712,0.009712,0,0
0.15575,98322,0.98322,1,0.009835,0.009835,0,0
0.15585,98319,0.98319,1,0.0099579,0.0099579,0,0
0.15597,98317,0.98317,1,0.010081,0.010081,0,0
0.15608,98314,0.98314,1,0.010204,0.010204,0,0
0.15619,98312,0.98312,1,0.010327,0.010327,0,0
0.15631,98310,0.9831,1,0.01045,0.01045,0,0
0.15642,98307,0.98307,1,0.010573,0.010573,0,0
0.15653,98305,0.98305,1,0.010696,0.010696,0,0
0.15664,98302,0.98302,1,0.010818,0.010818,0,0
0.15676,98300,0.983,1,0.010941,0.010941,0,0
0.15688,98297,0.98297,1,0.011064,0.011064,0,0
0.15701,98295,0.98295,1,0.011187,0.011187,0,0
0.15713,98292,0.98292,1,0.01131,0.01131,0,0
0.15725,98289,0.98289,1,0.011433,0.011433,0,0
0.15738,98287,0.98287,1,0.011556,0.011556,0,0
0.1575,98284,0.98284,1,0.011679,0.011679,0,0
0.15762,98281,0.98281,1,0.011802,0.011802,0,0
0.15775,98279,0.98279,1,0.011925,0.011925,0,0
0.15788,98276,0.98276,1,0.012048,0.012048,0,0
0.15802,98273,0.98273,1,0.012171,0.012171,0,0
0.15816,98270,0.9827,1,0.012294,0.012294,0,0
0.15829,98267,0.98267,1,0.012417,0.012417,0,0
0.15843,98264,0.98264,1,0.01254,0.01254,0,0
0.15857,98261,0.98261,1,0.012663,0.012663,0,0
0.1587,98258,0.98258,1,0.012785,0.012785,0,0
0.15884,98255,0.98255,1,0.012908,0.012908,0,0
0.15899,98252,0.98252,1,0.013031,0.013031,0,0
0.15914,98249,0.98249,1,0.013154,0.013154,0,0
0.15929,98245,0.98245,1,0.013277,0.013277,0,0
0.15944,98242,0.98242,1,0.0134,0.0134,0,0
0.15959,98239,0.98239,1,0.013523,0.013523,0,0
0.15973,98236,0.98236,1,0.013646,0.013646,0,0
0.15988,98232,0.98232,1,0.013769,0.013769,0,0
0.16003,98229,0.98229,1,0.013892,0.013892,0,0
0.16019,98226,0.98226,1,0.014015,0.014015,0,0
0.16035,98222,0.98222,1,0.014138,0.014138,0,0
0.16052,98219,0.98219,1,0.014261,0.014261,0,0
0.16068,98215,0.98215,1,0.014384,0.014384,0,0
0.16084,98212,0.98212,1,0.014507,0.014507,0,0
0.161,98208,0.98208,1,0.01463,0.01463,0,0
0.16116,98204,0.98204,1,0.014752,0.014752,0,0
0.16133,98201,0.98201,1,0.014875,0.014875,0,0
0.1615,98197,0.98197,1,0.014998,0.014998,0,0
0.16167,98193,0.98193,1,0.015121,0.015121,0,0
0.16185,98190,0.9819,1,0.015244,0.015244,0,0
0.16202,98186,0.98186,1,0.015367,0.015367,0,0
0.16219,98182,0.98182,1,0.01549,0.01549,0,0
0.16237,98178,0.98178,1,0.015613,0.015613,0,0
0.16254,98174,0.98174,1,0.015736,0.015736,0,0
0.16271,98171,0.98171,1,0.015859,0.015859,0,0
0.1629,98166,0.98166,1,0.015982,0.015982,0,0
0.16309,98162,0.98162,1,0.016105,0.016105,0,0
0.16328,98158,0.98158,1,0.016228,0.016228,0,0
0.16346,98154,0.98154,1,0.016351,0.016351,0,0
0.16365,98150,0.9815,1,0.016474,0.016474,0,0
0.16384,98146,0.98146,1,0.016596,0.016596,0,0
0.16403,98141,0.98141,1,0.016719,0.016719,0,0
0.16422,98137,0.98137,1,0.016842,0.016842,0,0
0.16442,98133,0.98133,1,0.016965,0.016965,0,0
0.16462,98128,0.98128,1,0.017088,0.017088,0,0
0.16482,98124,0.98124,1,0.017211,0.017211,0,0
0.16502,98119,0.98119,1,0.017334,0.017334,0,0
0.16522,98115,0.98115,1,0.017457,0.017457,0,0
0.16542,98110,0.9811,1,0.01758,0.01758,0,0
0.16563,98106,0.98106,1,0.017703,0.017703,0,0
0.16583,98101,0.98101,1,0.017826,0.017826,0,0
0.16604,98096,0.98096,1,0.017949,0.017949,0,0
0.16625,98092,0.98092,1,0.018072,0.018072,0,0
0.16647,98087,0.98087,1,0.018195,0.018195,0,0
0.16669,98082,0.98082,1,0.018318,0.018318,0,0
