"Mach","Pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.17854,8.9531e+05,1,0,0,0,0
0.17855,8.9531e+05,1,0.00012294,0.00012294,0,0
0.17856,8.953e+05,1,0.00024587,0.00024587,0,0
0.17857,8.953e+05,1,0.00036881,0.00036881,0,0
0.17858,8.9529e+05,1,0.00049175,0.00049175,0,0
0.17859,8.9529e+05,1,0.00061468,0.00061468,0,0
0.1786,8.9528e+05,1,0.00073762,0.00073762,0,0
0.17861,8.9528e+05,1,0.00086056,0.00086056,0,0
0.17862,8.9528e+05,1,0.00098349,0.00098349,0,0
0.17863,8.9527e+05,1,0.0011064,0.0011064,0,0
0.17864,8.9527e+05,1,0.0012294,0.0012294,0,0
0.17865,8.9526e+05,1,0.0013523,0.0013523,0,0
0.17866,8.9526e+05,1,0.0014752,0.0014752,0,0
0.17867,8.9526e+05,1,0.0015982,0.0015982,0,0
0.17868,8.9525e+05,1,0.0017211,0.0017211,0,0
0.17869,8.9525e+05,1,0.0018441,0.0018441,0,0
0.1787,8.9524e+05,1,0.001967,0.001967,0,0
0.17872,8.9524e+05,1,0.0020899,0.0020899,0,0
0.17874,8.9524e+05,1,0.0022129,0.0022129,0,0
0.17877,8.9524e+05,1,0.0023358,0.0023358,0,0
0.17879,8.9524e+05,1,0.0024587,0.0024587,0,0
0.17881,8.9523e+05,1,0.0025817,0.0025817,0,0
0.17883,8.9523e+05,1,0.0027046,0.0027046,0,0
0.17885,8.9523e+05,1,0.0028275,0.0028275,0,0
0.17887,8.9523e+05,1,0.0029505,0.0029505,0,0
0.17891,8.9522e+05,1,0.0030734,0.0030734,0,0
0.17895,8.9522e+05,1,0.0031964,0.0031964,0,0
0.17899,8.9522e+05,1,0.0033193,0.0033193,0,0
0.17903,8.9521e+05,1,0.0034422,0.0034422,0,0
0.17907,8.9521e+05,1,0.0035652,0.0035652,0,0
0.17911,8.952e+05,1,0.0036881,0.0036881,0,0
0.17915,8.952e+05,1,0.003811,0.003811,0,0
0.17919,8.9519e+05,1,0.003934,0.003934,0,0
0.17924,8.9519e+05,1,0.0040569,0.0040569,0,0
0.17929,8.9518e+05,1,0.0041799,0.0041799,0,0
0.17934,8.9518e+05,1,0.0043028,0.0043028,0,0
0.1794,8.9517e+05,1,0.0044257,0.0044257,0,0
0.17945,8.9517e+05,1,0.0045487,0.0045487,0,0
0.1795,8.9516e+05,1,0.0046716,0.0046716,0,0
0.17955,8.9515e+05,1,0.0047945,0.0047945,0,0
