"Mach","Pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.17078,8.9648e+05,1,0,0,0,0
0.17082,8.9648e+05,1,0.00012294,0.00012294,0,0
0.17086,8.9648e+05,1,0.00024587,0.00024587,0,0
0.1709,8.9648e+05,1,0.00036881,0.00036881,0,0
0.17094,8.9648e+05,1,0.00049175,0.00049175,0,0
0.17098,8.9648e+05,1,0.00061469,0.00061469,0,0
0.17102,8.9648e+05,1,0.00073762,0.00073762,0,0
0.17106,8.9647e+05,1,0.00086056,0.00086056,0,0
0.1711,8.9647e+05,1,0.0009835,0.0009835,0,0
0.17114,8.9647e+05,1,0.0011064,0.0011064,0,0
0.17117,8.9647e+05,1,0.0012294,0.0012294,0,0
0.17121,8.9647e+05,1,0.0013523,0.0013523,0,0
0.17125,8.9647e+05,1,0.0014752,0.0014752,0,0
0.17129,8.9647e+05,1,0.0015982,0.0015982,0,0
0.17133,8.9647e+05,1,0.0017211,0.0017211,0,0
0.17137,8.9647e+05,1,0.0018441,0.0018441,0,0
0.17141,8.9647e+05,1,0.001967,0.001967,0,0
0.17145,8.9647e+05,1,0.0020899,0.0020899,0,0
0.17149,8.9647e+05,1,0.0022129,0.0022129,0,0
0.17153,8.9647e+05,1,0.0023358,0.0023358,0,0
0.17157,8.9646e+05,1,0.0024587,0.0024587,0,0
0.17163,8.9646e+05,1,0.0025817,0.0025817,0,0
0.17169,8.9646e+05,1,0.0027046,0.0027046,0,0
0.17175,8.9645e+05,1,0.0028276,0.0028276,0,0
0.17181,8.9645e+05,1,0.0029505,0.0029505,0,0
0.17188,8.9645e+05,1,0.0030734,0.0030734,0,0
0.17194,8.9644e+05,1,0.0031964,0.0031964,0,0
0.172,8.9644e+05,1,0.0033193,0.0033193,0,0
0.17206,8.9644e+05,1,0.0034422,0.0034422,0,0
0.17212,8.9643e+05,1,0.0035652,0.0035652,0,0
0.17218,8.9643e+05,1,0.0036881,0.0036881,0,0
0.17224,8.9642e+05,1,0.003811,0.003811,0,0
0.1723,8.9642e+05,1,0.003934,0.003934,0,0
0.17236,8.9642e+05,1,0.0040569,0.0040569,0,0
0.17242,8.9641e+05,1,0.0041799,0.0041799,0,0
0.17248,8.9641e+05,1,0.0043028,0.0043028,0,0
0.17254,8.9641e+05,1,0.0044257,0.0044257,0,0
0.1726,8.964e+05,1,0.0045487,0.0045487,0,0
0.17266,8.964e+05,1,0.0046716,0.0046716,0,0
0.17272,8.964e+05,1,0.0047945,0.0047945,0,0
0.1728,8.9639e+05,1,0.0049175,0.0049175,0,0
0.17288,8.9638e+05,1,0.0050404,0.0050404,0,0
0.17296,8.9638e+05,1,0.0051634,0.0051634,0,0
0.17304,8.9637e+05,1,0.0052863,0.0052863,0,0
0.17312,8.9636e+05,1,0.0054092,0.0054092,0,0
0.1732,8.9635e+05,1,0.0055322,0.0055322,0,0
0.17328,8.9635e+05,1,0.0056551,0.0056551,0,0
0.17336,8.9634e+05,1,0.005778,0.005778,0,0
0.17344,8.9633e+05,1,0.005901,0.005901,0,0
0.17353,8.9632e+05,1,0.0060239,0.0060239,0,0
0.17361,8.9632e+05,1,0.0061469,0.0061469,0,0
0.17369,8.9631e+05,1,0.0062698,0.0062698,0,0
0.17377,8.963e+05,1,0.0063927,0.0063927,0,0
0.17385,8.9629e+05,1,0.0065157,0.0065157,0,0
0.17393,8.9629e+05,1,0.0066386,0.0066386,0,0
0.17401,8.9628e+05,1,0.0067615,0.0067615,0,0
0.17409,8.9627e+05,1,0.0068845,0.0068845,0,0
0.17417,8.9626e+05,1,0.0070074,0.0070074,0,0
0.17426,8.9626e+05,1,0.0071303,0.0071303,0,0
0.17435,8.9625e+05,1,0.0072533,0.0072533,0,0
0.17447,8.9624e+05,1,0.0073762,0.0073762,0,0
0.17458,8.9623e+05,1,0.0074992,0.0074992,0,0
0.17469,8.9622e+05,1,0.0076221,0.0076221,0,0
0.17481,8.9621e+05,1,0.007745,0.007745,0,0
0.17492,8.9619e+05,1,0.007868,0.007868,0,0
0.17504,8.9618e+05,1,0.0079909,0.0079909,0,0
0.17515,8.9617e+05,1,0.0081138,0.0081138,0,0
0.17526,8.9616e+05,1,0.0082368,0.0082368,0,0
0.17538,8.9615e+05,1,0.0083597,0.0083597,0,0
0.17549,8.9614e+05,1,0.0084827,0.0084827,0,0
0.1756,8.9613e+05,1,0.0086056,0.0086056,0,0
0.17572,8.9612e+05,1,0.0087285,0.0087285,0,0
0.17583,8.9611e+05,1,0.0088515,0.0088515,0,0
0.17595,8.961e+05,1,0.0089744,0.0089744,0,0
0.17606,8.9609e+05,1,0.0090973,0.0090973,0,0
0.17617,8.9608e+05,1,0.0092203,0.0092203,0,0
0.17629,8.9607e+05,1,0.0093432,0.0093432,0,0
0.1764,8.9605e+05,1,0.0094661,0.0094661,0,0
0.17652,8.9604e+05,1,0.0095891,0.0095891,0,0
0.17665,8.9603e+05,1,0.009712,0.009712,0,0
0.17677,8.9602e+05,1,0.009835,0.009835,0,0
0.17689,8.9601e+05,1,0.0099579,0.0099579,0,0
0.17702,8.9599e+05,1,0.010081,0.010081,0,0
0.17714,8.9598e+05,1,0.010204,0.010204,0,0
0.17727,8.9597e+05,1,0.010327,0.010327,0,0
0.17739,8.9596e+05,1,0.01045,0.01045,0,0
0.17751,8.9594e+05,1,0.010573,0.010573,0,0
0.17764,8.9593e+05,1,0.010696,0.010696,0,0
0.17776,8.9592e+05,1,0.010818,0.010818,0,0
0.17788,8.9591e+05,1,0.010941,0.010941,0,0
0.17801,8.9589e+05,1,0.011064,0.011064,0,0
