"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          74, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.73553337e-01, 1.62401530e+00, 6.39276414e-01, 3.39576875e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0224691028
          75, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.73897469e-01, 1.62351601e+00, 6.36794374e-01, 3.39538803e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0227367578
          76, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.74242231e-01, 1.62301701e+00, 6.34181530e-01, 3.39500781e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0230212368
          77, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.74587590e-01, 1.62251844e+00, 6.31442607e-01, 3.39462806e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0233021706
          78, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.74933518e-01, 1.62202044e+00, 6.28582311e-01, 3.39424880e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0235671497
          79, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.75279992e-01, 1.62152310e+00, 6.25605339e-01, 3.39387000e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0238554963
          80, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.75626991e-01, 1.62102655e+00, 6.22516364e-01, 3.39349165e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0241197031
          81, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.75974496e-01, 1.62053088e+00, 6.19320084e-01, 3.39311374e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0244088586
          82, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.76322493e-01, 1.62003622e+00, 6.16021297e-01, 3.39273625e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0246741108
          83, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.76670970e-01, 1.61954267e+00, 6.12624787e-01, 3.39235914e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0249664906
          84, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.77019915e-01, 1.61905031e+00, 6.09135380e-01, 3.39198241e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0252321768
          85, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.77369327e-01, 1.61855922e+00, 6.05557850e-01, 3.39160602e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0255322877
          86, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.77719206e-01, 1.61806949e+00, 6.01897164e-01, 3.39122993e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0257983251
          87, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.78069548e-01, 1.61758119e+00, 5.98158257e-01, 3.39085412e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0260882931
          88, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.78420362e-01, 1.61709440e+00, 5.94346378e-01, 3.39047854e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0263529184
          89, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.78771652e-01, 1.61660918e+00, 5.90466819e-01, 3.39010316e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0266423132
          90, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.79123426e-01, 1.61612557e+00, 5.86524683e-01, 3.38972795e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0269076488
          91, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.79475695e-01, 1.61564363e+00, 5.82525448e-01, 3.38935284e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0271975137
          92, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.79828482e-01, 1.61516339e+00, 5.78474795e-01, 3.38897780e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0274648987
          93, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.80181800e-01, 1.61468488e+00, 5.74378593e-01, 3.38860278e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0277424827
          94, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.80535667e-01, 1.61420817e+00, 5.70242680e-01, 3.38822774e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0280238040
          95, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.80890105e-01, 1.61373329e+00, 5.66073089e-01, 3.38785262e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0282882250
          96, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.81245141e-01, 1.61326024e+00, 5.61876000e-01, 3.38747736e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0285769963
          97, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.81600800e-01, 1.61278905e+00, 5.57657731e-01, 3.38710192e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0288405571
          98, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.81957108e-01, 1.61231972e+00, 5.53424784e-01, 3.38672624e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0291308174
          99, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.82314096e-01, 1.61185227e+00, 5.49183811e-01, 3.38635027e+00, 0.00000000e+00, 2.0000000000, 0.1000000000, 0.0293972461
