"Mach","Pressure","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.17753,8.9532e+05,0.9904,1,0,0,0,0
0.17753,8.9532e+05,0.9904,1,0.00012294,0.00012294,0,0
0.17754,8.9532e+05,0.9904,1,0.00024587,0.00024587,0,0
0.17755,8.9532e+05,0.9904,1,0.00036881,0.00036881,0,0
0.17755,8.9532e+05,0.9904,1,0.00049175,0.00049175,0,0
0.17756,8.9532e+05,0.9904,1,0.00061469,0.00061469,0,0
0.17757,8.9532e+05,0.9904,1,0.00073762,0.00073762,0,0
0.17758,8.9532e+05,0.9904,1,0.00086056,0.00086056,0,0
0.1776,8.9532e+05,0.99039,1,0.0009835,0.0009835,0,0
0.17761,8.9531e+05,0.99039,1,0.0011064,0.0011064,0,0
0.17763,8.9531e+05,0.99039,1,0.0012294,0.0012294,0,0
0.17764,8.9531e+05,0.99039,1,0.0013523,0.0013523,0,0
0.17766,8.9531e+05,0.99039,1,0.0014752,0.0014752,0,0
0.17768,8.9531e+05,0.99038,1,0.0015982,0.0015982,0,0
0.17771,8.9531e+05,0.99038,1,0.0017211,0.0017211,0,0
0.17773,8.953e+05,0.99038,1,0.0018441,0.0018441,0,0
0.17775,8.953e+05,0.99038,1,0.001967,0.001967,0,0
0.17777,8.953e+05,0.99038,1,0.0020899,0.0020899,0,0
0.1778,8.953e+05,0.99037,1,0.0022129,0.0022129,0,0
0.17783,8.9529e+05,0.99037,1,0.0023358,0.0023358,0,0
0.17786,8.9529e+05,0.99037,1,0.0024587,0.0024587,0,0
0.17789,8.9529e+05,0.99036,1,0.0025817,0.0025817,0,0
0.17792,8.9529e+05,0.99036,1,0.0027046,0.0027046,0,0
0.17795,8.9528e+05,0.99036,1,0.0028276,0.0028276,0,0
0.17799,8.9528e+05,0.99035,1,0.0029505,0.0029505,0,0
0.17803,8.9528e+05,0.99035,1,0.0030734,0.0030734,0,0
0.17807,8.9527e+05,0.99034,1,0.0031964,0.0031964,0,0
0.1781,8.9527e+05,0.99034,1,0.0033193,0.0033193,0,0
0.17814,8.9526e+05,0.99034,1,0.0034422,0.0034422,0,0
0.17819,8.9526e+05,0.99033,1,0.0035652,0.0035652,0,0
0.17823,8.9526e+05,0.99033,1,0.0036881,0.0036881,0,0
0.17828,8.9525e+05,0.99032,1,0.003811,0.003811,0,0
0.17833,8.9525e+05,0.99032,1,0.003934,0.003934,0,0
0.17837,8.9524e+05,0.99031,1,0.0040569,0.0040569,0,0
0.17842,8.9524e+05,0.99031,1,0.0041799,0.0041799,0,0
0.17847,8.9523e+05,0.9903,1,0.0043028,0.0043028,0,0
0.17853,8.9523e+05,0.99029,1,0.0044257,0.0044257,0,0
0.17858,8.9522e+05,0.99029,1,0.0045487,0.0045487,0,0
0.17864,8.9522e+05,0.99028,1,0.0046716,0.0046716,0,0
0.17869,8.9521e+05,0.99028,1,0.0047945,0.0047945,0,0
0.17875,8.952e+05,0.99027,1,0.0049175,0.0049175,0,0
0.17881,8.952e+05,0.99026,1,0.0050404,0.0050404,0,0
0.17888,8.9519e+05,0.99026,1,0.0051634,0.0051634,0,0
0.17894,8.9519e+05,0.99025,1,0.0052863,0.0052863,0,0
0.179,8.9518e+05,0.99024,1,0.0054092,0.0054092,0,0
0.17907,8.9517e+05,0.99024,1,0.0055322,0.0055322,0,0
0.17913,8.9517e+05,0.99023,1,0.0056551,0.0056551,0,0
0.17921,8.9516e+05,0.99022,1,0.005778,0.005778,0,0
0.17928,8.9515e+05,0.99021,1,0.005901,0.005901,0,0
0.17935,8.9514e+05,0.9902,1,0.0060239,0.0060239,0,0
0.17942,8.9514e+05,0.9902,1,0.0061469,0.0061469,0,0
0.17949,8.9513e+05,0.99019,1,0.0062698,0.0062698,0,0
0.17957,8.9512e+05,0.99018,1,0.0063927,0.0063927,0,0
0.17965,8.9511e+05,0.99017,1,0.0065157,0.0065157,0,0
0.17973,8.9511e+05,0.99016,1,0.0066386,0.0066386,0,0
0.17981,8.951e+05,0.99015,1,0.0067615,0.0067615,0,0
0.17989,8.9509e+05,0.99014,1,0.0068845,0.0068845,0,0
0.17997,8.9508e+05,0.99014,1,0.0070074,0.0070074,0,0
0.18006,8.9507e+05,0.99013,1,0.0071303,0.0071303,0,0
0.18015,8.9507e+05,0.99012,1,0.0072533,0.0072533,0,0
0.18024,8.9506e+05,0.99011,1,0.0073762,0.0073762,0,0
0.18033,8.9505e+05,0.9901,1,0.0074992,0.0074992,0,0
0.18042,8.9504e+05,0.99009,1,0.0076221,0.0076221,0,0
0.18051,8.9503e+05,0.99008,1,0.007745,0.007745,0,0
0.18061,8.9502e+05,0.99007,1,0.007868,0.007868,0,0
0.18071,8.9501e+05,0.99006,1,0.0079909,0.0079909,0,0
0.18081,8.95e+05,0.99004,1,0.0081138,0.0081138,0,0
0.18091,8.9499e+05,0.99003,1,0.0082368,0.0082368,0,0
0.18101,8.9498e+05,0.99002,1,0.0083597,0.0083597,0,0
0.18112,8.9497e+05,0.99001,1,0.0084827,0.0084827,0,0
0.18122,8.9496e+05,0.99,1,0.0086056,0.0086056,0,0
0.18133,8.9495e+05,0.98999,1,0.0087285,0.0087285,0,0
0.18144,8.9494e+05,0.98997,1,0.0088515,0.0088515,0,0
0.18155,8.9493e+05,0.98996,1,0.0089744,0.0089744,0,0
0.18166,8.9491e+05,0.98995,1,0.0090973,0.0090973,0,0
0.18177,8.949e+05,0.98994,1,0.0092203,0.0092203,0,0
0.18189,8.9489e+05,0.98992,1,0.0093432,0.0093432,0,0
0.182,8.9488e+05,0.98991,1,0.0094661,0.0094661,0,0
0.18212,8.9487e+05,0.9899,1,0.0095891,0.0095891,0,0
0.18224,8.9486e+05,0.98988,1,0.009712,0.009712,0,0
0.18236,8.9484e+05,0.98987,1,0.009835,0.009835,0,0
0.18249,8.9483e+05,0.98986,1,0.0099579,0.0099579,0,0
0.18261,8.9482e+05,0.98984,1,0.010081,0.010081,0,0
0.18274,8.9481e+05,0.98983,1,0.010204,0.010204,0,0
0.18286,8.9479e+05,0.98981,1,0.010327,0.010327,0,0
0.18299,8.9478e+05,0.9898,1,0.01045,0.01045,0,0
0.18312,8.9477e+05,0.98979,1,0.010573,0.010573,0,0
0.18326,8.9475e+05,0.98977,1,0.010696,0.010696,0,0
0.18339,8.9474e+05,0.98975,1,0.010818,0.010818,0,0
0.18353,8.9472e+05,0.98974,1,0.010941,0.010941,0,0
0.18366,8.9471e+05,0.98972,1,0.011064,0.011064,0,0
0.1838,8.947e+05,0.98971,1,0.011187,0.011187,0,0
0.18394,8.9468e+05,0.98969,1,0.01131,0.01131,0,0
0.18409,8.9467e+05,0.98968,1,0.011433,0.011433,0,0
0.18423,8.9465e+05,0.98966,1,0.011556,0.011556,0,0
