"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,           0,      -1.418145815,      0.3999920344,      -13.25387893,       4.121305929,      -18.40488999,       1.748094956
          0,           0,           1,      -1.638375245,      0.2099233676,      -0.476795456,       3.900586207,      -11.92918039,       6.319651159
          0,           0,           2,      -1.795682118,     0.04446458752,    -0.04382452571,       3.744520614,      -11.55332523,       5.590135805
          0,           0,           3,      -1.747966291,    -0.06659535108,      0.1926347419,       3.794077301,      -11.49249645,       5.115775789
          0,           0,           4,      -2.059835064,     -0.3771452829,     -0.2121930845,       3.479204049,      -11.47404266,       4.898545785
          0,           0,           5,      -2.097489336,     -0.5015847971,     -0.2044047422,       3.442742126,      -11.39818521,       4.714492314
          0,           0,           6,      -2.235256848,     -0.5969871176,     -0.5331161656,       3.303216137,      -11.33215429,       5.100980066
          0,           0,           7,      -2.249451263,     -0.6259936641,      -0.456189322,       3.289373703,      -9.789645898,        4.96615132
          0,           0,           8,      -1.805280553,     -0.2586191893,      0.1818378679,        3.73608617,      -7.134068173,       5.255034022
          0,           0,           9,      -2.233960976,     -0.7082921691,     -0.2983947968,       3.305186975,      -6.426313824,        5.43647938
          0,           0,          10,      -2.182890024,     -0.6189504699,     -0.2253941403,       3.357267682,       -5.26050222,       4.870952291
          0,           0,          11,      -2.394346873,     -0.7491888234,     -0.6006658262,       3.143537389,      -4.980262896,       5.004433694
          0,           0,          12,      -2.372567904,     -0.6799717792,     -0.5098082916,       3.165782496,      -4.503814986,       4.239347261
          0,           0,          13,      -2.470422273,     -0.7425891212,     -0.7911471905,       3.066458997,      -4.362279098,       4.677505076
          0,           0,          14,      -2.462470801,     -0.7252841193,     -0.6921949756,       3.074909841,      -4.122651162,       3.984893609
          0,           0,          15,       -2.51535139,     -0.7415682187,     -0.9360059634,       3.020986181,       -4.02638189,       4.389166544
          0,           0,          16,      -2.469435967,     -0.7166689929,     -0.6661452925,       3.067914307,      -3.842265608,       3.938718998
          0,           0,          17,      -2.531277928,     -0.7442996029,      -0.915712442,       3.004719109,      -3.767333507,       4.503665593
          0,           0,          18,      -2.478111288,     -0.7127032524,     -0.6545635439,       3.058966363,      -3.617225947,       3.988407077
          0,           0,          19,      -2.544751585,     -0.7398937534,      -0.902019904,       2.990801239,      -3.557196508,       4.568040889
          0,           0,          20,      -2.493017657,     -0.6948684895,     -0.6630540233,       3.043670528,      -3.434815056,       4.064498696
          0,           0,          21,       -2.56087778,     -0.7344680171,     -0.9101439451,       2.974125504,      -3.387392952,       4.516205953
          0,           0,          22,      -2.515779301,     -0.6919675174,     -0.6862207839,       3.020425553,      -3.287699623,        4.01663643
          0,           0,          23,      -2.584404041,     -0.7277889013,     -0.9338197331,       2.949952315,      -3.251267407,       4.375413187
          0,           0,          24,      -2.547280938,     -0.6980658918,     -0.7216347817,       2.988320063,      -3.168198711,       3.902041699
          0,           0,          25,      -2.615893273,      -0.725021776,     -0.9664377911,       2.917778384,      -3.141570544,       4.212211712
          0,           0,          26,      -2.584041663,     -0.6951960518,     -0.7626648511,       2.951005756,      -3.069453309,       3.832016524
          0,           0,          27,      -2.650888113,     -0.7228115009,      -1.002733006,       2.882089282,      -3.052026466,       4.133319719
          0,           0,          28,      -2.620433227,     -0.6968846809,     -0.8009077757,       2.914055081,      -2.986926786,       3.787870939
          0,           0,          29,      -2.686381245,     -0.7214438913,      -1.035829571,       2.845898517,      -2.978638087,       4.158373431
          0,           0,          30,      -2.656034194,     -0.7030336692,     -0.8351058024,       2.877820173,       -2.91881961,       3.751288177
          0,           0,          31,      -2.720497339,     -0.7243912216,      -1.064951091,       2.811014778,      -2.919894078,       4.205754233
          0,           0,          32,      -2.689619204,     -0.7047339041,     -0.8661377413,       2.843595874,      -2.865133812,       3.745251633
          0,           0,          33,      -2.753467809,     -0.7286602181,      -1.092176491,       2.777220798,      -2.875726481,       4.223855237
          0,           0,          34,      -2.723182205,     -0.7145513052,     -0.8970594816,       2.809444543,      -2.826136861,       3.745800015
          0,           0,          35,      -2.787248073,     -0.7347365405,       -1.12053965,       2.742561616,      -2.846140252,       4.206796151
          0,           0,          36,      -2.759311662,     -0.7252246811,     -0.9315989531,       2.772463766,      -2.801420197,       3.730850745
          0,           0,          37,      -2.822484856,     -0.7437581634,      -1.153022675,       2.706374916,      -2.830375077,       4.166348657
          0,           0,          38,      -2.796874019,     -0.7377593606,     -0.9688580208,       2.734095721,      -2.789675682,       3.701429428
          0,           0,          39,       -2.85894872,     -0.7551317754,      -1.187068453,       2.668915908,      -2.826844774,       4.118976905
          0,           0,          40,      -2.834738866,     -0.7519348816,      -1.005911666,       2.695377955,      -2.788932024,        3.66638454
          0,           0,          41,      -2.895280237,     -0.7688243366,      -1.219934815,       2.631579867,      -2.833459292,       4.078132162
          0,           0,          42,       -2.87112289,     -0.7695212813,      -1.040229615,       2.658181898,       -2.79722202,       3.632793907
          0,           0,          43,      -2.930464532,     -0.7852233407,       -1.25021826,       2.595453286,      -2.848279961,       4.046435057
          0,           0,          44,      -2.906225209,     -0.7881996615,      -1.072548658,        2.62232852,      -2.813024113,       3.602787512
          0,           0,          45,      -2.964249846,     -0.8035390766,      -1.278719976,       2.560827247,      -2.869847744,       4.016583282
          0,           0,          46,      -2.938726803,     -0.8084543247,      -1.101638322,       2.589199835,      -2.835557615,       3.574100207
          0,           0,          47,       -2.99550835,     -0.8235364348,       -1.30418483,       2.528874368,      -2.897467392,       3.981073218
          0,           0,          48,      -2.968681155,     -0.8298526279,      -1.128335953,       2.558830291,      -2.865061236,       3.544430792
          0,           0,          49,      -3.024304983,     -0.8449740996,      -1.327978178,       2.499590626,      -2.931541905,       3.937908885
          0,           0,          50,      -2.996733418,     -0.8522558475,      -1.154314706,       2.530460708,      -2.902538809,       3.514804946
          0,           0,          51,      -3.051424977,     -0.8676553929,      -1.351651801,       2.472106795,      -2.973098146,        3.89006243
          0,           0,          52,      -3.024043073,     -0.8759777017,      -1.179194414,       2.502792428,      -2.949577653,       3.487625513
          0,           0,          53,      -3.077488765,     -0.8918945825,      -1.375131311,       2.445699004,      -3.023748819,       3.842721604
          0,           0,          54,      -3.049506436,     -0.9004500805,      -1.202712548,       2.477020601,      -3.007972898,       3.464336392
          0,           0,          55,      -3.101774045,     -0.9167872099,      -1.397067632,       2.421146341,      -3.085248398,       3.802032061
