,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,G
0,202.89,321770000.0,1.7,12915.0,-8.4217e-12,0,1499900.0,-1.3594e-14,571.71,1,0.0,0.0,0.4,0,0.7577617356292932
1,202.89,321770000.0,1.7,12915.0,-7.4223e-12,0,1499900.0,-1.2416e-14,571.71,1,0.001,0.001,0.4,0,0.7577617356292932
2,202.89,321770000.0,1.7,12915.0,-6.4229e-12,0,1499900.0,-1.1238e-14,571.71,1,0.002,0.002,0.4,0,0.7577617356292932
3,202.89,321770000.0,1.7,12915.0,-5.4235e-12,0,1499900.0,-1.006e-14,571.71,1,0.003,0.003,0.4,0,0.7577617356292932
4,202.89,321770000.0,1.7,12915.0,-4.4241e-12,0,1499900.0,-8.8817e-15,571.71,1,0.004,0.004,0.4,0,0.7577617356292932
5,202.89,321770000.0,1.7,12915.0,-3.4247e-12,0,1499900.0,-7.7037e-15,571.71,1,0.005,0.005,0.4,0,0.7577617356292932
6,202.89,321770000.0,1.7,12915.0,-2.4253e-12,0,1499900.0,-6.5257e-15,571.71,1,0.006,0.006,0.4,0,0.7577617356292932
7,202.89,321770000.0,1.7,12915.0,-1.4259e-12,0,1499900.0,-5.3477e-15,571.71,1,0.007,0.007,0.4,0,0.7577617356292932
8,202.89,321770000.0,1.7,12915.0,-4.2651e-13,0,1499900.0,-4.1697e-15,571.71,1,0.008,0.008,0.4,0,0.7577617356292932
9,202.89,321770000.0,1.7,12915.0,5.7288e-13,0,1499900.0,-2.9918e-15,571.71,1,0.009,0.009,0.4,0,0.7577617356292932
10,202.89,321770000.0,1.7,12915.0,1.5723e-12,0,1499900.0,-1.8138e-15,571.71,1,0.01,0.01,0.4,0,0.7577617356292932
11,202.89,321770000.0,1.7,12915.0,2.5717e-12,0,1499900.0,-6.3579e-16,571.71,1,0.011,0.011,0.4,0,0.7577617356292932
12,202.89,321770000.0,1.7,12915.0,3.5711e-12,0,1499900.0,5.4219e-16,571.71,1,0.012,0.012,0.4,0,0.7577617356292932
13,202.89,321770000.0,1.7,12915.0,4.5705e-12,0,1499900.0,1.7202e-15,571.71,1,0.013,0.013,0.4,0,0.7577617356292932
14,202.89,321770000.0,1.7,12915.0,5.5699e-12,0,1499900.0,2.8982e-15,571.71,1,0.014,0.014,0.4,0,0.7577617356292932
15,202.89,321770000.0,1.7,12915.0,6.5693e-12,0,1499900.0,4.0761e-15,571.71,1,0.015,0.015,0.4,0,0.7577617356292932
16,202.89,321770000.0,1.7,12915.0,7.5687e-12,0,1499900.0,5.2541e-15,571.71,1,0.016,0.016,0.4,0,0.7577617356292932
17,202.89,321770000.0,1.7,12915.0,8.5681e-12,0,1499900.0,6.4321e-15,571.71,1,0.017,0.017,0.4,0,0.7577617356292932
18,202.89,321770000.0,1.7,12915.0,1.0202e-11,0,1499900.0,8.1449e-15,571.71,1,0.018,0.018,0.4,0,0.7577617356292932
19,202.89,321770000.0,1.7,12915.0,1.2135e-11,0,1499900.0,1.0109e-14,571.71,1,0.019,0.019,0.4,0,0.7577617356292932
20,202.89,321770000.0,1.7,12915.0,1.4067e-11,0,1499900.0,1.2073e-14,571.71,1,0.02,0.02,0.4,0,0.7577617356292932
21,202.89,321770000.0,1.7,12915.0,1.6e-11,0,1499900.0,1.4037e-14,571.71,1,0.021,0.021,0.4,0,0.7577617356292932
22,202.89,321770000.0,1.7,12915.0,1.7932e-11,0,1499900.0,1.6001e-14,571.71,1,0.022,0.022,0.4,0,0.7577617356292932
23,202.89,321770000.0,1.7,12915.0,1.9865e-11,0,1499900.0,1.7965e-14,571.71,1,0.023,0.023,0.4,0,0.7577617356292932
24,202.89,321770000.0,1.7,12915.0,2.1797e-11,0,1499900.0,1.9929e-14,571.71,1,0.024,0.024,0.4,0,0.7577617356292932
25,202.89,321770000.0,1.7,12915.0,2.373e-11,0,1499900.0,2.1893e-14,571.71,1,0.025,0.025,0.4,0,0.7577617356292932
26,202.89,321770000.0,1.7,12915.0,2.5662e-11,0,1499900.0,2.3857e-14,571.71,1,0.026,0.026,0.4,0,0.7577617356292932
27,202.89,321770000.0,1.7,12915.0,2.7595e-11,0,1499900.0,2.5821e-14,571.71,1,0.027,0.027,0.4,0,0.7577617356292932
28,202.89,321770000.0,1.7,12915.0,2.9527e-11,0,1499900.0,2.7784e-14,571.71,1,0.028,0.028,0.4,0,0.7577617356292932
29,202.89,321770000.0,1.7,12915.0,3.146e-11,0,1499900.0,2.9748e-14,571.71,1,0.029,0.029,0.4,0,0.7577617356292932
30,202.89,321770000.0,1.7,12915.0,3.3392e-11,0,1499900.0,3.1712e-14,571.71,1,0.03,0.03,0.4,0,0.7577617356292932
31,202.89,321770000.0,1.7,12915.0,3.5324e-11,0,1499900.0,3.3676e-14,571.71,1,0.031,0.031,0.4,0,0.7577617356292932
32,202.89,321770000.0,1.7,12915.0,3.7257e-11,0,1499900.0,3.564e-14,571.71,1,0.032,0.032,0.4,0,0.7577617356292932
33,202.89,321770000.0,1.7,12915.0,3.9189e-11,0,1499900.0,3.7604e-14,571.71,1,0.033,0.033,0.4,0,0.7577617356292932
34,202.89,321770000.0,1.7,12915.0,4.1122e-11,0,1499900.0,3.9568e-14,571.71,1,0.034,0.034,0.4,0,0.7577617356292932
35,202.89,321770000.0,1.7,12915.0,4.354e-11,0,1499900.0,4.1876e-14,571.71,1,0.035,0.035,0.4,0,0.7577617356292932
36,202.89,321770000.0,1.7,12915.0,4.6798e-11,0,1499900.0,4.4822e-14,571.71,1,0.036,0.036,0.4,0,0.7577617356292932
37,202.89,321770000.0,1.7,12915.0,5.0056e-11,0,1499900.0,4.7768e-14,571.71,1,0.037,0.037,0.4,0,0.7577617356292932
38,202.89,321770000.0,1.7,12915.0,5.3314e-11,0,1499900.0,5.0714e-14,571.71,1,0.038,0.038,0.4,0,0.7577617356292932
39,202.89,321770000.0,1.7,12915.0,5.6572e-11,0,1499900.0,5.366e-14,571.71,1,0.039,0.039,0.4,0,0.7577617356292932
40,202.89,321770000.0,1.7,12915.0,5.983e-11,0,1499900.0,5.6606e-14,571.71,1,0.04,0.04,0.4,0,0.7577617356292932
41,202.89,321770000.0,1.7,12915.0,6.3088e-11,0,1499900.0,5.9552e-14,571.71,1,0.041,0.041,0.4,0,0.7577617356292932
42,202.89,321770000.0,1.7,12915.0,6.6346e-11,0,1499900.0,6.2497e-14,571.71,1,0.042,0.042,0.4,0,0.7577617356292932
43,202.89,321770000.0,1.7,12915.0,6.9604e-11,0,1499900.0,6.5443e-14,571.71,1,0.043,0.043,0.4,0,0.7577617356292932
44,202.89,321770000.0,1.7,12915.0,7.2862e-11,0,1499900.0,6.8389e-14,571.71,1,0.044,0.044,0.4,0,0.7577617356292932
45,202.89,321770000.0,1.7,12915.0,7.612e-11,0,1499900.0,7.1335e-14,571.71,1,0.045,0.045,0.4,0,0.7577617356292932
46,202.89,321770000.0,1.7,12915.0,7.9378e-11,0,1499900.0,7.4281e-14,571.71,1,0.046,0.046,0.4,0,0.7577617356292932
47,202.89,321770000.0,1.7,12915.0,8.2636e-11,0,1499900.0,7.7227e-14,571.71,1,0.047,0.047,0.4,0,0.7577617356292932
48,202.89,321770000.0,1.7,12915.0,8.5894e-11,0,1499900.0,8.0173e-14,571.71,1,0.048,0.048,0.4,0,0.7577617356292932
49,202.89,321770000.0,1.7,12915.0,8.9152e-11,0,1499900.0,8.3119e-14,571.71,1,0.049,0.049,0.4,0,0.7577617356292932
50,202.89,321770000.0,1.7,12915.0,9.241e-11,0,1499900.0,8.6065e-14,571.71,1,0.05,0.05,0.4,0,0.7577617356292932
51,202.89,321770000.0,1.7,12915.0,9.5669e-11,0,1499900.0,8.9011e-14,571.71,1,0.051,0.051,0.4,0,0.7577617356292932
52,202.89,321770000.0,1.7,12915.0,9.8948e-11,0,1499900.0,9.1966e-14,571.71,1,0.052,0.052,0.4,0,0.7577617356292932
53,202.89,321770000.0,1.7,12915.0,1.0254e-10,0,1499900.0,9.5047e-14,571.71,1,0.053,0.053,0.4,0,0.7577617356292932
54,202.89,321770000.0,1.7,12915.0,1.0614e-10,0,1499900.0,9.8129e-14,571.71,1,0.054,0.054,0.4,0,0.7577617356292932
55,202.89,321770000.0,1.7,12915.0,1.0973e-10,0,1499900.0,1.0121e-13,571.71,1,0.055,0.055,0.4,0,0.7577617356292932
56,202.89,321770000.0,1.7,12915.0,1.1333e-10,0,1499900.0,1.0429e-13,571.71,1,0.056,0.056,0.4,0,0.7577617356292932
57,202.89,321770000.0,1.7,12915.0,1.1693e-10,0,1499900.0,1.0737e-13,571.71,1,0.057,0.057,0.4,0,0.7577617356292932
