"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Pressure_Coefficient","Mach"
0, 9.956316199431459e-01, 9.956211010324939e-01, 2.067802627300924e+02, 9.650952902921154e+03, -5.481269826081194e+00, 6.225169098721684e+07, 8.182250232036550e+05, 6.524705181772608e+02, -9.065704741726948e-03, 1.692850455201316e+00
1, 4.376141119747864e-03, 9.956288622244573e-01, 2.094999999999987e+02, 9.729012067839740e+03, -3.314984374468939e-11, 6.307897105695669e+07, 8.202730000000020e+05, 6.526404358937511e+02, 8.760635339547927e-15, 1.700000000000025e+00
2, 4.617303397610674e-01, 5.232481935257813e-01, 2.093710378300835e+02, 9.725820798451494e+03, -2.060295657663807e+00, 6.303976652853315e+07, 8.201767255219872e+05, 6.526324201705668e+02, -4.261747464061706e-04, 1.699784529467340e+00
3, 4.682196989471655e-01, 5.244715253419470e-01, 2.093353073076885e+02, 9.724921847523441e+03, -2.651560744112415e+00, 6.302890378566515e+07, 8.201500375592710e+05, 6.526301986095596e+02, -5.443133847809802e-04, 1.699721656919898e+00
4, 4.740709446438832e-01, 5.240944158467687e-01, 2.092887020433792e+02, 9.723740153470724e+03, -3.438010952685753e+00, 6.301473451135835e+07, 8.201152178084587e+05, 6.526273004387472e+02, -6.984487151264072e-04, 1.699637665692502e+00
5, 4.784385351746481e-01, 5.225967660311704e-01, 2.092338404105641e+02, 9.722336102257021e+03, -4.388836547264090e+00, 6.299805449549383e+07, 8.200742161935517e+05, 6.526238881625975e+02, -8.799490794590337e-04, 1.699535962814879e+00
6, 4.829445543640601e-01, 5.230114258484011e-01, 2.091894027989651e+02, 9.721212108910024e+03, -5.142987995825345e+00, 6.298454441981818e+07, 8.200409946307678e+05, 6.526211237137406e+02, -1.027009768717980e-03, 1.699455460690660e+00
7, 4.873404168909623e-01, 5.219282242512758e-01, 2.091160078891464e+02, 9.719336364481880e+03, -6.423326067594858e+00, 6.296222978326394e+07, 8.199861036257125e+05, 6.526165567751963e+02, -1.269993793584366e-03, 1.699318260897586e+00
8, 4.920294774552539e-01, 5.228041595194637e-01, 2.090607579601554e+02, 9.717925520802270e+03, -7.383808569000397e+00, 6.294543196320741e+07, 8.199447661494155e+05, 6.526131180636111e+02, -1.452980903372401e-03, 1.699214470616524e+00
9, 4.979597937705094e-01, 5.224697456848567e-01, 2.089598811632720e+02, 9.715345039194544e+03, -9.150502756271173e+00, 6.291476190318916e+07, 8.198692526102399e+05, 6.526068376250137e+02, -1.787253953433698e-03, 1.699022603740983e+00
10, 5.028467921610498e-01, 5.210354909877241e-01, 2.088279644200858e+02, 9.711960014963204e+03, -1.148806553001766e+01, 6.287465426504145e+07, 8.197704284760776e+05, 6.525986209301827e+02, -2.224715170411818e-03, 1.698766795770480e+00
11, 5.080828993529838e-01, 5.219106110835789e-01, 2.087268875117726e+02, 9.709336203130384e+03, -1.332497540013898e+01, 6.284392185141557e+07, 8.196946509722569e+05, 6.525923223886076e+02, -2.560156703211294e-03, 1.698563172929606e+00
