,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,G,Z
14,202.89,316270000.0,1.7,16309,4.1068e-11,0,1499900.0,3.8101e-14,569.36,1,0.014,0.014,0.4,0,1.375592832261582,0.35921647817410174
15,202.89,316270000.0,1.7,16309,3.9951e-11,0,1499900.0,3.7321e-14,569.36,1,0.015,0.015,0.4,0,1.375592832261582,0.35921647817410174
16,202.89,316270000.0,1.7,16309,3.8834e-11,0,1499900.0,3.6542e-14,569.36,1,0.016,0.016,0.4,0,1.375592832261582,0.35921647817410174
17,202.89,316270000.0,1.7,16309,3.7717e-11,0,1499900.0,3.5762e-14,569.36,1,0.017,0.017,0.4,0,1.375592832261582,0.35921647817410174
18,202.89,316270000.0,1.7,16309,4.2416e-11,0,1499900.0,3.4672e-14,569.36,1,0.018,0.018,0.4,0,1.375592832261582,0.35921647817410174
19,202.89,316270000.0,1.7,16309,4.9781e-11,0,1499900.0,3.3441e-14,569.36,1,0.019,0.019,0.4,0,1.375592832261582,0.35921647817410174
20,202.89,316270000.0,1.7,16309,5.7146e-11,0,1499900.0,3.2209e-14,569.36,1,0.02,0.02,0.4,0,1.375592832261582,0.35921647817410174
21,202.89,316270000.0,1.7,16309,6.4511e-11,0,1499900.0,3.0978e-14,569.36,1,0.021,0.021,0.4,0,1.375592832261582,0.35921647817410174
22,202.89,316270000.0,1.7,16309,7.1876e-11,0,1499900.0,2.9746e-14,569.36,1,0.022,0.022,0.4,0,1.375592832261582,0.35921647817410174
23,202.89,316270000.0,1.7,16309,7.9242e-11,0,1499900.0,2.8515e-14,569.36,1,0.023,0.023,0.4,0,1.375592832261582,0.35921647817410174
24,202.89,316270000.0,1.7,16309,8.6607e-11,0,1499900.0,2.7283e-14,569.36,1,0.024,0.024,0.4,0,1.375592832261582,0.35921647817410174
25,202.89,316270000.0,1.7,16309,9.3972e-11,0,1499900.0,2.6052e-14,569.36,1,0.025,0.025,0.4,0,1.375592832261582,0.35921647817410174
26,202.89,316270000.0,1.7,16309,1.0134e-10,0,1499900.0,2.482e-14,569.36,1,0.026,0.026,0.4,0,1.375592832261582,0.35921647817410174
27,202.89,316270000.0,1.7,16309,1.087e-10,0,1499900.0,2.3588e-14,569.36,1,0.027,0.027,0.4,0,1.375592832261582,0.35921647817410174
28,202.89,316270000.0,1.7,16309,1.1607e-10,0,1499900.0,2.2357e-14,569.36,1,0.028,0.028,0.4,0,1.375592832261582,0.35921647817410174
29,202.89,316270000.0,1.7,16309,1.2343e-10,0,1499900.0,2.1125e-14,569.36,1,0.029,0.029,0.4,0,1.375592832261582,0.35921647817410174
30,202.89,316270000.0,1.7,16309,1.308e-10,0,1499900.0,1.9894e-14,569.36,1,0.03,0.03,0.4,0,1.375592832261582,0.35921647817410174
31,202.89,316270000.0,1.7,16309,1.3816e-10,0,1499900.0,1.8662e-14,569.36,1,0.031,0.031,0.4,0,1.375592832261582,0.35921647817410174
32,202.89,316270000.0,1.7,16309,1.4553e-10,0,1499900.0,1.7431e-14,569.36,1,0.032,0.032,0.4,0,1.375592832261582,0.35921647817410174
33,202.89,316270000.0,1.7,16309,1.5289e-10,0,1499900.0,1.6199e-14,569.36,1,0.033,0.033,0.4,0,1.375592832261582,0.35921647817410174
34,202.89,316270000.0,1.7,16309,1.6026e-10,0,1499900.0,1.4968e-14,569.36,1,0.034,0.034,0.4,0,1.375592832261582,0.35921647817410174
35,202.89,316270000.0,1.7,16309,1.6649e-10,0,1499900.0,1.5303e-14,569.36,1,0.035,0.035,0.4,0,1.375592832261582,0.35921647817410174
36,202.89,316270000.0,1.7,16309,1.6978e-10,0,1499900.0,1.8096e-14,569.36,1,0.036,0.036,0.4,0,1.375592832261582,0.35921647817410174
37,202.89,316270000.0,1.7,16309,1.7306e-10,0,1499900.0,2.089e-14,569.36,1,0.037,0.037,0.4,0,1.375592832261582,0.35921647817410174
38,202.89,316270000.0,1.7,16309,1.7634e-10,0,1499900.0,2.3683e-14,569.36,1,0.038,0.038,0.4,0,1.375592832261582,0.35921647817410174
39,202.89,316270000.0,1.7,16309,1.7962e-10,0,1499900.0,2.6477e-14,569.36,1,0.039,0.039,0.4,0,1.375592832261582,0.35921647817410174
40,202.89,316270000.0,1.7,16309,1.829e-10,0,1499900.0,2.927e-14,569.36,1,0.04,0.04,0.4,0,1.375592832261582,0.35921647817410174
41,202.89,316270000.0,1.7,16309,1.8618e-10,0,1499900.0,3.2064e-14,569.36,1,0.041,0.041,0.4,0,1.375592832261582,0.35921647817410174
42,202.89,316270000.0,1.7,16309,1.8946e-10,0,1499900.0,3.4857e-14,569.36,1,0.042,0.042,0.4,0,1.375592832261582,0.35921647817410174
43,202.89,316270000.0,1.7,16309,1.9274e-10,0,1499900.0,3.7651e-14,569.36,1,0.043,0.043,0.4,0,1.375592832261582,0.35921647817410174
44,202.89,316270000.0,1.7,16309,1.9602e-10,0,1499900.0,4.0444e-14,569.36,1,0.044,0.044,0.4,0,1.375592832261582,0.35921647817410174
45,202.89,316270000.0,1.7,16309,1.993e-10,0,1499900.0,4.3238e-14,569.36,1,0.045,0.045,0.4,0,1.375592832261582,0.35921647817410174
46,202.89,316270000.0,1.7,16309,2.0258e-10,0,1499900.0,4.6031e-14,569.36,1,0.046,0.046,0.4,0,1.375592832261582,0.35921647817410174
47,202.89,316270000.0,1.7,16309,2.0586e-10,0,1499900.0,4.8824e-14,569.36,1,0.047,0.047,0.4,0,1.375592832261582,0.35921647817410174
48,202.89,316270000.0,1.7,16309,2.0915e-10,0,1499900.0,5.1618e-14,569.36,1,0.048,0.048,0.4,0,1.375592832261582,0.35921647817410174
49,202.89,316270000.0,1.7,16309,2.1243e-10,0,1499900.0,5.4411e-14,569.36,1,0.049,0.049,0.4,0,1.375592832261582,0.35921647817410174
50,202.89,316270000.0,1.7,16309,2.1571e-10,0,1499900.0,5.7205e-14,569.36,1,0.05,0.05,0.4,0,1.375592832261582,0.35921647817410174
51,202.89,316270000.0,1.7,16309,2.1899e-10,0,1499900.0,5.9998e-14,569.36,1,0.051,0.051,0.4,0,1.375592832261582,0.35921647817410174
52,202.89,316270000.0,1.7,16309,2.2171e-10,0,1499900.0,6.2348e-14,569.36,1,0.052,0.052,0.4,0,1.375592832261582,0.35921647817410174
53,202.89,316270000.0,1.7,16309,2.166e-10,0,1499900.0,5.8534e-14,569.36,1,0.053,0.053,0.4,0,1.375592832261582,0.35921647817410174
54,202.89,316270000.0,1.7,16309,2.1149e-10,0,1499900.0,5.472e-14,569.36,1,0.054,0.054,0.4,0,1.375592832261582,0.35921647817410174
55,202.89,316270000.0,1.7,16309,2.0639e-10,0,1499900.0,5.0905e-14,569.36,1,0.055,0.055,0.4,0,1.375592832261582,0.35921647817410174
56,202.89,316270000.0,1.7,16309,2.0128e-10,0,1499900.0,4.7091e-14,569.36,1,0.056,0.056,0.4,0,1.375592832261582,0.35921647817410174
57,202.89,316270000.0,1.7,16309,1.9617e-10,0,1499900.0,4.3277e-14,569.36,1,0.057,0.057,0.4,0,1.375592832261582,0.35921647817410174
58,202.89,316270000.0,1.7,16309,1.9107e-10,0,1499900.0,3.9463e-14,569.36,1,0.058,0.058,0.4,0,1.375592832261582,0.35921647817410174
59,202.89,316270000.0,1.7,16309,1.8596e-10,0,1499900.0,3.5648e-14,569.36,1,0.059,0.059,0.4,0,1.375592832261582,0.35921647817410174
60,202.89,316270000.0,1.7,16309,1.8086e-10,0,1499900.0,3.1834e-14,569.36,1,0.06,0.06,0.4,0,1.375592832261582,0.35921647817410174
61,202.89,316270000.0,1.7,16309,1.7575e-10,0,1499900.0,2.802e-14,569.36,1,0.061,0.061,0.4,0,1.375592832261582,0.35921647817410174
62,202.89,316270000.0,1.7,16309,1.7064e-10,0,1499900.0,2.4206e-14,569.36,1,0.062,0.062,0.4,0,1.375592832261582,0.35921647817410174
63,202.89,316270000.0,1.7,16309,1.6554e-10,0,1499900.0,2.0391e-14,569.36,1,0.063,0.063,0.4,0,1.375592832261582,0.35921647817410174
64,202.89,316270000.0,1.7,16309,1.6043e-10,0,1499900.0,1.6577e-14,569.36,1,0.064,0.064,0.4,0,1.375592832261582,0.35921647817410174
65,202.89,316270000.0,1.7,16309,1.5532e-10,0,1499900.0,1.2763e-14,569.36,1,0.065,0.065,0.4,0,1.375592832261582,0.35921647817410174
66,202.89,316270000.0,1.7,16309,1.5022e-10,0,1499900.0,8.9484e-15,569.36,1,0.066,0.066,0.4,0,1.375592832261582,0.35921647817410174
67,202.89,316270000.0,1.7,16309,1.4511e-10,0,1499900.0,5.1342e-15,569.36,1,0.067,0.067,0.4,0,1.375592832261582,0.35921647817410174
68,202.89,316270000.0,1.7,16309,1.4001e-10,0,1499900.0,1.3199e-15,569.36,1,0.068,0.068,0.4,0,1.375592832261582,0.35921647817410174
69,202.89,316270000.0,1.7,16309,1.348e-10,0,1499900.0,-2.4105e-15,569.36,1,0.069,0.069,0.4,0,1.375592832261582,0.35921647817410174
70,202.89,316270000.0,1.7,16309,1.2307e-10,0,1499900.0,-2.7198e-15,569.36,1,0.07,0.07,0.4,0,1.375592832261582,0.35921647817410174
71,202.89,316270000.0,1.7,16309,1.0585e-10,0,1499900.0,-1.0317e-15,569.36,1,0.071,0.071,0.4,0,1.375592832261582,0.35921647817410174
72,202.89,316270000.0,1.7,16309,8.8635e-11,0,1499900.0,6.5649e-16,569.36,1,0.072,0.072,0.4,0,1.375592832261582,0.35921647817410174
73,202.89,316270000.0,1.7,16309,7.1417e-11,0,1499900.0,2.3447e-15,569.36,1,0.073,0.073,0.4,0,1.375592832261582,0.35921647817410174
74,202.89,316270000.0,1.7,16309,5.42e-11,0,1499900.0,4.0328e-15,569.36,1,0.074,0.074,0.4,0,1.375592832261582,0.35921647817410174
75,202.89,316270000.0,1.7,16309,3.6983e-11,0,1499900.0,5.721e-15,569.36,1,0.075,0.075,0.4,0,1.375592832261582,0.35921647817410174
76,202.89,316270000.0,1.7,16309,1.9766e-11,0,1499900.0,7.4092e-15,569.36,1,0.076,0.076,0.4,0,1.375592832261582,0.35921647817410174
77,202.89,316270000.0,1.7,16309,2.5487e-12,0,1499900.0,9.0974e-15,569.36,1,0.077,0.077,0.4,0,1.375592832261582,0.35921647817410174
78,202.89,316270000.0,1.7,16309,-1.4668e-11,0,1499900.0,1.0786e-14,569.36,1,0.078,0.078,0.4,0,1.375592832261582,0.35921647817410174
79,202.89,316270000.0,1.7,16309,-3.1886e-11,0,1499900.0,1.2474e-14,569.36,1,0.079,0.079,0.4,0,1.375592832261582,0.35921647817410174
80,202.89,316270000.0,1.7,16309,-4.9103e-11,0,1499900.0,1.4162e-14,569.36,1,0.08,0.08,0.4,0,1.375592832261582,0.35921647817410174
81,202.89,316270000.0,1.7,16309,-6.632e-11,0,1499900.0,1.585e-14,569.36,1,0.081,0.081,0.4,0,1.375592832261582,0.35921647817410174
82,202.89,316270000.0,1.7,16309,-8.3537e-11,0,1499900.0,1.7538e-14,569.36,1,0.082,0.082,0.4,0,1.375592832261582,0.35921647817410174
83,202.89,316270000.0,1.7,16309,-1.0075e-10,0,1499900.0,1.9226e-14,569.36,1,0.083,0.083,0.4,0,1.375592832261582,0.35921647817410174
84,202.89,316270000.0,1.7,16309,-1.1797e-10,0,1499900.0,2.0915e-14,569.36,1,0.084,0.084,0.4,0,1.375592832261582,0.35921647817410174
85,202.89,316270000.0,1.7,16309,-1.3519e-10,0,1499900.0,2.2603e-14,569.36,1,0.085,0.085,0.4,0,1.375592832261582,0.35921647817410174
86,202.89,316270000.0,1.7,16309,-1.5241e-10,0,1499900.0,2.4291e-14,569.36,1,0.086,0.086,0.4,0,1.375592832261582,0.35921647817410174
87,202.89,316270000.0,1.7,16309,-1.6284e-10,0,1499900.0,2.5977e-14,569.36,1,0.087,0.087,0.4,0,1.375592832261582,0.35921647817410174
88,202.89,316270000.0,1.7,16309,-1.6467e-10,0,1499900.0,2.7662e-14,569.36,1,0.088,0.088,0.4,0,1.375592832261582,0.35921647817410174
89,202.89,316270000.0,1.7,16309,-1.6651e-10,0,1499900.0,2.9346e-14,569.36,1,0.089,0.089,0.4,0,1.375592832261582,0.35921647817410174
90,202.89,316270000.0,1.7,16309,-1.6835e-10,0,1499900.0,3.103e-14,569.36,1,0.09,0.09,0.4,0,1.375592832261582,0.35921647817410174
91,202.89,316270000.0,1.7,16309,-1.7019e-10,0,1499900.0,3.2715e-14,569.36,1,0.091,0.091,0.4,0,1.375592832261582,0.35921647817410174
92,202.89,316270000.0,1.7,16309,-1.7203e-10,0,1499900.0,3.4399e-14,569.36,1,0.092,0.092,0.4,0,1.375592832261582,0.35921647817410174
93,202.89,316270000.0,1.7,16309,-1.7387e-10,0,1499900.0,3.6083e-14,569.36,1,0.093,0.093,0.4,0,1.375592832261582,0.35921647817410174
94,202.89,316270000.0,1.7,16309,-1.7571e-10,0,1499900.0,3.7768e-14,569.36,1,0.094,0.094,0.4,0,1.375592832261582,0.35921647817410174
95,202.89,316270000.0,1.7,16309,-1.7755e-10,0,1499900.0,3.9452e-14,569.36,1,0.095,0.095,0.4,0,1.375592832261582,0.35921647817410174
96,202.89,316270000.0,1.7,16309,-1.7939e-10,0,1499900.0,4.1136e-14,569.36,1,0.096,0.096,0.4,0,1.375592832261582,0.35921647817410174
97,202.89,316270000.0,1.7,16309,-1.8122e-10,0,1499900.0,4.2821e-14,569.36,1,0.097,0.097,0.4,0,1.375592832261582,0.35921647817410174
98,202.89,316270000.0,1.7,16309,-1.8306e-10,0,1499900.0,4.4505e-14,569.36,1,0.098,0.098,0.4,0,1.375592832261582,0.35921647817410174
99,202.89,316270000.0,1.7,16309,-1.849e-10,0,1499900.0,4.6189e-14,569.36,1,0.099,0.099,0.4,0,1.375592832261582,0.35921647817410174
100,202.89,316270000.0,1.7,16309,-1.8674e-10,0,1499900.0,4.7874e-14,569.36,1,0.1,0.1,0.4,0,1.375592832261582,0.35921647817410174
101,202.89,316270000.0,1.7,16309,-1.8858e-10,0,1499900.0,4.9558e-14,569.36,1,0.101,0.101,0.4,0,1.375592832261582,0.35921647817410174
102,202.89,316270000.0,1.7,16309,-1.9042e-10,0,1499900.0,5.1242e-14,569.36,1,0.102,0.102,0.4,0,1.375592832261582,0.35921647817410174
103,202.89,316270000.0,1.7,16309,-1.9226e-10,0,1499900.0,5.2927e-14,569.36,1,0.103,0.103,0.4,0,1.375592832261582,0.35921647817410174
104,202.89,316270000.0,1.7,16309,-1.9901e-10,0,1499900.0,5.4167e-14,569.36,1,0.104,0.104,0.4,0,1.375592832261582,0.35921647817410174
105,202.89,316270000.0,1.7,16309,-2.0139e-10,0,1499900.0,5.2734e-14,569.36,1,0.105,0.105,0.4,0,1.375592832261582,0.35921647817410174
106,202.89,316270000.0,1.7,16309,-2.0264e-10,0,1499900.0,5.092e-14,569.36,1,0.106,0.106,0.4,0,1.375592832261582,0.35921647817410174
107,202.89,316270000.0,1.7,16309,-2.039e-10,0,1499900.0,4.9106e-14,569.36,1,0.107,0.107,0.4,0,1.375592832261582,0.35921647817410174
108,202.89,316270000.0,1.7,16309,-2.0515e-10,0,1499900.0,4.7292e-14,569.36,1,0.108,0.108,0.4,0,1.375592832261582,0.35921647817410174
109,202.89,316270000.0,1.7,16309,-2.0641e-10,0,1499900.0,4.5478e-14,569.36,1,0.109,0.109,0.4,0,1.375592832261582,0.35921647817410174
110,202.89,316270000.0,1.7,16309,-2.0766e-10,0,1499900.0,4.3664e-14,569.36,1,0.11,0.11,0.4,0,1.375592832261582,0.35921647817410174
111,202.89,316270000.0,1.7,16309,-2.0892e-10,0,1499900.0,4.1851e-14,569.36,1,0.111,0.111,0.4,0,1.375592832261582,0.35921647817410174
112,202.89,316270000.0,1.7,16309,-2.1017e-10,0,1499900.0,4.0037e-14,569.36,1,0.112,0.112,0.4,0,1.375592832261582,0.35921647817410174
113,202.89,316270000.0,1.7,16309,-2.1142e-10,0,1499900.0,3.8223e-14,569.36,1,0.113,0.113,0.4,0,1.375592832261582,0.35921647817410174
114,202.89,316270000.0,1.7,16309,-2.1268e-10,0,1499900.0,3.6409e-14,569.36,1,0.114,0.114,0.4,0,1.375592832261582,0.35921647817410174
115,202.89,316270000.0,1.7,16309,-2.1393e-10,0,1499900.0,3.4595e-14,569.36,1,0.115,0.115,0.4,0,1.375592832261582,0.35921647817410174
116,202.89,316270000.0,1.7,16309,-2.1519e-10,0,1499900.0,3.2781e-14,569.36,1,0.116,0.116,0.4,0,1.375592832261582,0.35921647817410174
117,202.89,316270000.0,1.7,16309,-2.1644e-10,0,1499900.0,3.0967e-14,569.36,1,0.117,0.117,0.4,0,1.375592832261582,0.35921647817410174
118,202.89,316270000.0,1.7,16309,-2.177e-10,0,1499900.0,2.9153e-14,569.36,1,0.118,0.118,0.4,0,1.375592832261582,0.35921647817410174
119,202.89,316270000.0,1.7,16309,-2.1895e-10,0,1499900.0,2.7339e-14,569.36,1,0.119,0.119,0.4,0,1.375592832261582,0.35921647817410174
120,202.89,316270000.0,1.7,16309,-2.202e-10,0,1499900.0,2.5525e-14,569.36,1,0.12,0.12,0.4,0,1.375592832261582,0.35921647817410174
121,202.89,316270000.0,1.7,16309,-2.2146e-10,0,1499900.0,2.3711e-14,569.36,1,0.121,0.121,0.4,0,1.375592832261582,0.35921647817410174
122,202.89,316270000.0,1.7,16309,-2.1844e-10,0,1499900.0,2.5403e-14,569.36,1,0.122,0.122,0.4,0,1.375592832261582,0.35921647817410174
123,202.89,316270000.0,1.7,16309,-2.1243e-10,0,1499900.0,2.9542e-14,569.36,1,0.123,0.123,0.4,0,1.375592832261582,0.35921647817410174
124,202.89,316270000.0,1.7,16309,-2.0642e-10,0,1499900.0,3.3681e-14,569.36,1,0.124,0.124,0.4,0,1.375592832261582,0.35921647817410174
125,202.89,316270000.0,1.7,16309,-2.0042e-10,0,1499900.0,3.782e-14,569.36,1,0.125,0.125,0.4,0,1.375592832261582,0.35921647817410174
126,202.89,316270000.0,1.7,16309,-1.9441e-10,0,1499900.0,4.1959e-14,569.36,1,0.126,0.126,0.4,0,1.375592832261582,0.35921647817410174
127,202.89,316270000.0,1.7,16309,-1.884e-10,0,1499900.0,4.6098e-14,569.36,1,0.127,0.127,0.4,0,1.375592832261582,0.35921647817410174
128,202.89,316270000.0,1.7,16309,-1.824e-10,0,1499900.0,5.0237e-14,569.36,1,0.128,0.128,0.4,0,1.375592832261582,0.35921647817410174
129,202.89,316270000.0,1.7,16309,-1.7639e-10,0,1499900.0,5.4376e-14,569.36,1,0.129,0.129,0.4,0,1.375592832261582,0.35921647817410174
130,202.89,316270000.0,1.7,16309,-1.7038e-10,0,1499900.0,5.8515e-14,569.36,1,0.13,0.13,0.4,0,1.375592832261582,0.35921647817410174
131,202.89,316270000.0,1.7,16309,-1.6437e-10,0,1499900.0,6.2654e-14,569.36,1,0.131,0.131,0.4,0,1.375592832261582,0.35921647817410174
132,202.89,316270000.0,1.7,16309,-1.5837e-10,0,1499900.0,6.6793e-14,569.36,1,0.132,0.132,0.4,0,1.375592832261582,0.35921647817410174
133,202.89,316270000.0,1.7,16309,-1.5236e-10,0,1499900.0,7.0932e-14,569.36,1,0.133,0.133,0.4,0,1.375592832261582,0.35921647817410174
134,202.89,316270000.0,1.7,16309,-1.4635e-10,0,1499900.0,7.5071e-14,569.36,1,0.134,0.134,0.4,0,1.375592832261582,0.35921647817410174
135,202.89,316270000.0,1.7,16309,-1.4035e-10,0,1499900.0,7.921e-14,569.36,1,0.135,0.135,0.4,0,1.375592832261582,0.35921647817410174
136,202.89,316270000.0,1.7,16309,-1.3434e-10,0,1499900.0,8.3349e-14,569.36,1,0.136,0.136,0.4,0,1.375592832261582,0.35921647817410174
137,202.89,316270000.0,1.7,16309,-1.2833e-10,0,1499900.0,8.7488e-14,569.36,1,0.137,0.137,0.4,0,1.375592832261582,0.35921647817410174
138,202.89,316270000.0,1.7,16309,-1.2233e-10,0,1499900.0,9.1627e-14,569.36,1,0.138,0.138,0.4,0,1.375592832261582,0.35921647817410174
139,202.89,316270000.0,1.7,16309,-1.1578e-10,0,1499900.0,9.5862e-14,569.36,1,0.139,0.139,0.4,0,1.375592832261582,0.35921647817410174
140,202.89,316270000.0,1.7,16309,-1.1248e-10,0,1499900.0,9.2829e-14,569.36,1,0.14,0.14,0.4,0,1.375592832261582,0.35921647817410174
141,202.89,316270000.0,1.7,16309,-1.1031e-10,0,1499900.0,8.9017e-14,569.36,1,0.141,0.141,0.4,0,1.375592832261582,0.35921647817410174
142,202.89,316270000.0,1.7,16309,-1.0814e-10,0,1499900.0,8.5205e-14,569.36,1,0.142,0.142,0.4,0,1.375592832261582,0.35921647817410174
143,202.89,316270000.0,1.7,16309,-1.0598e-10,0,1499900.0,8.1393e-14,569.36,1,0.143,0.143,0.4,0,1.375592832261582,0.35921647817410174
144,202.89,316270000.0,1.7,16309,-1.0381e-10,0,1499900.0,7.7581e-14,569.36,1,0.144,0.144,0.4,0,1.375592832261582,0.35921647817410174
145,202.89,316270000.0,1.7,16309,-1.0164e-10,0,1499900.0,7.3769e-14,569.36,1,0.145,0.145,0.4,0,1.375592832261582,0.35921647817410174
146,202.89,316270000.0,1.7,16309,-9.9476e-11,0,1499900.0,6.9957e-14,569.36,1,0.146,0.146,0.4,0,1.375592832261582,0.35921647817410174
147,202.89,316270000.0,1.7,16309,-9.731e-11,0,1499900.0,6.6145e-14,569.36,1,0.147,0.147,0.4,0,1.375592832261582,0.35921647817410174
148,202.89,316270000.0,1.7,16309,-9.5143e-11,0,1499900.0,6.2333e-14,569.36,1,0.148,0.148,0.4,0,1.375592832261582,0.35921647817410174
149,202.89,316270000.0,1.7,16309,-9.2977e-11,0,1499900.0,5.8521e-14,569.36,1,0.149,0.149,0.4,0,1.375592832261582,0.35921647817410174
150,202.89,316270000.0,1.7,16309,-9.081e-11,0,1499900.0,5.4709e-14,569.36,1,0.15,0.15,0.4,0,1.375592832261582,0.35921647817410174
151,202.89,316270000.0,1.7,16309,-8.8644e-11,0,1499900.0,5.0897e-14,569.36,1,0.151,0.151,0.4,0,1.375592832261582,0.35921647817410174
152,202.89,316270000.0,1.7,16309,-8.6477e-11,0,1499900.0,4.7085e-14,569.36,1,0.152,0.152,0.4,0,1.375592832261582,0.35921647817410174
153,202.89,316270000.0,1.7,16309,-8.4311e-11,0,1499900.0,4.3273e-14,569.36,1,0.153,0.153,0.4,0,1.375592832261582,0.35921647817410174
154,202.89,316270000.0,1.7,16309,-8.2144e-11,0,1499900.0,3.9461e-14,569.36,1,0.154,0.154,0.4,0,1.375592832261582,0.35921647817410174
155,202.89,316270000.0,1.7,16309,-7.9978e-11,0,1499900.0,3.5649e-14,569.36,1,0.155,0.155,0.4,0,1.375592832261582,0.35921647817410174
156,202.89,316270000.0,1.7,16309,-7.7811e-11,0,1499900.0,3.1837e-14,569.36,1,0.156,0.156,0.4,0,1.375592832261582,0.35921647817410174
157,202.89,316270000.0,1.7,16309,-7.5642e-11,0,1499900.0,2.8225e-14,569.36,1,0.157,0.157,0.4,0,1.375592832261582,0.35921647817410174
158,202.89,316270000.0,1.7,16309,-7.3383e-11,0,1499900.0,3.1435e-14,569.36,1,0.158,0.158,0.4,0,1.375592832261582,0.35921647817410174
159,202.89,316270000.0,1.7,16309,-7.1125e-11,0,1499900.0,3.4645e-14,569.36,1,0.159,0.159,0.4,0,1.375592832261582,0.35921647817410174
160,202.89,316270000.0,1.7,16309,-6.8866e-11,0,1499900.0,3.7856e-14,569.36,1,0.16,0.16,0.4,0,1.375592832261582,0.35921647817410174
161,202.89,316270000.0,1.7,16309,-6.6607e-11,0,1499900.0,4.1066e-14,569.36,1,0.161,0.161,0.4,0,1.375592832261582,0.35921647817410174
162,202.89,316270000.0,1.7,16309,-6.4349e-11,0,1499900.0,4.4276e-14,569.36,1,0.162,0.162,0.4,0,1.375592832261582,0.35921647817410174
163,202.89,316270000.0,1.7,16309,-6.209e-11,0,1499900.0,4.7486e-14,569.36,1,0.163,0.163,0.4,0,1.375592832261582,0.35921647817410174
164,202.89,316270000.0,1.7,16309,-5.9832e-11,0,1499900.0,5.0696e-14,569.36,1,0.164,0.164,0.4,0,1.375592832261582,0.35921647817410174
165,202.89,316270000.0,1.7,16309,-5.7573e-11,0,1499900.0,5.3906e-14,569.36,1,0.165,0.165,0.4,0,1.375592832261582,0.35921647817410174
166,202.89,316270000.0,1.7,16309,-5.5314e-11,0,1499900.0,5.7116e-14,569.36,1,0.166,0.166,0.4,0,1.375592832261582,0.35921647817410174
167,202.89,316270000.0,1.7,16309,-5.3056e-11,0,1499900.0,6.0327e-14,569.36,1,0.167,0.167,0.4,0,1.375592832261582,0.35921647817410174
168,202.89,316270000.0,1.7,16309,-5.0797e-11,0,1499900.0,6.3537e-14,569.36,1,0.168,0.168,0.4,0,1.375592832261582,0.35921647817410174
169,202.89,316270000.0,1.7,16309,-4.8538e-11,0,1499900.0,6.6747e-14,569.36,1,0.169,0.169,0.4,0,1.375592832261582,0.35921647817410174
170,202.89,316270000.0,1.7,16309,-4.628e-11,0,1499900.0,6.9957e-14,569.36,1,0.17,0.17,0.4,0,1.375592832261582,0.35921647817410174
