"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,           0,      -2.643506677,     -0.2568850091,      -14.20642938,       2.769943101,      -18.41850608,      0.9356573151
          0,           0,           1,      -2.828984756,     -0.4771467201,      -1.160246306,       2.566299811,      -13.20796701,       8.158880559
          0,           0,           2,      -3.066557386,     -0.7099773081,     -0.7623604914,       2.374875252,      -10.86575847,       9.408217358
          0,           0,           3,      -3.053959222,     -0.9100386214,     -0.5524806228,       2.418973265,      -11.13577892,       8.827548387
          0,           0,           4,      -3.373861187,      -1.137347717,      -0.968531606,       2.078380627,      -11.38274839,       8.175457262
          0,           0,           5,       -3.42480575,      -1.247200739,     -0.9985072072,       2.029554828,      -11.52445748,       7.503907882
          0,           0,           6,      -3.576030446,      -1.344158229,      -1.316254054,       1.863131256,      -11.55704524,       6.998844198
          0,           0,           7,      -3.593383391,      -1.374344294,      -1.305989516,       1.844535736,      -10.48262702,       6.101181872
          0,           0,           8,      -3.578459262,      -1.398290737,      -1.219097627,       1.862853754,      -9.354209265,       6.842269975
          0,           0,           9,      -3.667927881,      -1.427009445,      -1.487033867,       1.760126063,      -9.013022963,       6.680237449
          0,           0,          10,       -3.64224149,      -1.426761389,      -1.324681583,       1.790668455,      -7.948613074,       6.464643735
          0,           0,          11,      -3.216766484,       -1.13509407,     -0.7135309748,        2.24093904,      -6.158995259,       6.682144002
          0,           0,          12,      -3.589962453,      -1.436646303,      -1.181318581,       1.844100256,       -5.69563453,       6.786563393
          0,           0,          13,      -3.596326544,      -1.403762379,       -1.16173807,       1.846052738,      -4.901588337,       6.185808945
          0,           0,          14,        -3.7632446,      -1.471115252,       -1.47703466,        1.65370335,      -4.701926359,       6.506443451
          0,           0,          15,      -3.779901583,      -1.440753472,      -1.483188942,       1.643358256,      -4.377079015,       5.905477539
          0,           0,          16,      -3.845450441,      -1.455615593,       -1.71205786,       1.563108782,      -4.262261135,       6.184220124
          0,           0,          17,      -3.824378201,      -1.438983966,      -1.563085564,       1.595044087,      -4.062695153,       5.789177563
          0,           0,          18,      -3.878009867,      -1.451587573,      -1.791338288,       1.527826827,      -3.979073634,       6.098798052
          0,           0,          19,      -3.831311572,      -1.436208139,       -1.53795795,        1.58705321,      -3.817411484,       5.809739837
          0,           0,          20,      -3.893247163,      -1.451993949,      -1.774676272,       1.508188828,         -3.749699,       6.159224416
          0,           0,          21,      -3.840449673,      -1.431352305,      -1.529873734,       1.574377806,      -3.612493472,       5.800648398
          0,           0,          22,      -3.907793172,      -1.448062467,      -1.767894279,        1.48707598,      -3.556446408,        6.14340791
          0,           0,          23,      -3.857044382,       -1.42238463,      -1.544788201,       1.552569575,      -3.439039099,       5.743172045
          0,           0,          24,      -3.927096479,      -1.439140419,      -1.784370024,       1.460144086,      -3.392437499,       6.066504327
          0,           0,          25,      -3.883517978,      -1.412196495,      -1.581475588,       1.519181191,      -3.291537655,       5.666281819
          0,           0,          26,      -3.954636376,      -1.429457568,      -1.817628242,       1.423758443,      -3.252759531,       5.969537428
          0,           0,          27,      -3.922087198,      -1.405971729,      -1.633435764,       1.476481684,      -3.164479791,       5.607076483
          0,           0,          28,      -3.990809613,      -1.423116198,      -1.860072331,       1.381137163,      -3.132211969,       5.905789433
          0,           0,          29,      -3.959046051,      -1.398166891,      -1.688731628,       1.426754081,      -3.054572033,       5.581033776
          0,           0,          30,      -4.029388617,      -1.418544065,      -1.899514083,        1.32851995,      -3.027902898,       5.890985433
          0,           0,          31,      -4.013189522,      -1.405659506,      -1.739707184,       1.374293183,      -2.959398648,       5.573696682
          0,           0,          32,      -4.079038649,      -1.416866591,      -1.936262705,       1.281434591,      -2.937667454,       5.895771557
          0,           0,          33,      -4.046279739,       -1.37406197,      -1.781425507,       1.342357873,      -2.878483918,       5.564032328
          0,           0,          34,      -4.079174752,      -1.423989673,      -1.954831706,       1.277721588,      -2.861271959,       5.893148295
          0,           0,          35,      -4.040364399,      -1.401192001,      -1.802732577,       1.337648363,      -2.811856764,       5.541809363
