"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Pressure_Coefficient","Mach"
0, 9.878920421579697e-01, 6.490762988935643e-02, 1.388207660583367e+02, 7.403234003134979e+03, -1.587573627942440e+03, 4.159682603240764e+07, 7.391910927223081e+05, 6.475563412415037e+02, -3.589223435477920e-01, 1.282646526565517e+00
1, 4.376141119747864e-03, 9.956288622244573e-01, 2.094999999994286e+02, 9.729012067828489e+03, -9.038644391620615e-10, 6.307897105678352e+07, 8.202729999995754e+05, 6.526404358937158e+02, -1.879413946078311e-12, 1.699999999999588e+00
2, 4.156155777168957e-01, 6.174681207440573e-01, 2.088424856680556e+02, 9.712223897941423e+03, -1.193530918367922e+01, 6.287906443026948e+07, 8.197813148191898e+05, 6.525995260227775e+02, -2.176524989473922e-03, 1.698776229092719e+00
3, 4.270021305835482e-01, 6.157426362149325e-01, 2.086678976207066e+02, 9.707692365311113e+03, -1.518570029388675e+01, 6.282598108552944e+07, 8.196504076036054e+05, 6.525886458240062e+02, -2.756007221483562e-03, 1.698423885943792e+00
4, 3.860193959472233e-01, 6.327546497866621e-01, 2.091946458501855e+02, 9.721267261535513e+03, -5.411249144213176e+00, 6.298613487599487e+07, 8.200449155776704e+05, 6.526214499872949e+02, -1.009653055013821e-03, 1.699451466334362e+00
5, 3.976393713862574e-01, 6.337585769776339e-01, 2.091241417905441e+02, 9.719404651586958e+03, -6.747096141870174e+00, 6.296469635929873e+07, 8.199921893183250e+05, 6.526170630920960e+02, -1.243054478415884e-03, 1.699309160700651e+00
6, 3.932031476253600e-01, 6.227273288244909e-01, 2.090737805873218e+02, 9.718236262952187e+03, -7.596084883259333e+00, 6.294939035946773e+07, 8.199545125595857e+05, 6.526139288279620e+02, -1.409836822319980e-03, 1.699235225471998e+00
7, 4.082339058891555e-01, 6.276673423965300e-01, 2.089979381648160e+02, 9.716162719739563e+03, -9.088078564672109e+00, 6.292632542395387e+07, 8.198977487595496e+05, 6.526092074961670e+02, -1.661111080927152e-03, 1.699068058850876e+00
8, 4.023624522120188e-01, 6.110191778790109e-01, 2.089067848345288e+02, 9.714045421600011e+03, -1.060693828145773e+01, 6.289862174407936e+07, 8.198294899833368e+05, 6.526035313275282e+02, -1.963269734424275e-03, 1.698931123652467e+00
9, 4.228727971115894e-01, 6.274294858203551e-01, 2.088643654099123e+02, 9.712644612535758e+03, -1.159864614457682e+01, 6.288571010323462e+07, 8.197977093717506e+05, 6.526008889786675e+02, -2.103951817183203e-03, 1.698794231811543e+00
