"Mach","Pressure","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.6983,4.8234e+05,477.04,1,10.05,10.05,0,0
1.6983,4.8234e+05,477.04,1,10.062,10.062,0,0
1.6983,4.8233e+05,477.04,1,10.074,10.074,0,0
1.6983,4.8233e+05,477.04,1,10.085,10.085,0,0
1.6984,4.8232e+05,477.04,1,10.097,10.097,0,0
1.6984,4.8232e+05,477.04,1,10.109,10.109,0,0
1.6984,4.8231e+05,477.04,1,10.121,10.121,0,0
1.6984,4.8231e+05,477.04,1,10.133,10.133,0,0
1.6984,4.823e+05,477.04,1,10.144,10.144,0,0
1.6984,4.8229e+05,477.04,1,10.156,10.156,0,0
1.6984,4.8229e+05,477.04,1,10.168,10.168,0,0
1.6984,4.8228e+05,477.04,1,10.18,10.18,0,0
1.6984,4.8228e+05,477.04,1,10.191,10.191,0,0
1.6984,4.8227e+05,477.04,1,10.203,10.203,0,0
1.6984,4.8225e+05,477.04,1,10.215,10.215,0,0
1.6985,4.8224e+05,477.04,1,10.227,10.227,0,0
1.6985,4.8223e+05,477.04,1,10.239,10.239,0,0
1.6985,4.8222e+05,477.04,1,10.25,10.25,0,0
1.6985,4.8221e+05,477.04,1,10.262,10.262,0,0
1.6985,4.822e+05,477.04,1,10.274,10.274,0,0
1.6985,4.8219e+05,477.04,1,10.286,10.286,0,0
1.6985,4.8218e+05,477.04,1,10.297,10.297,0,0
1.6986,4.8217e+05,477.04,1,10.309,10.309,0,0
1.6986,4.8216e+05,477.04,1,10.321,10.321,0,0
1.6986,4.8214e+05,477.04,1,10.333,10.333,0,0
1.6986,4.8213e+05,477.04,1,10.345,10.345,0,0
1.6986,4.8212e+05,477.04,1,10.356,10.356,0,0
1.6986,4.8211e+05,477.04,1,10.368,10.368,0,0
1.6986,4.821e+05,477.04,1,10.38,10.38,0,0
1.6986,4.8209e+05,477.04,1,10.392,10.392,0,0
1.6987,4.8208e+05,477.04,1,10.404,10.404,0,0
1.6987,4.8206e+05,477.04,1,10.415,10.415,0,0
1.6987,4.8205e+05,477.03,1,10.427,10.427,0,0
1.6987,4.8204e+05,477.03,1,10.439,10.439,0,0
1.6987,4.8202e+05,477.03,1,10.451,10.451,0,0
1.6987,4.8201e+05,477.03,1,10.462,10.462,0,0
1.6987,4.82e+05,477.03,1,10.474,10.474,0,0
1.6988,4.8199e+05,477.03,1,10.486,10.486,0,0
1.6988,4.8197e+05,477.03,1,10.498,10.498,0,0
1.6988,4.8196e+05,477.03,1,10.51,10.51,0,0
1.6988,4.8195e+05,477.03,1,10.521,10.521,0,0
1.6988,4.8194e+05,477.03,1,10.533,10.533,0,0
1.6988,4.8193e+05,477.03,1,10.545,10.545,0,0
1.6988,4.8192e+05,477.03,1,10.557,10.557,0,0
1.6988,4.8191e+05,477.03,1,10.568,10.568,0,0
1.6988,4.819e+05,477.03,1,10.58,10.58,0,0
1.6988,4.8189e+05,477.03,1,10.592,10.592,0,0
1.6989,4.8188e+05,477.03,1,10.604,10.604,0,0
1.6989,4.8186e+05,477.03,1,10.616,10.616,0,0
1.6989,4.8185e+05,477.03,1,10.627,10.627,0,0
1.6989,4.8184e+05,477.03,1,10.639,10.639,0,0
1.6989,4.8182e+05,477.03,1,10.651,10.651,0,0
1.6989,4.8181e+05,477.03,1,10.663,10.663,0,0
1.6989,4.818e+05,477.03,1,10.674,10.674,0,0
1.699,4.8179e+05,477.03,1,10.686,10.686,0,0
1.699,4.8177e+05,477.02,1,10.698,10.698,0,0
1.699,4.8176e+05,477.02,1,10.71,10.71,0,0
1.699,4.8174e+05,477.02,1,10.722,10.722,0,0
1.699,4.8173e+05,477.02,1,10.733,10.733,0,0
1.699,4.8172e+05,477.02,1,10.745,10.745,0,0
1.699,4.817e+05,477.02,1,10.757,10.757,0,0
1.6991,4.8169e+05,477.02,1,10.769,10.769,0,0
1.6991,4.8168e+05,477.02,1,10.781,10.781,0,0
1.6991,4.8166e+05,477.02,1,10.792,10.792,0,0
1.6991,4.8165e+05,477.02,1,10.804,10.804,0,0
1.6991,4.8163e+05,477.02,1,10.816,10.816,0,0
1.6991,4.8162e+05,477.02,1,10.828,10.828,0,0
1.6991,4.8161e+05,477.02,1,10.839,10.839,0,0
1.6991,4.8159e+05,477.02,1,10.851,10.851,0,0
1.6992,4.8158e+05,477.02,1,10.863,10.863,0,0
1.6992,4.8156e+05,477.02,1,10.875,10.875,0,0
1.6992,4.8155e+05,477.02,1,10.887,10.887,0,0
1.6992,4.8154e+05,477.02,1,10.898,10.898,0,0
1.6992,4.8153e+05,477.02,1,10.91,10.91,0,0
1.6992,4.8151e+05,477.02,1,10.922,10.922,0,0
1.6992,4.815e+05,477.02,1,10.934,10.934,0,0
1.6992,4.8149e+05,477.02,1,10.945,10.945,0,0
1.6993,4.8148e+05,477.01,1,10.957,10.957,0,0
1.6993,4.8147e+05,477.01,1,10.969,10.969,0,0
1.6993,4.8145e+05,477.01,1,10.981,10.981,0,0
1.6993,4.8144e+05,477.01,1,10.993,10.993,0,0
1.6993,4.8143e+05,477.01,1,11.004,11.004,0,0
1.6993,4.8142e+05,477.01,1,11.016,11.016,0,0
1.6993,4.8141e+05,477.01,1,11.028,11.028,0,0
1.6993,4.814e+05,477.01,1,11.04,11.04,0,0
1.6993,4.814e+05,477.01,1,11.052,11.052,0,0
1.6994,4.8139e+05,477.01,1,11.063,11.063,0,0
1.6994,4.8138e+05,477.01,1,11.075,11.075,0,0
1.6994,4.8137e+05,477.01,1,11.087,11.087,0,0
1.6994,4.8136e+05,477.01,1,11.099,11.099,0,0
1.6994,4.8135e+05,477.01,1,11.11,11.11,0,0
1.6994,4.8135e+05,477.01,1,11.122,11.122,0,0
1.6994,4.8134e+05,477.01,1,11.134,11.134,0,0
1.6994,4.8133e+05,477.01,1,11.146,11.146,0,0
1.6994,4.8132e+05,477.01,1,11.158,11.158,0,0
1.6994,4.8132e+05,477.01,1,11.169,11.169,0,0
1.6994,4.8131e+05,477.01,1,11.181,11.181,0,0
1.6994,4.813e+05,477.01,1,11.193,11.193,0,0
1.6994,4.813e+05,477.01,1,11.205,11.205,0,0
1.6994,4.813e+05,477.01,1,11.216,11.216,0,0
1.6994,4.8129e+05,477.01,1,11.228,11.228,0,0
1.6994,4.8129e+05,477.01,1,11.24,11.24,0,0
1.6994,4.8128e+05,477.01,1,11.252,11.252,0,0
1.6994,4.8128e+05,477.01,1,11.264,11.264,0,0
1.6995,4.8127e+05,477.01,1,11.275,11.275,0,0
1.6995,4.8127e+05,477.01,1,11.287,11.287,0,0
1.6995,4.8127e+05,477.01,1,11.299,11.299,0,0
1.6995,4.8126e+05,477.01,1,11.311,11.311,0,0
1.6995,4.8126e+05,477.01,1,11.323,11.323,0,0
1.6995,4.8126e+05,477.01,1,11.334,11.334,0,0
1.6995,4.8125e+05,477.01,1,11.346,11.346,0,0
1.6995,4.8125e+05,477.01,1,11.358,11.358,0,0
1.6995,4.8125e+05,477.01,1,11.37,11.37,0,0
1.6995,4.8125e+05,477.01,1,11.381,11.381,0,0
1.6995,4.8125e+05,477.01,1,11.393,11.393,0,0
1.6995,4.8124e+05,477.01,1,11.405,11.405,0,0
1.6995,4.8124e+05,477.01,1,11.417,11.417,0,0
1.6995,4.8124e+05,477.01,1,11.429,11.429,0,0
1.6995,4.8124e+05,477.01,1,11.44,11.44,0,0
1.6995,4.8124e+05,477.01,1,11.452,11.452,0,0
1.6995,4.8124e+05,477.01,1,11.464,11.464,0,0
1.6995,4.8124e+05,477.01,1,11.476,11.476,0,0
1.6995,4.8124e+05,477.01,1,11.487,11.487,0,0
1.6995,4.8124e+05,477.01,1,11.499,11.499,0,0
1.6995,4.8125e+05,477.01,1,11.511,11.511,0,0
1.6995,4.8125e+05,477.01,1,11.523,11.523,0,0
1.6995,4.8125e+05,477.01,1,11.535,11.535,0,0
1.6995,4.8125e+05,477.01,1,11.546,11.546,0,0
1.6995,4.8126e+05,477.01,1,11.558,11.558,0,0
1.6995,4.8126e+05,477.01,1,11.57,11.57,0,0
1.6995,4.8126e+05,477.01,1,11.582,11.582,0,0
1.6995,4.8126e+05,477.01,1,11.593,11.593,0,0
1.6995,4.8127e+05,477.01,1,11.605,11.605,0,0
1.6995,4.8127e+05,477.01,1,11.617,11.617,0,0
1.6995,4.8128e+05,477.01,1,11.629,11.629,0,0
1.6995,4.8128e+05,477.01,1,11.641,11.641,0,0
1.6995,4.8129e+05,477.01,1,11.652,11.652,0,0
1.6995,4.8129e+05,477.01,1,11.664,11.664,0,0
1.6995,4.8129e+05,477.01,1,11.676,11.676,0,0
1.6995,4.813e+05,477.01,1,11.688,11.688,0,0
1.6995,4.813e+05,477.01,1,11.7,11.7,0,0
1.6995,4.8131e+05,477.01,1,11.711,11.711,0,0
1.6994,4.8131e+05,477.01,1,11.723,11.723,0,0
1.6994,4.8132e+05,477.01,1,11.735,11.735,0,0
1.6994,4.8132e+05,477.01,1,11.747,11.747,0,0
1.6994,4.8132e+05,477.01,1,11.758,11.758,0,0
1.6994,4.8133e+05,477.01,1,11.77,11.77,0,0
1.6994,4.8133e+05,477.01,1,11.782,11.782,0,0
