"Mach","Pressure","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.15074,98425,0.98425,1,0,0,0,0
0.15074,98425,0.98425,1,0.00012294,0.00012294,0,0
0.15074,98426,0.98426,1,0.00024587,0.00024587,0,0
0.15075,98427,0.98427,1,0.00036881,0.00036881,0,0
0.15075,98427,0.98427,1,0.00049175,0.00049175,0,0
0.15075,98428,0.98428,1,0.00061469,0.00061469,0,0
0.15076,98428,0.98428,1,0.00073762,0.00073762,0,0
0.15078,98427,0.98427,1,0.00086056,0.00086056,0,0
0.15079,98427,0.98427,1,0.0009835,0.0009835,0,0
0.1508,98427,0.98427,1,0.0011064,0.0011064,0,0
0.15082,98426,0.98426,1,0.0012294,0.0012294,0,0
0.15083,98426,0.98426,1,0.0013523,0.0013523,0,0
0.15085,98425,0.98425,1,0.0014752,0.0014752,0,0
0.15087,98425,0.98425,1,0.0015982,0.0015982,0,0
0.15089,98425,0.98425,1,0.0017211,0.0017211,0,0
0.15091,98424,0.98424,1,0.0018441,0.0018441,0,0
0.15093,98424,0.98424,1,0.001967,0.001967,0,0
0.15094,98424,0.98424,1,0.0020899,0.0020899,0,0
0.15097,98423,0.98423,1,0.0022129,0.0022129,0,0
0.151,98423,0.98423,1,0.0023358,0.0023358,0,0
0.15102,98422,0.98422,1,0.0024587,0.0024587,0,0
0.15105,98422,0.98422,1,0.0025817,0.0025817,0,0
0.15107,98421,0.98421,1,0.0027046,0.0027046,0,0
0.1511,98421,0.98421,1,0.0028276,0.0028276,0,0
0.15113,98420,0.9842,1,0.0029505,0.0029505,0,0
0.15117,98419,0.98419,1,0.0030734,0.0030734,0,0
0.1512,98419,0.98419,1,0.0031964,0.0031964,0,0
0.15123,98418,0.98418,1,0.0033193,0.0033193,0,0
0.15127,98417,0.98417,1,0.0034422,0.0034422,0,0
0.15131,98416,0.98416,1,0.0035652,0.0035652,0,0
0.15135,98416,0.98416,1,0.0036881,0.0036881,0,0
0.15139,98415,0.98415,1,0.003811,0.003811,0,0
0.15143,98414,0.98414,1,0.003934,0.003934,0,0
0.15147,98413,0.98413,1,0.0040569,0.0040569,0,0
0.15151,98412,0.98412,1,0.0041799,0.0041799,0,0
0.15155,98411,0.98411,1,0.0043028,0.0043028,0,0
0.1516,98410,0.9841,1,0.0044257,0.0044257,0,0
0.15165,98409,0.98409,1,0.0045487,0.0045487,0,0
0.15169,98408,0.98408,1,0.0046716,0.0046716,0,0
0.15174,98408,0.98408,1,0.0047945,0.0047945,0,0
0.15179,98407,0.98407,1,0.0049175,0.0049175,0,0
0.15184,98405,0.98405,1,0.0050404,0.0050404,0,0
0.1519,98404,0.98404,1,0.0051634,0.0051634,0,0
0.15195,98403,0.98403,1,0.0052863,0.0052863,0,0
0.15201,98402,0.98402,1,0.0054092,0.0054092,0,0
0.15206,98401,0.98401,1,0.0055322,0.0055322,0,0
0.15212,98400,0.984,1,0.0056551,0.0056551,0,0
0.15218,98398,0.98398,1,0.005778,0.005778,0,0
0.15224,98397,0.98397,1,0.005901,0.005901,0,0
0.15231,98396,0.98396,1,0.0060239,0.0060239,0,0
0.15237,98394,0.98394,1,0.0061469,0.0061469,0,0
0.15243,98393,0.98393,1,0.0062698,0.0062698,0,0
0.1525,98392,0.98392,1,0.0063927,0.0063927,0,0
0.15257,98390,0.9839,1,0.0065157,0.0065157,0,0
0.15264,98389,0.98389,1,0.0066386,0.0066386,0,0
0.1527,98387,0.98387,1,0.0067615,0.0067615,0,0
0.15277,98386,0.98386,1,0.0068845,0.0068845,0,0
0.15284,98385,0.98385,1,0.0070074,0.0070074,0,0
0.15292,98383,0.98383,1,0.0071303,0.0071303,0,0
0.153,98381,0.98381,1,0.0072533,0.0072533,0,0
0.15307,98380,0.9838,1,0.0073762,0.0073762,0,0
0.15315,98378,0.98378,1,0.0074992,0.0074992,0,0
0.15323,98377,0.98377,1,0.0076221,0.0076221,0,0
0.15331,98375,0.98375,1,0.007745,0.007745,0,0
0.15339,98373,0.98373,1,0.007868,0.007868,0,0
0.15348,98371,0.98371,1,0.0079909,0.0079909,0,0
0.15356,98370,0.9837,1,0.0081138,0.0081138,0,0
0.15365,98368,0.98368,1,0.0082368,0.0082368,0,0
0.15373,98366,0.98366,1,0.0083597,0.0083597,0,0
0.15383,98364,0.98364,1,0.0084827,0.0084827,0,0
0.15392,98362,0.98362,1,0.0086056,0.0086056,0,0
0.15401,98360,0.9836,1,0.0087285,0.0087285,0,0
0.1541,98358,0.98358,1,0.0088515,0.0088515,0,0
0.1542,98356,0.98356,1,0.0089744,0.0089744,0,0
0.15429,98354,0.98354,1,0.0090973,0.0090973,0,0
0.15439,98352,0.98352,1,0.0092203,0.0092203,0,0
0.15449,98350,0.9835,1,0.0093432,0.0093432,0,0
0.15459,98348,0.98348,1,0.0094661,0.0094661,0,0
0.15469,98346,0.98346,1,0.0095891,0.0095891,0,0
0.15479,98344,0.98344,1,0.009712,0.009712,0,0
0.1549,98341,0.98341,1,0.009835,0.009835,0,0
0.15501,98339,0.98339,1,0.0099579,0.0099579,0,0
0.15511,98337,0.98337,1,0.010081,0.010081,0,0
0.15522,98335,0.98335,1,0.010204,0.010204,0,0
0.15533,98332,0.98332,1,0.010327,0.010327,0,0
0.15544,98330,0.9833,1,0.01045,0.01045,0,0
0.15556,98327,0.98327,1,0.010573,0.010573,0,0
0.15567,98325,0.98325,1,0.010696,0.010696,0,0
0.15579,98322,0.98322,1,0.010818,0.010818,0,0
0.1559,98320,0.9832,1,0.010941,0.010941,0,0
0.15602,98318,0.98318,1,0.011064,0.011064,0,0
0.15614,98315,0.98315,1,0.011187,0.011187,0,0
0.15626,98312,0.98312,1,0.01131,0.01131,0,0
0.15639,98310,0.9831,1,0.011433,0.011433,0,0
0.15651,98307,0.98307,1,0.011556,0.011556,0,0
0.15664,98304,0.98304,1,0.011679,0.011679,0,0
0.15676,98302,0.98302,1,0.011802,0.011802,0,0
0.15689,98299,0.98299,1,0.011925,0.011925,0,0
0.15702,98296,0.98296,1,0.012048,0.012048,0,0
0.15716,98293,0.98293,1,0.012171,0.012171,0,0
0.15729,98290,0.9829,1,0.012294,0.012294,0,0
0.15742,98288,0.98288,1,0.012417,0.012417,0,0
0.15755,98285,0.98285,1,0.01254,0.01254,0,0
0.1577,98282,0.98282,1,0.012663,0.012663,0,0
0.15784,98279,0.98279,1,0.012785,0.012785,0,0
0.15798,98276,0.98276,1,0.012908,0.012908,0,0
0.15812,98273,0.98273,1,0.013031,0.013031,0,0
0.15826,98270,0.9827,1,0.013154,0.013154,0,0
0.1584,98266,0.98266,1,0.013277,0.013277,0,0
0.15856,98263,0.98263,1,0.0134,0.0134,0,0
0.15871,98260,0.9826,1,0.013523,0.013523,0,0
0.15886,98257,0.98257,1,0.013646,0.013646,0,0
0.15901,98253,0.98253,1,0.013769,0.013769,0,0
0.15916,98250,0.9825,1,0.013892,0.013892,0,0
0.15932,98247,0.98247,1,0.014015,0.014015,0,0
0.15947,98243,0.98243,1,0.014138,0.014138,0,0
0.15963,98240,0.9824,1,0.014261,0.014261,0,0
0.15979,98236,0.98236,1,0.014384,0.014384,0,0
0.15995,98233,0.98233,1,0.014507,0.014507,0,0
0.16011,98229,0.98229,1,0.01463,0.01463,0,0
0.16028,98226,0.98226,1,0.014752,0.014752,0,0
0.16045,98222,0.98222,1,0.014875,0.014875,0,0
0.16062,98218,0.98218,1,0.014998,0.014998,0,0
0.16078,98215,0.98215,1,0.015121,0.015121,0,0
0.16095,98211,0.98211,1,0.015244,0.015244,0,0
0.16112,98207,0.98207,1,0.015367,0.015367,0,0
0.1613,98203,0.98203,1,0.01549,0.01549,0,0
0.16148,98199,0.98199,1,0.015613,0.015613,0,0
0.16165,98195,0.98195,1,0.015736,0.015736,0,0
0.16183,98191,0.98191,1,0.015859,0.015859,0,0
0.16201,98188,0.98188,1,0.015982,0.015982,0,0
0.16219,98184,0.98184,1,0.016105,0.016105,0,0
0.16238,98179,0.98179,1,0.016228,0.016228,0,0
0.16256,98175,0.98175,1,0.016351,0.016351,0,0
0.16275,98171,0.98171,1,0.016474,0.016474,0,0
0.16294,98167,0.98167,1,0.016596,0.016596,0,0
0.16312,98163,0.98163,1,0.016719,0.016719,0,0
0.16332,98159,0.98159,1,0.016842,0.016842,0,0
0.16352,98154,0.98154,1,0.016965,0.016965,0,0
0.16371,98150,0.9815,1,0.017088,0.017088,0,0
0.16391,98145,0.98145,1,0.017211,0.017211,0,0
0.16411,98141,0.98141,1,0.017334,0.017334,0,0
0.16431,98137,0.98137,1,0.017457,0.017457,0,0
0.16452,98132,0.98132,1,0.01758,0.01758,0,0
0.16472,98127,0.98127,1,0.017703,0.017703,0,0
0.16493,98123,0.98123,1,0.017826,0.017826,0,0
0.16514,98118,0.98118,1,0.017949,0.017949,0,0
0.16534,98113,0.98113,1,0.018072,0.018072,0,0
0.16556,98108,0.98108,1,0.018195,0.018195,0,0
0.16577,98103,0.98103,1,0.018318,0.018318,0,0
0.16599,98099,0.98099,1,0.018441,0.018441,0,0
0.16621,98094,0.98094,1,0.018563,0.018563,0,0
0.16642,98089,0.98089,1,0.018686,0.018686,0,0
0.16664,98084,0.98084,1,0.018809,0.018809,0,0
0.16686,98079,0.98079,1,0.018932,0.018932,0,0
0.16709,98073,0.98073,1,0.019055,0.019055,0,0
0.16732,98068,0.98068,1,0.019178,0.019178,0,0
0.16755,98063,0.98063,1,0.019301,0.019301,0,0
0.16778,98058,0.98058,1,0.019424,0.019424,0,0
0.16801,98053,0.98053,1,0.019547,0.019547,0,0
0.16825,98047,0.98047,1,0.01967,0.01967,0,0
0.16849,98042,0.98042,1,0.019793,0.019793,0,0
0.16872,98036,0.98036,1,0.019916,0.019916,0,0
0.16896,98031,0.98031,1,0.020039,0.020039,0,0
0.1692,98025,0.98025,1,0.020162,0.020162,0,0
0.16945,98019,0.98019,1,0.020285,0.020285,0,0
0.1697,98014,0.98014,1,0.020408,0.020408,0,0
0.16995,98008,0.98008,1,0.02053,0.02053,0,0
0.1702,98002,0.98002,1,0.020653,0.020653,0,0
0.17045,97996,0.97996,1,0.020776,0.020776,0,0
0.1707,97991,0.97991,1,0.020899,0.020899,0,0
0.17096,97985,0.97985,1,0.021022,0.021022,0,0
0.17122,97978,0.97978,1,0.021145,0.021145,0,0
0.17148,97972,0.97972,1,0.021268,0.021268,0,0
0.17174,97966,0.97966,1,0.021391,0.021391,0,0
0.172,97960,0.9796,1,0.021514,0.021514,0,0
0.17226,97954,0.97954,1,0.021637,0.021637,0,0
0.17253,97948,0.97948,1,0.02176,0.02176,0,0
0.17281,97941,0.97941,1,0.021883,0.021883,0,0
0.17308,97935,0.97935,1,0.022006,0.022006,0,0
0.17335,97928,0.97928,1,0.022129,0.022129,0,0
0.17362,97922,0.97922,1,0.022252,0.022252,0,0
0.1739,97915,0.97915,1,0.022375,0.022375,0,0
0.17418,97909,0.97909,1,0.022497,0.022497,0,0
0.17447,97902,0.97902,1,0.02262,0.02262,0,0
0.17475,97895,0.97895,1,0.022743,0.022743,0,0
0.17504,97888,0.97888,1,0.022866,0.022866,0,0
0.17532,97882,0.97882,1,0.022989,0.022989,0,0
0.17562,97875,0.97875,1,0.023112,0.023112,0,0
0.17592,97868,0.97868,1,0.023235,0.023235,0,0
0.17621,97860,0.9786,1,0.023358,0.023358,0,0
0.17651,97853,0.97853,1,0.023481,0.023481,0,0
0.17681,97846,0.97846,1,0.023604,0.023604,0,0
0.17711,97839,0.97839,1,0.023727,0.023727,0,0
0.17742,97831,0.97831,1,0.02385,0.02385,0,0
0.17773,97824,0.97824,1,0.023973,0.023973,0,0
0.17804,97816,0.97816,1,0.024096,0.024096,0,0
0.17835,97809,0.97809,1,0.024219,0.024219,0,0
0.17866,97801,0.97801,1,0.024342,0.024342,0,0
0.17898,97794,0.97794,1,0.024464,0.024464,0,0
0.1793,97786,0.97786,1,0.024587,0.024587,0,0
0.17962,97778,0.97778,1,0.02471,0.02471,0,0
0.17994,97770,0.9777,1,0.024833,0.024833,0,0
0.18026,97762,0.97762,1,0.024956,0.024956,0,0
0.18059,97754,0.97754,1,0.025079,0.025079,0,0
0.18092,97746,0.97746,1,0.025202,0.025202,0,0
0.18126,97738,0.97738,1,0.025325,0.025325,0,0
0.18159,97729,0.97729,1,0.025448,0.025448,0,0
0.18193,97721,0.97721,1,0.025571,0.025571,0,0
0.18227,97713,0.97713,1,0.025694,0.025694,0,0
0.1826,97704,0.97704,1,0.025817,0.025817,0,0
0.18295,97696,0.97696,1,0.02594,0.02594,0,0
0.1833,97687,0.97687,1,0.026063,0.026063,0,0
0.18365,97679,0.97679,1,0.026186,0.026186,0,0
0.184,97670,0.9767,1,0.026309,0.026309,0,0
0.18435,97661,0.97661,1,0.026431,0.026431,0,0
0.18471,97652,0.97652,1,0.026554,0.026554,0,0
0.18507,97643,0.97643,1,0.026677,0.026677,0,0
0.18544,97634,0.97634,1,0.0268,0.0268,0,0
0.1858,97625,0.97625,1,0.026923,0.026923,0,0
0.18617,97616,0.97616,1,0.027046,0.027046,0,0
0.18653,97606,0.97606,1,0.027169,0.027169,0,0
0.18691,97597,0.97597,1,0.027292,0.027292,0,0
0.18729,97587,0.97587,1,0.027415,0.027415,0,0
0.18767,97577,0.97577,1,0.027538,0.027538,0,0
0.18805,97568,0.97568,1,0.027661,0.027661,0,0
0.18843,97558,0.97558,1,0.027784,0.027784,0,0
0.18882,97548,0.97548,1,0.027907,0.027907,0,0
0.18921,97538,0.97538,1,0.02803,0.02803,0,0
0.1896,97528,0.97528,1,0.028153,0.028153,0,0
0.19,97518,0.97518,1,0.028276,0.028276,0,0
0.19039,97508,0.97508,1,0.028398,0.028398,0,0
0.19078,97498,0.97498,1,0.028521,0.028521,0,0
0.19119,97487,0.97487,1,0.028644,0.028644,0,0
0.1916,97477,0.97477,1,0.028767,0.028767,0,0
0.19201,97466,0.97466,1,0.02889,0.02889,0,0
0.19242,97455,0.97455,1,0.029013,0.029013,0,0
0.19282,97445,0.97445,1,0.029136,0.029136,0,0
0.19323,97434,0.97434,1,0.029259,0.029259,0,0
0.19366,97423,0.97423,1,0.029382,0.029382,0,0
0.19409,97412,0.97412,1,0.029505,0.029505,0,0
