"Mach","Pressure","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.15154,98410,0.9841,1,0,0,0,0
0.15154,98410,0.9841,1,0.00012294,0.00012294,0,0
0.15155,98410,0.98409,1,0.00024587,0.00024587,0,0
0.15155,98409,0.98409,1,0.00036881,0.00036881,0,0
0.15155,98409,0.98409,1,0.00049175,0.00049175,0,0
0.15156,98409,0.98409,1,0.00061469,0.00061469,0,0
0.15156,98409,0.98409,1,0.00073762,0.00073762,0,0
0.15157,98409,0.98409,1,0.00086056,0.00086056,0,0
0.15158,98409,0.98409,1,0.0009835,0.0009835,0,0
0.15159,98408,0.98408,1,0.0011064,0.0011064,0,0
0.15161,98408,0.98408,1,0.0012294,0.0012294,0,0
0.15162,98408,0.98408,1,0.0013523,0.0013523,0,0
0.15163,98407,0.98407,1,0.0014752,0.0014752,0,0
0.15165,98407,0.98407,1,0.0015982,0.0015982,0,0
0.15167,98407,0.98407,1,0.0017211,0.0017211,0,0
0.15169,98406,0.98406,1,0.0018441,0.0018441,0,0
0.15171,98406,0.98406,1,0.001967,0.001967,0,0
0.15173,98405,0.98405,1,0.0020899,0.0020899,0,0
0.15175,98405,0.98405,1,0.0022129,0.0022129,0,0
0.15178,98404,0.98404,1,0.0023358,0.0023358,0,0
0.1518,98404,0.98404,1,0.0024587,0.0024587,0,0
0.15183,98403,0.98403,1,0.0025817,0.0025817,0,0
0.15185,98403,0.98403,1,0.0027046,0.0027046,0,0
0.15188,98402,0.98402,1,0.0028276,0.0028276,0,0
0.15191,98402,0.98402,1,0.0029505,0.0029505,0,0
0.15194,98401,0.98401,1,0.0030734,0.0030734,0,0
0.15198,98400,0.984,1,0.0031964,0.0031964,0,0
0.15201,98400,0.984,1,0.0033193,0.0033193,0,0
0.15204,98399,0.98399,1,0.0034422,0.0034422,0,0
0.15208,98398,0.98398,1,0.0035652,0.0035652,0,0
0.15212,98397,0.98397,1,0.0036881,0.0036881,0,0
0.15216,98397,0.98397,1,0.003811,0.003811,0,0
0.15219,98396,0.98396,1,0.003934,0.003934,0,0
0.15224,98395,0.98395,1,0.0040569,0.0040569,0,0
0.15228,98394,0.98394,1,0.0041799,0.0041799,0,0
0.15232,98393,0.98393,1,0.0043028,0.0043028,0,0
0.15237,98392,0.98392,1,0.0044257,0.0044257,0,0
0.15241,98391,0.98391,1,0.0045487,0.0045487,0,0
0.15246,98390,0.9839,1,0.0046716,0.0046716,0,0
0.15251,98389,0.98389,1,0.0047945,0.0047945,0,0
0.15256,98388,0.98388,1,0.0049175,0.0049175,0,0
0.15261,98387,0.98387,1,0.0050404,0.0050404,0,0
0.15267,98386,0.98386,1,0.0051634,0.0051634,0,0
0.15272,98385,0.98385,1,0.0052863,0.0052863,0,0
0.15277,98384,0.98384,1,0.0054092,0.0054092,0,0
0.15283,98383,0.98383,1,0.0055322,0.0055322,0,0
0.15289,98381,0.98381,1,0.0056551,0.0056551,0,0
0.15295,98380,0.9838,1,0.005778,0.005778,0,0
0.15301,98379,0.98379,1,0.005901,0.005901,0,0
0.15307,98378,0.98378,1,0.0060239,0.0060239,0,0
0.15314,98376,0.98376,1,0.0061469,0.0061469,0,0
0.1532,98375,0.98375,1,0.0062698,0.0062698,0,0
0.15327,98373,0.98373,1,0.0063927,0.0063927,0,0
0.15334,98372,0.98372,1,0.0065157,0.0065157,0,0
0.15341,98371,0.98371,1,0.0066386,0.0066386,0,0
0.15348,98369,0.98369,1,0.0067615,0.0067615,0,0
0.15355,98368,0.98368,1,0.0068845,0.0068845,0,0
0.15362,98366,0.98366,1,0.0070074,0.0070074,0,0
0.15369,98364,0.98364,1,0.0071303,0.0071303,0,0
0.15377,98363,0.98363,1,0.0072533,0.0072533,0,0
0.15385,98361,0.98361,1,0.0073762,0.0073762,0,0
0.15392,98360,0.9836,1,0.0074992,0.0074992,0,0
0.154,98358,0.98358,1,0.0076221,0.0076221,0,0
0.15409,98356,0.98356,1,0.007745,0.007745,0,0
0.15417,98355,0.98355,1,0.007868,0.007868,0,0
