"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          10, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47242033e+00, 3.30072692e+00, 2.23564988e+00, 6.94894468e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0087510804
          11, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47242113e+00, 3.30032796e+00, 2.23499895e+00, 6.94894425e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0095476889
          12, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47242196e+00, 3.29993034e+00, 2.23435030e+00, 6.94894385e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0103482063
          13, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47242281e+00, 3.29953405e+00, 2.23370395e+00, 6.94894348e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0111480912
          14, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47242368e+00, 3.29913908e+00, 2.23305987e+00, 6.94894314e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0122185004
          15, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47242458e+00, 3.29874543e+00, 2.23241807e+00, 6.94894282e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0132427195
          16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47242549e+00, 3.29835308e+00, 2.23177853e+00, 6.94894253e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0140371033
          17, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47242642e+00, 3.29796204e+00, 2.23114124e+00, 6.94894226e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0148314905
          18, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47242737e+00, 3.29757228e+00, 2.23050621e+00, 6.94894202e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0156229985
          19, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47242834e+00, 3.29718382e+00, 2.22987343e+00, 6.94894181e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0164157816
          20, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47242932e+00, 3.29679663e+00, 2.22924288e+00, 6.94894162e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0172044557
          21, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47243033e+00, 3.29641071e+00, 2.22861455e+00, 6.94894145e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0179952108
          22, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47243135e+00, 3.29602605e+00, 2.22798846e+00, 6.94894131e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0187824640
          23, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47243239e+00, 3.29564266e+00, 2.22736457e+00, 6.94894119e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0195734561
          24, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47243345e+00, 3.29526051e+00, 2.22674290e+00, 6.94894110e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0203612566
          25, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47243453e+00, 3.29487960e+00, 2.22612343e+00, 6.94894103e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0211508243
          26, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47243562e+00, 3.29449992e+00, 2.22550615e+00, 6.94894098e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0219430752
          27, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47243673e+00, 3.29412147e+00, 2.22489107e+00, 6.94894095e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0227333792
          28, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47243786e+00, 3.29374424e+00, 2.22427816e+00, 6.94894095e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0235241569
          29, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47243900e+00, 3.29336821e+00, 2.22366743e+00, 6.94894097e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0243154154
          30, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47244015e+00, 3.29299339e+00, 2.22305886e+00, 6.94894101e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0251043594
          31, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47244133e+00, 3.29261976e+00, 2.22244854e+00, 6.94894107e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0258955421
          32, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47244251e+00, 3.29224731e+00, 2.22184432e+00, 6.94894115e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0266860901
          33, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47244372e+00, 3.29187604e+00, 2.22123830e+00, 6.94894125e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0274796966
          34, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47244493e+00, 3.29150594e+00, 2.22063839e+00, 6.94894137e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0282732899
          35, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47244616e+00, 3.29113698e+00, 2.22002488e+00, 6.94894152e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0290766685
          36, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47244741e+00, 3.29076901e+00, 2.21931478e+00, 6.94894168e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0298767582
          37, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47244867e+00, 3.29040237e+00, 2.21872192e+00, 6.94894185e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0306764240
          38, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47244994e+00, 3.29003687e+00, 2.21813117e+00, 6.94894205e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0314780300
          39, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47245122e+00, 3.28967249e+00, 2.21754253e+00, 6.94894227e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0322765963
          40, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47245252e+00, 3.28930923e+00, 2.21695599e+00, 6.94894250e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0330814990
          41, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47245382e+00, 3.28894708e+00, 2.21637155e+00, 6.94894275e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0339196687
          42, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47245515e+00, 3.28858603e+00, 2.21578918e+00, 6.94894302e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0347270267
          43, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47245648e+00, 3.28822607e+00, 2.21520890e+00, 6.94894331e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0355723719
          44, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47245782e+00, 3.28786719e+00, 2.21463069e+00, 6.94894362e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0363806863
          45, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47245918e+00, 3.28750939e+00, 2.21405454e+00, 6.94894394e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0372175367
          46, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47246055e+00, 3.28715266e+00, 2.21348045e+00, 6.94894427e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0380252336
          47, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47246193e+00, 3.28679698e+00, 2.21290841e+00, 6.94894463e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0388567887
          48, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47246332e+00, 3.28644235e+00, 2.21233842e+00, 6.94894500e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0396636306
          49, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47246472e+00, 3.28608876e+00, 2.21177047e+00, 6.94894538e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0404967564
          50, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47246613e+00, 3.28573620e+00, 2.21120455e+00, 6.94894578e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0413047873
          51, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47246755e+00, 3.28538466e+00, 2.21064065e+00, 6.94894620e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0421376253
          52, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47246899e+00, 3.28503413e+00, 2.21007877e+00, 6.94894663e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0429463963
          53, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47247043e+00, 3.28468460e+00, 2.20951890e+00, 6.94894707e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0437767167
          54, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47247188e+00, 3.28433606e+00, 2.20896103e+00, 6.94894753e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0445842560
          55, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47247334e+00, 3.28398851e+00, 2.20840517e+00, 6.94894801e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0454177226
          56, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47247481e+00, 3.28364193e+00, 2.20785129e+00, 6.94894849e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0462151313
          57, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47247629e+00, 3.28329631e+00, 2.20729940e+00, 6.94894899e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0470146362
          58, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47247777e+00, 3.28295165e+00, 2.20674949e+00, 6.94894951e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0478381396
          59, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47247927e+00, 3.28260793e+00, 2.20620155e+00, 6.94895003e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0486369968
          60, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47248077e+00, 3.28226515e+00, 2.20565557e+00, 6.94895057e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0494562925
          61, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47248229e+00, 3.28192329e+00, 2.20511154e+00, 6.94895113e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0502548266
          62, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47248381e+00, 3.28158235e+00, 2.20456946e+00, 6.94895169e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0510743386
          63, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47248533e+00, 3.28124232e+00, 2.20402932e+00, 6.94895227e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0518719942
          64, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47248687e+00, 3.28090318e+00, 2.20349112e+00, 6.94895285e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0526909703
          65, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47248841e+00, 3.28056493e+00, 2.20295486e+00, 6.94895345e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0534898055
          66, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47248996e+00, 3.28022755e+00, 2.20242052e+00, 6.94895406e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0543104147
          67, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47249151e+00, 3.27989104e+00, 2.20188810e+00, 6.94895468e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0551135800
          68, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47249307e+00, 3.27955539e+00, 2.20135759e+00, 6.94895532e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0559329548
          69, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47249464e+00, 3.27922058e+00, 2.20082899e+00, 6.94895596e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0567314228
          70, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47249622e+00, 3.27888661e+00, 2.20030227e+00, 6.94895661e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0575498495
          71, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47249780e+00, 3.27855347e+00, 2.19977744e+00, 6.94895727e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0583609091
          72, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47249938e+00, 3.27822114e+00, 2.19925450e+00, 6.94895795e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0591817016
          73, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47250097e+00, 3.27788961e+00, 2.19873345e+00, 6.94895863e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0599884105
          74, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47250257e+00, 3.27755889e+00, 2.19821326e+00, 6.94895932e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0608105807
          75, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47250417e+00, 3.27722895e+00, 2.19769595e+00, 6.94896002e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0616099296
          76, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47250578e+00, 3.27689978e+00, 2.19718050e+00, 6.94896073e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0624475123
