"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"
11	5.038898736143020e-01	5.705422285474813e-01	1.619313647480934e+02	1.099346798949670e+04	2.983805659392367e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
12	5.171050024063343e-01	5.862740087739353e-01	1.619313647480934e+02	1.099346798949670e+04	1.479284770294994e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
13	5.262288095874577e-01	5.682707500666125e-01	1.619313647480934e+02	1.099346798949670e+04	2.257543044619408e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
14	5.381370151317606e-01	5.848553275297264e-01	1.619313647480934e+02	1.099346798949670e+04	4.723804759863477e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
15	5.480485573721716e-01	5.669527081185723e-01	1.619313647480934e+02	1.099346798949670e+04	2.684997793781547e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
16	5.587952813092070e-01	5.841227756882763e-01	1.619313647480934e+02	1.099346798949670e+04	-1.949176349899608e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
17	5.695170469496513e-01	5.667387468567689e-01	1.619313647480934e+02	1.099346798949670e+04	3.534709596703653e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
18	5.781292363163349e-01	5.840986450170707e-01	1.619313647480934e+02	1.099346798949670e+04	-1.661711966273655e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
19	5.891311728748084e-01	5.693131434838925e-01	1.619313647480934e+02	1.099346798949670e+04	-1.663147921083609e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
20	5.934493653706294e-01	5.844550888139793e-01	1.619313647480934e+02	1.099346798949670e+04	2.175708072939889e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
21	4.108548629789620e-01	6.028967609691873e-01	1.619313647480934e+02	1.099346798949670e+04	-1.704088928334913e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
22	3.976067420348687e-01	6.032943364059690e-01	1.619313647480934e+02	1.099346798949670e+04	-6.816691785294331e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
23	3.989421428869198e-01	5.909057088847028e-01	1.619313647480934e+02	1.099346798949670e+04	-3.729948207063765e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
24	4.207921204186286e-01	5.606427412924692e-01	1.619313647480934e+02	1.099346798949670e+04	-1.662079867118337e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
25	4.309154840515382e-01	6.028491078644547e-01	1.619313647480934e+02	1.099346798949670e+04	-1.556319386855492e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
26	4.005492767173519e-01	5.721103870363778e-01	1.619313647480934e+02	1.099346798949670e+04	-3.217543597600799e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
27	4.442575680521473e-01	5.573177466966768e-01	1.619313647480934e+02	1.099346798949670e+04	2.556461221906190e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
28	4.514783858755563e-01	6.041100737079523e-01	1.619313647480934e+02	1.099346798949670e+04	-3.255875409850905e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
29	3.993974023016145e-01	5.533335821987638e-01	1.619313647480934e+02	1.099346798949670e+04	1.178945784269353e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
30	4.667729854908398e-01	5.561623023882083e-01	1.619313647480934e+02	1.099346798949670e+04	3.890724114546613e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
31	4.707835693066471e-01	6.052729142499851e-01	1.619313647480934e+02	1.099346798949670e+04	2.519218860662534e-14	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
32	4.892754568816773e-01	6.051216809530372e-01	1.619313647480934e+02	1.099346798949670e+04	2.000469204284441e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
33	4.901885824066112e-01	5.544704360789940e-01	1.619313647480934e+02	1.099346798949670e+04	-2.367397268897486e-17	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
34	5.085312315353385e-01	6.037382061217083e-01	1.619313647480934e+02	1.099346798949670e+04	-3.195388702256501e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
35	5.133941128218393e-01	5.520147425355012e-01	1.619313647480934e+02	1.099346798949670e+04	6.937317509346053e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
36	5.287763629397686e-01	6.025667012568596e-01	1.619313647480934e+02	1.099346798949670e+04	-9.764578652809201e-14	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
37	5.360549134766671e-01	5.500244230058517e-01	1.619313647480934e+02	1.099346798949670e+04	4.882874079518073e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
38	5.491574622461508e-01	6.017166188819802e-01	1.619313647480934e+02	1.099346798949670e+04	1.098009395505330e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
39	5.587845933698740e-01	5.486317512629146e-01	1.619313647480934e+02	1.099346798949670e+04	2.855933671553527e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
40	5.691650888167010e-01	6.009483814242880e-01	1.619313647480934e+02	1.099346798949670e+04	7.646914885765940e-14	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
41	5.835690200293039e-01	5.480933481763435e-01	1.619313647480934e+02	1.099346798949670e+04	-7.944809918246453e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
42	6.058816606018467e-01	5.757774047331897e-01	1.619313647480934e+02	1.099346798949670e+04	-1.823764457280968e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
43	5.882968855431085e-01	5.994151448703029e-01	1.619313647480934e+02	1.099346798949670e+04	-8.339125038234696e-14	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
44	6.056036297797640e-01	5.939150905239704e-01	1.619313647480934e+02	1.099346798949670e+04	1.320394365636772e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
45	6.038135286395862e-01	5.573245434360372e-01	1.619313647480934e+02	1.099346798949670e+04	-3.394786513102763e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
46	6.028646486838503e-01	5.401163011847137e-01	1.619313647480934e+02	1.099346798949670e+04	-9.392745298590617e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
47	3.769443170662088e-01	6.219440245428423e-01	1.619313647480934e+02	1.099346798949670e+04	-1.290424099543778e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
48	3.980055926902630e-01	6.175824620757526e-01	1.619313647480934e+02	1.099346798949670e+04	2.981082196935315e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
49	3.828768276399986e-01	6.021787647675760e-01	1.619313647480934e+02	1.099346798949670e+04	-1.178377475007148e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
50	4.198994826772720e-01	6.193667394555762e-01	1.619313647480934e+02	1.099346798949670e+04	9.790528595134994e-14	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
51	3.822320009598240e-01	5.815579773613738e-01	1.619313647480934e+02	1.099346798949670e+04	-1.668325244734608e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
52	4.320991380919365e-01	5.425530257110474e-01	1.619313647480934e+02	1.099346798949670e+04	-1.421757031589933e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
53	4.404873681288551e-01	6.200639493927826e-01	1.619313647480934e+02	1.099346798949670e+04	1.722614978408743e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
54	4.134470513985899e-01	5.436933896865004e-01	1.619313647480934e+02	1.099346798949670e+04	-2.197792344730601e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
55	3.827244361055117e-01	5.628497913099090e-01	1.619313647480934e+02	1.099346798949670e+04	3.591895064743369e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
56	4.542026804587337e-01	5.403641345947340e-01	1.619313647480934e+02	1.099346798949670e+04	-2.992969004188036e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
57	4.605499563025401e-01	6.207124741081305e-01	1.619313647480934e+02	1.099346798949670e+04	2.136184093594526e-14	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
58	3.835324418512849e-01	5.473054376957734e-01	1.619313647480934e+02	1.099346798949670e+04	-4.931418638922121e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
59	4.801090041691357e-01	6.209743005533304e-01	1.619313647480934e+02	1.099346798949670e+04	5.975935333961633e-14	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
60	4.770762233083595e-01	5.383163920790820e-01	1.619313647480934e+02	1.099346798949670e+04	6.378971447396821e-17	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
61	4.996212108513059e-01	6.206412678895268e-01	1.619313647480934e+02	1.099346798949670e+04	5.900898481231436e-14	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
62	5.002000493064652e-01	5.360654541685623e-01	1.619313647480934e+02	1.099346798949670e+04	1.676306015511967e-15	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
63	5.194890129983345e-01	6.200066473159792e-01	1.619313647480934e+02	1.099346798949670e+04	1.174016756154384e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
64	5.231476907337320e-01	5.337382786442266e-01	1.619313647480934e+02	1.099346798949670e+04	2.994107726047615e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
65	5.396433683260162e-01	6.193900908472016e-01	1.619313647480934e+02	1.099346798949670e+04	4.279690636324782e-14	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
66	5.459048963618438e-01	5.315536929822348e-01	1.619313647480934e+02	1.099346798949670e+04	1.824773921514998e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
67	5.598765647842185e-01	6.187457894075211e-01	1.619313647480934e+02	1.099346798949670e+04	2.014806151837113e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
68	5.688019919863514e-01	5.293775861618008e-01	1.619313647480934e+02	1.099346798949670e+04	-3.059244608333506e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
69	5.803517372489990e-01	6.177098138443247e-01	1.619313647480934e+02	1.099346798949670e+04	-1.108503467225768e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
70	6.028955468599743e-01	6.153789567481601e-01	1.619313647480934e+02	1.099346798949670e+04	6.461889958363657e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
71	6.217844545311559e-01	5.846259595398218e-01	1.619313647480934e+02	1.099346798949670e+04	-6.902810598922780e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
72	6.215286941591005e-01	6.210529932058363e-01	1.619313647480934e+02	1.099346798949670e+04	4.483960377939941e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
73	6.212359183115411e-01	6.039024602716224e-01	1.619313647480934e+02	1.099346798949670e+04	3.439743108652021e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
74	6.212843649904586e-01	5.654288350776044e-01	1.619313647480934e+02	1.099346798949670e+04	-5.386887650172703e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
75	6.197425974953864e-01	5.458731944019031e-01	1.619313647480934e+02	1.099346798949670e+04	3.175510567840680e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
76	5.913144431041785e-01	5.261129798570282e-01	1.619313647480934e+02	1.099346798949670e+04	-4.361056760652663e-14	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
77	6.154256834461701e-01	5.237673096285004e-01	1.619313647480934e+02	1.099346798949670e+04	-2.599590533540816e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
78	3.689601491556110e-01	6.392026578340672e-01	1.619313647480934e+02	1.099346798949670e+04	1.654744684577607e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
79	3.604842967252601e-01	6.257971427140048e-01	1.619313647480934e+02	1.099346798949670e+04	3.156440049201932e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
80	3.887238412379244e-01	6.374037701204265e-01	1.619313647480934e+02	1.099346798949670e+04	-3.032191217277269e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
81	3.627008126765162e-01	6.098225893497093e-01	1.619313647480934e+02	1.099346798949670e+04	1.740447974875022e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
82	4.093242250745343e-01	6.365415090021567e-01	1.619313647480934e+02	1.099346798949670e+04	-2.013061253137537e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
83	3.641776323897828e-01	5.906964630684278e-01	1.619313647480934e+02	1.099346798949670e+04	8.092593570287007e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
84	4.299633094166656e-01	6.368250155115668e-01	1.619313647480934e+02	1.099346798949670e+04	3.073280240311163e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
85	4.192999681432806e-01	5.284020401617946e-01	1.619313647480934e+02	1.099346798949670e+04	3.986726067079497e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
86	3.649369839833057e-01	5.711611288281895e-01	1.619313647480934e+02	1.099346798949670e+04	1.658983487217508e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
87	4.502344773391217e-01	6.371614339441856e-01	1.619313647480934e+02	1.099346798949670e+04	1.160732290109790e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
88	4.413128846764478e-01	5.254806105107044e-01	1.619313647480934e+02	1.099346798949670e+04	3.098168768880602e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
89	3.965148505614786e-01	5.340158501500808e-01	1.619313647480934e+02	1.099346798949670e+04	2.917280549171125e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
90	3.668646894629971e-01	5.522180187548356e-01	1.619313647480934e+02	1.099346798949670e+04	-1.660535225425993e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
91	3.732837658355268e-01	5.346072573249890e-01	1.619313647480934e+02	1.099346798949670e+04	-8.224086782324438e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
92	4.702183091215301e-01	6.374033705862709e-01	1.619313647480934e+02	1.099346798949670e+04	-7.406476842642287e-14	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
93	4.639945487232453e-01	5.229802420436298e-01	1.619313647480934e+02	1.099346798949670e+04	-3.064182147162097e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
94	4.900562702864489e-01	6.374167829138765e-01	1.619313647480934e+02	1.099346798949670e+04	-9.035605223936236e-14	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
95	4.869715601391237e-01	5.205560555516268e-01	1.619313647480934e+02	1.099346798949670e+04	1.056381137819840e-15	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
96	5.099466975275317e-01	6.372129484880640e-01	1.619313647480934e+02	1.099346798949670e+04	-4.344711411371247e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
97	5.099187098025908e-01	5.180702400749972e-01	1.619313647480934e+02	1.099346798949670e+04	-1.515213974515284e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
98	5.299820668620614e-01	6.369084660891335e-01	1.619313647480934e+02	1.099346798949670e+04	-6.267927749290240e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
99	5.326401285149833e-01	5.155239415204211e-01	1.619313647480934e+02	1.099346798949670e+04	5.159643533149192e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
100	5.501432122001021e-01	6.365501995492182e-01	1.619313647480934e+02	1.099346798949670e+04	7.749058008277760e-17	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
101	5.551071512561975e-01	5.128592969448786e-01	1.619313647480934e+02	1.099346798949670e+04	2.969931920540478e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
102	5.704795306564607e-01	6.360675389803903e-01	1.619313647480934e+02	1.099346798949670e+04	8.613057608733044e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
103	5.912604914801741e-01	6.354616933807987e-01	1.619313647480934e+02	1.099346798949670e+04	1.452006079584348e-15	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
104	6.341822978323831e-01	6.358227603789175e-01	1.619313647480934e+02	1.099346798949670e+04	-1.959155509089689e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
105	6.374037154674588e-01	6.140673322295200e-01	1.619313647480934e+02	1.099346798949670e+04	-3.246010186459122e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
106	6.120253772551700e-01	6.359120261497473e-01	1.619313647480934e+02	1.099346798949670e+04	-8.124173625327267e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
107	6.382324265076058e-01	5.943092353789046e-01	1.619313647480934e+02	1.099346798949670e+04	3.349650538503095e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
108	6.383794219137884e-01	5.746162072440071e-01	1.619313647480934e+02	1.099346798949670e+04	-7.671630769854896e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
109	6.378630781504077e-01	5.547904042680307e-01	1.619313647480934e+02	1.099346798949670e+04	1.292413030709535e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
110	5.772759536077303e-01	5.097987114381765e-01	1.619313647480934e+02	1.099346798949670e+04	-2.832021271181663e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
111	6.368084473772389e-01	5.343514888243128e-01	1.619313647480934e+02	1.099346798949670e+04	-1.103101057712875e-15	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
112	5.992308890620575e-01	5.061887336643303e-01	1.619313647480934e+02	1.099346798949670e+04	2.703687176530965e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
113	6.202877114724520e-01	5.008153423951570e-01	1.619313647480934e+02	1.099346798949670e+04	-4.634242297423208e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
114	6.371161464765982e-01	5.134429626136361e-01	1.619313647480934e+02	1.099346798949670e+04	7.596693522727425e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
115	6.391099434001180e-01	4.936262163624523e-01	1.619313647480934e+02	1.099346798949670e+04	3.439040822629686e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
116	3.431930705222999e-01	6.572988389317218e-01	1.619313647480934e+02	1.099346798949670e+04	2.330905460160203e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
117	3.600051402687814e-01	6.558620156985647e-01	1.619313647480934e+02	1.099346798949670e+04	-2.150510552117252e-16	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
118	3.480225604253307e-01	6.393036359816807e-01	1.619313647480934e+02	1.099346798949670e+04	9.754534555933286e-14	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
119	3.795224819833674e-01	6.550930459432358e-01	1.619313647480934e+02	1.099346798949670e+04	3.148978188754979e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
120	3.458334090220286e-01	6.188612482757530e-01	1.619313647480934e+02	1.099346798949670e+04	-1.698060878804077e-13	4.766328912073649e+07	8.200000000000003e+05	6.500000000000000e+02	9.358859709783290e-16	1.700000000000474e+00	
