"Density","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
362.59,0.086843,3545.6,-0.67998,0,2.9328e+06,538.02,1,0,-13.88,0,0
362.59,0.086851,3546,-0.6329,0,2.9328e+06,538.02,1,0.025662,-13.855,0,0
362.59,0.08686,3546.3,-0.58582,0,2.9328e+06,538.02,1,0.051325,-13.829,0,0
362.59,0.086869,3546.7,-0.53874,0,2.9328e+06,538.02,1,0.076987,-13.804,0,0
362.59,0.086877,3547,-0.49166,0,2.9328e+06,538.02,1,0.10265,-13.778,0,0
362.59,0.086886,3547.4,-0.44458,0,2.9328e+06,538.02,1,0.12831,-13.752,0,0
362.59,0.086894,3547.7,-0.3975,0,2.9328e+06,538.02,1,0.15397,-13.727,0,0
362.59,0.086903,3548.1,-0.35042,0,2.9328e+06,538.02,1,0.17964,-13.701,0,0
362.59,0.086912,3548.4,-0.31769,0,2.9328e+06,538.02,1,0.2053,-13.675,0,0
362.59,0.086922,3548.8,-0.3401,0,2.9327e+06,538.02,1,0.23096,-13.65,0,0
362.59,0.086932,3549.2,-0.36251,0,2.9327e+06,538.02,1,0.25663,-13.624,0,0
362.59,0.086942,3549.6,-0.38492,0,2.9327e+06,538.02,1,0.28229,-13.598,0,0
362.59,0.086952,3550,-0.40733,0,2.9327e+06,538.02,1,0.30795,-13.573,0,0
362.59,0.086962,3550.4,-0.42974,0,2.9327e+06,538.02,1,0.33361,-13.547,0,0
362.59,0.086972,3550.8,-0.45215,0,2.9327e+06,538.02,1,0.35927,-13.521,0,0
362.59,0.086982,3551.2,-0.47456,0,2.9327e+06,538.02,1,0.38494,-13.496,0,0
362.59,0.086993,3551.7,-0.49442,0,2.9327e+06,538.02,1,0.4106,-13.47,0,0
362.59,0.087005,3552.2,-0.51067,0,2.9327e+06,538.02,1,0.43626,-13.444,0,0
362.59,0.087017,3552.6,-0.52691,0,2.9327e+06,538.02,1,0.46192,-13.419,0,0
362.59,0.08703,3553.1,-0.54316,0,2.9327e+06,538.02,1,0.48759,-13.393,0,0
362.59,0.087042,3553.6,-0.5594,0,2.9327e+06,538.02,1,0.51325,-13.367,0,0
362.58,0.087054,3554.1,-0.57564,0,2.9327e+06,538.02,1,0.53891,-13.342,0,0
362.58,0.087066,3554.6,-0.59189,0,2.9327e+06,538.02,1,0.56458,-13.316,0,0
362.58,0.087079,3555,-0.60813,0,2.9327e+06,538.02,1,0.59024,-13.29,0,0
362.58,0.087092,3555.6,-0.61797,0,2.9327e+06,538.02,1,0.6159,-13.265,0,0
362.58,0.087107,3556.2,-0.62389,0,2.9327e+06,538.02,1,0.64156,-13.239,0,0
362.58,0.087122,3556.7,-0.6298,0,2.9327e+06,538.02,1,0.66722,-13.213,0,0
362.58,0.087137,3557.3,-0.63571,0,2.9327e+06,538.02,1,0.69289,-13.188,0,0
362.58,0.087151,3557.9,-0.64162,0,2.9326e+06,538.02,1,0.71855,-13.162,0,0
362.58,0.087166,3558.5,-0.64753,0,2.9326e+06,538.02,1,0.74421,-13.136,0,0
362.58,0.087181,3559,-0.65344,0,2.9326e+06,538.02,1,0.76987,-13.111,0,0
362.58,0.087195,3559.6,-0.65935,0,2.9326e+06,538.02,1,0.79554,-13.085,0,0
362.58,0.087213,3560.3,-0.69555,0,2.9326e+06,538.02,1,0.8212,-13.059,0,0
362.58,0.08723,3561,-0.73813,0,2.9326e+06,538.02,1,0.84686,-13.034,0,0
362.58,0.087248,3561.7,-0.78071,0,2.9326e+06,538.02,1,0.87252,-13.008,0,0
362.58,0.087266,3562.4,-0.82329,0,2.9326e+06,538.02,1,0.89819,-12.982,0,0
362.58,0.087284,3563.2,-0.86587,0,2.9326e+06,538.02,1,0.92385,-12.957,0,0
362.58,0.087302,3563.9,-0.90845,0,2.9326e+06,538.02,1,0.94951,-12.931,0,0
362.58,0.087319,3564.6,-0.95103,0,2.9326e+06,538.02,1,0.97517,-12.905,0,0
