"C<sub>p</sub>","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Mach","Pressure","Temperature","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-9.8985e+17,43.553,4280.4,0.51194,1.461e+07,0.92862,6.3368e+05,534.66,0.70097,1,0.08372,0.08372,0,0
-9.9571e+17,43.41,4282.7,0.53653,1.4562e+07,0.9313,6.3208e+05,534.62,0.6992,1,0.083843,0.083843,0,0
-1.0016e+18,43.266,4284.8,0.52664,1.4513e+07,0.93398,6.3047e+05,534.57,0.69742,1,0.083966,0.083966,0,0
-1.0075e+18,43.123,4286.7,0.48404,1.4465e+07,0.93667,6.2885e+05,534.53,0.69563,1,0.084089,0.084089,0,0
-1.0135e+18,42.979,4288.6,0.44143,1.4416e+07,0.93936,6.2723e+05,534.48,0.69384,1,0.084212,0.084212,0,0
-1.0194e+18,42.836,4290.6,0.39883,1.4368e+07,0.94205,6.2561e+05,534.44,0.69205,1,0.084335,0.084335,0,0
-1.0253e+18,42.692,4292.4,0.38319,1.4319e+07,0.94475,6.2399e+05,534.39,0.69025,1,0.084458,0.084458,0,0
-1.0313e+18,42.549,4294,0.40041,1.427e+07,0.94745,6.2236e+05,534.35,0.68845,1,0.084581,0.084581,0,0
-1.0373e+18,42.405,4295.6,0.41763,1.4222e+07,0.95014,6.2073e+05,534.3,0.68665,1,0.084704,0.084704,0,0
-1.0432e+18,42.261,4297.2,0.43486,1.4173e+07,0.95284,6.191e+05,534.26,0.68484,1,0.084827,0.084827,0,0
-1.0492e+18,42.118,4298.7,0.42719,1.4124e+07,0.95554,6.1746e+05,534.21,0.68303,1,0.084949,0.084949,0,0
-1.0553e+18,41.973,4300,0.38033,1.4076e+07,0.95825,6.1581e+05,534.17,0.6812,1,0.085072,0.085072,0,0
-1.0613e+18,41.829,4301.2,0.33348,1.4027e+07,0.96095,6.1415e+05,534.12,0.67937,1,0.085195,0.085195,0,0
-1.0674e+18,41.684,4302.4,0.28661,1.3978e+07,0.96366,6.125e+05,534.08,0.67755,1,0.085318,0.085318,0,0
-1.0734e+18,41.54,4303.6,0.26551,1.3929e+07,0.96636,6.1085e+05,534.03,0.67572,1,0.085441,0.085441,0,0
-1.0795e+18,41.397,4304.5,0.29771,1.388e+07,0.96906,6.092e+05,533.98,0.67389,1,0.085564,0.085564,0,0
-1.0855e+18,41.254,4305.4,0.32991,1.3832e+07,0.97176,6.0754e+05,533.94,0.67206,1,0.085687,0.085687,0,0
-1.0916e+18,41.11,4306.4,0.36211,1.3783e+07,0.97446,6.0589e+05,533.89,0.67023,1,0.08581,0.08581,0,0
-1.0977e+18,40.967,4307.2,0.3516,1.3735e+07,0.97717,6.0423e+05,533.84,0.6684,1,0.085933,0.085933,0,0
-1.1038e+18,40.821,4307.8,0.22162,1.3686e+07,0.9799,6.0254e+05,533.8,0.66653,1,0.086056,0.086056,0,0
-1.11e+18,40.676,4308.3,0.091645,1.3637e+07,0.98262,6.0086e+05,533.75,0.66467,1,0.086179,0.086179,0,0
-1.1162e+18,40.531,4308.9,-0.038326,1.3587e+07,0.98535,5.9917e+05,533.7,0.6628,1,0.086302,0.086302,0,0
-1.1224e+18,40.386,4309.4,-0.12438,1.3538e+07,0.98808,5.9749e+05,533.66,0.66094,1,0.086425,0.086425,0,0
-1.1285e+18,40.243,4309.6,-0.035829,1.349e+07,0.99078,5.9581e+05,533.61,0.65908,1,0.086548,0.086548,0,0
-1.1347e+18,40.099,4309.8,0.052719,1.3441e+07,0.99348,5.9413e+05,533.56,0.65722,1,0.086671,0.086671,0,0
-1.1408e+18,39.956,4310,0.14127,1.3393e+07,0.99619,5.9245e+05,533.52,0.65537,1,0.086794,0.086794,0,0
-1.147e+18,39.812,4310.1,0.21915,1.3344e+07,0.99889,5.9077e+05,533.47,0.6535,1,0.086916,0.086916,0,0
-1.1532e+18,39.668,4310,0.25,1.3295e+07,1.0016,5.8907e+05,533.42,0.65163,1,0.087039,0.087039,0,0
-1.1594e+18,39.524,4309.9,0.28085,1.3247e+07,1.0043,5.8737e+05,533.37,0.64975,1,0.087162,0.087162,0,0
-1.1656e+18,39.38,4309.7,0.31169,1.3198e+07,1.007,5.8568e+05,533.32,0.64787,1,0.087285,0.087285,0,0
-1.1718e+18,39.236,4309.6,0.34217,1.3149e+07,1.0098,5.8398e+05,533.28,0.64599,1,0.087408,0.087408,0,0
-1.1781e+18,39.092,4309.1,0.37081,1.3101e+07,1.0125,5.8226e+05,533.23,0.6441,1,0.087531,0.087531,0,0
-1.1844e+18,38.947,4308.6,0.39946,1.3052e+07,1.0152,5.8055e+05,533.18,0.6422,1,0.087654,0.087654,0,0
-1.1907e+18,38.803,4308.1,0.42811,1.3003e+07,1.018,5.7884e+05,533.13,0.64031,1,0.087777,0.087777,0,0
-1.1969e+18,38.659,4307.6,0.45798,1.2954e+07,1.0207,5.7713e+05,533.08,0.63841,1,0.0879,0.0879,0,0
-1.2033e+18,38.515,4306.8,0.49465,1.2905e+07,1.0234,5.754e+05,533.03,0.6365,1,0.088023,0.088023,0,0
-1.2096e+18,38.37,4306,0.53132,1.2857e+07,1.0262,5.7367e+05,532.99,0.63459,1,0.088146,0.088146,0,0
-1.2159e+18,38.226,4305.2,0.56799,1.2808e+07,1.0289,5.7195e+05,532.94,0.63268,1,0.088269,0.088269,0,0
-1.2222e+18,38.081,4304.3,0.60355,1.2759e+07,1.0317,5.7022e+05,532.89,0.63077,1,0.088392,0.088392,0,0
-1.2286e+18,37.937,4303.1,0.63209,1.271e+07,1.0344,5.6848e+05,532.84,0.62885,1,0.088515,0.088515,0,0
-1.235e+18,37.792,4302,0.66063,1.2661e+07,1.0371,5.6674e+05,532.79,0.62692,1,0.088638,0.088638,0,0
-1.2413e+18,37.648,4300.8,0.68917,1.2613e+07,1.0399,5.65e+05,532.74,0.625,1,0.088761,0.088761,0,0
-1.2477e+18,37.504,4299.6,0.70555,1.2564e+07,1.0426,5.6326e+05,532.69,0.62307,1,0.088883,0.088883,0,0
-1.2541e+18,37.359,4298.1,0.63258,1.2515e+07,1.0454,5.615e+05,532.64,0.62113,1,0.089006,0.089006,0,0
-1.2606e+18,37.214,4296.6,0.5596,1.2466e+07,1.0482,5.5975e+05,532.59,0.61919,1,0.089129,0.089129,0,0
-1.267e+18,37.07,4295.1,0.48662,1.2417e+07,1.0509,5.5799e+05,532.54,0.61725,1,0.089252,0.089252,0,0
-1.2734e+18,36.925,4293.5,0.41758,1.2368e+07,1.0537,5.5624e+05,532.49,0.61531,1,0.089375,0.089375,0,0
-1.2798e+18,36.782,4291.7,0.38254,1.232e+07,1.0565,5.5449e+05,532.44,0.61338,1,0.089498,0.089498,0,0
-1.2862e+18,36.639,4289.9,0.3475,1.2272e+07,1.0592,5.5275e+05,532.39,0.61145,1,0.089621,0.089621,0,0
-1.2926e+18,36.496,4288.1,0.31247,1.2223e+07,1.0619,5.51e+05,532.34,0.60951,1,0.089744,0.089744,0,0
-1.299e+18,36.353,4286.2,0.28371,1.2175e+07,1.0647,5.4925e+05,532.29,0.60758,1,0.089867,0.089867,0,0
-1.3054e+18,36.212,4284.1,0.32056,1.2127e+07,1.0674,5.4751e+05,532.24,0.60565,1,0.08999,0.08999,0,0
-1.3118e+18,36.07,4282,0.35741,1.2079e+07,1.0702,5.4576e+05,532.19,0.60372,1,0.090113,0.090113,0,0
-1.3182e+18,35.928,4279.9,0.39426,1.2031e+07,1.0729,5.4402e+05,532.14,0.60179,1,0.090236,0.090236,0,0
-1.3246e+18,35.786,4277.7,0.43151,1.1984e+07,1.0757,5.4227e+05,532.09,0.59986,1,0.090359,0.090359,0,0
-1.331e+18,35.644,4275.2,0.47397,1.1936e+07,1.0784,5.4051e+05,532.04,0.59791,1,0.090482,0.090482,0,0
-1.3374e+18,35.502,4272.8,0.51642,1.1888e+07,1.0812,5.3876e+05,531.99,0.59597,1,0.090605,0.090605,0,0
-1.3439e+18,35.36,4270.3,0.55888,1.184e+07,1.0839,5.37e+05,531.94,0.59402,1,0.090728,0.090728,0,0
-1.3503e+18,35.219,4267.8,0.60003,1.1792e+07,1.0867,5.3524e+05,531.88,0.59208,1,0.09085,0.09085,0,0
-1.3568e+18,35.078,4265,0.61878,1.1744e+07,1.0894,5.3348e+05,531.83,0.59013,1,0.090973,0.090973,0,0
-1.3632e+18,34.936,4262.2,0.63753,1.1697e+07,1.0922,5.3172e+05,531.78,0.58818,1,0.091096,0.091096,0,0
-1.3696e+18,34.795,4259.4,0.65627,1.1649e+07,1.0949,5.2996e+05,531.73,0.58624,1,0.091219,0.091219,0,0
-1.3761e+18,34.654,4256.6,0.67447,1.1601e+07,1.0977,5.282e+05,531.68,0.58429,1,0.091342,0.091342,0,0
-1.3825e+18,34.514,4253.5,0.67895,1.1554e+07,1.1005,5.2643e+05,531.63,0.58234,1,0.091465,0.091465,0,0
-1.389e+18,34.373,4250.4,0.68342,1.1507e+07,1.1032,5.2467e+05,531.58,0.58039,1,0.091588,0.091588,0,0
-1.3955e+18,34.233,4247.3,0.6879,1.1459e+07,1.106,5.2291e+05,531.52,0.57844,1,0.091711,0.091711,0,0
-1.4019e+18,34.093,4244.2,0.69239,1.1412e+07,1.1087,5.2114e+05,531.47,0.57648,1,0.091834,0.091834,0,0
-1.4084e+18,33.953,4240.8,0.69756,1.1365e+07,1.1115,5.1938e+05,531.42,0.57453,1,0.091957,0.091957,0,0
-1.4149e+18,33.814,4237.4,0.70273,1.1318e+07,1.1142,5.1761e+05,531.37,0.57258,1,0.09208,0.09208,0,0
-1.4213e+18,33.674,4234,0.70789,1.1271e+07,1.117,5.1585e+05,531.32,0.57063,1,0.092203,0.092203,0,0
-1.4278e+18,33.534,4230.5,0.71293,1.1224e+07,1.1198,5.1408e+05,531.27,0.56867,1,0.092326,0.092326,0,0
-1.4342e+18,33.396,4226.8,0.69685,1.1177e+07,1.1225,5.1232e+05,531.21,0.56672,1,0.092449,0.092449,0,0
-1.4407e+18,33.257,4223.1,0.68077,1.113e+07,1.1253,5.1055e+05,531.16,0.56477,1,0.092572,0.092572,0,0
-1.4472e+18,33.119,4219.4,0.66469,1.1083e+07,1.128,5.0879e+05,531.11,0.56282,1,0.092694,0.092694,0,0
-1.4536e+18,32.98,4215.7,0.64862,1.1037e+07,1.1308,5.0702e+05,531.06,0.56086,1,0.092817,0.092817,0,0
-1.4601e+18,32.842,4211.7,0.52846,1.099e+07,1.1336,5.0525e+05,531,0.55891,1,0.09294,0.09294,0,0
-1.4666e+18,32.704,4207.7,0.40726,1.0944e+07,1.1363,5.0348e+05,530.95,0.55695,1,0.093063,0.093063,0,0
-1.4731e+18,32.566,4203.7,0.28605,1.0897e+07,1.1391,5.0171e+05,530.9,0.55499,1,0.093186,0.093186,0,0
-1.4796e+18,32.428,4199.6,0.16484,1.0851e+07,1.1419,4.9994e+05,530.85,0.55303,1,0.093309,0.093309,0,0
-1.486e+18,32.292,4195.4,0.18543,1.0805e+07,1.1446,4.9819e+05,530.79,0.5511,1,0.093432,0.093432,0,0
-1.4924e+18,32.157,4191.1,0.20983,1.0759e+07,1.1473,4.9644e+05,530.74,0.54916,1,0.093555,0.093555,0,0
-1.4988e+18,32.021,4186.9,0.23423,1.0713e+07,1.1501,4.9469e+05,530.69,0.54723,1,0.093678,0.093678,0,0
-1.5052e+18,31.886,4182.6,0.25863,1.0668e+07,1.1528,4.9295e+05,530.64,0.54529,1,0.093801,0.093801,0,0
-1.5116e+18,31.75,4178.1,0.30497,1.0622e+07,1.1556,4.9119e+05,530.58,0.54335,1,0.093924,0.093924,0,0
-1.518e+18,31.615,4173.5,0.35227,1.0577e+07,1.1583,4.8943e+05,530.53,0.5414,1,0.094047,0.094047,0,0
-1.5245e+18,31.48,4168.9,0.39958,1.0531e+07,1.1611,4.8767e+05,530.48,0.53946,1,0.09417,0.09417,0,0
-1.5309e+18,31.344,4164.4,0.44688,1.0485e+07,1.1638,4.8591e+05,530.42,0.53751,1,0.094293,0.094293,0,0
-1.5374e+18,31.209,4159.5,0.44298,1.044e+07,1.1666,4.8415e+05,530.37,0.53556,1,0.094416,0.094416,0,0
-1.5438e+18,31.074,4154.7,0.43589,1.0394e+07,1.1694,4.8238e+05,530.32,0.53361,1,0.094539,0.094539,0,0
-1.5503e+18,30.939,4149.8,0.42879,1.0349e+07,1.1721,4.8062e+05,530.26,0.53166,1,0.094661,0.094661,0,0
-1.5568e+18,30.804,4144.9,0.4217,1.0303e+07,1.1749,4.7886e+05,530.21,0.52971,1,0.094784,0.094784,0,0
-1.5632e+18,30.671,4139.9,0.41728,1.0258e+07,1.1777,4.771e+05,530.16,0.52777,1,0.094907,0.094907,0,0
-1.5696e+18,30.538,4134.7,0.41308,1.0214e+07,1.1804,4.7535e+05,530.1,0.52582,1,0.09503,0.09503,0,0
-1.576e+18,30.404,4129.6,0.40888,1.0169e+07,1.1832,4.7359e+05,530.05,0.52388,1,0.095153,0.095153,0,0
-1.5825e+18,30.271,4124.5,0.40468,1.0124e+07,1.186,4.7183e+05,529.99,0.52194,1,0.095276,0.095276,0,0
-1.5889e+18,30.139,4119.2,0.38372,1.0079e+07,1.1887,4.7009e+05,529.94,0.52001,1,0.095399,0.095399,0,0
-1.5953e+18,30.007,4113.8,0.36107,1.0035e+07,1.1915,4.6834e+05,529.89,0.51808,1,0.095522,0.095522,0,0
-1.6017e+18,29.875,4108.5,0.33843,9.9904e+06,1.1942,4.6659e+05,529.83,0.51614,1,0.095645,0.095645,0,0
-1.6081e+18,29.743,4103.1,0.31578,9.946e+06,1.197,4.6485e+05,529.78,0.51421,1,0.095768,0.095768,0,0
-1.6144e+18,29.614,4097.6,0.3202,9.9024e+06,1.1997,4.6313e+05,529.73,0.51231,1,0.095891,0.095891,0,0
-1.6207e+18,29.485,4092.1,0.32788,9.859e+06,1.2025,4.6141e+05,529.67,0.51041,1,0.096014,0.096014,0,0
-1.627e+18,29.356,4086.6,0.33555,9.8156e+06,1.2052,4.5969e+05,529.62,0.5085,1,0.096137,0.096137,0,0
-1.6333e+18,29.227,4081.1,0.34323,9.7721e+06,1.2079,4.5797e+05,529.57,0.5066,1,0.09626,0.09626,0,0
-1.6396e+18,29.098,4075.3,0.33813,9.7288e+06,1.2107,4.5624e+05,529.51,0.50469,1,0.096383,0.096383,0,0
-1.6459e+18,28.969,4069.5,0.33124,9.6854e+06,1.2134,4.5452e+05,529.46,0.50278,1,0.096506,0.096506,0,0
-1.6522e+18,28.84,4063.7,0.32435,9.6421e+06,1.2162,4.5279e+05,529.4,0.50087,1,0.096628,0.096628,0,0
-1.6585e+18,28.712,4057.9,0.31745,9.5988e+06,1.2189,4.5106e+05,529.35,0.49897,1,0.096751,0.096751,0,0
-1.6648e+18,28.585,4051.9,0.31335,9.5562e+06,1.2216,4.4936e+05,529.3,0.49708,1,0.096874,0.096874,0,0
-1.671e+18,28.459,4045.9,0.30971,9.5137e+06,1.2243,4.4766e+05,529.24,0.4952,1,0.096997,0.096997,0,0
-1.6772e+18,28.333,4039.9,0.30606,9.4713e+06,1.2271,4.4596e+05,529.19,0.49332,1,0.09712,0.09712,0,0
-1.6835e+18,28.207,4034,0.30241,9.4288e+06,1.2298,4.4426e+05,529.13,0.49143,1,0.097243,0.097243,0,0
-1.6896e+18,28.082,4027.8,0.33588,9.387e+06,1.2325,4.4257e+05,529.08,0.48957,1,0.097366,0.097366,0,0
-1.6958e+18,27.958,4021.7,0.37621,9.3452e+06,1.2352,4.4089e+05,529.03,0.48771,1,0.097489,0.097489,0,0
-1.702e+18,27.834,4015.5,0.41654,9.3035e+06,1.2379,4.392e+05,528.97,0.48584,1,0.097612,0.097612,0,0
-1.7081e+18,27.71,4009.4,0.45687,9.2617e+06,1.2406,4.3752e+05,528.92,0.48398,1,0.097735,0.097735,0,0
-1.7143e+18,27.587,4003,0.50322,9.2204e+06,1.2433,4.3584e+05,528.87,0.48213,1,0.097858,0.097858,0,0
-1.7204e+18,27.464,3996.7,0.55081,9.1791e+06,1.246,4.3417e+05,528.81,0.48028,1,0.097981,0.097981,0,0
-1.7265e+18,27.342,3990.3,0.59841,9.1379e+06,1.2487,4.325e+05,528.76,0.47843,1,0.098104,0.098104,0,0
-1.7327e+18,27.219,3984,0.64601,9.0966e+06,1.2514,4.3082e+05,528.71,0.47657,1,0.098227,0.098227,0,0
-1.7388e+18,27.097,3977.4,0.62537,9.0556e+06,1.2541,4.2915e+05,528.65,0.47472,1,0.09835,0.09835,0,0
-1.7449e+18,26.975,3970.8,0.58888,9.0147e+06,1.2568,4.2748e+05,528.6,0.47288,1,0.098473,0.098473,0,0
-1.751e+18,26.854,3964.2,0.55239,8.9737e+06,1.2595,4.2581e+05,528.54,0.47103,1,0.098595,0.098595,0,0
-1.7571e+18,26.732,3957.6,0.51591,8.9328e+06,1.2622,4.2414e+05,528.49,0.46918,1,0.098718,0.098718,0,0
-1.7632e+18,26.612,3950.9,0.51547,8.8924e+06,1.2649,4.2248e+05,528.44,0.46735,1,0.098841,0.098841,0,0
-1.7692e+18,26.492,3944.2,0.52431,8.8522e+06,1.2676,4.2083e+05,528.38,0.46552,1,0.098964,0.098964,0,0
-1.7753e+18,26.372,3937.4,0.53316,8.8119e+06,1.2703,4.1918e+05,528.33,0.4637,1,0.099087,0.099087,0,0
-1.7813e+18,26.253,3930.7,0.542,8.7717e+06,1.273,4.1753e+05,528.27,0.46187,1,0.09921,0.09921,0,0
-1.7874e+18,26.134,3923.8,0.57867,8.7316e+06,1.2757,4.1588e+05,528.22,0.46004,1,0.099333,0.099333,0,0
-1.7934e+18,26.015,3916.8,0.62322,8.6917e+06,1.2784,4.1423e+05,528.17,0.45822,1,0.099456,0.099456,0,0
-1.7995e+18,25.896,3909.8,0.66778,8.6517e+06,1.2811,4.1258e+05,528.11,0.45639,1,0.099579,0.099579,0,0
-1.8055e+18,25.777,3902.9,0.71234,8.6117e+06,1.2838,4.1093e+05,528.06,0.45456,1,0.099702,0.099702,0,0
-1.8115e+18,25.658,3895.7,0.74563,8.5719e+06,1.2865,4.0928e+05,528,0.45274,1,0.099825,0.099825,0,0
-1.8176e+18,25.54,3888.5,0.77542,8.5322e+06,1.2892,4.0763e+05,527.95,0.45092,1,0.099948,0.099948,0,0
-1.8236e+18,25.422,3881.4,0.80521,8.4925e+06,1.2919,4.0598e+05,527.89,0.44909,1,0.10007,0.10007,0,0
-1.8297e+18,25.304,3874.2,0.83501,8.4528e+06,1.2946,4.0433e+05,527.84,0.44727,1,0.10019,0.10019,0,0
-1.8357e+18,25.187,3866.8,0.84503,8.4134e+06,1.2973,4.0269e+05,527.78,0.44545,1,0.10032,0.10032,0,0
-1.8417e+18,25.07,3859.5,0.84835,8.3741e+06,1.3001,4.0105e+05,527.73,0.44364,1,0.10044,0.10044,0,0
-1.8477e+18,24.953,3852.1,0.85168,8.3348e+06,1.3028,3.9941e+05,527.67,0.44182,1,0.10056,0.10056,0,0
-1.8537e+18,24.836,3844.7,0.855,8.2955e+06,1.3055,3.9777e+05,527.62,0.44001,1,0.10069,0.10069,0,0
-1.8597e+18,24.72,3837.3,0.84272,8.2566e+06,1.3082,3.9613e+05,527.57,0.4382,1,0.10081,0.10081,0,0
-1.8656e+18,24.604,3829.7,0.82468,8.2179e+06,1.3109,3.9451e+05,527.51,0.4364,1,0.10093,0.10093,0,0
-1.8716e+18,24.489,3822.2,0.80664,8.1792e+06,1.3137,3.9288e+05,527.46,0.4346,1,0.10105,0.10105,0,0
-1.8775e+18,24.374,3814.7,0.78859,8.1404e+06,1.3164,3.9126e+05,527.4,0.4328,1,0.10118,0.10118,0,0
-1.8834e+18,24.26,3807.1,0.76429,8.1022e+06,1.3191,3.8964e+05,527.35,0.43102,1,0.1013,0.1013,0,0
-1.8893e+18,24.147,3799.5,0.73749,8.0642e+06,1.3218,3.8804e+05,527.29,0.42925,1,0.10142,0.10142,0,0
-1.8952e+18,24.033,3791.8,0.71069,8.0262e+06,1.3245,3.8643e+05,527.24,0.42747,1,0.10155,0.10155,0,0
-1.9011e+18,23.92,3784.2,0.68388,7.9881e+06,1.3272,3.8483e+05,527.18,0.42569,1,0.10167,0.10167,0,0
-1.9069e+18,23.809,3776.5,0.65666,7.9507e+06,1.3299,3.8324e+05,527.13,0.42394,1,0.10179,0.10179,0,0
-1.9127e+18,23.698,3768.8,0.62927,7.9135e+06,1.3326,3.8166e+05,527.07,0.42219,1,0.10191,0.10191,0,0
-1.9184e+18,23.587,3761.1,0.60187,7.8764e+06,1.3352,3.8009e+05,527.02,0.42045,1,0.10204,0.10204,0,0
-1.9242e+18,23.476,3753.4,0.57447,7.8392e+06,1.3379,3.7851e+05,526.96,0.4187,1,0.10216,0.10216,0,0
-1.9299e+18,23.368,3745.7,0.55466,7.8026e+06,1.3406,3.7695e+05,526.91,0.41698,1,0.10228,0.10228,0,0
-1.9356e+18,23.26,3737.9,0.53839,7.7664e+06,1.3432,3.754e+05,526.86,0.41527,1,0.10241,0.10241,0,0
-1.9412e+18,23.151,3730.2,0.52212,7.7301e+06,1.3459,3.7386e+05,526.8,0.41356,1,0.10253,0.10253,0,0
-1.9469e+18,23.043,3722.4,0.50584,7.6939e+06,1.3485,3.7231e+05,526.75,0.41185,1,0.10265,0.10265,0,0
-1.9525e+18,22.937,3714.6,0.42672,7.6581e+06,1.3511,3.7078e+05,526.69,0.41016,1,0.10278,0.10278,0,0
-1.9581e+18,22.831,3706.8,0.31603,7.6227e+06,1.3537,3.6926e+05,526.64,0.40847,1,0.1029,0.1029,0,0
-1.9636e+18,22.726,3699,0.20535,7.5872e+06,1.3563,3.6774e+05,526.59,0.40679,1,0.10302,0.10302,0,0
-1.9692e+18,22.62,3691.1,0.094652,7.5517e+06,1.359,3.6622e+05,526.53,0.40511,1,0.10314,0.10314,0,0
-1.9747e+18,22.516,3683.3,0.048077,7.517e+06,1.3615,3.6472e+05,526.48,0.40346,1,0.10327,0.10327,0,0
-1.9801e+18,22.414,3675.5,0.036181,7.4826e+06,1.3641,3.6324e+05,526.43,0.40182,1,0.10339,0.10339,0,0
-1.9855e+18,22.311,3667.7,0.024285,7.4482e+06,1.3667,3.6176e+05,526.38,0.40018,1,0.10351,0.10351,0,0
-1.991e+18,22.209,3659.9,0.012389,7.4138e+06,1.3693,3.6028e+05,526.32,0.39854,1,0.10364,0.10364,0,0
-1.9963e+18,22.108,3652.1,0.028265,7.3798e+06,1.3718,3.5881e+05,526.27,0.39691,1,0.10376,0.10376,0,0
-2.0017e+18,22.007,3644.2,0.060238,7.346e+06,1.3744,3.5735e+05,526.22,0.3953,1,0.10388,0.10388,0,0
-2.0071e+18,21.906,3636.3,0.092209,7.3122e+06,1.3769,3.5588e+05,526.16,0.39368,1,0.104,0.104,0,0
-2.0124e+18,21.805,3628.4,0.12418,7.2784e+06,1.3795,3.5442e+05,526.11,0.39206,1,0.10413,0.10413,0,0
-2.0178e+18,21.705,3620.5,0.1531,7.2448e+06,1.382,3.5296e+05,526.06,0.39045,1,0.10425,0.10425,0,0
-2.0231e+18,21.606,3612.5,0.18012,7.2114e+06,1.3846,3.5151e+05,526.01,0.38884,1,0.10437,0.10437,0,0
-2.0284e+18,21.506,3604.5,0.20714,7.178e+06,1.3872,3.5005e+05,525.95,0.38723,1,0.1045,0.1045,0,0
-2.0337e+18,21.406,3596.5,0.23416,7.1445e+06,1.3897,3.486e+05,525.9,0.38562,1,0.10462,0.10462,0,0
-2.0391e+18,21.307,3588.4,0.25297,7.1112e+06,1.3923,3.4715e+05,525.85,0.38401,1,0.10474,0.10474,0,0
-2.0444e+18,21.208,3580.2,0.26631,7.078e+06,1.3949,3.4569e+05,525.79,0.38241,1,0.10487,0.10487,0,0
-2.0497e+18,21.109,3572,0.27966,7.0447e+06,1.3975,3.4424e+05,525.74,0.3808,1,0.10499,0.10499,0,0
-2.055e+18,21.009,3563.9,0.293,7.0115e+06,1.4001,3.4279e+05,525.69,0.37919,1,0.10511,0.10511,0,0
-2.0603e+18,20.91,3555.6,0.29777,6.9782e+06,1.4027,3.4133e+05,525.63,0.37758,1,0.10523,0.10523,0,0
-2.0657e+18,20.811,3547.2,0.29646,6.945e+06,1.4053,3.3987e+05,525.58,0.37597,1,0.10536,0.10536,0,0
-2.071e+18,20.712,3538.9,0.29514,6.9118e+06,1.4079,3.3842e+05,525.52,0.37435,1,0.10548,0.10548,0,0
-2.0764e+18,20.613,3530.5,0.29383,6.8786e+06,1.4105,3.3696e+05,525.47,0.37274,1,0.1056,0.1056,0,0
-2.0817e+18,20.514,3522,0.291,6.8454e+06,1.4132,3.355e+05,525.41,0.37113,1,0.10573,0.10573,0,0
-2.087e+18,20.416,3513.5,0.28702,6.8123e+06,1.4158,3.3404e+05,525.36,0.36951,1,0.10585,0.10585,0,0
-2.0924e+18,20.317,3504.9,0.28304,6.7792e+06,1.4185,3.3258e+05,525.3,0.3679,1,0.10597,0.10597,0,0
-2.0977e+18,20.218,3496.4,0.27905,6.7461e+06,1.4211,3.3112e+05,525.25,0.36628,1,0.10609,0.10609,0,0
-2.1031e+18,20.12,3487.8,0.26759,6.7132e+06,1.4238,3.2966e+05,525.19,0.36467,1,0.10622,0.10622,0,0
-2.1084e+18,20.022,3479.1,0.25005,6.6804e+06,1.4264,3.2821e+05,525.14,0.36307,1,0.10634,0.10634,0,0
-2.1137e+18,19.924,3470.4,0.23252,6.6476e+06,1.4291,3.2676e+05,525.08,0.36146,1,0.10646,0.10646,0,0
-2.119e+18,19.826,3461.8,0.21498,6.6147e+06,1.4317,3.253e+05,525.03,0.35985,1,0.10659,0.10659,0,0
-2.1243e+18,19.729,3453.1,0.1967,6.5822e+06,1.4344,3.2386e+05,524.97,0.35825,1,0.10671,0.10671,0,0
-2.1296e+18,19.633,3444.3,0.17776,6.5499e+06,1.4371,3.2242e+05,524.92,0.35666,1,0.10683,0.10683,0,0
-2.1349e+18,19.536,3435.6,0.15882,6.5176e+06,1.4398,3.2098e+05,524.86,0.35507,1,0.10696,0.10696,0,0
-2.1401e+18,19.44,3426.9,0.13988,6.4853e+06,1.4424,3.1955e+05,524.8,0.35348,1,0.10708,0.10708,0,0
-2.1453e+18,19.345,3418.2,0.12567,6.4534e+06,1.4451,3.1813e+05,524.75,0.35191,1,0.1072,0.1072,0,0
-2.1505e+18,19.251,3409.5,0.11584,6.422e+06,1.4477,3.1672e+05,524.69,0.35036,1,0.10732,0.10732,0,0
-2.1556e+18,19.157,3400.8,0.106,6.3906e+06,1.4504,3.1532e+05,524.64,0.3488,1,0.10745,0.10745,0,0
-2.1607e+18,19.064,3392.1,0.096168,6.3592e+06,1.453,3.1391e+05,524.58,0.34725,1,0.10757,0.10757,0,0
-2.1658e+18,18.972,3383.6,0.055209,6.3286e+06,1.4556,3.1254e+05,524.53,0.34573,1,0.10769,0.10769,0,0
-2.1707e+18,18.883,3375.1,-0.016521,6.2987e+06,1.4581,3.112e+05,524.48,0.34425,1,0.10782,0.10782,0,0
-2.1756e+18,18.794,3366.7,-0.088251,6.2689e+06,1.4607,3.0986e+05,524.42,0.34277,1,0.10794,0.10794,0,0
-2.1805e+18,18.705,3358.3,-0.15998,6.2391e+06,1.4632,3.0853e+05,524.37,0.34129,1,0.10806,0.10806,0,0
-2.1852e+18,18.618,3350,-0.22419,6.2101e+06,1.4657,3.0722e+05,524.32,0.33985,1,0.10818,0.10818,0,0
-2.1899e+18,18.535,3341.9,-0.28046,6.1821e+06,1.4681,3.0596e+05,524.27,0.33845,1,0.10831,0.10831,0,0
-2.1945e+18,18.451,3333.8,-0.33673,6.154e+06,1.4705,3.047e+05,524.22,0.33705,1,0.10843,0.10843,0,0
-2.1991e+18,18.367,3325.6,-0.393,6.126e+06,1.473,3.0343e+05,524.17,0.33565,1,0.10855,0.10855,0,0
