"C<sub>p</sub>","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Mach","Pressure","Temperature","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2.2035e+18,18.287,3317.8,-0.46956,6.0992e+06,1.4753,3.0222e+05,524.12,0.33432,1,0.10868,0.10868,0,0
-2.2077e+18,18.212,3310.4,-0.56892,6.0738e+06,1.4775,3.0108e+05,524.07,0.33305,1,0.1088,0.1088,0,0
-2.2119e+18,18.136,3303,-0.66828,6.0485e+06,1.4798,2.9993e+05,524.03,0.33178,1,0.10892,0.10892,0,0
-2.2161e+18,18.06,3295.5,-0.76764,6.0231e+06,1.482,2.9878e+05,523.98,0.33051,1,0.10905,0.10905,0,0
-2.2201e+18,17.988,3288.4,-0.89775,5.999e+06,1.4841,2.9769e+05,523.93,0.3293,1,0.10917,0.10917,0,0
-2.2239e+18,17.92,3281.6,-1.0648,5.9764e+06,1.4861,2.9666e+05,523.89,0.32817,1,0.10929,0.10929,0,0
-2.2277e+18,17.853,3274.9,-1.2318,5.9538e+06,1.4881,2.9564e+05,523.85,0.32703,1,0.10941,0.10941,0,0
-2.2314e+18,17.785,3268.1,-1.3989,5.9312e+06,1.4902,2.9461e+05,523.81,0.3259,1,0.10954,0.10954,0,0
-2.2348e+18,17.725,3262,-1.3626,5.9109e+06,1.492,2.9369e+05,523.77,0.32488,1,0.10966,0.10966,0,0
-2.2377e+18,17.673,3256.8,-1.0657,5.8936e+06,1.4935,2.9291e+05,523.74,0.32401,1,0.10978,0.10978,0,0
-2.2405e+18,17.622,3251.5,-0.76891,5.8764e+06,1.495,2.9212e+05,523.71,0.32314,1,0.10991,0.10991,0,0
-2.2434e+18,17.57,3246.3,-0.47209,5.8591e+06,1.4966,2.9134e+05,523.67,0.32227,1,0.11003,0.11003,0,0
-2.2462e+18,17.52,3241.1,-0.35113,5.8423e+06,1.4981,2.9057e+05,523.64,0.32143,1,0.11015,0.11015,0,0
-2.2489e+18,17.471,3236.2,-0.47127,5.8261e+06,1.4996,2.8983e+05,523.61,0.32061,1,0.11027,0.11027,0,0
-2.2516e+18,17.423,3231.2,-0.5914,5.8099e+06,1.501,2.8909e+05,523.58,0.31979,1,0.1104,0.1104,0,0
-2.2543e+18,17.375,3226.3,-0.71154,5.7937e+06,1.5025,2.8835e+05,523.55,0.31897,1,0.11052,0.11052,0,0
-2.2567e+18,17.332,3221.9,-0.93122,5.7795e+06,1.5038,2.8771e+05,523.52,0.31826,1,0.11064,0.11064,0,0
-2.2586e+18,17.299,3218.5,-1.2966,5.7683e+06,1.5048,2.8719e+05,523.5,0.31769,1,0.11077,0.11077,0,0
-2.2605e+18,17.265,3215,-1.662,5.7571e+06,1.5059,2.8668e+05,523.48,0.31713,1,0.11089,0.11089,0,0
-2.2623e+18,17.232,3211.5,-2.0275,5.7459e+06,1.5069,2.8617e+05,523.46,0.31656,1,0.11101,0.11101,0,0
-2.2639e+18,17.203,3208.6,-2.3341,5.7364e+06,1.5078,2.8573e+05,523.44,0.31608,1,0.11114,0.11114,0,0
-2.2651e+18,17.182,3206.5,-2.5485,5.7294e+06,1.5084,2.8542e+05,523.43,0.31573,1,0.11126,0.11126,0,0
-2.2663e+18,17.162,3204.3,-2.7629,5.7225e+06,1.5091,2.851e+05,523.41,0.31537,1,0.11138,0.11138,0,0
-2.2674e+18,17.141,3202.2,-2.9774,5.7155e+06,1.5097,2.8478e+05,523.4,0.31502,1,0.1115,0.1115,0,0
-2.2684e+18,17.124,3200.4,-3.1125,5.71e+06,1.5102,2.8453e+05,523.39,0.31474,1,0.11163,0.11163,0,0
-2.2689e+18,17.114,3199.4,-3.1144,5.7067e+06,1.5106,2.8437e+05,523.38,0.31457,1,0.11175,0.11175,0,0
-2.2695e+18,17.105,3198.4,-3.1164,5.7034e+06,1.5109,2.8422e+05,523.38,0.31441,1,0.11187,0.11187,0,0
-2.27e+18,17.095,3197.4,-3.1184,5.7001e+06,1.5112,2.8407e+05,523.37,0.31424,1,0.112,0.112,0,0
-2.2704e+18,17.088,3196.7,-3.0687,5.6978e+06,1.5114,2.8397e+05,523.37,0.31412,1,0.11212,0.11212,0,0
-2.2705e+18,17.086,3196.5,-2.926,5.6973e+06,1.5114,2.8394e+05,523.37,0.3141,1,0.11224,0.11224,0,0
-2.2706e+18,17.085,3196.4,-2.7833,5.6968e+06,1.5115,2.8392e+05,523.37,0.31407,1,0.11236,0.11236,0,0
-2.2706e+18,17.083,3196.2,-2.6407,5.6963e+06,1.5115,2.839e+05,523.36,0.31405,1,0.11249,0.11249,0,0
-2.2706e+18,17.084,3196.2,-2.4754,5.6964e+06,1.5115,2.8391e+05,523.36,0.31406,1,0.11261,0.11261,0,0
-2.2704e+18,17.088,3196.7,-2.2662,5.6978e+06,1.5114,2.8397e+05,523.37,0.31413,1,0.11273,0.11273,0,0
-2.2702e+18,17.092,3197.1,-2.0571,5.6992e+06,1.5112,2.8403e+05,523.37,0.3142,1,0.11286,0.11286,0,0
-2.2699e+18,17.096,3197.5,-1.848,5.7006e+06,1.5111,2.841e+05,523.37,0.31427,1,0.11298,0.11298,0,0
-2.2696e+18,17.101,3198,-1.6334,5.7023e+06,1.511,2.8417e+05,523.38,0.31435,1,0.1131,0.1131,0,0
-2.2693e+18,17.108,3198.7,-1.4076,5.7045e+06,1.5107,2.8428e+05,523.38,0.31447,1,0.11322,0.11322,0,0
-2.2689e+18,17.115,3199.4,-1.1817,5.7068e+06,1.5105,2.8438e+05,523.38,0.31458,1,0.11335,0.11335,0,0
-2.2685e+18,17.122,3200.1,-0.95589,5.7091e+06,1.5103,2.8449e+05,523.39,0.3147,1,0.11347,0.11347,0,0
-2.2681e+18,17.128,3200.8,-0.73882,5.7113e+06,1.5101,2.8459e+05,523.39,0.31481,1,0.11359,0.11359,0,0
-2.2677e+18,17.135,3201.5,-0.54143,5.7136e+06,1.5099,2.8469e+05,523.4,0.31493,1,0.11372,0.11372,0,0
-2.2674e+18,17.142,3202.2,-0.34404,5.7158e+06,1.5097,2.848e+05,523.4,0.31504,1,0.11384,0.11384,0,0
-2.267e+18,17.149,3202.9,-0.14666,5.7181e+06,1.5094,2.849e+05,523.41,0.31515,1,0.11396,0.11396,0,0
-2.2666e+18,17.155,3203.5,0.035851,5.7201e+06,1.5092,2.8499e+05,523.41,0.31526,1,0.11409,0.11409,0,0
-2.2664e+18,17.16,3204,0.18232,5.7217e+06,1.5091,2.8506e+05,523.41,0.31534,1,0.11421,0.11421,0,0
-2.2661e+18,17.164,3204.5,0.32879,5.7233e+06,1.5089,2.8514e+05,523.42,0.31542,1,0.11433,0.11433,0,0
-2.2659e+18,17.169,3204.9,0.47526,5.7248e+06,1.5088,2.8521e+05,523.42,0.3155,1,0.11445,0.11445,0,0
-2.2656e+18,17.173,3205.3,0.5753,5.7262e+06,1.5087,2.8527e+05,523.42,0.31556,1,0.11458,0.11458,0,0
-2.2655e+18,17.175,3205.5,0.5533,5.7268e+06,1.5086,2.853e+05,523.42,0.3156,1,0.1147,0.1147,0,0
-2.2654e+18,17.177,3205.7,0.53131,5.7275e+06,1.5085,2.8533e+05,523.42,0.31563,1,0.11482,0.11482,0,0
-2.2653e+18,17.179,3205.9,0.50931,5.7282e+06,1.5085,2.8536e+05,523.43,0.31567,1,0.11495,0.11495,0,0
-2.2652e+18,17.181,3206.1,0.4769,5.7288e+06,1.5084,2.8539e+05,523.43,0.3157,1,0.11507,0.11507,0,0
-2.2651e+18,17.182,3206.2,0.4148,5.729e+06,1.5084,2.854e+05,523.43,0.31571,1,0.11519,0.11519,0,0
-2.2651e+18,17.182,3206.3,0.35271,5.7293e+06,1.5083,2.8542e+05,523.43,0.31573,1,0.11531,0.11531,0,0
-2.265e+18,17.183,3206.3,0.29061,5.7296e+06,1.5083,2.8543e+05,523.43,0.31574,1,0.11544,0.11544,0,0
-2.265e+18,17.184,3206.4,0.23897,5.7298e+06,1.5083,2.8544e+05,523.43,0.31575,1,0.11556,0.11556,0,0
-2.265e+18,17.183,3206.3,0.2199,5.7296e+06,1.5083,2.8543e+05,523.43,0.31574,1,0.11568,0.11568,0,0
-2.2651e+18,17.183,3206.3,0.20083,5.7295e+06,1.5083,2.8542e+05,523.43,0.31573,1,0.11581,0.11581,0,0
-2.2651e+18,17.182,3206.2,0.18176,5.7293e+06,1.5083,2.8541e+05,523.43,0.31572,1,0.11593,0.11593,0,0
-2.2651e+18,17.182,3206.2,0.15801,5.7291e+06,1.5083,2.854e+05,523.43,0.31571,1,0.11605,0.11605,0,0
-2.2652e+18,17.181,3206.1,0.11836,5.7288e+06,1.5084,2.8539e+05,523.43,0.3157,1,0.11618,0.11618,0,0
-2.2652e+18,17.18,3205.9,0.078711,5.7284e+06,1.5084,2.8537e+05,523.43,0.31568,1,0.1163,0.1163,0,0
-2.2653e+18,17.179,3205.8,0.039061,5.7281e+06,1.5084,2.8536e+05,523.42,0.31566,1,0.11642,0.11642,0,0
-2.2653e+18,17.178,3205.8,0.0015457,5.7278e+06,1.5085,2.8535e+05,523.42,0.31565,1,0.11654,0.11654,0,0
-2.2654e+18,17.178,3205.7,-0.028008,5.7278e+06,1.5085,2.8534e+05,523.42,0.31565,1,0.11667,0.11667,0,0
-2.2654e+18,17.178,3205.7,-0.057564,5.7277e+06,1.5085,2.8534e+05,523.42,0.31564,1,0.11679,0.11679,0,0
-2.2654e+18,17.178,3205.7,-0.087118,5.7277e+06,1.5085,2.8534e+05,523.42,0.31564,1,0.11691,0.11691,0,0
-2.2654e+18,17.178,3205.7,-0.1141,5.7277e+06,1.5085,2.8534e+05,523.42,0.31564,1,0.11704,0.11704,0,0
-2.2653e+18,17.178,3205.8,-0.13041,5.7279e+06,1.5085,2.8535e+05,523.42,0.31565,1,0.11716,0.11716,0,0
-2.2653e+18,17.179,3205.8,-0.14673,5.728e+06,1.5084,2.8535e+05,523.42,0.31566,1,0.11728,0.11728,0,0
-2.2653e+18,17.179,3205.9,-0.16305,5.7282e+06,1.5084,2.8536e+05,523.42,0.31567,1,0.1174,0.1174,0,0
-2.2653e+18,17.18,3205.9,-0.17285,5.7284e+06,1.5084,2.8537e+05,523.42,0.31568,1,0.11753,0.11753,0,0
-2.2652e+18,17.181,3206.1,-0.15271,5.7289e+06,1.5084,2.854e+05,523.43,0.3157,1,0.11765,0.11765,0,0
-2.2651e+18,17.183,3206.3,-0.13257,5.7294e+06,1.5083,2.8542e+05,523.43,0.31573,1,0.11777,0.11777,0,0
-2.265e+18,17.184,3206.4,-0.11243,5.7299e+06,1.5083,2.8544e+05,523.43,0.31576,1,0.1179,0.1179,0,0
-2.2649e+18,17.186,3206.6,-0.091454,5.7305e+06,1.5082,2.8547e+05,523.43,0.31578,1,0.11802,0.11802,0,0
-2.2648e+18,17.187,3206.7,-0.06612,5.731e+06,1.5082,2.8549e+05,523.43,0.31581,1,0.11814,0.11814,0,0
-2.2647e+18,17.189,3206.9,-0.040784,5.7315e+06,1.5081,2.8551e+05,523.43,0.31583,1,0.11827,0.11827,0,0
-2.2647e+18,17.19,3207.1,-0.01545,5.732e+06,1.5081,2.8554e+05,523.43,0.31586,1,0.11839,0.11839,0,0
-2.2646e+18,17.192,3207.2,0.0075982,5.7324e+06,1.508,2.8556e+05,523.43,0.31588,1,0.11851,0.11851,0,0
-2.2645e+18,17.193,3207.3,0.017289,5.7329e+06,1.508,2.8558e+05,523.43,0.31591,1,0.11863,0.11863,0,0
-2.2644e+18,17.194,3207.5,0.02698,5.7333e+06,1.508,2.856e+05,523.43,0.31593,1,0.11876,0.11876,0,0
-2.2643e+18,17.196,3207.6,0.03667,5.7338e+06,1.5079,2.8562e+05,523.44,0.31595,1,0.11888,0.11888,0,0
-2.2643e+18,17.197,3207.8,0.0459,5.7342e+06,1.5079,2.8564e+05,523.44,0.31597,1,0.119,0.119,0,0
-2.2642e+18,17.198,3207.9,0.052027,5.7346e+06,1.5078,2.8566e+05,523.44,0.31599,1,0.11913,0.11913,0,0
-2.2642e+18,17.199,3208,0.058153,5.7349e+06,1.5078,2.8567e+05,523.44,0.31601,1,0.11925,0.11925,0,0
-2.2641e+18,17.2,3208.1,0.064281,5.7353e+06,1.5078,2.8569e+05,523.44,0.31603,1,0.11937,0.11937,0,0
-2.264e+18,17.201,3208.2,0.070401,5.7356e+06,1.5077,2.857e+05,523.44,0.31604,1,0.11949,0.11949,0,0
-2.264e+18,17.202,3208.2,0.076472,5.7358e+06,1.5077,2.8571e+05,523.44,0.31605,1,0.11962,0.11962,0,0
-2.264e+18,17.202,3208.3,0.082544,5.736e+06,1.5077,2.8572e+05,523.44,0.31606,1,0.11974,0.11974,0,0
-2.264e+18,17.203,3208.3,0.088616,5.7361e+06,1.5077,2.8573e+05,523.44,0.31607,1,0.11986,0.11986,0,0
-2.2639e+18,17.203,3208.4,0.093394,5.7363e+06,1.5077,2.8574e+05,523.44,0.31608,1,0.11999,0.11999,0,0
-2.2639e+18,17.204,3208.4,0.086226,5.7364e+06,1.5077,2.8574e+05,523.44,0.31608,1,0.12011,0.12011,0,0
-2.2639e+18,17.204,3208.4,0.079059,5.7364e+06,1.5077,2.8574e+05,523.44,0.31609,1,0.12023,0.12023,0,0
-2.2639e+18,17.204,3208.4,0.071891,5.7365e+06,1.5077,2.8574e+05,523.44,0.31609,1,0.12036,0.12036,0,0
-2.2639e+18,17.204,3208.5,0.064586,5.7366e+06,1.5077,2.8575e+05,523.44,0.31609,1,0.12048,0.12048,0,0
-2.2639e+18,17.204,3208.5,0.055718,5.7366e+06,1.5076,2.8575e+05,523.44,0.31609,1,0.1206,0.1206,0,0
-2.2639e+18,17.204,3208.5,0.046851,5.7366e+06,1.5076,2.8575e+05,523.44,0.31609,1,0.12072,0.12072,0,0
-2.2639e+18,17.204,3208.5,0.037983,5.7366e+06,1.5076,2.8575e+05,523.44,0.31609,1,0.12085,0.12085,0,0
-2.2639e+18,17.204,3208.5,0.029379,5.7366e+06,1.5076,2.8575e+05,523.44,0.31609,1,0.12097,0.12097,0,0
-2.2639e+18,17.204,3208.5,0.02457,5.7366e+06,1.5076,2.8575e+05,523.44,0.31609,1,0.12109,0.12109,0,0
-2.2639e+18,17.204,3208.5,0.01976,5.7366e+06,1.5076,2.8575e+05,523.44,0.31609,1,0.12122,0.12122,0,0
-2.2639e+18,17.204,3208.5,0.01495,5.7366e+06,1.5076,2.8575e+05,523.44,0.31609,1,0.12134,0.12134,0,0
-2.2639e+18,17.204,3208.5,0.010264,5.7366e+06,1.5076,2.8575e+05,523.44,0.31609,1,0.12146,0.12146,0,0
-2.2639e+18,17.204,3208.5,0.0080062,5.7365e+06,1.5077,2.8575e+05,523.44,0.31609,1,0.12158,0.12158,0,0
-2.2639e+18,17.204,3208.5,0.0057483,5.7365e+06,1.5077,2.8575e+05,523.44,0.31609,1,0.12171,0.12171,0,0
-2.2639e+18,17.204,3208.4,0.0034906,5.7365e+06,1.5077,2.8574e+05,523.44,0.31609,1,0.12183,0.12183,0,0
-2.2639e+18,17.204,3208.4,0.0012335,5.7365e+06,1.5077,2.8574e+05,523.44,0.31609,1,0.12195,0.12195,0,0
-2.2639e+18,17.204,3208.4,-0.0010077,5.7364e+06,1.5077,2.8574e+05,523.44,0.31609,1,0.12208,0.12208,0,0
-2.2639e+18,17.204,3208.4,-0.0032488,5.7364e+06,1.5077,2.8574e+05,523.44,0.31609,1,0.1222,0.1222,0,0
-2.2639e+18,17.204,3208.4,-0.0054898,5.7364e+06,1.5077,2.8574e+05,523.44,0.31608,1,0.12232,0.12232,0,0
-2.2639e+18,17.204,3208.4,-0.0077588,5.7364e+06,1.5077,2.8574e+05,523.44,0.31608,1,0.12245,0.12245,0,0
-2.2639e+18,17.204,3208.4,-0.011747,5.7364e+06,1.5077,2.8574e+05,523.44,0.31608,1,0.12257,0.12257,0,0
-2.2639e+18,17.204,3208.4,-0.015736,5.7364e+06,1.5077,2.8574e+05,523.44,0.31608,1,0.12269,0.12269,0,0
-2.2639e+18,17.204,3208.4,-0.019724,5.7364e+06,1.5077,2.8574e+05,523.44,0.31608,1,0.12281,0.12281,0,0
-2.2639e+18,17.204,3208.4,-0.023713,5.7364e+06,1.5077,2.8574e+05,523.44,0.31608,1,0.12294,0.12294,0,0
