,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,G,Z,s
0,148.4,43985000.0,1.45,8287.1,-1.092e-10,0,745320.0,6.9179e-13,646.67,1,0.0,0.0,0.3,0,-0.16374102171466043,0.42876794288101294,502.0276808155128
1,148.4,43985000.0,1.45,8287.1,-9.8491e-11,0,745320.0,6.9519e-13,646.67,1,0.001,0.001,0.3,0,-0.16374102171466043,0.42876794288101294,502.0276808155128
2,148.4,43985000.0,1.45,8287.1,-8.7778e-11,0,745320.0,6.9859e-13,646.67,1,0.002,0.002,0.3,0,-0.16374102171466043,0.42876794288101294,502.0276808155128
3,148.4,43985000.0,1.45,8287.1,-7.7065e-11,0,745320.0,7.0199e-13,646.67,1,0.003,0.003,0.3,0,-0.16374102171466043,0.42876794288101294,502.0276808155128
4,148.4,43985000.0,1.45,8287.1,-6.6352e-11,0,745320.0,7.0539e-13,646.67,1,0.004,0.004,0.3,0,-0.16374102171466043,0.42876794288101294,502.0276808155128
5,148.4,43985000.0,1.45,8287.1,-5.5639e-11,0,745320.0,7.0879e-13,646.67,1,0.005,0.005,0.3,0,-0.16374102171466043,0.42876794288101294,502.0276808155128
6,148.4,43985000.0,1.45,8287.1,-4.4926e-11,0,745320.0,7.1219e-13,646.67,1,0.006,0.006,0.3,0,-0.16374102171466043,0.42876794288101294,502.0276808155128
7,148.4,43985000.0,1.45,8287.1,-3.4213e-11,0,745320.0,7.1559e-13,646.67,1,0.007,0.007,0.3,0,-0.16374102171466043,0.42876794288101294,502.0276808155128
8,148.4,43985000.0,1.45,8287.1,-2.35e-11,0,745320.0,7.1899e-13,646.67,1,0.008,0.008,0.3,0,-0.16374102171466043,0.42876794288101294,502.0276808155128
9,148.4,43985000.0,1.45,8287.1,-1.2787e-11,0,745320.0,7.2239e-13,646.67,1,0.009,0.009,0.3,0,-0.16374102171466043,0.42876794288101294,502.0276808155128
10,148.4,43985000.0,1.45,8287.1,-2.0735e-12,0,745320.0,7.258e-13,646.67,1,0.01,0.01,0.3,0,-0.16374102171466043,0.42876794288101294,502.0276808155128
11,148.4,43985000.0,1.45,8287.1,8.6395e-12,0,745320.0,7.292e-13,646.67,1,0.011,0.011,0.3,0,-0.16374102171466043,0.42876794288101294,502.0276808155128
