"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          77, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.42076375e+00, 4.81269254e+00, 2.89742801e+00, 8.01826918e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0278714479
          78, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.41822706e+00, 4.80727241e+00, 2.90030091e+00, 8.01574989e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0281972385
          79, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.41578906e+00, 4.80189362e+00, 2.90314335e+00, 8.01333004e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0285227213
          80, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.41353563e+00, 4.78498168e+00, 2.90598320e+00, 8.01110398e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0288481371
          81, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.41151732e+00, 4.77036040e+00, 2.90876779e+00, 8.00911011e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0291748028
          82, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.40972891e+00, 4.76212484e+00, 2.91147178e+00, 8.00734125e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0295011983
          83, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.40801595e+00, 4.76061095e+00, 2.91411939e+00, 8.00564346e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0298274341
          84, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.40632390e+00, 4.75911728e+00, 2.91673292e+00, 8.00396695e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0301528964
          85, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.40465230e+00, 4.75764333e+00, 2.91931305e+00, 8.00231123e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0304784442
          86, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.40301328e+00, 4.75268434e+00, 2.92186319e+00, 8.00068990e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0308037166
          87, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.40143112e+00, 4.75134363e+00, 2.92437822e+00, 7.99912406e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0311306536
          88, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.39988608e+00, 4.74641647e+00, 2.92686436e+00, 7.99759662e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0314570379
          89, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.39838721e+00, 4.74520447e+00, 2.92927362e+00, 7.99611435e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0317824794
          90, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.39690332e+00, 4.74400491e+00, 2.93165803e+00, 7.99464727e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0321080160
          91, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.39543415e+00, 4.74281756e+00, 2.93401778e+00, 7.99319510e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0324330271
          92, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.39397946e+00, 4.74164220e+00, 2.93635306e+00, 7.99175760e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0327576444
          93, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.39253901e+00, 4.74047864e+00, 2.93866406e+00, 7.99033453e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0330837704
          94, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.39111258e+00, 4.73932667e+00, 2.94095099e+00, 7.98892564e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0334097182
          95, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.38969993e+00, 4.73818609e+00, 2.94321404e+00, 7.98753070e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0337341742
          96, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.38830086e+00, 4.73705672e+00, 2.94545341e+00, 7.98614949e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0340592636
          97, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.38691513e+00, 4.73593836e+00, 2.94766931e+00, 7.98478177e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0343842608
          98, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.38554256e+00, 4.73483083e+00, 2.94986195e+00, 7.98342735e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0347087737
          99, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.38418293e+00, 4.73373395e+00, 2.95203153e+00, 7.98208599e+00, 0.00000000e+00, 1.0000000000, 0.0100000000, 0.0350357296
