"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,           0,      -2.634153904,     -0.2536421245,      -14.14643041,        2.77740237,      -18.40387668,      0.9462129199
          0,           0,           1,      -2.825985215,     -0.4765004633,      -1.152650229,       2.573822987,      -13.20937439,       8.186452653
          0,           0,           2,      -3.058295812,     -0.6966593584,     -0.7631345025,       2.379607655,      -10.85027185,       9.437415695
          0,           0,           3,      -3.050681644,     -0.8923888133,     -0.5522984463,       2.418765137,      -11.12034777,       8.856998592
          0,           0,           4,      -3.370659987,      -1.119650305,     -0.9685600499,       2.083220539,      -11.36786952,       8.204931506
          0,           0,           5,      -3.423070172,      -1.236423601,     -0.9999514852,       2.033981405,      -11.51024237,       7.534389959
          0,           0,           6,      -3.577495711,      -1.351906196,      -1.315882598,        1.86348953,      -11.54444316,       7.027821859
          0,           0,           7,      -3.593517157,      -1.374056236,      -1.307564285,       1.845824902,      -10.48392446,       6.134883765
          0,           0,           8,      -3.578319071,      -1.396955989,      -1.219961991,       1.864020332,      -9.355336994,       6.872379201
          0,           0,           9,      -3.667730248,      -1.428079254,      -1.487359033,       1.760993582,       -9.01415387,       6.706648004
          0,           0,          10,      -3.642217046,      -1.425672602,      -1.325832253,       1.791935761,       -7.94975083,       6.486975628
          0,           0,          11,      -3.216964863,      -1.133400675,     -0.7138701993,       2.241731355,      -6.159777343,       6.708388285
          0,           0,          12,      -3.590557692,      -1.435911343,      -1.181562751,       1.844482433,      -5.696578285,       6.818180251
          0,           0,          13,      -3.596229419,      -1.402957059,      -1.162516709,       1.847433631,      -4.902733786,       6.211362631
          0,           0,          14,      -3.763558318,      -1.471221415,      -1.477032514,       1.654796935,      -4.703149819,       6.531382725
          0,           0,          15,      -3.780131908,      -1.441358073,      -1.484613505,       1.644516324,      -4.378499279,       5.929803185
          0,           0,          16,      -3.845639175,      -1.456336667,      -1.712277458,       1.564129113,       -4.26373287,       6.211408777
          0,           0,          17,      -3.824582515,      -1.439617387,      -1.564713408,       1.596019722,      -4.064299319,       5.817045801
          0,           0,          18,      -3.878001542,      -1.452023929,      -1.791910121,       1.529092241,      -3.980696659,       6.126532859
          0,           0,          19,      -3.831576893,      -1.437127259,      -1.539546363,       1.588185405,      -3.819137889,       5.838381791
          0,           0,          20,      -3.893383595,      -1.452775932,      -1.775532617,       1.509421747,      -3.751418637,       6.186815988
          0,           0,          21,      -3.840936866,      -1.432405434,      -1.531328589,       1.575340489,      -3.614299091,       5.829698384
          0,           0,          22,      -3.908283881,      -1.448998901,      -1.768660255,       1.487992567,      -3.558232625,       6.171610091
          0,           0,          23,      -3.858016821,      -1.423752113,      -1.545744636,       1.553111894,      -3.440855533,       5.772308683
          0,           0,          24,      -3.928048511,      -1.440464397,      -1.784747178,       1.460532733,      -3.394203113,       6.095413072
          0,           0,          25,      -3.885333913,      -1.414816621,      -1.582156806,       1.519163326,      -3.293283491,       5.695389995
          0,           0,          26,      -3.955807095,      -1.431264154,      -1.818545297,       1.424151952,      -3.254450384,       5.998988869
          0,           0,          27,      -3.921766998,      -1.406961154,      -1.634153307,       1.475405218,      -3.166103742,       5.635956403
          0,           0,          28,      -3.992203463,       -1.42456146,      -1.860939525,       1.378751653,      -3.133755988,       5.934685089
          0,           0,          29,      -3.962218059,      -1.401060769,      -1.690404473,       1.428760732,       -3.05605822,       5.609612838
          0,           0,          30,      -4.031689821,      -1.420362284,      -1.900230262,       1.332998523,       -3.02930114,       5.919169491
          0,           0,          31,      -4.010881438,      -1.404718115,      -1.739914356,       1.376722524,      -2.960699602,       5.602655644
          0,           0,          32,      -4.079334292,      -1.424139881,      -1.936418135,       1.279501485,      -2.938866982,       5.923851495
          0,           0,          33,      -4.050517573,      -1.364600212,      -1.785032416,       1.336494424,      -2.879555644,       5.593714568
          0,           0,          34,       -4.08747944,      -1.416684859,      -1.962184123,       1.271090582,      -2.862225755,       5.921559003
          0,           0,          35,      -4.031662683,      -1.397847183,       -1.79949818,       1.349392885,      -2.812663834,        5.57228861
          0,           0,          36,      -4.088368625,      -1.420014126,      -1.970794266,       1.260666973,      -2.799454895,       5.902205278
          0,           0,          37,      -4.091139247,       -1.42010029,      -1.815703661,       1.288318274,      -2.759610759,       5.538027786
          0,           0,          38,      -4.167262423,      -1.436082112,      -1.989136331,       1.180179176,      -2.750064713,       5.867497735
          0,           0,          39,      -4.153936702,      -1.441829453,      -1.883103395,       1.229361791,      -2.719681027,       5.496288902
          0,           0,          40,      -4.220514828,      -1.453778898,      -2.047396323,       1.130324294,      -2.713283661,       5.824433067
          0,           0,          41,      -4.213084054,      -1.458381761,      -1.936294137,       1.170408149,      -2.691735498,       5.453412049
          0,           0,          42,      -4.281815812,       -1.46838587,      -2.104255431,       1.071179278,      -2.687949118,        5.78047883
          0,           0,          43,      -4.256699315,      -1.477490337,      -1.977916496,       1.132729666,      -2.674232406,       5.413548387
          0,           0,          44,      -4.318715042,      -1.490034147,      -2.141764995,       1.043027559,      -2.672553612,       5.740727921
          0,           0,          45,      -4.295939407,      -1.500421936,      -2.009076207,       1.100775949,      -2.665587787,       5.377536762
          0,           0,          46,       -4.35325983,      -1.509979352,        -2.1635518,       1.020895233,      -2.665565752,       5.705637406
          0,           0,          47,      -4.328736368,      -1.520577642,      -2.032344968,       1.078392776,      -2.664503316,       5.343815517
          0,           0,          48,      -4.390081572,       -1.53199017,      -2.185227473,      0.9991555039,      -2.665789842,       5.672398763
          0,           0,          49,      -4.362693194,      -1.545677189,      -2.050521129,       1.056720447,      -2.669841567,       5.310485666
          0,           0,          50,      -4.420341247,       -1.55575845,      -2.203665323,      0.9848107894,      -2.672156007,       5.638418579
          0,           0,          51,      -4.388792422,      -1.570460798,       -2.06536873,       1.041967726,      -2.680799983,       5.276892816
          0,           0,          52,      -4.445055106,      -1.580551673,      -2.219880292,      0.9743083475,      -2.683920519,       5.603070723
          0,           0,          53,      -4.411345648,      -1.596747952,       -2.08111989,       1.028621651,      -2.696752295,       5.243731138
          0,           0,          54,      -4.467224671,      -1.607131334,      -2.237078478,      0.9635557635,      -2.700499049,       5.567471326
          0,           0,          55,      -4.433709229,      -1.624175736,      -2.097462329,       1.013134095,      -2.716950926,       5.212178339
          0,           0,          56,      -4.488452064,      -1.634820038,      -2.256607744,      0.9506683116,      -2.721179501,       5.533574794
          0,           0,          57,      -4.455208753,      -1.652284313,      -2.116553947,      0.9963448366,        -2.7406955,       5.183310996
          0,           0,          58,      -4.509433467,       -1.66333689,      -2.277186646,      0.9350833438,       -2.74529953,       5.503113628
          0,           0,          59,      -4.477833295,      -1.681115154,      -2.138432034,      0.9761516809,      -2.767092803,        5.15772801
          0,           0,          60,      -4.531243135,      -1.692847815,      -2.299580728,      0.9155244587,      -2.772025916,       5.476648273
          0,           0,          61,      -4.501244519,      -1.710744727,      -2.163381742,      0.9526113198,      -2.794953561,       5.135249491
          0,           0,          62,      -4.553985397,      -1.722944221,      -2.322392422,       0.892029647,      -2.800133407,       5.453457251
          0,           0,          63,      -4.525992593,      -1.740366484,      -2.189339668,      0.9255729817,      -2.822970968,        5.11511202
          0,           0,          64,      -4.577065515,      -1.753118342,      -2.346498227,      0.8660154165,      -2.828342321,       5.432308781
          0,           0,          65,      -4.550048231,      -1.769410265,      -2.216035162,      0.8980584568,      -2.849905935,       5.096521931
          0,           0,          66,      -4.600242531,      -1.782746894,      -2.369138438,      0.8381948866,      -2.855429497,       5.412384537
          0,           0,          67,      -4.574522473,       -1.79737618,      -2.244817241,        0.86880153,      -2.874681144,       5.079285074
          0,           0,          68,      -4.623849996,       -1.81183367,      -2.393170341,      0.8081830281,      -2.880304691,         5.3936138
          0,           0,          69,      -4.599312721,      -1.825456386,      -2.273489421,      0.8377621999,      -2.896518259,       5.063310852
          0,           0,          70,      -4.648048063,      -1.840823814,       -2.41618365,       0.775742395,      -2.902188172,       5.376217709
          0,           0,          71,       -4.62490938,      -1.853417959,      -2.303117528,      0.8043538193,      -2.914852532,       5.048540762
          0,           0,          72,      -4.671864611,      -1.868957271,      -2.441708459,      0.7427045291,      -2.920458872,       5.360401343
          0,           0,          73,       -4.64892052,      -1.880188799,      -2.332623126,      0.7720733467,      -2.929176757,       5.034652862
          0,           0,          74,       -4.69486005,      -1.895841415,      -2.466197078,      0.7101479655,       -2.93456125,       5.346009906
          0,           0,          75,       -4.67284411,      -1.906113385,      -2.362352786,      0.7396093003,      -2.939224315,       5.021254447
          0,           0,          76,      -4.717208418,      -1.921696093,      -2.491275343,      0.6782626898,      -2.944154596,       5.332557424
          0,           0,          77,       -4.69582835,      -1.930998217,      -2.391615596,      0.7081614039,      -2.944423492,       5.007783487
          0,           0,          78,      -4.738871866,      -1.946326169,       -2.51596004,      0.6479800848,      -2.948546226,       5.319463754
