"Mach","Pressure","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.17805,8.9528e+05,0.99036,1,0,0,0,0
0.17805,8.9528e+05,0.99036,1,0.00012294,0.00012294,0,0
0.17806,8.9528e+05,0.99036,1,0.00024587,0.00024587,0,0
0.17806,8.9528e+05,0.99035,1,0.00036881,0.00036881,0,0
0.17807,8.9528e+05,0.99035,1,0.00049175,0.00049175,0,0
0.17807,8.9528e+05,0.99035,1,0.00061469,0.00061469,0,0
0.17808,8.9528e+05,0.99035,1,0.00073762,0.00073762,0,0
0.17808,8.9527e+05,0.99035,1,0.00086056,0.00086056,0,0
0.17808,8.9527e+05,0.99035,1,0.0009835,0.0009835,0,0
0.1781,8.9527e+05,0.99034,1,0.0011064,0.0011064,0,0
0.17812,8.9527e+05,0.99034,1,0.0012294,0.0012294,0,0
0.17814,8.9527e+05,0.99034,1,0.0013523,0.0013523,0,0
0.17815,8.9526e+05,0.99034,1,0.0014752,0.0014752,0,0
0.17817,8.9526e+05,0.99034,1,0.0015982,0.0015982,0,0
0.17819,8.9526e+05,0.99033,1,0.0017211,0.0017211,0,0
0.17821,8.9526e+05,0.99033,1,0.0018441,0.0018441,0,0
0.17822,8.9526e+05,0.99033,1,0.001967,0.001967,0,0
0.17825,8.9526e+05,0.99033,1,0.0020899,0.0020899,0,0
0.17828,8.9525e+05,0.99032,1,0.0022129,0.0022129,0,0
0.17832,8.9525e+05,0.99032,1,0.0023358,0.0023358,0,0
0.17835,8.9525e+05,0.99032,1,0.0024587,0.0024587,0,0
0.17838,8.9524e+05,0.99031,1,0.0025817,0.0025817,0,0
0.17841,8.9524e+05,0.99031,1,0.0027046,0.0027046,0,0
0.17844,8.9524e+05,0.99031,1,0.0028276,0.0028276,0,0
0.17847,8.9523e+05,0.9903,1,0.0029505,0.0029505,0,0
0.17851,8.9523e+05,0.9903,1,0.0030734,0.0030734,0,0
0.17855,8.9523e+05,0.99029,1,0.0031964,0.0031964,0,0
0.1786,8.9522e+05,0.99029,1,0.0033193,0.0033193,0,0
0.17864,8.9522e+05,0.99028,1,0.0034422,0.0034422,0,0
0.17868,8.9521e+05,0.99028,1,0.0035652,0.0035652,0,0
0.17872,8.9521e+05,0.99027,1,0.0036881,0.0036881,0,0
0.17877,8.952e+05,0.99027,1,0.003811,0.003811,0,0
0.17881,8.952e+05,0.99026,1,0.003934,0.003934,0,0
0.17886,8.9519e+05,0.99026,1,0.0040569,0.0040569,0,0
0.17891,8.9519e+05,0.99025,1,0.0041799,0.0041799,0,0
0.17897,8.9518e+05,0.99025,1,0.0043028,0.0043028,0,0
0.17902,8.9518e+05,0.99024,1,0.0044257,0.0044257,0,0
0.17908,8.9517e+05,0.99024,1,0.0045487,0.0045487,0,0
0.17913,8.9517e+05,0.99023,1,0.0046716,0.0046716,0,0
0.17918,8.9516e+05,0.99022,1,0.0047945,0.0047945,0,0
0.17924,8.9516e+05,0.99022,1,0.0049175,0.0049175,0,0
0.1793,8.9515e+05,0.99021,1,0.0050404,0.0050404,0,0
0.17936,8.9514e+05,0.9902,1,0.0051634,0.0051634,0,0
0.17943,8.9514e+05,0.9902,1,0.0052863,0.0052863,0,0
0.17949,8.9513e+05,0.99019,1,0.0054092,0.0054092,0,0
0.17956,8.9512e+05,0.99018,1,0.0055322,0.0055322,0,0
0.17962,8.9512e+05,0.99018,1,0.0056551,0.0056551,0,0
0.17969,8.9511e+05,0.99017,1,0.005778,0.005778,0,0
0.17976,8.9511e+05,0.99016,1,0.005901,0.005901,0,0
0.17983,8.951e+05,0.99015,1,0.0060239,0.0060239,0,0
0.1799,8.9509e+05,0.99015,1,0.0061469,0.0061469,0,0
0.17998,8.9508e+05,0.99014,1,0.0062698,0.0062698,0,0
0.18006,8.9508e+05,0.99013,1,0.0063927,0.0063927,0,0
0.18014,8.9507e+05,0.99012,1,0.0065157,0.0065157,0,0
0.18021,8.9506e+05,0.99011,1,0.0066386,0.0066386,0,0
0.18029,8.9505e+05,0.9901,1,0.0067615,0.0067615,0,0
0.18037,8.9505e+05,0.9901,1,0.0068845,0.0068845,0,0
0.18045,8.9504e+05,0.99009,1,0.0070074,0.0070074,0,0
0.18055,8.9503e+05,0.99008,1,0.0071303,0.0071303,0,0
0.18064,8.9502e+05,0.99007,1,0.0072533,0.0072533,0,0
0.18073,8.9501e+05,0.99006,1,0.0073762,0.0073762,0,0
0.18082,8.95e+05,0.99005,1,0.0074992,0.0074992,0,0
0.18091,8.9499e+05,0.99003,1,0.0076221,0.0076221,0,0
0.181,8.9498e+05,0.99002,1,0.007745,0.007745,0,0
0.1811,8.9497e+05,0.99001,1,0.007868,0.007868,0,0
0.18119,8.9496e+05,0.99,1,0.0079909,0.0079909,0,0
0.1813,8.9495e+05,0.98999,1,0.0081138,0.0081138,0,0
0.1814,8.9494e+05,0.98998,1,0.0082368,0.0082368,0,0
0.1815,8.9493e+05,0.98997,1,0.0083597,0.0083597,0,0
0.18161,8.9492e+05,0.98996,1,0.0084827,0.0084827,0,0
0.18171,8.9491e+05,0.98995,1,0.0086056,0.0086056,0,0
0.18181,8.949e+05,0.98993,1,0.0087285,0.0087285,0,0
0.18192,8.9489e+05,0.98992,1,0.0088515,0.0088515,0,0
0.18203,8.9488e+05,0.98991,1,0.0089744,0.0089744,0,0
0.18214,8.9487e+05,0.9899,1,0.0090973,0.0090973,0,0
0.18226,8.9486e+05,0.98989,1,0.0092203,0.0092203,0,0
0.18238,8.9484e+05,0.98987,1,0.0093432,0.0093432,0,0
0.18249,8.9483e+05,0.98986,1,0.0094661,0.0094661,0,0
0.18261,8.9482e+05,0.98985,1,0.0095891,0.0095891,0,0
0.18273,8.9481e+05,0.98983,1,0.009712,0.009712,0,0
0.18285,8.948e+05,0.98982,1,0.009835,0.009835,0,0
0.18297,8.9479e+05,0.98981,1,0.0099579,0.0099579,0,0
0.1831,8.9477e+05,0.98979,1,0.010081,0.010081,0,0
0.18323,8.9476e+05,0.98978,1,0.010204,0.010204,0,0
0.18336,8.9475e+05,0.98976,1,0.010327,0.010327,0,0
0.18349,8.9473e+05,0.98975,1,0.01045,0.01045,0,0
0.18362,8.9472e+05,0.98973,1,0.010573,0.010573,0,0
0.18375,8.9471e+05,0.98972,1,0.010696,0.010696,0,0
0.18388,8.9469e+05,0.9897,1,0.010818,0.010818,0,0
0.18402,8.9468e+05,0.98969,1,0.010941,0.010941,0,0
0.18416,8.9466e+05,0.98967,1,0.011064,0.011064,0,0
0.1843,8.9465e+05,0.98966,1,0.011187,0.011187,0,0
0.18445,8.9463e+05,0.98964,1,0.01131,0.01131,0,0
0.18459,8.9462e+05,0.98962,1,0.011433,0.011433,0,0
0.18473,8.9461e+05,0.98961,1,0.011556,0.011556,0,0
0.18488,8.9459e+05,0.98959,1,0.011679,0.011679,0,0
0.18502,8.9458e+05,0.98958,1,0.011802,0.011802,0,0
0.18516,8.9456e+05,0.98956,1,0.011925,0.011925,0,0
0.18532,8.9455e+05,0.98954,1,0.012048,0.012048,0,0
0.18548,8.9453e+05,0.98952,1,0.012171,0.012171,0,0
0.18564,8.9451e+05,0.9895,1,0.012294,0.012294,0,0
0.1858,8.945e+05,0.98949,1,0.012417,0.012417,0,0
0.18596,8.9448e+05,0.98947,1,0.01254,0.01254,0,0
0.18611,8.9446e+05,0.98945,1,0.012663,0.012663,0,0
0.18627,8.9445e+05,0.98943,1,0.012785,0.012785,0,0
0.18643,8.9443e+05,0.98941,1,0.012908,0.012908,0,0
0.1866,8.9441e+05,0.98939,1,0.013031,0.013031,0,0
0.18678,8.9439e+05,0.98937,1,0.013154,0.013154,0,0
0.18695,8.9438e+05,0.98935,1,0.013277,0.013277,0,0
0.18712,8.9436e+05,0.98933,1,0.0134,0.0134,0,0
0.18729,8.9434e+05,0.98932,1,0.013523,0.013523,0,0
0.18747,8.9432e+05,0.9893,1,0.013646,0.013646,0,0
0.18764,8.9431e+05,0.98928,1,0.013769,0.013769,0,0
0.18781,8.9429e+05,0.98926,1,0.013892,0.013892,0,0
0.188,8.9427e+05,0.98923,1,0.014015,0.014015,0,0
0.18819,8.9425e+05,0.98921,1,0.014138,0.014138,0,0
0.18837,8.9423e+05,0.98919,1,0.014261,0.014261,0,0
0.18856,8.9421e+05,0.98917,1,0.014384,0.014384,0,0
0.18875,8.9419e+05,0.98915,1,0.014507,0.014507,0,0
0.18894,8.9417e+05,0.98913,1,0.01463,0.01463,0,0
0.18912,8.9415e+05,0.9891,1,0.014752,0.014752,0,0
0.18931,8.9413e+05,0.98908,1,0.014875,0.014875,0,0
0.18951,8.9411e+05,0.98906,1,0.014998,0.014998,0,0
0.18971,8.9409e+05,0.98904,1,0.015121,0.015121,0,0
0.18991,8.9407e+05,0.98901,1,0.015244,0.015244,0,0
0.19011,8.9405e+05,0.98899,1,0.015367,0.015367,0,0
0.19032,8.9403e+05,0.98897,1,0.01549,0.01549,0,0
0.19052,8.94e+05,0.98894,1,0.015613,0.015613,0,0
0.19072,8.9398e+05,0.98892,1,0.015736,0.015736,0,0
0.19092,8.9396e+05,0.9889,1,0.015859,0.015859,0,0
0.19114,8.9394e+05,0.98887,1,0.015982,0.015982,0,0
0.19135,8.9392e+05,0.98885,1,0.016105,0.016105,0,0
0.19157,8.9389e+05,0.98882,1,0.016228,0.016228,0,0
0.19179,8.9387e+05,0.98879,1,0.016351,0.016351,0,0
0.19201,8.9385e+05,0.98877,1,0.016474,0.016474,0,0
0.19223,8.9382e+05,0.98874,1,0.016596,0.016596,0,0
0.19244,8.938e+05,0.98872,1,0.016719,0.016719,0,0
0.19266,8.9378e+05,0.98869,1,0.016842,0.016842,0,0
0.19289,8.9375e+05,0.98867,1,0.016965,0.016965,0,0
0.19312,8.9373e+05,0.98864,1,0.017088,0.017088,0,0
0.19336,8.937e+05,0.98861,1,0.017211,0.017211,0,0
0.19359,8.9368e+05,0.98858,1,0.017334,0.017334,0,0
0.19383,8.9365e+05,0.98855,1,0.017457,0.017457,0,0
0.19406,8.9363e+05,0.98853,1,0.01758,0.01758,0,0
0.19429,8.936e+05,0.9885,1,0.017703,0.017703,0,0
0.19453,8.9358e+05,0.98847,1,0.017826,0.017826,0,0
0.19477,8.9355e+05,0.98844,1,0.017949,0.017949,0,0
0.19502,8.9352e+05,0.98841,1,0.018072,0.018072,0,0
0.19527,8.935e+05,0.98838,1,0.018195,0.018195,0,0
0.19552,8.9347e+05,0.98835,1,0.018318,0.018318,0,0
0.19577,8.9344e+05,0.98832,1,0.018441,0.018441,0,0
0.19602,8.9341e+05,0.98829,1,0.018563,0.018563,0,0
0.19627,8.9339e+05,0.98826,1,0.018686,0.018686,0,0
0.19652,8.9336e+05,0.98823,1,0.018809,0.018809,0,0
0.19678,8.9333e+05,0.9882,1,0.018932,0.018932,0,0
0.19705,8.933e+05,0.98817,1,0.019055,0.019055,0,0
0.19732,8.9327e+05,0.98813,1,0.019178,0.019178,0,0
0.19758,8.9324e+05,0.9881,1,0.019301,0.019301,0,0
0.19785,8.9321e+05,0.98807,1,0.019424,0.019424,0,0
0.19812,8.9318e+05,0.98804,1,0.019547,0.019547,0,0
0.19839,8.9315e+05,0.988,1,0.01967,0.01967,0,0
0.19866,8.9312e+05,0.98797,1,0.019793,0.019793,0,0
0.19893,8.9309e+05,0.98794,1,0.019916,0.019916,0,0
0.19922,8.9306e+05,0.9879,1,0.020039,0.020039,0,0
0.1995,8.9303e+05,0.98787,1,0.020162,0.020162,0,0
0.19979,8.93e+05,0.98783,1,0.020285,0.020285,0,0
0.20007,8.9297e+05,0.9878,1,0.020408,0.020408,0,0
0.20036,8.9294e+05,0.98776,1,0.02053,0.02053,0,0
0.20065,8.929e+05,0.98773,1,0.020653,0.020653,0,0
0.20093,8.9287e+05,0.98769,1,0.020776,0.020776,0,0
0.20122,8.9284e+05,0.98766,1,0.020899,0.020899,0,0
0.20153,8.9281e+05,0.98762,1,0.021022,0.021022,0,0
0.20183,8.9277e+05,0.98758,1,0.021145,0.021145,0,0
0.20213,8.9274e+05,0.98754,1,0.021268,0.021268,0,0
0.20244,8.927e+05,0.9875,1,0.021391,0.021391,0,0
0.20274,8.9267e+05,0.98747,1,0.021514,0.021514,0,0
0.20304,8.9263e+05,0.98743,1,0.021637,0.021637,0,0
0.20334,8.926e+05,0.98739,1,0.02176,0.02176,0,0
0.20365,8.9257e+05,0.98735,1,0.021883,0.021883,0,0
0.20398,8.9253e+05,0.98731,1,0.022006,0.022006,0,0
0.2043,8.9249e+05,0.98727,1,0.022129,0.022129,0,0
0.20462,8.9246e+05,0.98723,1,0.022252,0.022252,0,0
0.20495,8.9242e+05,0.98719,1,0.022375,0.022375,0,0
0.20527,8.9238e+05,0.98715,1,0.022497,0.022497,0,0
0.20559,8.9235e+05,0.98711,1,0.02262,0.02262,0,0
0.20592,8.9231e+05,0.98707,1,0.022743,0.022743,0,0
0.20624,8.9227e+05,0.98703,1,0.022866,0.022866,0,0
0.20659,8.9223e+05,0.98698,1,0.022989,0.022989,0,0
0.20693,8.9219e+05,0.98694,1,0.023112,0.023112,0,0
0.20728,8.9215e+05,0.98689,1,0.023235,0.023235,0,0
0.20762,8.9211e+05,0.98685,1,0.023358,0.023358,0,0
0.20797,8.9207e+05,0.98681,1,0.023481,0.023481,0,0
0.20831,8.9203e+05,0.98676,1,0.023604,0.023604,0,0
0.20866,8.9199e+05,0.98672,1,0.023727,0.023727,0,0
0.209,8.9195e+05,0.98667,1,0.02385,0.02385,0,0
0.20937,8.9191e+05,0.98663,1,0.023973,0.023973,0,0
0.20973,8.9187e+05,0.98658,1,0.024096,0.024096,0,0
0.2101,8.9182e+05,0.98653,1,0.024219,0.024219,0,0
